K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M1,K3M2,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
8.458129247,8.309885839,8.367775342,8.518332352,8.597733656,8.564976571,8.430734561,8.431033915,8.517863633,8.667184554,8.556295057,8.734402827,8.472368453,8.710072929,8.57717649,8.469016463,8.64678046,8.490060482,8.596050193,8.549742462,8.611425213,8.615815983,8.66328034,8.585429255
7.453749842,7.425916315,7.56150705,7.53293935,7.399469376,7.624235772,7.673976105,7.318909883,7.324929711,7.740692361,7.55447247,7.705580977,7.680299352,7.335650556,7.772018304,7.750687963,7.757519608,7.66742083,7.795460801,7.750456398,7.690730844,7.522049539,7.74769446,7.635371896
8.573142703,8.566642035,8.622635542,8.73300364,8.663221856,8.735919505,8.791754678,8.648066163,8.786622375,8.750391134,8.552558692,8.700969195,8.572243729,8.727421649,8.752292149,8.800183468,8.672246263,8.77052944,8.821547445,8.802657793,8.816179061,8.629486363,8.85239293,8.835653755
7.398259965,6.594798019,7.438628115,7.221084931,,7.421087953,7.476215013,7.408253437,7.550159994,7.415673781,6.972927825,7.349952061,6.712323568,,7.213817796,6.681790838,7.453138767,7.26581151,7.126862441,7.359606268,7.402730982,7.301477911,7.180048971,6.98864929
5.876693076,7.029897336,7.057949137,,,6.595727188,,6.671295959,,,5.589045403,5.975961509,,7.178874109,7.333722997,7.091715832,,,,6.943749433,,,7.189171208,6.963501114
6.896946596,,7.183723198,7.188278586,7.430762382,7.224576696,7.087089405,7.103216943,7.326301973,6.746964106,,7.219643165,,6.875288084,7.22495336,6.780017337,7.676550564,6.834777597,7.110032988,,7.350726882,7.481909964,7.247317907,6.443838355
8.193175722,8.181221379,8.163666325,8.357092912,8.222998484,8.272152614,8.260936105,7.943156105,8.160552642,8.480969256,8.205575766,8.235891803,8.425852255,8.749514131,8.546107386,8.618784128,8.240730215,8.52344605,8.5288913,8.553891124,8.365462997,8.337911165,8.618336147,8.350383993
8.547664165,8.365021417,8.285378421,8.185057687,6.577320546,6.970117226,8.433227484,8.607901963,8.747297208,8.407517604,7.767613823,8.714024854,8.603014056,,7.287719514,8.470688812,8.55718016,8.19038539,8.156649115,8.283542594,7.118056288,7.076696458,7.234595612,8.740445805
7.268882575,,6.659135328,7.904186704,6.789682137,7.673931526,7.405660731,7.582016712,7.411046629,7.410690993,7.176232135,7.357760306,7.817194211,7.307208962,7.529511154,7.888692285,7.82225463,7.612349616,7.64385018,7.808698728,7.718008569,7.787212485,6.64727522,7.844067322
8.277680628,8.198129156,8.199628728,8.307140163,8.466108932,8.239593339,8.388611256,8.367155516,8.402387791,8.481379347,8.188745201,8.351317089,8.199142446,8.658760084,8.168183919,8.443220756,8.384886964,8.428886387,8.418318086,8.381873342,8.33746497,8.241561464,8.408294316,8.402633048
6.683062569,,7.239149195,6.579337657,,7.358894578,6.922433782,6.715597686,6.605940521,,6.844861055,6.606188146,,,6.895520392,,7.157436145,6.367859514,6.804715192,7.595445982,7.0548299,6.591747002,6.617353504,6.854667319
7.458215306,7.271638986,7.537769806,7.680376879,7.415661208,7.353763947,7.474958689,7.464369533,7.444648864,7.759732727,7.636616122,7.375027613,7.703498022,7.954729657,8.044545775,7.792924232,7.120502504,7.919020332,7.745184362,8.177389269,7.661356001,7.483650911,7.885007299,7.485694575
7.879474079,7.770341677,7.857099367,7.840382382,8.009770796,8.014345487,8.075761117,7.754325335,8.044844178,8.185286646,7.714261392,8.157877167,8.028441977,7.833767507,8.191326252,8.197061303,8.184988534,8.157841926,8.244551986,8.23468759,8.167434523,8.071682908,8.295590129,8.117314584
7.298416305,6.920081556,7.47949439,7.298448513,7.123758335,7.486633177,7.120906701,7.073689454,6.689047971,7.740216476,7.411128458,7.469982471,7.811230022,5.611384318,7.69558293,7.690363373,7.789513952,7.707820016,7.731391289,7.922056523,7.796098832,7.465608758,7.418015192,7.640444955
6.515731146,,,7.135165397,,,,7.011809365,6.54114998,6.910494732,6.776121015,,6.85526391,,7.478741946,7.385127123,6.78931223,6.966911973,7.275123159,7.217681966,,,7.537755059,7.092625902
6.527498545,6.622339879,6.793321376,6.830064284,6.739431772,6.576496141,6.688639713,,5.907465929,,5.9022417,,,,6.714925401,,,6.864007591,6.878268382,,,,6.432899933,5.965006702
,6.822776641,,,,7.055929632,6.85801666,,,7.138876841,7.247326024,6.980533949,,7.010344409,7.000723045,7.339452922,7.253001782,7.138577575,7.097316381,6.843283201,6.760840919,,6.970283999,7.22298305
7.169496719,7.033109153,6.819055464,6.938144905,7.025542841,7.207164009,7.047047177,7.364027142,7.258503568,7.336501264,6.999215662,7.277826262,7.032520243,,7.551039006,7.335258396,7.541114533,7.339098654,7.132762074,7.376176018,7.41672335,7.002730579,7.135758784,7.027807599
7.799819543,7.464594913,7.763668855,7.640892358,7.865204017,7.816920016,7.727065147,7.95474828,7.703736456,7.924376828,7.583385698,7.816955845,7.541846069,7.875889828,7.342268505,7.552640651,7.722288338,7.438421274,7.492875125,7.475657875,7.200050498,7.283843851,7.802186746,7.433188197
7.786423048,8.002101423,7.417751544,7.789881384,7.913793918,8.037048124,7.934203425,7.852705085,7.907792322,8.057824242,7.781649,7.713787037,8.13529135,8.535773911,8.163069711,8.272792142,8.085704967,8.120436872,8.341802263,8.24825355,8.268813355,8.143046544,8.363037792,8.330257054
7.622524423,7.216362424,7.378242754,7.260548851,7.787982357,7.697950195,7.629835278,7.416010186,7.682376438,7.703173433,7.107118507,7.499296895,7.455426269,6.631046839,7.701810475,7.548837268,7.638133083,7.685172141,7.650104082,7.334394238,7.782498134,7.775106571,7.783138958,7.901981886
,,,,,,7.372444815,7.200554962,,,,,,,,,7.261439274,6.70860089,6.974968627,,,,,
7.05905715,,,,,,,,,7.222730609,,,6.348534086,6.708096166,,,,,,,,,7.151498864,7.428069999
6.370109173,,,6.583872153,,,,6.670486279,6.883268942,,6.71193154,,7.279031722,,7.187699689,7.220464607,6.524246324,,6.521808452,7.346490432,6.890109472,6.880649296,6.95824972,6.794741961
8.948525929,8.883584005,8.890555624,9.005292662,9.062184725,9.176489996,9.084161617,8.97199867,8.972755981,9.091911227,8.804766769,9.075623214,8.900387307,8.927893831,9.160148366,9.059604583,9.049347451,8.972636477,9.143373632,9.09582902,9.071592259,9.039535935,9.249567826,9.151695037
7.16576206,6.932757716,6.705453505,7.294868311,7.224643443,7.008502891,7.305892546,7.063143408,6.979930336,7.527179728,7.403880076,7.210084647,7.302369321,6.657671782,7.70232825,7.32602814,7.645520378,7.40283324,7.565605915,7.536025819,7.477358508,7.446722645,7.559175486,7.50649492
6.91338076,7.330514414,,6.932722899,5.871082749,6.876441133,6.880710169,7.084777476,6.664440232,7.471415636,6.449171793,6.866630714,7.699222111,6.920609206,7.36552617,7.392610356,6.92459692,7.04815971,7.589426948,7.400013694,6.511030084,7.137250044,6.54864604,6.824064567
7.157168707,6.996419258,7.04117055,6.942596198,6.923623835,7.048914573,7.132706105,6.981251034,7.063367896,7.135665349,6.824023427,7.062741575,7.164068903,7.451062652,7.447874942,7.57011642,7.611120842,7.640451145,7.422814306,7.578920253,7.397686733,7.165749115,7.480552501,7.365339635
7.335403306,,7.074932917,7.149281228,8.267068124,,7.574874345,,,,6.422534064,,7.502072046,6.909037993,,7.742108258,7.585089399,7.255212146,7.868103046,7.369988022,7.806395533,7.819784973,8.086387976,
8.103418896,8.005866771,8.102544323,8.150251368,8.424002758,8.271951549,8.226089223,7.975443782,8.225547905,8.09588074,8.051348835,8.167866103,7.831266014,6.780954184,7.734896294,7.8348621,7.742871101,7.845588651,7.942821235,7.893283023,7.540364204,7.773823854,7.920714465,7.85143735
6.887483305,,,7.26124257,7.46709828,7.681595943,7.435947939,6.837108414,7.310919223,7.363967006,7.155858792,7.419899152,7.374334892,7.06758317,7.6305676,7.538655011,7.261056918,7.271823021,7.570480717,7.557353328,7.680643981,6.942604362,7.08888183,7.562601655
7.914376143,7.893032489,7.802503616,7.882010205,7.873824319,7.827923168,7.809037845,7.822888697,7.95441675,8.154278417,7.539487678,7.889283418,8.015421914,8.069486245,8.243741972,8.129081015,7.92377144,8.118641956,8.194221169,8.107032559,8.102682776,7.979567986,8.336649965,8.176443665
8.529693677,8.267033538,8.62503995,8.341160768,8.225432832,8.194815066,8.367285737,8.41517243,8.290003777,8.613843284,8.137843432,8.432716846,8.695738278,8.019033819,8.54422983,8.732623929,8.701357463,8.685773719,8.602648068,8.724474163,8.455009265,8.359131345,8.824889412,8.502733773
8.756400389,8.606550244,8.750390567,8.718233641,8.816705706,8.847257557,8.80512654,8.77775879,8.893280117,8.854657083,8.709440722,8.814869293,8.724562114,8.48073578,8.886481187,8.870578726,9.042659084,8.804519539,8.913610879,8.922050029,8.967587034,8.924316499,8.945008368,9.027883257
6.93186225,7.261824809,6.971158091,6.842240303,7.05309251,7.466156364,7.150615417,,7.335406233,7.230838641,7.114816753,7.068301415,7.344424586,7.25191875,7.602670703,7.25644185,7.442962258,7.564706289,7.586402222,7.451554412,7.380368925,7.190803269,7.462578035,7.492788467
7.440705228,7.529706271,7.649185467,7.796790335,7.519245297,7.700726397,7.355277059,7.344595671,7.451844354,7.765601646,7.511571971,7.416981436,7.913463891,7.791503138,7.961535833,7.800242094,7.899885215,7.932311857,7.880891717,8.058351858,7.703063395,7.650335646,7.912189623,7.706052386
7.572075639,7.573814571,7.859393782,7.763188307,7.759410949,7.866908492,7.835382934,7.715553835,8.072663963,7.921230281,7.071897143,7.98500995,7.922752594,7.671610635,7.673749712,7.846672098,7.925970111,7.726771063,7.655519886,7.847073725,7.745229046,7.61147136,7.715549689,7.752602902
7.596095803,7.7344756,7.766182428,7.662216014,7.761554895,7.9364454,7.831654245,7.792492911,7.470922352,7.719819222,7.807780941,7.772677615,7.457111823,7.829012456,7.810113678,7.854646496,8.008014464,7.789964879,7.740481035,7.876377415,8.018776001,7.868251699,7.834488033,7.84722108
8.018037635,7.842204157,8.046679113,8.004502594,8.088604374,8.134850911,8.111962472,8.048531526,8.224553398,8.131469643,7.69458588,8.215820722,7.761148995,8.008952913,8.037346709,8.107694957,8.1800033,8.011588803,8.092998044,8.099333851,8.155041702,8.16014752,8.102144707,8.249045158
7.157689928,7.322629947,7.384694309,7.462496228,7.438123734,7.233203571,7.254086986,7.276658555,7.285695573,7.517416624,7.142439028,7.593675791,7.177802953,7.499917708,7.432783469,7.50484167,7.329666767,7.468194479,7.496528608,7.290427365,7.3413292,7.289300403,7.473900826,7.438046734
8.602275415,8.465470648,8.508034353,8.565130589,8.523220218,8.575064214,8.623233108,8.569445837,8.639565703,8.650553015,8.4125482,8.502321062,8.422108361,8.63543152,8.500350272,8.468691264,8.527415276,8.566459038,8.556849488,8.429042613,8.483387308,8.493376893,8.464550143,8.574039856
6.89097463,6.908946301,,,,,,,,,,,,,,,,,,,,,,
8.739334472,8.524176679,8.708011285,8.63747305,8.682020325,8.791388943,8.811049052,8.773056756,8.808675015,9.009494135,8.538791115,8.787194066,8.426936338,8.471488956,8.725618025,8.777799864,8.787696121,8.602423909,8.603085959,8.694369247,8.59291864,8.613647092,8.824064808,8.817805087
7.624902586,7.573528626,7.687288179,7.823629815,7.467216613,7.780685348,7.634609385,7.691486301,7.745181104,7.947327798,7.762850348,7.809167718,7.903851935,8.094485096,8.061838196,7.970816868,7.878309033,7.799804148,7.970294713,8.093485225,7.966630182,7.869760049,8.023712312,8.031356565
8.451499352,8.226238011,8.39209601,8.519301723,8.533540262,8.605278849,8.571212398,8.691219175,8.618144878,8.555556821,8.553155515,8.645482458,8.160792096,7.602493465,8.436620153,8.290409802,8.448950598,8.359401995,8.350972626,8.340010763,8.308248608,8.316458889,8.228277158,8.434262558
6.968680145,6.853581185,7.061359671,7.05972631,,7.155871663,7.123996377,,6.874998257,7.457670894,6.986870976,,7.780370227,7.482877452,,7.594713037,7.482298666,7.418379074,7.491213892,7.274077668,7.732973677,7.244408207,7.272498038,7.466480011
6.9789404,7.019385477,7.217205859,7.445857246,7.288774197,7.211604483,6.462148176,7.475521244,7.5436193,6.666089773,7.277042311,7.744914576,7.709211114,7.630421077,8.016195154,7.671294868,7.920943739,7.539390838,7.861805863,7.792497197,7.764736571,7.674870267,7.727581439,7.849236083
7.916895933,7.886779983,7.62970363,7.87020392,7.86990552,8.062201317,7.85947325,7.695782995,7.728553002,8.168016735,7.821811418,7.942498291,8.072153429,8.437231047,8.294282749,8.188143371,7.870656687,8.160481617,8.188132492,8.346829223,8.053614719,8.032744483,8.156588867,8.036533996
,,6.712643732,,7.615900141,,7.403547366,6.698356378,,,,,6.500901895,,7.309432969,7.50436368,7.455033274,7.499151508,7.341898119,7.661605925,7.479958789,7.475790866,7.319494904,7.515953672
7.673578899,7.601974747,7.447082292,7.647450175,7.835468687,7.782213494,7.7024352,7.707326123,7.760660693,7.927135668,7.753050825,7.877982209,7.90366034,7.644043006,7.976721245,7.99036744,7.882137768,7.848515503,7.889873468,8.00257627,7.859195589,7.730272725,8.048257111,7.945249355
7.915213565,7.917011041,7.949752341,8.017213101,7.859130782,8.095319707,8.03546343,7.490699946,7.633112084,8.207105308,8.054286374,7.979804143,7.987664591,7.927325819,8.047077829,8.242512139,7.899005775,8.181289155,8.213349857,7.991737183,8.113983441,8.12751583,8.211987903,8.13059627
7.177139649,7.366645352,7.420014644,7.584591336,7.513428108,7.549665007,7.558819741,5.829561924,6.984338768,7.65199554,7.286999361,7.765425373,7.55123894,7.58080463,7.728574168,7.787404567,7.640505003,7.730536633,7.714845116,7.750398247,7.576443873,7.723601193,7.859535651,7.685135789
8.4030123,8.25387215,8.391540874,8.285139721,8.698905912,8.446320784,8.386082118,8.518538332,8.489220739,8.655699962,8.518933429,8.535249536,8.382848975,8.492705965,8.595801186,8.540968468,8.54623448,8.523215108,8.545037866,8.576741394,8.796693885,8.489549335,8.611708974,8.780626207
8.012606406,7.808243579,7.936948509,7.984471238,8.015613617,8.041211443,8.115841328,7.879231733,7.712456713,8.11732315,7.915328656,8.099492895,8.091967134,8.085204234,8.197408767,8.164344553,7.894258764,8.126936432,8.078953463,8.221914724,7.983723268,8.040831684,8.300292123,8.077146347
7.093927244,7.505990778,7.457001272,7.659790451,7.599106491,7.40458523,7.518258836,7.56864213,6.55616082,7.68730878,7.655986467,7.402349647,7.386859331,7.51836023,7.875296702,7.641646761,7.364860105,7.763743397,7.773297253,7.827779244,7.740256438,7.531163821,7.671656099,7.444996293
8.769119115,8.594590872,8.703135986,8.726799566,8.764953237,8.802271302,8.708703808,8.736470724,8.85147475,8.84480345,8.767322879,8.782342138,8.631741743,8.791647644,8.727347881,8.784005856,8.799804042,8.822503617,8.761978615,8.723509329,8.736849157,8.604925716,8.85715963,8.672595132
,,,,,,,,7.418353589,6.938010351,,7.712254557,,,,,,,,,,7.610146273,7.614669293,6.965303558
7.464972307,7.834726848,7.785154377,7.916360819,7.732014824,7.697479745,7.56663428,,,,,,8.137837033,7.350265513,7.633764655,7.874670794,7.767540202,7.775829656,,7.924552099,,,,
7.501591949,7.696485395,7.739286502,7.561044048,,7.301359357,7.530327945,6.719636994,7.044150131,7.870902596,7.757940014,7.652847658,7.706547878,7.3994813,7.987615149,7.887321322,7.440145267,7.798402971,7.887555169,7.977426719,,,8.130116571,7.715496117
9.366731377,9.16240329,9.27562854,9.328721395,9.404359512,9.367712869,9.364167783,9.363382871,9.519153876,9.435829036,9.37767099,9.410488447,9.227075764,9.237122226,9.370878792,9.400919948,9.405218035,9.36984856,9.420503452,9.384306617,9.417089192,9.351530018,9.579316794,9.413128027
7.834035853,7.543566327,7.752250474,7.554003419,7.432633663,7.587543046,7.836548191,7.493583014,7.58969433,8.041600185,7.521948941,7.174678213,7.894689469,7.940770319,7.998729831,7.895656728,7.812510641,7.912704926,7.898676261,8.015754177,7.460095126,7.790052968,8.062783242,7.715070023
6.705127228,,6.387733309,,7.015724879,7.302960878,6.805327846,6.563019052,7.720749581,,7.133885018,7.26428634,,8.044772705,,,,,,,7.001551944,6.698597443,,7.026326631
6.702615818,,6.785493415,,,,,,,6.803229493,,,,6.867050963,6.828633436,7.019932447,,6.584369062,,7.029662494,,,6.994452261,
8.026685622,7.829923209,7.973545999,8.00592572,7.717157546,8.019600062,7.861316945,8.027768032,8.11891416,8.079822159,7.720321268,8.134444167,7.844967947,8.100652471,7.929322884,7.763004864,7.459500879,7.765836352,7.857623795,8.047705,,7.542358772,8.058526899,7.819268245
7.852150448,7.928006801,7.973404855,8.027811559,7.956808751,7.964401685,7.996481213,7.436610678,7.869158714,7.980667336,7.965027954,7.973556939,7.706352316,8.047167756,7.564021882,7.638280451,7.396335992,7.773123359,7.760493268,7.733847038,7.521831294,7.311602353,7.653015206,7.866518148
8.350194362,8.168586598,8.31296058,8.324760358,8.407260866,8.587760242,8.509462856,8.377598744,8.63454734,8.435256595,8.374686806,8.534344719,8.235188417,8.442177677,8.459841681,8.378238804,8.629978128,8.453339815,8.539879989,8.414020273,8.593831355,8.539707126,8.653245787,8.644218525
8.273517854,8.415013748,8.379861759,8.28571663,8.401743544,8.399479672,8.312881137,8.009805107,8.098857032,8.663931305,8.46899571,8.362528687,8.631161133,8.472322028,8.654818582,8.836008282,8.86326564,8.802511603,8.822993923,8.753444402,8.71452211,8.685161807,8.931687634,8.637381675
,,,,,,,,,,,,,,,,,,,,,,,
8.265545467,8.052636596,8.317520701,8.449971202,8.283248827,8.386845679,8.399191938,8.497957268,8.304714552,8.48649683,8.329552268,8.422407114,8.587917529,8.556061822,8.87657761,8.673477627,8.777680749,8.560532306,8.629934735,8.813656876,8.566542549,8.58930687,8.654876776,8.662392073
6.77339014,7.251748876,,6.900885928,6.350554725,7.220289799,6.388068271,6.766341279,6.921553251,7.119708251,6.905011629,5.930600916,7.024762511,7.537018606,7.318335265,7.144991446,7.207399191,7.003508959,7.236537386,7.150842437,6.354010595,6.847262904,6.58740445,7.335055896
8.463981615,8.506880149,8.484124753,8.512677796,8.563691171,8.610687556,8.494629781,8.423281976,8.514910278,8.69558581,8.522900859,8.57573277,8.566687562,8.532065531,8.716897551,8.74615742,8.826485544,8.692746787,8.746721164,8.605009377,8.706613296,8.701219752,8.769098331,8.69289459
8.161366773,8.042989433,7.95176192,8.277601631,8.231571933,8.255459092,8.243656167,8.121092475,8.178141607,8.30918204,8.014509771,8.248804637,8.087556442,8.58934945,8.349957843,8.325424994,8.05364501,8.178404327,8.368488926,8.340912555,8.224418471,8.171175836,7.776968441,8.30685247
7.308967429,7.127499745,7.305244694,7.7125269,6.499916997,7.293747712,7.308265053,,6.193354733,7.569027744,,7.165300848,7.389110025,7.139030531,7.798516695,7.952467104,7.52609201,7.562215498,7.802830732,7.914839615,7.60554405,7.256208059,7.530465319,7.619134586
7.463900621,7.405110588,7.465925275,7.508180802,7.331489962,7.435909627,7.386085693,7.294801419,7.652110628,7.662296432,7.397114168,7.19380648,7.546180166,7.39468018,7.745632402,7.671061221,7.791035588,7.605747989,7.749051586,7.762949397,7.499708163,7.392923223,7.76494599,7.57370615
8.742725052,8.587370704,8.7289397,8.669476019,8.558664645,8.850681949,8.716989368,8.832929886,8.82183278,8.943435308,8.63164037,8.683806933,8.771351966,8.769529003,9.019023091,8.883079791,8.781244626,8.926740591,8.884373659,9.074514315,8.881868371,8.711274746,8.932833684,8.890412651
6.447793236,7.2016837,,6.973721212,7.283002516,7.185890203,6.248802544,7.252294947,7.3492869,6.944589119,7.402821812,,6.991868707,7.34069475,7.2006439,7.876112372,,7.256819415,7.487617131,6.44452729,,6.700194974,7.37729429,
7.891780335,8.088293222,8.272693963,8.297841259,8.13871602,8.36313315,8.050042928,8.297922961,8.060690957,8.367215332,8.005063146,8.029277926,8.464360629,8.284236145,8.427744646,8.459845575,8.485244304,8.425051595,8.44204498,8.506997558,8.356899833,8.09193993,8.227985229,8.329877022
8.368553345,8.222182628,8.256352579,8.3155558,8.257867458,8.29940451,8.256905549,8.380881616,8.189272813,8.354157719,8.231449984,8.277651406,8.349233341,8.356645766,8.606389908,8.456326372,8.417519997,8.476080367,8.4454365,8.634919127,8.186253917,8.281584457,8.253862707,8.345620807
8.340009959,8.259085498,8.320105128,8.351702579,8.33286383,8.447508947,8.418911689,8.252747646,8.395994311,8.511769361,8.152692802,8.357707957,8.223326711,8.126988245,8.45390557,8.471138766,8.357194899,8.325497152,8.445502329,8.404533973,8.340094583,8.209986363,8.865131126,8.480871314
,,,7.069315981,7.072376711,6.724013868,6.733474964,6.82533423,,,,,6.757010288,6.897576654,7.263854539,7.11094288,7.105586285,7.439899066,7.21713368,7.303513748,,,,
,,,,,,,,,7.262503884,6.905111634,6.680690265,,,,,,,,,6.525120325,6.843410564,7.134940032,6.999425006
8.349578962,8.32989574,8.244966078,8.240699558,8.33803054,8.590995138,8.462109044,8.558966884,8.496466396,8.450118202,8.348266619,8.537320054,8.053994514,7.851047324,8.270596017,8.197159995,8.24286017,8.119920707,8.228041782,8.260578159,8.205445744,8.135780403,8.067706826,8.356309041
9.057079634,8.727010718,8.534950001,9.28831138,9.269973924,9.331698838,9.226130234,9.124284503,9.16604038,9.042706916,8.941672871,9.288492596,8.873278101,9.211047543,9.113464605,9.156857115,9.20393319,8.880230876,9.167707872,9.128899261,9.219770044,9.165366191,8.794830698,9.297175351
8.300761615,8.139658324,8.15386527,8.142042155,8.175369774,8.279069887,7.98480567,8.027868949,8.088327705,8.100700972,8.146058618,8.156613303,7.80237449,8.24230581,8.04645391,7.890111642,7.28623798,7.898398062,7.93445715,7.959537521,7.283701157,7.309395572,7.991162526,7.944570297
7.09899047,7.652960444,7.151697896,7.189416612,7.374703531,7.625882675,7.625124564,,7.304168056,7.610863179,7.510668998,7.14693371,7.779840307,7.939286827,7.651227459,7.542898036,7.434134611,7.656634611,7.89585049,7.813903574,7.530647172,7.776613291,7.926654565,7.81997229
7.275870722,7.620474525,7.491923069,7.507608743,,7.450825319,7.287753805,7.557010125,,7.829088715,7.445122669,7.716314663,7.809943611,7.882644131,8.145505215,8.072213318,7.490844189,7.965778242,8.010582746,7.957070692,7.587977177,7.715107642,8.189690226,7.886778494
8.256176299,8.118527079,8.156865814,8.164239958,8.184159583,8.304737931,8.166429784,8.05637351,8.418717241,8.38447458,8.029026715,8.193256413,8.024328543,8.569303215,8.318766508,8.283438824,8.407198328,8.320997114,8.340909337,8.287570572,8.12647649,8.192733168,8.439783021,8.299998049
7.405093925,7.511462857,7.58931099,7.85360337,7.100351415,7.132423762,7.770052872,7.774239305,7.439873751,7.824069466,7.625782646,7.767389349,7.912057574,7.961875128,7.796364484,7.940923206,7.889798948,7.949316921,7.740161176,7.983573441,7.711077363,7.599639392,7.771827442,7.701853683
7.106141238,,,7.434034511,7.548374972,7.6404052,7.423194657,7.070117848,7.34603385,7.349487356,6.759824921,7.540139951,,7.632418767,7.519056601,7.508028513,7.377703587,,7.495036508,7.585598997,7.542450249,7.462680351,7.115659552,7.210938332
7.610982353,7.349693416,7.519494161,7.556302825,7.195840096,7.353900984,7.55485688,7.644739504,6.96642442,7.497346026,6.936330467,7.207063837,7.346710567,,7.614336791,7.60134154,7.736119702,7.681814639,7.64240046,7.565529039,7.594799027,7.244565704,7.288721081,7.560265085
,,,,,,,,,,,,,,,,,6.908106934,,,,,,
,,6.90545951,,,,,,6.40047526,7.124368051,6.676157432,6.728199045,,,7.183947123,,,,,,6.633804517,,7.060193897,6.873329153
8.6592301,8.486178642,7.79324631,7.971340756,8.454249789,8.453391438,8.529373666,8.724017722,8.643714274,8.417945614,8.46337438,8.30936179,7.874114941,7.74960148,8.623653515,8.266625629,8.511053078,8.286507765,8.323292007,8.393095251,8.639350987,8.502733331,7.726573787,8.622763779
7.954569066,7.882597097,7.980603854,7.967743962,8.025279298,8.083232684,8.043198129,8.061178021,8.059913052,8.085748437,8.117949254,8.028128395,7.942962143,8.359874028,8.101576593,8.140078373,8.194357007,8.051797888,8.133738578,8.054626006,8.172885358,8.028865,8.08934191,8.142020926
7.143143841,6.877549644,6.999240269,7.087056153,7.621272375,7.484668076,7.29787539,7.652353485,7.539298494,7.243286964,7.277659424,7.231393081,7.612371434,7.523466217,7.341132266,7.757989962,7.777347223,7.460932558,7.671344041,7.343347869,7.386776563,7.678752128,6.188574675,7.463195781
7.175601666,7.438553814,7.490869528,7.375539936,7.479267024,7.601671988,7.15405923,7.340530899,7.616318407,7.727579306,7.774423408,7.659388348,7.546300083,7.313665443,7.894556576,7.755852805,7.796432297,7.686908817,7.479736869,7.814160092,7.759034823,7.62738349,7.861262512,7.628031047
7.605640493,7.321926504,7.5381346,7.691837716,7.188826549,7.736649081,7.395976886,7.76536866,7.657112554,7.680342766,7.660064775,7.813743863,7.675175209,6.942951101,7.701957731,7.477840184,7.911253419,7.621854388,7.707185852,7.884410483,7.68062185,7.592915511,7.846354694,7.724883497
8.118712453,8.217290282,7.328727941,8.518498011,8.374069552,8.527296435,8.28199879,8.224387554,8.279310805,8.171022115,8.127685347,8.368991242,8.283332684,8.55627186,8.590818529,8.592551764,8.527296301,8.224851241,8.559795047,8.613479255,8.566325428,8.460100591,8.078095823,8.560681597
7.109460893,7.263090399,7.206257686,7.504196787,6.159811062,7.32995339,7.084321245,6.597893286,6.804044612,7.422744199,6.614066145,7.121129804,7.829296621,7.074670571,7.573767317,7.465847229,7.372567291,7.681757505,7.197658135,7.715684303,7.063599638,6.003833072,7.503008383,7.38574532
8.515756579,8.239757704,8.480770232,8.332796022,8.270900461,8.328193836,8.417074217,8.322953033,8.591634324,8.61639192,8.399336049,8.36027057,8.548556617,8.706761027,8.457206225,8.643661184,8.635721117,8.556952074,8.559652221,8.610856484,8.47325342,8.511201395,8.60885474,8.683738997
7.500694397,7.635644694,7.592713118,7.471840156,7.914737553,7.781327888,7.717639405,7.137456267,7.14421464,7.824615207,7.766499689,7.662140936,7.285875727,8.013026376,7.440430135,7.803917356,7.88974681,7.928449767,7.818213804,7.324093298,7.398381797,7.865462515,7.705070818,7.469849757
6.847009433,7.249358036,7.433631923,7.38859398,7.299670754,7.679120175,7.668027986,7.876089384,7.725030961,7.756011199,7.74966891,7.832843126,7.405959952,7.830441786,7.812956463,7.557937173,7.780581347,7.706894964,7.911607368,7.805374178,7.68494275,7.614002302,7.769487171,8.008967025
7.187372523,7.52964415,7.478290908,7.574159006,7.581921414,7.604814349,7.627524259,6.82083158,7.161014803,7.746314776,7.444257668,7.22048731,7.812413474,7.701944205,7.950369159,7.63581586,7.84145116,7.804420176,7.897013939,7.98325047,7.790625432,7.740969061,7.934593528,7.777416698
7.56572941,7.462763754,7.606336616,7.502355487,7.379443176,7.596323037,7.513876661,7.713857714,7.43593381,7.680637766,7.607017614,7.677402808,7.480014225,7.570982021,7.70027888,7.550647621,7.614487267,7.459158474,7.627573358,7.668482698,7.515823001,7.437113237,7.799811871,7.640317106
7.646140514,7.399374765,7.842854391,7.215681508,8.072886161,8.036880974,7.707468028,7.947692195,7.949310359,7.931324679,8.072939538,7.856196962,7.717512351,7.823922621,8.220431476,8.125730977,8.17104103,8.02264744,7.995880456,8.268054995,8.159677151,7.931155484,7.770745702,8.023131942
6.986256225,,,6.997374313,6.986475755,7.289361095,6.449505868,6.772295715,6.924286361,6.930663336,,,7.260613469,7.801459247,7.241325885,7.237956384,6.833996372,7.209599437,7.470505881,7.399560431,7.265802845,7.477560143,6.778533986,7.385186016
6.804148335,,,7.384335844,6.695933986,7.41973473,7.141944674,6.831920853,7.015458017,7.010395593,6.466820499,7.042011898,7.304734548,7.711078235,7.455362549,7.151635255,7.418008309,6.973059275,7.540602476,7.42819543,7.262768077,7.272039186,6.861447393,7.132864009
