K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
,,,,,,,,,6.142915,,,,,,,,,,,,,,
,,,,,,,,,7.251884,,,,,,,,,,,,,,
7.761003,,,,,,,,,,,,,,,,,,,,,,,
,8.146749,,,,,,,,,,,,,,,,,,,,,,
,,7.328002,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.121768,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.661589,,
,,6.504915,,,,,6.864076,,,,,,,,,,,,,,,,
,,,6.582125,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7.59444,,,7.499648,,,,,,,,,,,,
,,,,,,,,,,,,7.666336,,,,,,,7.352875,,,7.625488,
,,,,,,,,,,,,,,,,,,6.328995,,,,6.753147,
,,,,,,,,,,,,,,,,,,6.651235,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6.97583
,,,,,,,,,,,,,,,,,,,,,,,6.64815
7.533167,,,,7.957925,,7.44524,,,,,,,,,,,,,,,,7.475324,
,,,,6.91714,,,,,,,,,,,,,,,,,,,
,,,,,7.28975,,,,,,,,6.607024,,,,,,,,,,
,,,,,,,,7.527251,,,,,,,,,,,,,,,
,,,,,,6.849594,,,,,,,,,,,,,,,,,
,,,,,,6.045948,,,,,,,,,,,,,,,,,
,,,,,,7.672083,7.02034,,,,7.862347,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6.193339,,6.233103,6.55981,,6.253583,,6.175695
,,,,,,,,,,,,,,,,,,,,6.767414,,,
,,,,,,,7.174601,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.840685,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7.949893
,,,,6.959284,,,,,,,,,,,,,,,,,,,
,,,,,,7.136645,,,,,6.805379,,,,,,,,,,,,
,,,,,,,7.413087,,,,,,,,,,,,,,,,
,,,,,,,,6.96906,,,,6.895695,7.338496,6.950034,,,,,6.890386,7.083664,,,
,,,,,,,,,,,6.534333,,,,,,,6.858943,,,,,
,,6.704635,,,,,,,,,,,,,,,,,,,,,
,,,,,,7.086699,,,6.420539,,6.972321,,,,,,,,,,6.919103,,
,,,,,,,7.572658,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.810315,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6.844378
,,6.96519,,,,,,6.721104,6.900473,,,,,,,,,7.209095,,,,,6.929916
,,7.405375,7.164028,7.31794,7.261203,6.872657,7.518732,,7.719162,7.722595,7.468162,7.40551,7.478869,,,,,7.271027,,,6.962193,7.363326,
,,7.378169,7.164028,7.31794,7.261203,,7.935962,,7.534055,7.800623,7.50253,7.40551,,,,,,7.271027,,,6.962193,7.363326,
,,,,,,,,,,,,,,,,7.077293,,,,,,,
,,,,,,,,,,,,,,,,,7.491957,,,,,,
,,,,,,,,,,,,,,,,,,6.75955,,,,,
,,,,,,,,,,,,,,,,,,,,,7.442465,,
6.590323,,,,,,,,,,,6.720777,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.687121,,,,,,,,,,,,,
,,,,,,,,,,,7.809749,,,,,,,,,,,,
,,,,,,,,,,,,6.273262,,,,,,,,,,,
,,,,,,,,,,,,,7.610046,7.931087,,,,8.478858,8.417466,,,,
,,,,,,,,,,,,,,,,,,,,,,,7.490649
,6.831774,,,,,,,,7.152913,,,,6.853882,,,,6.577912,,,,,,
,7.391624,7.586788,,,,,,,,,,,,,,,,7.456383,7.548037,7.69359,,,
,,,,,,,,,,,,,6.833081,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7.353628,,,,7.203483
,7.40284,,,,7.258313,,,,,,,,,7.50834,7.192104,7.433952,,,,,7.75178,,
,,,,,,,7.307147,7.374558,,,,,,8.163036,,,,,,,,,
,,,,,,,6.781081,,,,,,,,,,,,,,,,
,,,,,,,,7.328456,,,7.49994,,,,,,,,,,,,
,,,,,,,,,,7.106767,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.840929,,
,,7.06272,,,,,,,,,,,,,,,,,,,,,
,,7.009721,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.752914,,,,,,,,,,,
,,,,,,,,,,,,,,6.330537,,,,,,,,,
,,,,,6.405359,,,,,,,,,,,,,,,,,,
,,,7.666597,7.812186,,7.35073,7.942695,7.400192,,,7.631243,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7.184744,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.109832,,,,,,,,,7.215681,6.670846,,,7.076561
,,,,,,,,,,,,6.786955,,,,,,7.153278,,,,,
,,,,,,,,,,,,,7.147221,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6.490006
,,,,,,,,7.435464,,,,,,,,,,,,,,,
,7.011906,7.121146,,7.441937,6.978746,7.242769,,6.908637,7.094658,,,,,,7.107705,7.671326,6.950732,,6.817485,,7.761066,,7.096502
,,,,6.705468,,,,,,,,,,,,,,,,,,,
,,,,,,,,6.482272,,,,,,,,,,,,,,,
,,,,,,,,,,7.538229,,,,,,,,,,,,,
,,,,,,,,,,,,,7.081992,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
7.252934,,,,7.641175,,,,,,,,,,,,,,,,,,,
7.106506,,,,,,,,7.037665,,,7.13343,,,,,,,,,,7.336344,,
,,,,,6.762974,,,,,7.601799,,,,,,,,,,,,,
,,,,,,6.618582,,,,,,,,,,,,,,,,,
,,,,,,,,,6.751055,,,,,,,,,,,6.052835,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.237539,,,,7.295075,,,,
,,,,,,,,,,,,,,,,,,7.142,,,,6.903613,
,7.375799,,,,7.530371,,7.894367,,7.778144,7.669452,7.746983,,,,,7.799108,,8.086551,,8.064777,7.881784,8.009414,7.772757
,6.833828,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,8.324558,,,,,,,,,,,,,,,,
,,,,,7.286017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.354688,,,,,,,,,,,
,,,,,,,,,,,,,7.567466,7.417202,,,,,,,,7.162505,
,,,,,,,,,,,,,6.903544,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7.895069
,,7.143655,,,,,,6.58649,,,,,,,,,7.166052,,,,6.937519,,
,,,7.097132,,,,,,,,,,,,,,,,,,,,6.837947
,,,6.669487,6.703835,,,,,,,,,,,,,,,,,,,
,,,7.431206,,,,,,,,,,,,,,,,,,,,
,,,,,6.790553,,,,,,,,,,,,,,,,,,
,,,,,7.586527,,,,,,,,,,,,,,,,,,
,,,,,,,7.871115,,,7.749221,,7.66598,7.467199,,,7.743025,,7.828077,7.617816,,,7.814839,
,,,,,,,7.380462,,,,,,,,,,,,,,,,
,,,,,,,6.972977,,,,,,,,,,,,,,,,
,,,,,,,,,,,7.303334,,,,,,,,,,,,
,,,,,,,,,,,,,6.724697,,,,,,,7.408887,7.335031,,
,,,,,,,,,,,,,,,,7.030936,,,,,,,
,,,,,,,,,,,,,,,,,,,,6.417725,,,
,,,,,,,,,,,,,,,,,,,,6.71735,,,
,,,,,,,,,,,,,,,,,,6.659628,,,,,
,,,,,,,,,,,,,,,,,,6.831603,,,,,
,,6.978288,,,,,,,,,,,,,,,,,,,,,
,,,,6.98843,,,,7.039347,,,6.992287,7.585927,7.11525,,,,,,,,,,
,,,,,,,6.666491,,,,,,,,,,,7.857043,,,,,
,,,,,,,,,,,,7.740389,,,,,,,,,,,
,,,,,,,,,,,,6.560753,7.103446,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,7.370814,,
,,,,,,,,,,,,,,,,,,,,,,,6.901559
,7.77791,7.502251,,7.681245,7.572842,7.538671,7.972728,,7.495877,7.820962,,,7.970978,7.799538,7.694653,,7.8864,8.192004,,,7.263754,,
,,,,,,,7.771143,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7.017066,,,,6.692347,6.836821,,
,,,,,,,,,,,,,,,,,,,,7.540239,,,
7.276285,,,,,,,,,,,,,,,,,,,,,,,
,6.964523,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.86727,,,,,,,,,,,,,,,,,
,,,,,,,6.965187,,7.078756,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6.860373,,,,,,,
,,,,,,,,,,,,,,,,6.840563,,,,,7.342301,,
,6.491753,7.325555,,,6.475632,,,,,,,,,,,,,,,7.024128,,6.938388,
,8.207038,8.451491,7.801632,7.106565,8.620629,7.113889,8.396676,7.153991,8.699209,8.317882,,,,,,,,,,,,,
,,7.057011,,,,,,,,7.659682,,,,7.429635,,,,,7.047566,6.782443,,7.237259,7.124864
,,,,6.854927,7.030524,,,,,,,6.610056,,,,,,,,,,,
,,,,,,,6.795473,,,,,,,,,,,,,,,,
,,,,,,,,,,7.294985,,,,,,,,,,,,,
,6.757545,7.202416,,,7.531133,,7.114592,,7.57007,7.517156,7.146645,,,,,,,,,,,,
,6.919095,,,7.940335,,,8.081111,,7.687466,7.599959,,7.875969,7.426311,,,,,6.726564,,,,,
,,6.466264,,,,,,,,,,,,,,,,,,,,,
,,,,7.532595,,7.373022,7.549213,,,,,,,,,,,,,,,,
,,,,,,,,,,6.140591,,,,,,7.009623,,,,,,,
,,,,,,,,,,,,6.884522,,,,,,,,,,,
,,,,,,,,,,,,,7.059943,,,7.253383,,,,,,,
,,7.632278,,,,,,,,7.433731,,7.553824,,,,7.495826,,7.730056,,7.737893,,7.705963,
,,,,7.756286,,,,,,,,,,,,,,,,,,,
6.854869,7.835772,6.419975,,,7.212627,6.787234,,,6.968443,,,,,,6.899803,,,,,,,,
6.572504,,,,7.341209,,7.380959,6.696462,7.288691,,6.587957,7.530166,,,,,6.643862,,,,,,,
6.572504,,,,7.341209,,7.380959,6.696462,7.288691,,6.587957,7.23778,,,,,6.643862,,,,,,,7.126832
7.643425,,7.143655,,,,,,6.58649,,,,,,,7.336656,,,,,,6.937519,,6.507987
,,6.293699,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,8.348643,,,,8.366751,,7.917735,8.854055,,,7.9979,8.104336,,8.308049,
,,,,,,,,,,,6.445002,,,,,6.706235,,,,,6.801016,,
,,7.293247,,,,,8.095086,,,7.899702,,,,,,,,,,,,,
,,,7.347585,,,,,,,7.266902,7.276874,,,,6.927985,,,6.818212,,7.579074,7.607125,,
,,,,,,,,,,,,,,,,,,6.397784,,,,,
,,,,,,,,,,,,,,,,,,,,,,7.120328,
,,,,,,,,,,,,,,,,,,,,,,,6.524442
,,5.771958,,,,,,,,,5.945564,,,,,6.052216,,,,,6.328762,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7.044229,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.351603,7.488674,,,,,,,,,7.193239,
,,,,,,,,,,,,,6.677924,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6.592973,,,,
,,,,,,,6.526833,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8.061062,,,,,,,,,
,,,,,6.619418,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.709522,,,,,,,,,,,,,
7.820725,,,,,,,,,,,,,,,,,,,,,,,
,,,,7.571324,,,7.702153,,,7.591692,7.546531,,,,7.2562,,,,,,,,7.710262
,,,,,,,,,,,,6.646877,,,,,,,,6.945973,,,
,,,,,,,,,,,,,,,,,,,,7.291466,,,
8.135765,,,,,,,,,,,,,,,,,,,,,,,
,,,6.487093,,7.201515,6.392942,7.395449,,,6.617561,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,6.185489,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.760856,,,,,,,,8.113895
7.780494,,,,,,,,,,,,,,,,,,,,,,,
,,,,7.940335,,,7.453191,,7.460469,7.599959,,7.875969,7.426311,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.881434,,,7.381994,,,,7.904299,,,
,,,,,,,,,,,,,,6.981295,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7.116541,,,,
,,,,,,,,,,,6.321489,,,,,,,,,,,,
,,7.271776,,6.645363,,,,,,,,,7.255192,,,,,,,,,,
,,,,,,,,,,6.990161,,,,,,,,,,,,,
,,,,,,,,,,,,7.339594,,,,,,,,,,,
,6.019983,,,,,,,,,,,,,,,,,,,,,,
,,6.727714,6.863002,,,,,,,,,,,,,,,,,,,,
,,8.090998,7.834602,,,7.229133,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.078245,,,,,,,,,,
,,,,,,,,,,,,,,,,7.470988,,,,,,,
,,,,,,,,,,,,,,,,,,,,7.354031,,,7.261896
,,7.150135,6.858947,,,,,6.963558,7.250287,,,,,,,,,,,,,,
,,7.143655,,,,,,6.58649,,,,,8.052949,,,8.454043,8.631961,,,7.863393,6.937519,7.533236,
,,,6.632297,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.788732,,
,7.835772,8.111986,7.755004,,,,,,7.295334,,,7.94502,,,7.712117,7.410261,,,,7.876154,8.103673,,7.651102
,,,7.537321,7.754462,7.591019,,7.919601,7.427582,,,7.606017,,,,6.811072,,,,,,,,
,,,,,,8.491352,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6.996571,,6.849381,,,7.026295,,
,,,,,,,,,,,,,,,,,,,,7.390988,,6.972733,
,,,,,,6.80916,,6.649234,,,,6.530689,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.906181,,
,,,,,,,,,,,,,,,,,,,,,,7.370131,
7.050799,7.531021,,,,7.328355,7.391852,7.532663,7.347927,,,7.496349,,,,,,,,,,7.640021,,
,7.910038,,,,,,,,,,,,,,,,,,,,,,
,,6.607488,,,,,6.999555,,,,,,,,,,7.525915,,,,,,
,,,,5.998623,,,5.752338,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7.089789
,,,,,,,,,,,,,,,,,,6.963786,,,,,
,6.877561,,,,6.700161,6.90893,,7.291195,,,,,,,,7.298113,,,,6.936968,,7.281958,
,,6.287878,,,,,,,,6.807092,,,,,,,,,,,,,
,,,,,,,,,7.151363,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.118361,,,,,,,,,
,,,,,,,,,,,,,,,,6.543682,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7.370177
,,7.881202,7.706912,,,,,,,,7.728988,,,,,,,,,,,,
,,,,,,,,,,,,,,,6.849505,6.750718,,,,,7.132343,,7.004849
,,,,,,,,,,,,,,,,,,,,,6.906148,,
,,,,,,,,,,,,,,8.440175,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7.07953,,6.989491,,7.332268
,6.99528,,,7.09563,,,,,,,,,,,,,,,7.4469,,,,
,7.104014,6.882998,,,7.338586,,,,,,,7.362438,7.560508,,,7.710223,,6.877705,,7.782921,7.720711,,
,,6.967854,,,,,,,,,,,,,,,,,,,,,
,,7.49301,,,,,,,,,,,,,,,,,,,,7.770612,
,,,,,7.793353,,,,,,,,,,,,,,,,,,
,,,,,7.955961,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.078827,,,,,,,,8.115488,,,,
,,,,,,,,,,,,,,7.356772,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,7.034554,,
,,6.329322,,,,,,,,6.575912,6.371466,,,,6.50392,6.866543,,,,,6.6621,,
,,,,,,,,,,,6.820086,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.547874,
,7.447808,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7.09767,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6.543548,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7.626544
,,,,,,,,,,,,,,,,,,,,,,,6.848643
,,,,,,6.500213,,6.643942,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6.851327,,,6.867902,7.157187
,,,,,,,,,,7.134741,,,,,,,,,,,,,
,,,,,,,,,,7.244748,,,7.285972,6.927258,,,,,6.73753,7.294482,,6.997009,
,,,,,,,,,,,,6.475239,,,,,,,,,6.726061,,
,,7.771317,,,,8.324409,,,,7.305014,,6.963705,,,,,,,,7.299577,,7.447997,
,,,,,,,,,,,,,,,,,,,,7.161971,,,
,,,,,,,,,,,,,,,,,,,6.886812,,,,
,,,,6.547794,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6.969481,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.810276,,
,,,8.100017,7.893476,,,,,,7.79849,,,,,,,,,,,,,
,,,,,,6.161307,,,,,,,,,,,,,,,,,
,,,,,,,,7.566604,,,,,,,,,,,,,,,
,,6.67316,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.734123,,,,,,,,,,,
,7.035175,,,7.274371,7.404008,,,,7.421398,,7.32327,7.233774,,,,,,,,,,7.058149,
,,,,,7.129603,,,,,,,,,,,,,,,,,,
,,7.082837,,,,,,,,,,7.146764,,,,7.770594,,,,,,,
,,,,,,6.967522,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.736111,,,7.330137,,6.996277,,,,,
,,,,,,,,,,,,,,,,,7.154942,,,,,,
,,,,,,,,,,,,,,,,,,6.707826,,,,,
,,,6.991015,,6.746815,,,,,,6.834695,,,,,,,,,,,,
,,,,6.919942,,,7.163282,,,7.369627,,,,,,,,,,,,,
,,,,,,,,8.950168,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,7.06105,,
,,,,,6.578876,,,,,,,,,,,6.427542,,,,,,,
,,,,,,,,7.451015,,,,,,,,,,,,,,,7.683508
,,,,,,,,,,,6.858313,,,,,,,,,,,,
,,,,,,,,,,,7.328499,7.647386,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,8.083292,,,,
,,,,,,,,,,,,,,,,,,,,,,7.039231,6.845764
,,,,,,,,,,,,,,,,,,,6.209926,,,,
,,,,,,,,7.705649,,,,,,,,7.954008,,,,,,,
,,,,,,,,,,,,,,6.218925,,,,,,6.426238,,,
,,,,,,,,,,,,,,7.064491,,,,,,7.841843,,,
,,6.66241,,,,,,,,,,,,,,,,,,,7.193765,,
,,,,6.783241,,,,,,,6.739061,,,,,,,,,,,,
,,,,,,,,,,,6.877754,,,,,,7.569531,,,7.368555,,,
,,,,,,,,,,,,6.84994,,,,,,,,,7.154852,,
7.655011,,,,,,,,,7.22239,,,,,,,,,,,,,,
,7.437519,,,,,,,,,,,,,,,,,,,6.96117,,,
,,7.267191,,6.938547,6.849169,7.038357,,6.978721,6.664436,7.047657,,,7.170975,,,6.763587,,,,,,,
,,7.515258,7.784704,,7.791617,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.002457,,,,,,,,,,,,,
,,,,,,,,,,7.565895,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6.548892,,,
,,,,,,,,,,,,,,,,,,,,7.506297,,,
,7.761659,7.884565,7.582428,7.77494,7.932,,,,7.737606,,,,,,,,,,,,7.515493,,
,,,,,,6.622108,6.629692,,,6.888007,6.286098,,,,,6.354037,,6.590241,6.434152,6.585886,,,
,,,,,,,,,7.564002,,,,,,,,,,,,,,
,,,,,,,,,,,7.053066,,,,,,,,,,,,
,,,,,,,,,,,,,,6.349537,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6.895069,7.006396,,
,,,,,,,,,,,,,,,,,,,,,6.595992,,
,7.346262,7.503135,,,,,,7.406204,7.368215,6.948028,,7.756234,,7.419529,,7.231071,7.651596,7.768169,,,7.647889,7.36489,7.691907
,,,,7.259404,,,,6.748311,,7.123293,6.891035,6.840466,,,6.852047,6.895713,,,,7.423892,,7.334183,
,,,,,,,8.322887,,,,,,,,,,,,,,,,
,,,,,,,6.78342,,,,,,,,,7.175674,,,,,,,
,,,,,,,,,,,6.796701,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8.016589,,,,,,,
,,,,,,,,,,,,,,,,,,6.879044,,,,6.85195,
,,,,,,,,,,,,,,,,,,,6.901303,,,,
,,,,,,,,,,,,,,,,,,,,6.777194,,,
,,,,,,,,,,,,,,,,,,,,,8.123947,,
,,,,,,,,,,,,,,,,,,,,,6.846869,,
,,,,,6.800548,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.007914,,,,,,,,,,,
,,,,,,,,,,,,,,7.364698,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7.0972,,,
,,,,,,,,,,,,,,,,,,,,8.282209,,,
7.069017,,,7.107532,,7.368673,,,,,,,,,,,,,,,,,,
,6.453835,,,,,,,,,,,,,,,,,,,,,,
,,6.909547,,,,,,,,,,,,,,,,,,,,,
,,,,,7.123022,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.457836,,,,,,,,,,,
,6.565758,,,,,,6.894717,,7.216429,,,,,,,,,,,,,,
,,6.782068,,,,,,,7.110542,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.590368,,,8.080864,,,,,,
,,,,,,,,,,,,,,,,6.98406,,,,,,,
,,,,,,,,,,,,,,,,6.782103,,,,,,,
,,,,,6.79587,,,,,,,,7.216773,6.936618,,,,,,7.004319,,,
,,,,,,7.875258,,,,,,,,,,,,,,,,,
,,,,,,,,,6.922232,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,7.004739,,
7.356425,7.385117,,,,7.174298,7.335902,,7.351219,,,7.580621,,,,,6.713625,,7.135042,,7.134577,,,6.742479
,8.136585,,7.474583,8.370668,,,7.850936,,,7.486569,,,,8.013028,7.91243,,,8.230646,,7.454407,7.833271,7.720346,7.923744
,,6.478331,6.565378,,,,6.870892,6.319119,6.499667,6.656531,,7.087101,,,,7.384242,,,7.372515,,,7.206982,
,,,,,6.683023,,,,,,,,,,,,6.798122,,,,,,
,,,,,,,,7.496132,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.140722,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,6.947987,,,,,
,,6.650538,,,5.890856,,,,,,6.913986,,6.323372,,,7.24402,,6.68781,6.876043,,6.891383,6.662159,7.100628
,,,,7.19673,,,,,,,,,,,,,,,,,,,
,,,,7.444503,7.328986,,,,,6.957349,7.425218,,6.854807,,,,,,,,,,
,,,,,,,,,,,,,,,,8.439702,,,,,,,7.702104
,,,,,,,,,,,,,,,,,,7.008806,,,,,
,,,7.047271,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6.379459,,,,,,,,,,,,,,6.920219,
,,,,,,,,,,,,7.565121,8.115166,,,,,,,,,,
,,,,,,,,,,,,,7.515322,,,,,,,,,,
,,,,,,,,,,,,,,,6.892021,,,,,,7.141182,,7.01545
,,,6.704265,6.742742,,,,6.995015,,6.591387,,,,7.223421,,,6.743881,,,,,6.868337,7.184608
,,,,,,,,,,,,,,,,,,,7.34965,,,,
,,,,,,,,,7.562699,,,7.177077,,,,,,7.386754,,,7.467444,,7.058373
,,,,,,,,,,,,,,6.719096,,,,,,,6.825968,,
,,,,,,,,,,,,,,,,,,,6.982525,,,,
,6.982437,6.859382,,7.940335,,,8.081111,,7.687466,7.599959,,7.599831,7.426311,,,,,6.726564,,,,6.475773,
,,7.36147,,,,,,,,,,7.428397,7.674654,,,,,,,7.369505,,,
,,6.83539,,7.387436,7.404008,,6.767155,,,,7.479747,,,,,,,,,,,7.058149,
,,,,,6.832285,,,,,,,,,,,,,,,,,,
,,,,,,,7.89741,,,,,,,,,,,,,,,,
,,,,,,,,,,7.100898,,,,,,,,,,,,,
,,7.390508,,,,,7.545293,,,,,,7.144529,,,,,,6.8181,7.255626,,,
,,6.457389,,,,,,,,,,,,,,,,,,,,,
,,,,6.731933,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6.774276,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6.729336,6.807192,7.09648,,6.803237
,6.822947,,,,,,7.011458,,,,,7.554559,,,,,,,7.29011,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7.231611,,,,,,,,,,,,,,,,
7.178858,,,,,,6.712642,,7.31773,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6.705093,,,,,,,,,,
,,,,,,,,,,,,,,,,7.693892,,,,,,,
,7.008635,6.388775,,,,,,,,,,,,,,,,6.691345,,,6.763489,,6.843421
,7.021481,,,,,,,,,,,,,,,,,,,,,,
,,7.636176,7.164028,7.31794,7.261203,,7.639148,,7.719162,7.608743,7.641531,7.40551,,,,,,7.271027,,,6.962193,7.363326,
,,,,,,,,,,,,7.119663,,,,,,,,,,,
,,,,,,,,,,,,,,7.084774,,,,,,,,,
,,,,,,,,,,,,,,,,7.152365,,6.917721,,,,,
,,7.838711,,,8.021265,,7.494812,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.681507,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,7.018194,,,,,
,,,,,,,,,,,,,,,,,,,,,6.467199,,
6.629344,,,,,,,,6.652857,,,6.837313,,,6.797271,6.819254,,,,,,7.196854,,6.940615
,6.157648,,,,,,,,,,,,,,,,,6.383282,,,,,
,,6.831485,,,,,,,6.808893,,6.684928,,,,,,,,,,,6.582376,
,,7.160869,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7.083611,,,,,,,,,,,,,,,,
,,,,,,,,,,,7.094615,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,6.655369,,,,,
,,,,,,,,,,,,,,,,,,,6.353296,6.717337,,,
,,,,,,,,,,,,,6.522009,,,,,,,,,,
,7.622016,7.68678,7.232618,,7.224628,7.391112,7.931696,,,8.140874,7.677653,,,,,,,,,,,,
,,6.803916,,7.132694,,,,6.872295,,7.25015,,,7.641724,7.049668,,7.528774,,,,,,,7.658604
,,,,,,,,,6.894477,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.332655,,,,,,,,,,
,,,,,,,,,,,,,,,7.326692,,,,,,,,
,,,,,,,,,,,,,,,,7.051055,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,6.804387,,,,,,,6.59116,,,,,7.466148,,,,,,,,7.329149
,,,,,,,,,,7.558583,,,,,,,,,,,,,
,,,,,,,,,,,7.177733,,,,,,,,,,,,
,,,,,,,,,,,7.094181,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6.94191,,,,,,,
,7.033701,,,,,,,,,,6.677022,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,7.064152,,,7.243394,,,7.085688,,,7.338643,,,7.149934,,,7.339298,,,7.072348,,,7.097929,7.41715
,,,,,,,,,,,,,,,,6.637159,,,,,,,
,,,,,,,,,,,,,,,,7.610224,,,,,7.707183,,
,,,,,,,,,,,,,,,6.6245,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.238896,,
,,6.726621,7.081831,,7.392397,,,,7.50853,7.658689,,,,,,,,,,,,,
,,,,,7.039296,,,,,,,,,,,,,,,,,,
,,,,,7.319794,,,,,,,,,,,,,,,,,,
,,,,,,,,7.017267,6.749176,,6.621925,,,,,,,,,,6.630295,,
,,,,,,,,,,,,,,,,,,,,7.511482,,,7.386726
,,,,,,,,,,,,,,,,,,,,,6.952089,,
,,,,6.873561,,,,,,,6.568326,,,,,,,,,,,,
,,,,,6.90027,,,,,,,,6.912846,,,,,,,,,,
,,,,,,6.836576,,,,,7.430706,,,,,,,,,,,,
