Replicate 1,Replicate 2,Replicate 1,Replicate 2,Replicate 1,Replicate 2,Replicate 1,Replicate 2
418170,501420,0,0,0,0,0,0
429050,476560,739180,650960,0,0,0,0
0,903390,0,0,0,0,0,0
495990,397880,597200,0,24442000,50062000,0,0
0,815210,0,597010,0,0,0,0
808040,0,0,0,882630,801970,0,0
796270,0,0,0,2060300,2826900,0,0
0,793960,0,0,1279800,1462600,0,0
0,793300,0,0,0,0,0,0
776610,0,0,0,0,0,0,0
765810,0,0,0,0,0,0,0
395150,325490,0,0,697740,1221400,0,0
0,693720,0,0,0,0,0,0
0,689520,0,0,0,0,0,0
675260,0,0,0,0,0,0,0
664600,0,0,862970,0,0,0,0
636420,0,0,0,0,0,0,0
620740,0,964220,1051300,0,0,0,0
0,613520,0,0,697980,1269100,0,0
612070,0,0,0,4206900,3944100,0,0
607340,0,0,0,1421500,0,0,0
0,601900,1015700,837060,0,0,0,0
306990,288750,0,0,0,0,0,0
0,593220,0,0,0,0,0,0
591420,0,0,0,978560,2057600,0,0
0,584310,0,0,0,0,0,0
582000,0,0,0,655440,0,0,0
0,573070,0,0,0,0,0,0
571630,0,0,0,0,0,0,0
569450,0,0,0,0,1149500,0,0
0,567610,0,0,0,0,0,0
362520,198000,193440,384090,7913600,13372000,0,0
0,551520,0,0,0,0,0,0
532890,0,0,0,0,0,0,0
266990,260340,426820,450020,0,0,0,0
497900,0,1092200,730840,0,0,0,0
494430,0,0,0,11135000,10213000,0,0
489430,0,713590,1189700,0,0,0,0
0,488250,0,0,0,0,0,0
250070,236090,743750,295910,0,0,0,0
0,486050,0,0,0,0,0,0
478650,0,0,0,0,0,0,0
473350,0,0,0,0,0,0,0
196700,268490,302620,238630,0,0,0,0
464210,0,601970,812000,0,0,0,0
463520,0,0,0,637810,638000,0,0
0,424910,0,0,0,0,0,0
414740,0,0,0,1425300,751120,0,0
405840,0,0,0,0,0,0,0
403110,0,359760,0,1547700,0,0,0
400780,0,0,0,2048900,5948500,0,0
196800,196940,0,0,202350,277140,0,0
169890,214310,278330,373590,854720,1057100,0,0
380920,0,911910,0,0,0,0,0
0,362830,0,0,117730000,131450000,0,0
361640,0,963580,526670,0,0,0,0
0,360250,0,0,0,0,0,0
0,356480,0,301660,1147700,907120,0,0
355450,0,522540,580450,2483100,2447200,0,0
353490,0,0,0,21325000,25667000,0,0
353420,0,0,0,0,0,0,0
0,334630,0,0,0,0,0,0
0,333310,0,0,0,0,0,0
324680,0,0,0,0,0,0,0
0,318450,0,0,0,0,0,0
0,312680,0,0,0,0,0,0
309670,0,0,0,412930,0,0,0
307060,0,0,0,0,0,0,0
305390,0,0,0,575280,696710,0,0
0,304010,693380,395270,0,0,0,0
0,301730,0,457940,0,0,0,0
275700,0,713040,765670,4977900,4908500,0,0
0,274270,353150,619990,0,0,0,0
172970,89109,0,0,27616000,36637000,0,0
255690,0,627090,845140,0,257490,0,0
251160,0,0,0,0,0,0,0
0,247470,0,0,0,0,0,0
245380,0,0,0,0,0,0,0
0,244480,0,660920,0,0,0,0
0,214260,0,0,0,0,0,0
209130,0,370750,418450,0,0,0,0
0,196210,0,0,0,0,0,0
0,193380,0,904360,0,0,0,0
0,185880,0,0,0,0,0,0
179810,0,0,137120,664760,247890,0,0
0,178050,0,0,0,0,0,0
167180,0,0,0,0,0,0,0
0,151500,0,0,0,0,0,0
127830,0,0,0,0,0,0,0
0,125170,0,0,0,0,0,0
0,115310,0,0,0,0,0,0
112870,0,0,0,0,0,0,0
0,110070,0,0,0,0,0,0
99170,0,0,0,0,0,0,0
0,91460,0,0,0,0,0,0
0,79398,0,0,0,0,0,0
64656,0,0,0,0,0,0,0
64158,0,0,0,0,0,0,0
0,63731,0,0,0,0,0,0
58771,0,0,0,0,0,0,0
0,38133,0,0,0,0,0,0
0,25888,0,0,0,0,0,0
0,9568,0,0,0,0,0,0
0,0,0,50632000,0,0,0,0
0,0,0,14346000,0,0,0,0
0,0,0,6189300,0,0,0,0
0,0,2453800,2504400,0,0,0,0
0,0,0,4896500,0,0,0,0
0,0,0,4634300,0,0,0,0
0,0,0,4460900,0,0,0,0
0,0,0,4245900,0,0,0,0
0,0,0,3811900,0,0,0,0
0,0,3208100,0,0,0,0,0
0,0,3022600,0,0,0,0,0
0,0,0,2981600,0,0,0,0
0,0,1412600,1384800,0,0,0,0
0,0,1009300,1635000,0,643810,0,0
0,0,0,2639100,0,0,0,0
0,0,0,2448100,0,0,0,0
0,0,0,2411300,0,0,0,0
0,0,0,2261100,0,0,0,0
0,0,1429400,744940,0,0,0,0
0,0,0,2172500,0,0,0,0
0,0,0,1957500,0,0,0,0
0,0,0,1943100,0,0,0,0
0,0,732640,1021500,0,0,0,0
0,0,855460,855440,0,0,0,0
0,0,721320,987490,0,0,0,0
0,0,749230,916410,0,0,0,0
0,0,697030,943490,0,0,0,0
0,0,1628300,0,0,0,0,0
0,0,0,1533100,0,0,0,0
0,0,663290,861520,0,0,0,0
0,0,0,1521100,0,0,0,0
0,0,545430,910930,0,0,0,0
0,0,1454000,0,0,0,0,0
0,0,607220,824740,0,0,0,0
0,0,0,1408400,0,0,0,0
0,0,0,1350000,0,0,0,0
0,0,0,1321700,0,0,0,0
0,0,0,1255100,0,0,0,0
0,0,0,1239500,0,0,0,0
0,0,527510,683150,0,0,0,0
0,0,645270,559590,0,0,0,0
0,0,0,1156500,1727100,1995800,0,0
0,0,0,1148400,0,0,0,0
0,0,553040,571450,0,0,0,0
0,0,0,1105400,0,0,0,0
0,0,1093100,0,0,0,0,0
0,0,553410,501860,0,0,0,0
0,0,417500,617150,0,0,0,0
0,0,505310,520320,0,0,0,0
0,0,427710,568070,0,0,0,0
0,0,0,975240,0,0,0,0
0,0,513490,422170,0,0,0,0
0,0,929390,0,917240,1236600,0,0
0,0,0,890840,0,0,0,0
0,0,0,859630,0,0,0,0
0,0,0,851050,0,0,0,0
0,0,0,817500,0,0,0,0
0,0,0,816870,0,0,0,0
0,0,0,799200,0,0,0,0
0,0,0,798890,0,0,0,0
0,0,0,787650,0,0,0,0
0,0,0,785010,0,0,0,0
0,0,0,781170,0,0,0,0
0,0,371670,402280,0,0,0,0
0,0,0,773920,0,0,0,0
0,0,0,770540,0,0,0,0
0,0,762380,0,0,0,0,0
0,0,0,717330,0,0,0,0
0,0,0,710240,0,0,0,0
0,0,0,705340,0,0,0,0
0,0,0,698930,0,0,0,0
0,0,697700,0,0,0,0,0
0,0,0,684570,0,0,0,0
0,0,0,654510,0,0,0,0
0,0,252350,390990,0,0,0,0
0,0,618800,0,0,0,0,0
0,0,608960,0,0,0,0,0
0,0,0,606300,0,0,0,0
0,0,0,603640,0,0,0,0
0,0,0,601340,0,0,0,0
0,0,0,594630,0,0,0,0
0,0,0,593580,0,0,0,0
0,0,590160,0,20978000,22521000,0,0
0,0,0,580580,0,0,0,0
0,0,0,577600,0,0,0,0
0,0,0,559210,0,0,0,0
0,0,558360,0,0,0,0,0
0,0,0,551720,0,0,0,0
0,0,0,544970,0,0,0,0
0,0,0,544360,0,0,0,0
0,0,0,536580,0,0,0,0
0,0,0,531260,0,0,0,0
0,0,0,527920,0,0,0,0
0,0,0,525080,0,0,0,0
0,0,0,515000,0,0,0,0
0,0,0,502890,0,0,0,0
0,0,0,499970,0,0,0,0
0,0,499720,0,0,0,0,0
0,0,0,499120,0,0,0,0
0,0,0,495780,0,0,0,0
0,0,0,491580,0,0,0,0
0,0,0,482390,0,0,0,0
0,0,0,478270,0,0,0,0
0,0,0,475550,0,0,0,0
0,0,0,475360,0,0,0,0
0,0,0,472400,0,0,0,0
0,0,0,468980,0,0,0,0
0,0,466850,0,0,0,0,0
0,0,458900,0,0,0,0,0
0,0,0,453100,0,0,0,0
0,0,450820,0,0,0,0,0
0,0,0,449810,0,0,0,0
0,0,0,449390,0,0,0,0
0,0,0,448650,0,0,0,0
0,0,0,448400,0,0,0,0
0,0,445250,0,0,0,0,0
0,0,443960,0,0,0,0,0
0,0,429230,0,0,0,0,0
0,0,0,409340,0,0,0,0
0,0,0,406580,0,0,0,0
0,0,0,406110,0,0,0,0
0,0,0,399080,0,0,0,0
0,0,0,397030,0,0,0,0
0,0,0,395250,0,0,0,0
0,0,0,393270,0,0,0,0
0,0,0,387370,0,0,0,0
0,0,0,387160,0,0,0,0
0,0,0,384740,0,0,0,0
0,0,384290,0,0,0,0,0
0,0,0,383590,0,0,0,0
0,0,0,383500,0,0,0,0
0,0,381610,0,0,0,0,0
0,0,370160,0,2722300,3281100,0,0
0,0,0,367590,0,0,0,0
0,0,0,365390,0,0,0,0
0,0,0,364940,0,0,0,0
0,0,0,364260,0,0,0,0
0,0,0,353750,0,0,0,0
0,0,0,348310,0,0,0,0
0,0,0,347030,0,0,0,0
0,0,345520,0,0,0,0,0
0,0,0,340530,0,0,0,0
0,0,0,340310,0,0,0,0
0,0,0,337730,0,0,0,0
0,0,0,336820,0,0,0,0
0,0,0,331360,0,0,0,0
0,0,0,331280,0,0,0,0
0,0,329880,0,0,0,0,0
0,0,0,329330,0,0,0,0
0,0,0,325660,0,0,0,0
0,0,0,323820,0,0,0,0
0,0,0,322490,0,0,0,0
0,0,0,320330,0,0,0,0
0,0,0,319010,0,0,0,0
0,0,0,317280,0,0,0,0
0,0,315030,0,0,0,0,0
0,0,0,312360,0,0,0,0
0,0,0,309920,0,0,0,0
0,0,0,309140,0,0,0,0
0,0,0,308940,0,0,0,0
0,0,0,305380,0,0,0,0
0,0,0,304780,0,0,0,0
0,0,0,301580,0,0,0,0
0,0,0,298970,0,0,0,0
0,0,0,298760,0,0,0,0
0,0,0,295930,0,0,0,0
0,0,0,291110,0,0,0,0
0,0,0,290830,0,0,0,0
0,0,0,289580,0,0,0,0
0,0,0,288230,0,0,0,0
0,0,0,286410,0,0,0,0
0,0,0,285600,0,0,0,0
0,0,0,283930,0,0,0,0
0,0,0,283660,0,0,0,0
0,0,266710,0,0,0,0,0
0,0,0,266150,0,0,0,0
0,0,0,264510,0,0,0,0
0,0,0,263650,0,0,0,0
0,0,262210,0,0,0,0,0
0,0,0,261660,0,0,0,0
0,0,0,260230,0,0,0,0
0,0,0,259740,0,0,0,0
0,0,0,257690,0,0,0,0
0,0,0,256260,0,0,0,0
0,0,0,254620,0,0,0,0
0,0,0,254460,0,0,0,0
0,0,251020,0,0,0,0,0
0,0,0,249400,0,0,0,0
0,0,0,246120,0,0,0,0
0,0,0,245420,0,0,0,0
0,0,0,245370,0,0,0,0
0,0,0,242710,0,0,0,0
0,0,0,241420,0,0,0,0
0,0,236870,0,0,0,0,0
0,0,0,235960,0,0,0,0
0,0,234300,0,0,0,0,0
0,0,233270,0,0,0,0,0
0,0,0,232950,0,0,0,0
0,0,0,231560,0,0,0,0
0,0,224340,0,0,0,0,0
0,0,0,224140,0,0,0,0
0,0,0,222150,0,0,0,0
0,0,0,221870,0,0,0,0
0,0,0,221810,0,0,0,0
0,0,0,218440,0,0,0,0
0,0,0,214710,0,0,0,0
0,0,0,212000,0,0,0,0
0,0,0,211540,0,0,0,0
0,0,0,210680,0,0,0,0
0,0,210300,0,0,628080,0,0
0,0,0,210000,0,0,0,0
0,0,0,204080,0,0,0,0
0,0,0,203660,0,0,0,0
0,0,0,202550,0,0,0,0
0,0,0,201650,0,0,0,0
0,0,0,200240,0,0,0,0
0,0,0,200120,0,0,0,0
0,0,0,199290,0,0,0,0
0,0,0,198410,0,0,0,0
0,0,0,197590,0,0,0,0
0,0,0,196030,0,0,0,0
0,0,0,195910,0,0,0,0
0,0,0,194790,0,0,0,0
0,0,0,194610,0,0,0,0
0,0,0,193900,0,0,0,0
0,0,0,192330,0,0,0,0
0,0,0,190460,0,0,0,0
0,0,0,189350,0,0,0,0
0,0,0,187260,0,0,0,0
0,0,0,184390,0,0,0,0
0,0,181760,0,0,0,0,0
0,0,0,180750,0,0,0,0
0,0,180490,0,0,0,0,0
0,0,0,179330,0,0,0,0
0,0,0,178780,0,0,0,0
0,0,0,177400,0,0,0,0
0,0,0,176860,0,0,0,0
0,0,175970,0,0,0,0,0
0,0,0,169350,0,0,0,0
0,0,0,167200,0,0,0,0
0,0,0,165150,0,0,0,0
0,0,155930,0,0,0,0,0
0,0,0,151500,0,0,0,0
0,0,0,147870,0,0,0,0
0,0,0,143700,0,0,0,0
0,0,143580,0,0,0,0,0
0,0,0,142120,0,0,0,0
0,0,0,142060,0,0,0,0
0,0,0,140820,0,0,0,0
0,0,0,139420,0,0,0,0
0,0,0,135410,0,0,0,0
0,0,132420,0,0,0,0,0
0,0,0,128120,0,0,0,0
0,0,0,124840,0,0,0,0
0,0,0,123470,0,0,0,0
0,0,0,122360,0,0,0,0
0,0,0,121810,0,0,0,0
0,0,121670,0,0,0,0,0
0,0,0,120830,0,0,0,0
0,0,119890,0,0,0,0,0
0,0,0,118320,0,0,0,0
0,0,0,116380,0,0,0,0
0,0,0,115280,0,0,0,0
0,0,0,111190,0,0,0,0
0,0,0,110310,0,0,0,0
0,0,0,108530,0,0,0,0
0,0,0,108280,0,0,0,0
0,0,0,107950,0,0,0,0
0,0,0,106010,0,0,0,0
0,0,0,105100,0,0,0,0
0,0,0,101000,0,0,0,0
0,0,0,98681,0,0,0,0
0,0,98230,0,0,0,0,0
0,0,0,97612,0,0,0,0
0,0,0,97120,0,0,0,0
0,0,0,95966,0,0,0,0
0,0,0,92760,0,0,0,0
0,0,0,89924,0,0,0,0
0,0,0,84457,0,0,0,0
0,0,0,84339,0,0,0,0
0,0,0,83613,0,0,0,0
0,0,0,81929,0,0,0,0
0,0,0,81248,0,0,0,0
0,0,0,80884,0,0,0,0
0,0,0,79902,0,0,0,0
0,0,79140,0,0,0,0,0
0,0,0,78948,0,0,0,0
0,0,0,78294,0,0,0,0
0,0,76021,0,0,0,0,0
0,0,0,75246,0,0,0,0
0,0,0,69621,0,0,0,0
0,0,0,69400,0,0,0,0
0,0,0,63725,0,0,0,0
0,0,0,61043,0,0,0,0
0,0,0,55444,0,0,0,0
0,0,0,54346,0,0,0,0
0,0,0,53528,0,0,0,0
0,0,0,51801,0,0,0,0
0,0,0,51699,0,0,0,0
0,0,0,48408,0,0,0,0
0,0,38845,0,0,0,0,0
0,0,35939,0,0,0,0,0
0,0,0,32791,0,0,0,0
0,0,0,31744,0,0,0,0
0,0,0,0,139080000,154100000,0,0
0,0,0,0,50961000,60783000,0,0
0,0,0,0,24599000,27311000,0,0
0,0,0,0,42682000,0,0,0
0,0,0,0,7314200,6850600,0,0
0,0,0,0,12915000,1062500,0,0
0,0,0,0,7586700,5729100,0,0
0,0,0,0,5230600,7820300,0,0
0,0,0,0,5857600,6950900,0,0
0,0,0,0,12710000,0,0,0
0,0,0,0,5870700,5477100,0,0
0,0,0,0,10064000,0,0,0
0,0,0,0,5283000,4733200,0,0
0,0,0,0,5367600,4584800,0,0
0,0,0,0,3662000,5886200,0,0
0,0,0,0,4994900,3524700,0,0
0,0,0,0,3495300,3784600,0,0
0,0,0,0,3361000,2798000,0,0
0,0,0,0,2710600,3207900,0,0
0,0,0,0,3028400,2048600,0,0
0,0,0,0,1853500,2468900,0,0
0,0,0,0,2275000,1969800,0,0
0,0,0,0,2439100,1789300,0,0
0,0,0,0,2252200,1823900,0,0
0,0,0,0,1782600,2232200,0,0
0,0,0,0,1818100,1838800,0,0
0,0,0,0,2155700,1338000,0,0
0,0,0,0,1938100,1271800,0,0
0,0,0,0,1885100,1148300,0,0
0,0,0,0,1636200,1350600,0,0
0,0,0,0,1557200,1342700,0,0
0,0,0,0,1985400,901760,0,0
0,0,0,0,1514800,1304100,0,0
0,0,0,0,1685700,1104600,0,0
0,0,0,0,1359500,1355300,0,0
0,0,0,0,1383200,1246800,0,0
0,0,0,0,1395300,1200600,0,0
0,0,0,0,1301500,1192800,0,0
0,0,0,0,1190400,1217000,0,0
0,0,0,0,2090600,0,0,0
0,0,0,0,2083600,0,0,0
0,0,0,0,1082900,960730,0,0
0,0,0,0,783770,1088200,0,0
0,0,0,0,0,1788100,0,0
0,0,0,0,807100,945110,0,0
0,0,0,0,805860,821110,0,0
0,0,0,0,790310,833220,0,0
0,0,0,0,724720,865900,0,0
0,0,0,0,651250,845740,0,0
0,0,0,0,0,1475900,0,0
0,0,0,0,0,1441400,0,0
0,0,0,0,663700,552980,0,0
0,0,0,0,0,1174000,0,0
0,0,0,0,1128500,0,0,0
0,0,0,0,513720,557060,0,0
0,0,0,0,0,1052400,0,0
0,0,0,0,988550,0,0,0
0,0,0,0,0,984180,0,0
0,0,0,0,682580,289230,0,0
0,0,0,0,419390,546180,0,0
0,0,0,0,0,888910,0,0
0,0,0,0,0,887400,0,0
0,0,0,0,0,883880,0,0
0,0,0,0,784490,0,0,0
0,0,0,0,0,783710,0,0
0,0,0,0,0,696270,0,0
0,0,0,0,0,664490,0,0
0,0,0,0,0,655330,0,0
0,0,0,0,335020,306710,0,0
0,0,0,0,148230,471360,0,0
0,0,0,0,0,617810,0,0
0,0,0,0,0,548480,0,0
0,0,0,0,0,532400,0,0
0,0,0,0,0,529260,0,0
0,0,0,0,0,520040,0,0
0,0,0,0,517060,0,0,0
0,0,0,0,0,510550,0,0
0,0,0,0,0,497240,0,0
0,0,0,0,0,465300,0,0
0,0,0,0,0,449930,0,0
0,0,0,0,0,351740,0,0
0,0,0,0,331730,0,0,0
0,0,0,0,328200,0,0,0
0,0,0,0,0,322530,0,0
0,0,0,0,0,316660,0,0
0,0,0,0,0,315500,0,0
0,0,0,0,0,314350,0,0
0,0,0,0,0,307140,0,0
0,0,0,0,0,299280,0,0
0,0,0,0,0,290420,0,0
0,0,0,0,0,280570,0,0
0,0,0,0,0,275530,0,0
0,0,0,0,0,274450,0,0
0,0,0,0,0,257850,0,0
0,0,0,0,0,237450,0,0
0,0,0,0,0,230460,0,0
0,0,0,0,0,213990,0,0
0,0,0,0,213900,0,0,0
0,0,0,0,0,196460,0,0
0,0,0,0,0,185370,0,0
0,0,0,0,174240,0,0,0
0,0,0,0,0,160920,0,0
0,0,0,0,0,151250,0,0
0,0,0,0,0,128230,0,0
0,0,0,0,0,117970,0,0
0,0,0,0,0,117380,0,0
0,0,0,0,0,105030,0,0
0,0,0,0,0,83304,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
