Intensity,Intensity 1_Bl,Intensity 2_test,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10781000,0,0,224760,943330,0,1203800,233780,296610,1364100,960130,712590,0,2532300,2309500
24833000,0,0,0,910910,0,1652300,752520,1170400,3547900,3275900,2044000,6895000,4584000,0
2658800,0,0,0,0,0,0,0,0,0,0,0,891240,882390,885160
19439000,0,0,1823300,2383300,4898200,5262300,476620,4595200,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879100,0,0,0,0,0,0,0,0,0,0,0,995640,966800,916650
7964100,0,0,0,0,0,0,0,0,0,0,0,4100100,2206900,1657000
30401000,0,21172000,0,0,0,0,0,0,2443600,2034200,1062000,1067500,1588800,1032700
4473300,0,4473300,0,0,0,0,0,0,0,0,0,0,0,0
2353100,0,2353100,0,0,0,0,0,0,0,0,0,0,0,0
10649000,0,45979,0,0,0,0,0,0,0,0,0,5039100,2998000,2565800
1314500,0,1314500,0,0,0,0,0,0,0,0,0,0,0,0
20930000,0,2653800,288260,1755700,587770,2482600,1409700,1856800,4032000,3575800,2287400,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11693000,0,0,0,0,0,0,0,0,1191100,0,365070,0,4774400,5362400
82999000,0,0,0,0,0,3605000,1322300,1408900,16961000,12512000,9083600,16685000,13753000,7667600
11718000,0,0,458640,1586200,1185500,3282700,1255600,1560300,1390500,999060,0,0,0,0
2076400,0,0,0,0,0,0,0,0,0,0,0,709500,603150,763760
30991000,0,0,0,0,0,2192200,1777600,2120600,4989700,4379200,2396100,7585800,3976300,1573100
54018000,0,0,0,0,0,11498000,3726100,9145800,12611000,8401000,5062800,2306000,939780,327680
37580000,0,1673500,0,0,0,0,0,0,1959200,1722300,696980,15051000,11097000,5380600
40996000,3951,425200,0,0,0,0,0,0,727530,0,0,19059000,13523000,7257500
138110000,6988.6,136740,452910,804430,606460,30386000,12145000,13561000,35208000,22817000,15625000,2862900,2255300,1242700
31090000,0,0,0,0,0,0,0,0,1387700,844400,467520,16207000,7555300,4628300
3945500,0,0,0,0,0,0,0,0,0,0,0,2208500,1205400,531530
8370900,0,8370900,0,0,0,0,0,0,0,0,0,0,0,0
21048000,0,666300,0,0,0,0,0,0,5676400,3613800,3097800,4623600,1808100,1562200
25405000,0,314550,511080,1615100,302670,2349600,677730,670480,5584800,3532700,1926000,3524900,2870400,1524900
6045900,0,0,0,0,0,0,0,0,0,0,0,3664100,1431900,949910
114710000,0,0,0,0,0,5322100,4613800,5824000,18599000,16575000,8624100,24317000,17598000,13241000
551110000,0,0,0,0,0,371720,0,1184400,19013000,7535000,4738800,206200000,131180000,180890000
35353000,0,0,0,0,0,655040,89254,264840,2141500,1477600,752270,11979000,9257200,8735500
12775000,0,0,725020,1862200,1277300,3296800,792220,1354000,1453100,1195300,818850,0,0,0
9474200,0,0,0,0,0,0,0,0,0,0,0,4913300,2191400,2369600
27856000,0,0,0,0,0,0,0,1199500,0,0,0,16630000,10026000,0
101590000,0,0,1729700,3561800,1546400,50294000,4925100,2971900,18001000,10382000,8181500,0,0,0
6014000,0,0,0,0,0,0,0,0,0,0,0,0,2135600,3878400
19393000,6849.6,0,0,0,0,0,0,0,0,0,0,8324600,4607300,6453900
31308000,0,0,0,706980,0,5691300,2281700,2901700,7225700,3124100,3121000,4620200,0,1635000
323000,0,0,0,0,0,0,157600,0,24618,140780,0,0,0,0
4265500,0,0,0,0,0,0,0,0,0,0,0,2252000,1287600,725970
1715500,0,1361700,0,0,0,0,0,0,0,0,0,0,353770,0
852790,0,852790,0,0,0,0,0,0,0,0,0,0,0,0
6858400,0,0,0,0,0,4136100,818810,0,1445300,0,458150,0,0,0
100860000,0,28419,0,0,0,0,0,0,0,0,0,39977000,25989000,34864000
14937000,0,0,0,0,0,1244700,705390,675340,5612600,4069100,2629900,0,0,0
9486900,0,0,0,0,0,0,0,0,0,0,0,3766300,2686100,3034500
55691000,0,1073200,0,0,500530,409810,0,0,3958700,1459000,1211600,21334000,11561000,14183000
48354000,0,0,0,0,0,0,0,0,2230300,1140100,993160,14946000,15055000,13990000
40391000,0,32683,0,0,0,2457500,910290,0,6091000,2487200,1503900,13824000,7313700,5770500
14271000,0,0,0,0,0,0,0,0,0,0,0,8060300,3597500,2612900
6391500,0,0,0,0,0,0,0,0,0,0,0,3376100,1655100,1360300
23424000,0,0,0,0,0,0,0,0,0,0,0,14251000,5482000,3691000
23993000,0,0,0,0,189680,0,0,0,0,0,0,10570000,6942800,6289900
12875000,0,0,0,0,0,3934200,381230,1939700,3820700,2491400,308030,0,0,0
14272000,0,0,727110,3441100,1994000,2738200,1114400,1745400,1092400,868120,550840,0,0,0
26345000,0,0,1558300,3840100,732340,8547700,1801800,2872200,3524900,2085400,1382200,0,0,0
2213500,0,0,0,480710,480540,0,0,348540,903740,0,0,0,0,0
7345400,0,1650200,0,0,0,0,0,0,0,527380,320830,3728900,0,1118100
56511000,0,0,0,0,0,0,0,0,0,434340,0,26142000,18932000,11001000
21178000,0,0,2236900,1470500,741290,4335500,1905200,2568400,4170200,2060600,1689000,0,0,0
9631400,0,0,0,0,0,0,0,0,0,2821000,0,3605700,1666800,1537900
262470000,0,0,1759200,5299700,3118600,42409000,16200000,25320000,60114000,62669000,44239000,0,799390,536950
6362700,0,0,0,0,0,0,0,0,0,0,0,2573500,1882700,1906500
12166000,0,0,0,0,0,0,0,0,0,0,0,6969700,3463500,1732400
90507000,0,0,0,0,320050,2041000,709640,1061600,32061000,28724000,15010000,4799800,3729500,2050400
3215500,0,0,0,354090,0,977530,656410,0,1227500,0,0,0,0,0
8166600,0,128260,0,0,0,0,0,0,0,0,0,4123000,2265700,1649600
21433000,0,2296800,0,0,0,1032900,0,1741600,10045000,4606600,732840,977840,0,0
4525500,0,115140,0,0,306190,0,0,0,1207500,847160,549130,0,743070,757360
5987800,0,0,0,0,0,0,0,0,0,0,0,2957600,1883000,1147200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76497000,0,510040,1607200,7273600,4196000,11741000,5259500,8641000,14495000,15299000,7474500,0,0,0
24064000,0,3213100,676560,2082500,0,6439000,385190,1758600,2432100,2420700,1300600,1897100,1458200,0
92267000,0,0,0,0,1216500,0,0,347670,0,428200,1028400,31832000,23169000,34245000
4660200,0,4660200,0,0,0,0,0,0,0,0,0,0,0,0
9510000,0,0,0,0,0,0,0,0,0,0,0,4215800,2884100,2410200
13140000,13023,0,0,0,0,0,0,0,0,0,0,6106300,7020400,0
533700,0,533700,0,0,0,0,0,0,0,0,0,0,0,0
14741000,0,0,0,0,0,0,0,428420,6361700,5237600,2713300,0,0,0
3172500,0,0,0,0,0,0,0,0,0,0,0,0,1665200,1507400
7143200,0,0,0,0,0,989820,566020,943280,2840000,1804100,0,0,0,0
17544000,0,0,0,1627000,1279800,1032400,706940,859810,5071200,0,2746700,3188100,0,1032300
6429800,0,0,0,0,0,0,0,0,0,0,0,2210200,2696200,1523400
140000000,0,229520,15888000,31325000,19776000,22101000,12539000,12405000,15163000,10120000,0,0,458920,0
1039200,0,1039200,0,0,0,0,0,0,0,0,0,0,0,0
721020,0,78738,273220,369070,0,0,0,0,0,0,0,0,0,0
1267000,0,1267000,0,0,0,0,0,0,0,0,0,0,0,0
67121000,0,0,0,0,0,0,0,0,2632900,0,0,34293000,18007000,12189000
7146100,0,0,725170,0,0,3003200,1124800,0,1553500,0,739410,0,0,0
38013000,0,0,0,0,0,2257100,0,1055900,4987200,3493200,975940,12435000,7648300,5159700
11967000,0,0,0,0,0,0,0,0,1482600,0,0,6281200,2926800,1276000
58228000,0,0,3984100,4643900,2883900,20776000,5405300,4923900,9983700,3440700,2186900,0,0,0
1712200,0,1712200,0,0,0,0,0,0,0,0,0,0,0,0
62877000,0,281070,303910,1044500,327400,0,472880,0,2025900,0,0,28010000,18218000,12193000
2041600,0,567910,0,0,0,0,0,0,970000,503730,0,0,0,0
9980300,0,0,0,0,0,0,0,0,0,0,0,3948600,3461600,2570100
8107300,0,0,0,0,0,0,0,0,0,0,0,0,3481600,4625700
13656000,0,0,836870,1566300,520260,5313200,0,1564100,2193300,1100100,561760,0,0,0
8115100,0,0,0,0,0,0,0,0,0,0,0,2068200,2508900,3538000
4341100,0,0,0,0,0,1964200,0,858860,1518000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95873000,0,0,0,0,0,0,0,0,0,0,0,39010000,23084000,33779000
251750000,0,0,0,522280,516260,0,1008900,1300000,2209200,2379300,1608300,123910000,69564000,48732000
4559300,0,0,0,0,0,0,0,0,0,0,0,2352900,1079800,1126600
254380,0,254380,0,0,0,0,0,0,0,0,0,0,0,0
9912200,0,0,372640,942700,0,1844400,3877800,742290,0,0,0,2132200,0,0
7352100,0,1462200,0,0,0,3561300,729730,0,1464000,134860,0,0,0,0
400730,0,400730,0,0,0,0,0,0,0,0,0,0,0,0
6078300,0,0,0,0,0,0,0,0,0,0,0,3159900,1104400,1814000
369390,0,369390,0,0,0,0,0,0,0,0,0,0,0,0
102300000,0,0,0,0,0,14023000,2333700,7192800,31248000,29133000,17283000,0,0,1084600
30762000,0,91803,0,0,0,0,0,0,0,0,0,14752000,9809000,6109600
14177000,0,0,0,0,0,0,0,0,669090,0,0,6831400,3876300,2800600
2642200,0,620710,0,0,0,508870,0,0,0,0,0,1225900,0,286690
2578300,0,0,0,506890,516330,336350,0,291050,363730,308690,255250,0,0,0
10498000,0,6133400,0,0,0,0,383740,947490,941220,1329600,762140,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58824000,0,417670,0,0,0,780450,0,600240,2766100,1452400,1309100,21699000,18397000,11402000
220070000,0,212850,2314600,7060700,2173700,77683000,27102000,40731000,25546000,13350000,14988000,5763000,1055500,2086300
76868000,0,0,0,0,0,0,0,0,0,0,0,43993000,21089000,11786000
2603600,165940,0,0,0,330020,0,0,0,0,0,0,0,0,2107700
18755000,0,0,0,0,0,0,0,0,0,0,0,9021100,5544800,4189200
185160000,4449.5,482720,0,0,0,1920200,1075800,1195500,8683300,6424500,4203200,81830000,41672000,37671000
147190000,0,251420,5950200,10855000,7408300,28241000,14300000,16062000,33003000,15631000,10628000,2815500,1071400,974960
3816900,0,0,0,0,0,0,0,0,417800,0,0,1882900,945260,570880
2474500,0,0,0,0,0,0,0,0,0,0,0,1095200,661220,718030
100010000,0,0,0,0,0,0,0,0,965420,353930,247780,45594000,29543000,23308000
140820000,10202,0,0,0,0,3230200,0,0,2858600,2796800,1402100,52363000,43611000,34544000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646920,0,0,646920,0,0,0,0,0,0,0,0,0,0,0
71837000,0,0,1066700,1663900,1801400,17226000,7686300,11858000,8934400,7986900,5926200,4047800,3640000,0
4514100,0,0,0,0,0,0,0,0,0,0,0,2065500,1016800,1431800
142530000,0,738880,0,0,0,8108600,2173900,3608600,22582000,13685000,7997500,44043000,23451000,16138000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10245000,0,0,747750,1951000,1307300,0,1870100,1654200,0,1233500,930600,0,0,550320
10151000,0,10151000,0,0,0,0,0,0,0,0,0,0,0,0
103830000,235320,331030,773710,3332100,2272000,13243000,3266500,3503300,17441000,8725900,5204300,24747000,11264000,9491800
23610000,0,3063000,336850,1195800,898720,2383700,1623400,1869400,5943500,4857600,1438500,0,0,0
16325000,0,0,0,0,0,0,0,0,0,0,0,6859100,5326600,4139100
13890000,0,0,0,0,0,0,0,0,1731800,1003700,781410,6169400,4203400,0
17795000,0,44360,0,0,0,3403000,1357100,1316600,4837300,4261700,2575300,0,0,0
8767000,0,0,0,569480,453800,4490700,1784800,739110,0,0,729080,0,0,0
9888800,0,0,230090,2265600,995250,1842600,1205500,1539900,981670,416310,411880,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13289000,0,189170,0,1948700,0,2397400,860700,0,3272600,2527100,1771600,321510,0,0
92466000,0,7424700,7132900,16542000,9596900,16037000,5550500,8464600,10264000,6700300,4752500,0,0,0
33611000,0,0,0,0,0,7516100,2922700,3929100,5827900,3141800,2550100,3632600,2396300,1694100
3757400,0,0,0,0,0,0,0,0,0,0,0,2283500,931110,542800
2621500,0,234140,115720,0,116310,0,0,0,0,156550,0,0,705040,1293700
9011300,0,8631600,0,0,0,0,0,0,0,0,0,0,379660,0
42045000,0,3935500,0,571390,3382500,7339400,5658700,4634800,5268100,5148900,2663500,2815000,0,627030
784710,0,784710,0,0,0,0,0,0,0,0,0,0,0,0
888970,0,888970,0,0,0,0,0,0,0,0,0,0,0,0
13306000,3789.8,0,0,0,0,0,0,0,1129700,549630,0,3066100,3683700,4873500
26636000,0,0,0,0,0,3946800,1359900,2302500,1887600,989260,856000,9374100,3235100,2684400
217230000,0,143680,1220000,1937700,1974700,14363000,4016900,5745700,32664000,15044000,11452000,57091000,38602000,32978000
66066000,0,117540,2054200,4181800,2691900,19923000,6906600,9306400,8483700,8533600,3867500,0,0,0
61263000,0,0,0,0,0,0,0,0,0,0,0,21685000,17734000,21844000
4737400,0,0,0,0,0,582760,0,0,2460700,1693900,0,0,0,0
6485000,0,0,0,0,0,0,0,0,0,0,0,4386600,2098400,0
344960,0,344960,0,0,0,0,0,0,0,0,0,0,0,0
27783000,0,42400,274060,578360,660050,2465200,634720,762860,1814500,831610,535090,14097000,2827600,2259800
20881000,0,9405900,0,0,548230,0,919330,0,0,0,0,7171000,2836900,0
15921000,0,8388000,0,0,0,1953000,1285600,1310500,1664200,0,0,1032200,0,287670
3306300,0,706200,0,0,432180,984860,670850,512180,0,0,0,0,0,0
5947400,0,0,0,0,0,0,0,0,0,0,0,2295800,1630200,2021400
127480000,0,90179,6703700,13895000,8549600,16416000,8562300,11044000,7183900,6867200,4915300,18552000,13910000,10792000
10720000,0,0,0,0,0,0,0,0,0,0,0,4845800,3516400,2358000
8331400,0,6625500,0,0,0,0,0,0,0,0,0,939060,766790,0
3230300,0,0,0,0,0,0,0,0,1444800,1156100,629400,0,0,0
8444400,0,0,616250,1038200,919600,1413100,837590,768650,1103200,759820,0,636490,0,351510
7416500,0,0,0,2185400,1727200,1278700,1038700,721120,0,290760,83599,0,91033,0
161180000,9462.2,21178,233960,357270,0,24166000,5276500,7711900,27512000,12112000,9119200,34247000,14209000,26204000
13063000,0,0,0,0,0,0,0,0,0,0,184130,3142800,3135300,6600800
23761000,0,0,356290,2053700,948430,1802400,0,916520,4672500,3603800,2252700,4135900,2008900,1009600
6650500,0,0,0,0,0,0,0,0,884390,0,0,2727100,1796700,1242300
366190,0,0,0,0,0,0,0,0,0,0,328130,0,0,38064
2889000,0,0,0,424670,0,2464300,0,0,0,0,0,0,0,0
35021,0,0,0,0,0,0,0,35021,0,0,0,0,0,0
19267000,0,0,0,0,0,2562700,777950,1762100,4349800,5073800,2006200,1245300,1000500,488300
35838000,0,35838000,0,0,0,0,0,0,0,0,0,0,0,0
1654100,0,0,0,0,0,0,0,0,237890,0,101870,1104100,0,210270
25350000,0,0,0,0,724820,1592000,888610,993220,4300000,0,1700500,6975600,5412700,2762400
9390000,0,0,223550,0,0,4065100,763480,760340,1223700,586500,0,989660,402690,374920
167270,0,167270,0,0,0,0,0,0,0,0,0,0,0,0
25369000,0,0,0,0,0,0,0,281640,6131800,4930700,3551600,3055000,4569700,2848800
6885900,0,0,0,0,0,0,0,0,0,0,0,0,1723000,5162900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531700000,0,0,2362000,8943400,6133200,59229000,24861000,41382000,58774000,42454000,35120000,117010000,86797000,48639000
46229000,0,0,0,657180,489910,11269000,3594300,7023300,7784100,9149900,6261500,0,0,0
44317000,0,3481200,770340,2132700,1159900,6943200,3176000,4590700,8481300,6902500,4569400,1461600,0,648030
73082,0,0,0,0,0,0,0,0,0,0,0,0,0,73082
72985000,0,0,899170,2786100,2102800,13925000,6721200,7994200,12938000,11254000,8300300,3958700,2105400,0
129040000,0,0,0,0,0,2232200,1034000,924670,4986500,3104900,2464400,48763000,38305000,27224000
13055000,0,0,0,0,0,1597300,534800,739190,2218500,1638500,1254500,0,5072400,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893100,0,1893100,0,0,0,0,0,0,0,0,0,0,0,0
13863000,0,0,0,0,0,1814700,772600,806700,4029000,2813900,2025000,858050,418480,324660
1013400,0,0,0,0,0,0,426380,587000,0,0,0,0,0,0
115970000,0,0,473660,674190,0,16582000,4037100,7507700,8850000,4776000,3875900,30540000,24078000,14572000
4970600,0,0,0,0,0,0,0,0,0,0,0,1738900,1638900,1592800
18800000,0,0,0,0,0,2878900,603640,598340,3016100,1089300,853820,5173700,1951700,2635000
53750000,0,0,5083000,7352100,2586600,14113000,6858400,7088300,6540100,934690,3193500,0,0,0
408200,0,408200,0,0,0,0,0,0,0,0,0,0,0,0
72867000,0,0,7226000,13081000,5894700,17181000,4623100,7656900,3834500,2390300,1827200,5040400,4112600,0
36215000,138160,484790,0,0,671240,4192000,713390,1071700,8271200,3083300,1360300,3948200,5348700,6931900
137870000,0,6868400,0,0,391770,1787600,1160800,2311800,14512000,13763000,8308800,46929000,25364000,16469000
8020700,0,0,0,2658300,1327700,0,0,649010,998570,1250900,1136200,0,0,0
34601000,0,29903000,0,0,0,0,0,0,2292600,0,1090700,0,0,1315100
4145800,0,0,0,0,0,0,0,0,0,1911300,1526800,0,707760,0
11812000,0,0,0,0,0,1872500,671250,1525300,2906600,2874400,1961900,0,0,0
3745600,0,0,0,0,0,0,0,605690,1942500,0,1197400,0,0,0
205140,0,205140,0,0,0,0,0,0,0,0,0,0,0,0
48403000,0,0,836560,2051200,1620800,7229700,2740600,3470200,5220500,4488300,2678400,11490000,6576500,0
26054000,0,0,0,768270,488230,1427800,598470,0,1836500,1685800,830610,9566400,5852500,2999100
53016000,0,108670,2000500,3983300,3033100,6741500,2599500,4553600,6110600,3398700,2825700,9616600,4762400,3281800
3283500,0,0,0,0,0,0,0,0,0,0,0,0,1997700,1285800
23723000,0,0,0,0,0,0,0,0,672610,1129700,627200,7718700,9156400,4418000
8474700,0,0,0,0,0,0,1259100,1743900,2458500,1524000,1489200,0,0,0
7943200,0,296460,34056,0,0,0,903530,468180,921090,842000,783010,1829500,1122900,742430
50484000,0,0,0,5455200,0,7567100,5893300,4739000,8780500,11635000,6413800,0,0,0
13788000,0,0,0,0,0,0,0,0,866460,0,0,4720200,3117800,5083900
6772400,0,0,138550,513450,495250,1077600,595570,0,2370200,948270,492470,141110,0,0
77458000,0,402470,1759100,6504600,4111100,13498000,5487200,5857700,19183000,8644800,6036100,3534500,1217500,1223000
9888500,0,0,660980,1543800,0,1958600,863780,784190,2090900,1312500,673780,0,0,0
59900000,0,0,2147100,9698500,4936200,16682000,4332700,9423500,4827600,3720600,4131500,0,0,0
28490000,0,0,558410,5644900,3299500,6116300,3701900,4073900,2405400,1669200,1020000,0,0,0
13680000,0,0,117920,760540,406910,3100600,1536500,1902900,2065400,1821300,945070,828500,0,194370
316570,0,303530,0,0,0,0,0,0,0,13040,0,0,0,0
18459000,0,851140,3297300,2072300,2698700,4002100,1391200,2401600,1744700,0,0,0,0,0
8827600,0,1381600,149030,0,0,3677300,2829400,0,0,564120,226170,0,0,0
181160,0,181160,0,0,0,0,0,0,0,0,0,0,0,0
31173000,0,0,679780,2667700,0,6730700,4037900,2764000,0,14293000,0,0,0,0
25030000,0,0,0,0,410470,8390100,2648900,3640100,4411700,0,0,1973300,2429800,1125500
18180000,0,0,0,0,0,1253900,0,1030400,5877600,4732600,2687800,1475500,798630,323220
10971000,0,10521000,0,0,0,0,0,0,0,279760,169840,0,0,0
6728200,0,0,0,0,0,0,0,0,0,0,0,3569800,2082900,1075500
32379000,0,272750,0,0,0,9072900,3184900,0,6106400,3451400,1994100,7086000,0,1210300
61576000,0,0,2492400,6004500,2850300,10835000,9182400,4062400,7685200,4334500,4062900,2461700,3006200,4598500
4595700,0,0,139390,1007700,1500400,0,683190,771560,266380,0,213360,0,13716,0
22888000,0,0,0,0,0,488460,182460,0,488290,0,238610,9091100,7140000,5259300
7766800,0,0,0,0,0,0,0,0,0,0,0,4101400,1412200,2253200
19452000,0,2061500,0,0,2767500,4519000,2593300,4555400,1449100,534140,972100,0,0,0
6061400,0,0,0,0,0,0,0,0,1977000,2084900,0,1999500,0,0
54954000,0,0,0,0,0,2348400,1368900,1591900,19267000,15919000,10599000,2008200,1073500,778140
14339000,4964,0,0,0,0,0,0,0,0,0,0,4959300,5141400,4233700
92744000,0,173970,537860,3944700,2053900,0,2170600,2119800,0,1183100,466380,30537000,26037000,23520000
62988000,0,913640,0,0,0,10953000,5061100,4362800,12395000,8631100,6633400,7170300,4391700,2475600
280560000,0,550200,6005800,26124000,10272000,78180000,44671000,53626000,23144000,17128000,8176600,7759600,3629400,1297300
398460000,0,10119000,3907300,13134000,11275000,31809000,16455000,20270000,0,33096000,23358000,182200000,0,52838000
62323000,0,0,0,0,304340,19098000,6475700,10606000,9741900,7328800,4210700,2356400,1395200,806280
27448000,0,0,0,0,0,0,407430,0,1158700,646780,469400,10965000,7656500,6144000
7400200,0,0,0,0,0,1480700,523650,305400,2822800,1608300,659370,0,0,0
85511000,0,132480,0,0,0,5610000,1538800,2738000,21946000,11657000,7726100,14792000,10225000,9146400
130070000,0,0,730480,0,882180,2176200,607150,821180,7910200,5116800,4140100,38738000,27468000,41482000
8777800,0,0,0,0,0,0,0,0,0,0,0,5843100,2063700,871070
19017000,0,0,0,0,0,0,0,0,0,0,0,7736200,7515700,3765400
1723200,0,0,0,0,0,0,0,0,0,0,0,925000,584910,213280
2606800,0,0,0,0,0,0,0,0,0,0,0,1828500,778300,0
47401000,0,762380,0,0,0,1387000,640140,568290,5964000,4101000,3381000,17601000,12996000,0
25165000,0,0,0,0,0,0,0,0,0,0,0,14060000,7319300,3785400
5211700,0,18405,0,299860,0,507650,0,609220,622490,544830,296530,1272800,637120,402810
35971000,0,0,717380,4668000,3216200,9568000,2006300,3706200,5233600,3967300,2226400,0,437550,223950
16406000,0,0,0,0,0,0,0,0,1727900,1726800,915260,6479800,3441400,2115300
11475000,0,0,0,0,0,0,0,0,0,0,0,5435600,3848700,2190800
7546600,0,0,0,0,0,0,0,0,0,0,0,1999600,1725800,3821200
115820000,0,100370000,0,1492500,0,924870,0,0,0,0,1161200,5780400,3943900,2151600
14774000,0,0,0,0,0,0,0,0,4616000,1582000,1640300,4919000,2017000,0
69478000,0,0,3132900,6712800,4523600,18216000,6061100,8625200,4480000,2810100,1766100,6969300,4140200,2040700
10302000,0,0,538340,0,852300,6525700,2132100,254040,0,0,0,0,0,0
24017000,0,0,1277300,3225900,1719900,8391300,2715300,4314000,896090,795890,681320,0,0,0
14497000,0,0,0,0,598650,8620000,2797800,2480700,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159000000,2461.8,3746100,1130300,2631400,2172000,7112700,1910400,2500500,27276000,19239000,12612000,42452000,24199000,12021000
135350000,0,0,0,0,0,7248000,1780200,2695500,17060000,0,6204500,47215000,33450000,19694000
181400000,0,1540100,0,0,0,37387000,16479000,19445000,45611000,31279000,24299000,2328600,2001200,1027300
7190700,0,0,0,0,0,3172800,751710,1447500,1818700,0,0,0,0,0
13190000,0,0,0,0,0,7259600,1560300,2849200,0,0,1521300,0,0,0
11282000,54976,11227000,0,0,0,0,0,0,0,0,0,0,0,0
19946000,0,1740300,154100,750300,1088300,3412100,2646900,1845100,4380200,2105100,1309800,136410,158360,219250
21783000,0,0,1788700,2789400,1916900,7208200,2653600,0,0,1296900,0,2590300,869340,669290
2663600,0,0,0,0,0,859340,0,130270,1336600,0,220590,116770,0,0
21781000,0,54472,0,0,0,4735800,2170600,3029400,3866200,2652400,1853800,2061500,1357300,0
9850300,0,0,0,0,0,145170,0,0,2130400,1445100,589840,2681200,1331100,1527500
69609000,0,0,4068600,11206000,8966200,17294000,6513000,8228300,4837500,2735100,1931400,2509800,703120,616260
38452000,0,145090,0,0,0,2135100,482280,876440,8916700,4293900,2601200,9699600,4905700,4396200
7347500,0,32173,0,0,0,1209300,0,0,2245400,1413900,0,2119300,0,327360
12080000,0,226170,0,0,0,2568300,0,718850,4174600,2120600,1222500,0,698560,350890
77537000,0,2610800,3204800,11886000,9317500,17433000,9067200,0,7909000,4562600,5687000,4598000,777240,483700
31582000,0,0,0,459200,407890,6920200,2676200,5668900,5858300,3984200,3820200,936940,567840,282420
326720000,0,1131900,0,0,0,5524000,0,2227900,22216000,10167000,4615400,165170000,75398000,40271000
3216500,0,0,0,0,0,0,0,0,0,0,0,3216500,0,0
85041000,0,0,0,0,0,19456000,6431000,6909000,27679000,4018600,8785600,7047800,3529300,1184600
45242000,0,2663100,0,0,0,0,0,0,4313900,0,1807300,20352000,8890300,7215300
54106000,0,2434700,0,1129600,0,21191000,9176200,9041600,4435300,2869700,2075400,1244500,508890,0
2056600,0,0,0,2056600,0,0,0,0,0,0,0,0,0,0
310460000,0,0,0,0,0,24763000,9654800,9530200,105120000,67065000,50083000,25228000,10709000,8308500
259170000,0,3194800,0,0,0,1340100,0,0,8872500,3583900,3249800,238930000,0,0
30052000,0,2307000,0,0,0,9101800,3423100,2284800,6610300,4498500,1447500,379160,0,0
1199800,0,1199800,0,0,0,0,0,0,0,0,0,0,0,0
25530000,0,0,0,0,0,5710500,1881600,2871400,4982100,4745400,3529600,689610,773470,346560
17464000,0,0,577920,1454200,1132300,7884000,2236900,3317000,0,446840,414610,0,0,0
74386000,0,0,4475800,14395000,9844500,12937000,8021700,8643100,6774300,4769400,2838800,758510,726020,201670
5421500,0,0,0,0,0,361580,431670,419980,1506500,1781000,920810,0,0,0
107220000,0,0,302500,607400,1361600,975250,0,688000,11263000,5770600,3692700,42682000,23901000,15973000
90426000,0,0,0,0,974110,19508000,6718800,9983800,22896000,17489000,9571900,1366700,1199100,719400
9828500,0,0,1083900,4137400,2072900,0,307040,0,0,0,0,2227100,0,0
17710000,0,3686000,128800,1775900,1776300,3454700,2359000,2059900,1042300,884730,542150,0,0,0
10678000,0,0,0,0,0,0,0,0,0,0,0,6232700,2389900,2055400
19373000,0,0,0,4360500,2117600,4861200,1387700,0,1833400,0,0,3724700,0,1087700
26204000,0,0,685780,631620,530120,5142700,1648500,1661100,5063700,2668600,1919500,2897400,1992700,1361900
11200000,0,0,0,0,0,0,0,0,567560,206720,218520,5730100,2835300,1641800
217400000,0,0,4665400,30032000,7260500,47445000,24074000,25472000,25379000,17259000,10796000,12912000,7834100,4273000
3157000,0,0,0,687850,0,846900,314820,712070,595360,0,0,0,0,0
8046000,0,0,0,0,0,0,0,0,0,0,0,0,0,8046000
2824900,0,0,0,0,0,0,0,0,0,0,0,2824900,0,0
5983500,0,0,0,0,0,0,0,0,0,0,0,3216600,1621800,1145100
82354000,0,2255100,2457300,6035000,3176400,24828000,9715900,13111000,11061000,4921300,4793600,0,0,0
122000,0,122000,0,0,0,0,0,0,0,0,0,0,0,0
32777000,0,0,0,0,0,7494600,3304700,4118600,8251600,5002000,2509500,1385300,428360,282780
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5685200,0,2506600,0,0,400690,0,574970,873430,1329600,0,0,0,0,0
25710000,0,5126300,0,0,0,5240900,1743700,2377500,5797000,2813300,2237800,373090,0,0
10601000,0,0,0,0,0,0,0,0,6015400,0,1372200,2824600,0,388460
68772000,0,299560,5348500,3439500,3208900,13969000,3753300,5806800,21687000,8608000,2651300,0,0,0
