151002_ig_TpFL20_1_1,151002_ig_TpFL20_1_2,151002_ig_TpFL21_1_1,151002_ig_TpFL21_1_2,151002_ig_TpFL22_1_1,151002_ig_TpFL22_1_2,151002_ig_TpFL23_1_1,151002_ig_TpFL23_1_2,151002_ig_TpCL21_1_1,151002_ig_TpCL21_1_2,151002_ig_TpCL22_1_1,151002_ig_TpCL22_1_2,151002_ig_TpCL23_1_1,151002_ig_TpCL23_1_2
2312056.122,2265989.247,2091537.935,1922103.041,2722118.035,2594499.55,1673651.064,1609456.77,2018997.173,2020031.272,1664668.471,1655821.564,2075721.462,2099590.728
5321279.281,5264490.693,4373589.905,4195180.191,6017083.991,6298397.311,4628727.617,4345554.454,6729122.58,6518129.917,5597921.159,6104842.244,6113101.751,5689883.041
7276598.364,7061769.741,5244803.552,5121097.208,8286119.525,8189760.955,4790564.191,4487123.908,5449493.385,5277007.601,5724793.845,5958218.983,5466274.065,5094590.906
1328562.841,1345042.381,989327.548,920035.0617,1690225.671,1635734.131,1059289.437,991066.7999,1575152.98,1485787.589,1372541.198,1441952.466,1553797.946,1426761.118
4530417.199,4261645.787,3268706.818,3156484.023,5329126.739,5420260.739,3286411.775,3053263.58,4084998.797,4000124.844,2895975.449,3014751.467,3957589.73,3646410.806
11797504.55,11643228.58,8749491.402,9094581.747,14146762.27,14548948.98,8176687.359,7746626.919,10337197.61,9987117.652,8707755.019,9294059.801,9547929.07,8931381.086
10677798.55,9443305.205,7003575.038,6597117.169,12081813.03,11102327.45,5793665.177,5255436.735,9350969.179,8704655.41,10145477.67,10190588.75,10656222.57,9491055.194
3687897.069,3597119.144,2437998.927,2164703.647,4368284.775,4156099.809,2350501.957,1988134.054,3637985.905,3443913.526,3417931.932,3577075.086,3887187.729,3431189.377
11243088.28,10890886.67,9131207.699,8731578.252,12871466.36,12891954.29,8273988.864,8154822.509,13633310.15,12901962.68,11694107.42,12174693.57,11800220.73,10974928.9
544150.7192,487179.6581,291226.5437,267460.2679,579533.6215,530296.3287,278492.5711,219910.2049,523381.3034,456590.9375,449739.6083,447584.1185,452202.9495,387060.5417
5255471.795,4974392.891,3493016.774,3158476.83,5756566.413,5560328.011,2522582.708,2318239.148,4376271.851,4145379.918,2918096.568,2914469.703,3919900.106,3391004.601
3822672.91,3604346.216,2733149.991,2733011.437,3938904.938,3901783.423,2811045.705,2522163.155,3395307.215,3252252.335,2421032.036,2401390.515,3273524.206,3050924.606
4282085.453,4215385.964,2614501.549,2584221.623,4880324.963,4834035.162,2889771.448,2711551.023,4682775.433,4599915.999,4031817.169,4212110.253,3954959.613,3726086.217
3952353.846,3678807.957,2943203.264,2816630.482,4691684.564,4605662.409,2948502.312,2710483.757,4012545.081,4099768.537,4081970.162,4369208.851,4358080.456,3892625.172
4218384.175,3912596.166,2624128.915,2532096.844,4854965.09,4492205.495,2442914.406,2147551.653,3190724.274,3118369.455,2595737.436,2589832.364,3336814.435,3115702.896
671427.0459,668517.7735,425583.7182,429263.8432,784659.1217,825203.9657,401229.9002,389919.8603,678139.8676,629004.4742,369909.6785,380749.4045,490676.2418,519818.0888
14897189.21,14730354.1,11516188.3,10687568.49,17469313.37,17224499.39,12076945.08,11610736.04,18788604.84,18489395.45,14930363.49,16265134.01,15335240.67,14215245.19
1124144.603,1123059.53,829677.3613,819930.9439,1312963.929,1275817.352,780236.4513,746134.975,1206194.239,1218357.195,1052088.732,1117034.929,1244327.393,1183298.207
1014935.082,1009401.725,943245.2237,864970.8222,1177042.907,1180516.345,791427.7659,750939.1309,898038.396,944107.0902,764445.2909,807482.7629,982342.1249,907153.7594
1828089.827,1874122.532,1544437.461,1371478.03,2308586.079,2313503.238,1125588.489,973610.4798,2064984.685,2036289.884,1933886.743,1876341.241,1741223.85,1766773.616
11104643.8,10345824.59,7811499.026,7164397.737,13304306.48,12810850.22,7274557.974,6680600.552,12999085.01,12378915.76,8690950.692,9150905.261,12412362.87,11149226.51
12890117.4,12770919.39,9575378.262,9220465.687,14371400.62,14189751.61,8923257.789,8520277.593,14013801.12,13666004.45,12612542.53,13031369.57,13305633.22,12433869.86
378623.4177,390901.7863,282596.8473,285011.5458,455639.7187,498100.5349,262379.0557,265613.3962,363625.4151,364120.6764,263489.2443,278021.4673,332554.4105,302355.7347
7502904.716,7158619.712,5033041.943,4998203.436,8978773.809,8672220.361,5114976.757,4595891.337,8012287.75,7367637.967,7505414.622,7696892.711,7402923.652,6836667.402
2116044.053,1978652.866,1269640.199,1259969.014,2686738.257,2499498.533,1356758.439,1208339.759,2616968.321,2537926.615,1730579.739,1768040.085,1973247.376,1751504.858
3811110.745,3687837.722,3156350.157,2766873.968,4118630.535,3628470.198,2806207.218,2495616.231,3180205.963,3082338.162,2606111.899,2760953.653,3343327.575,3217580.78
4534836.81,4398643.507,3175658.589,3216664.162,5221628.873,5193865.465,3204357.133,3013241.353,4957010.115,4827810.866,4429143.796,4746742.068,4556934.103,4223907.251
2915676.856,2580000.882,1940999.704,1686445.218,3520801.067,3116764.062,1675452.762,1508762.368,3135671.898,2786490.397,2753337.91,2518182.193,2607278.218,2314257.019
28119570.18,26936233.56,20148947.19,19117309.01,33172383.03,32585662.08,17961792.4,16867667.12,26679977.8,25979696.79,15065852.67,16143588.95,25390499.29,23416733.99
1274217.565,1244226.825,807664.8481,763498.504,1305067.236,1191028.041,818738.5019,801610.4719,1015353.669,1042218.72,762271.063,807160.9436,1008559.17,953650.045
1110768.553,1132174.908,893916.9772,849680.7186,1312023.702,1170145.215,845868.261,832252.4664,1035839.95,1018812.431,809638.2395,813776.3806,999453.576,937507.0049
10321220.07,10188913.83,8107505.479,7788498.797,10469095.38,10292239.32,7197231.989,6442802.046,8053165.196,7819702.647,8009535.871,8136746.048,8302609.158,7872652.706
20950918.37,20205084.04,16687040.93,15460691.34,24185013.79,23742989.67,14967257.58,14120067.45,17188550.1,16850799.09,17432757.66,18238664.53,16197797.7,15614718.82
6110812.525,5592011.96,4296873.927,4058708.338,7266574.447,6670658.531,4095469.738,3722767.624,6913497.539,6305204.545,5611420.94,5872373.06,6101525.036,5306168.684
10510550.57,9862846.642,7730635.505,7197333.876,10947658.6,10660747.65,7025928.915,6352222.96,8254439.189,8020639.039,7035336.519,7430465.969,8825001.825,8307722.314
921335.3085,907904.7625,754275.9077,735156.9199,1006657.717,1050489.419,650749.5249,655779.917,799489.1041,797615.1522,717782.6579,783430.4528,791701.646,686859.7366
1335689.905,1278680.271,960136.7277,883912.1554,1459123.185,1387779.785,774205.3239,725931.9287,1373141.741,1308668.112,1209420.731,1229246.755,1239808.43,1174479.98
3611261.542,3309352.238,2654133.474,2516920.265,4008104.711,3630054.384,2622329.632,2460217.009,3866676.525,3584584.729,3381727.762,3575408.736,3753315.379,3505226.289
3786981.86,3504748.056,2825385.418,2756425.068,4418584.552,4289247.814,2621934.817,2618900.929,3793938.914,3525226.824,2276845.993,2325438.566,3580771.361,3074913.571
225966.2962,251005.1307,173865.3409,171893.7754,284864.0304,293698.3324,147833.4106,144420.7124,223026.4974,219769.6,171482.199,189904.3895,170237.0131,165678.741
7557446.111,7392798.822,5881092.946,5497904.974,8543802.723,8401953.643,4995087.236,4751009.457,6546267.207,6288052.566,5286673.646,5629073.893,6427197.257,5991816.911
1841336.509,1820006.877,1601725.618,1361394.323,2152534.566,2149904.899,1397981.825,1298283.459,1862480.487,1791061.64,1256384.039,1345805.01,1578717.35,1603060.758
30159921.32,28742558.81,21050965.68,21625266.08,36643065.08,35611615.35,21231854.51,20416796.02,27977872.06,27312918.38,19361039.01,19897329.64,27236322.63,26031106.9
2093223.779,1912505.432,1361832.958,1417641.279,2333393.107,2196025.696,1314792.358,1102770.389,1641675.959,1672432.995,1518581.393,1547231.439,1494514.478,1370088.871
11574297.92,11630718.32,9337623.894,8874527.863,13169056.13,13291834.21,7840412.542,7600250.679,10109075.37,9964857.515,8917969.165,9820494.232,9381737.851,8675814.193
522365863,499271249,335994276.7,305239295.4,566850737.4,525353723.9,277421254.1,235152625,521530314,517618496.1,432328304.3,454995124.8,431772792.3,387620555.3
2486226.732,2393812.858,1516612.155,1587865.93,2909754.69,2892060.418,1449013.795,1484846.813,2482301.912,2410108.075,2202355.629,2456554.085,2420631.883,2088283.178
3901748.573,3734167.277,2932584.343,2677767.708,3963018.457,3852632.889,2613766.532,2579021.91,3202177.701,3069657.741,2878922.834,3126746.375,3012856.871,2814477.84
4899450.566,4779845.342,3768129.346,3675470.211,6295614.73,6194389.872,3583785.167,3247430.264,5713661.201,5341489.225,5025443.242,5295951.381,5101418.269,4579304.03
3180362.05,3132638.499,2350349.763,2416666.275,3504836.324,3579464.831,2108143.936,2074306.658,3261313.879,3166053.709,3083773.763,3249059.961,3174012.162,3183751.203
1403993.207,1430673.251,952113.7497,880607.949,1610144.363,1546799.429,846976.7408,755697.4243,1224979.856,1152033.594,1001391.25,1008587.332,1030286.241,945049.1292
474738.0629,495455.573,340618.4178,371367.8572,495691.4438,504380.1765,304713.0569,303024.4299,441179.2009,454460.7193,277878.6523,369033.7874,371776.6563,370786.4936
187189067.6,179471116.3,155003405.2,143453535.6,213028226.9,208805818.8,138733438.7,133818899.7,200018451.9,195267459.4,184093528.8,190815384.8,205678969.1,198754925.1
32998588.67,32252224.18,24803135.81,24269049.78,37145068.83,35893719.96,23056414.47,22368512.39,28632745.03,26844870.47,25718681.94,27951647.37,25755926.41,25337321.3
5195604.83,4807821.648,3443209.088,3397721.473,6036319.279,5983885.331,3366933.152,2993249.894,5770114.67,5477831.163,3891706.674,4106195.796,5618479.219,5195396.761
2234669.494,2144162.326,1534620.628,1540895.355,2412379.712,2341511.379,1478159.75,1373107.319,1832370.511,1752815.635,1626170.726,1772544.942,1689381.678,1679057.57
797695.761,784073.227,624948.5725,694686.3084,993319.0337,861905.4967,575898.8985,568779.4571,701917.4299,755368.5984,592601.3883,620723.2199,743558.202,709333.2085
10046154.28,9147119.941,5837487.869,5362783.87,11142708.76,10287586.07,5362630.428,4753436.133,10654094.62,9653766.411,7697234.283,7252642.361,8657622.874,7526583.212
718503.2149,729553.4527,577900.9291,559932.4292,900183.9773,973043.2143,528213.6583,504347.734,746891.7566,728550.2963,548097.2062,580293.6937,621271.0252,598178.4504
4695627.776,4469748.713,3540149.654,3419187.606,5259604.609,5237664.368,3213802.291,2976031.464,4403554.747,4377595.313,3127878.717,3338014.553,3934647.996,3800109.145
1068759.477,1063177.273,856873.4999,857816.8721,1437119.907,1330385.266,758694.6399,699751.3186,1258884.699,1150869.956,1072041.031,1159846.589,1073636.317,1068389.951
1360081.146,1319067.418,880688.1915,824056.9597,1473569.952,1385499.787,747501.593,659751.423,1306113.381,1257523.239,1087899.346,1091505.455,1239181.713,1200546.074
665948.4019,701939.5917,554942.8529,582954.901,916309.6622,856205.4339,551201.9359,506147.3205,834323.292,802270.1643,670694.6303,695092.5473,796286.1657,732747.8941
2187094.753,2197209.253,1542010.611,1530869.362,2568958.683,2597067.429,1352828.623,1301805.643,1787472.081,1766644.315,1739699.441,1844438.857,1720048.919,1632189.264
2704008.502,2583361.365,1842323.332,1848486.369,3143218.48,2945463.465,1808276.088,1673976.689,2694409.685,2540610.434,2447052.211,2542388.225,2682846.131,2534786.244
2255127.076,2023171.639,1361495.884,1275853.225,2534593.514,2234045.962,1296996.025,1186938.801,1919488.552,1760305.014,1533942.311,1529158.063,1605312.484,1466876.247
659527.7831,661357.926,453687.4059,479787.8036,739352.1693,670262.1971,455786.4086,412898.8785,580105.3191,588880.6276,479984.3091,483544.8746,527250.4557,551880.9974
3162300.715,3020948.482,2135895.589,2070052.586,4002380.469,3822608.706,1879245.801,1661439.151,3334606.044,3187322.078,2495733.823,2587888.154,3226787.192,2910940.263
2627965.323,2404953.686,1804623.33,1674824.679,3225231.439,3003197.257,1507325.651,1416218.93,2567931.126,2395038.92,2169167.371,2191404.451,2688949.747,2326153.735
4644156.729,4292542.802,3678764.99,3417285.74,5010539.18,5009890.516,3240156.535,2952239.14,5105664.772,4754787.844,3911065.434,4133327.601,4829868.983,4218102.798
1983013.67,1880998.957,1430749.908,1296840.868,2398981.445,2310804.109,1193541.538,1097392.848,2148217.825,2001990.174,1657502.7,1682827.944,1893508.651,1645452.067
4724462.715,4506110.099,3291735.851,3138917.038,5922218.262,5307104.051,2855495.533,2624610.199,4094837.193,3784234.554,3546914.267,3628831.268,3956429.46,3778946.632
430254.5145,398792.5066,320285.5481,319391.1883,462567.5409,472691.2523,275552.4226,274257.5767,385206.7086,404813.6729,298451.2822,299911.4977,390188.5634,358792.3368
4211501.894,4043100.349,2782958.112,2700971.864,4937513.779,4367219.592,2438627.22,2224781.694,4140317.621,3901599.886,3213905.681,3379822.095,3753571.588,3827318.466
44251746.16,42020956.53,29821814.59,29040200.21,45996370.16,44797652.08,28705747.3,26664494.73,39365011.03,37856695.14,30799030.74,31650973.42,37223032.45,35357475.47
6802724.466,6278599.56,4284209.663,4291521.278,7437400.888,6828430.521,3708889.195,3587748.981,6826189.757,6162404.566,5038743.598,5118463.568,5916244.246,5404495.634
6017520.372,5836590.726,4375965.048,4136553.888,6939830.422,6933147.481,3810320.644,3593421.648,6209303.007,6021339.179,4597746.007,4947626.965,5952773.256,5296852.419
