Intensity IN_1,Intensity IN_2,Intensity IN_3,Intensity IN_5,Intensity IN_6,Intensity PD_1,Intensity PD_2,Intensity PD_3,Intensity PD_5,Intensity PD_6
328120000,234430000,451490000,255810000,401790000,7166200,0,4581400,0,2139500
2617300000,1541500000,1963600000,375240000,785970000,723020000,434110000,915290000,13993000,721740000
21706000000,17771000000,61993000000,11483000000,61590000000,4460600000,2437300000,3742200000,58255000,2845400000
157220000,148900000,130760000,54521000,163360000,0,0,0,0,5054900
825790000,446230000,759310000,406000000,734330000,36831000,13053000,55924000,1894100,33173000
1229500000,655480000,948970000,482330000,667760000,47322000,23288000,45120000,7330900,35721000
0,0,0,0,0,0,0,5793600,0,0
2230900000,2065600000,5803400000,2599900000,6542900000,915170000,404830000,1081800000,41583000,383050000
5899600000,4078200000,4651100000,1424400000,4977200000,1337400000,633270000,770950000,76807000,1027400000
5073200000,3841200000,6498700000,3127800000,7008400000,1505400000,870350000,1166400000,127150000,1925300000
968380000,740190000,787450000,600460000,1113900000,8594300,1408000,3836800,579240,2522900
16202000,19884000,19087000,11423000,11857000,2681600,0,0,0,0
37114000000,32580000000,36421000000,23068000000,40499000000,26964000000,11305000000,24590000000,1564400000,15293000000
75732000,57096000,105440000,38188000,67883000,0,0,0,0,0
2528900000,1641400000,2075700000,1415400000,1962600000,40977000,45273000,60800000,3705600,53974000
441210000,180210000,548040000,83186000,166510000,266960000,99364000,214740000,14568000,237950000
663570000,173340000,434590000,147690000,466710000,43037000,24602000,18198000,2944300,42081000
381530000,80727000,397410000,268550000,738940000,28381000,25780000,67597000,6098000,40203000
610220000,261240000,340700000,207510000,488790000,5412000,2767400,3279900,0,2748100
126070000,101670000,112640000,31511000,34779000,0,0,0,0,0
121610000,46347000,106030000,42354000,84698000,354990,185630,210160,0,0
151270000,148410000,213660000,68908000,157050000,0,0,0,0,0
6114600000,2465200000,8100000000,2172100000,3087300000,369010000,185370000,374530000,31054000,267790000
986000000,970810000,1486700000,477090000,908160000,201330000,110980000,244150000,20806000,107860000
19311000,8932700,3492000,6761300,8831400,0,0,0,0,0
285290000,150560000,61333000,38974000,158570000,0,0,0,0,0
12450000000,9974200000,13013000000,4826400000,9165900000,3099500000,1191500000,3029800000,197450000,2307700000
1288500000,773510000,1392000000,640100000,1453700000,0,0,0,0,0
222640000,121730000,166760000,211830000,145670000,785230000,385560000,724570000,51706000,542670000
867120000,671840000,1696900000,213520000,667570000,306290000,148280000,316480000,8029100,232780000
347050000,211610000,484220000,80678000,427680000,238150000,85284000,280080000,25653000,108510000
23077000000,13900000000,22245000000,11682000000,16378000000,7719200000,3571500000,6405400000,323730000,4497800000
14258000000,10134000000,18240000000,11306000000,14146000000,1830700000,1051600000,2207200000,162380000,1567800000
268490000,826610000,269220000,1146900000,1629000000,1569100000,616180000,1582100000,86295000,1030600000
0,0,0,0,2162400,0,0,0,0,0
9414800000,10621000000,13995000000,4959800000,12946000000,5232600000,2881400000,6096500000,433920000,2969600000
8404900000,6036100000,8056200000,3462500000,6737200000,1050600000,547870000,1078200000,88947000,387760000
2282900,6967300,0,3972200,9624900,11378000,6278700,17206000,5674600,26798000
33301000000,25101000000,44990000000,17115000000,34883000000,12611000000,7358300000,14355000000,1283300000,10943000000
384890000,269110000,484610000,147110000,423510000,139670000,75871000,176950000,8456100,87775000
237230000,189120000,437940000,122040000,199540000,175430000,99315000,160210000,22449000,127220000
37588000,16962000,31788000,26379000,107230000,164070000,103830000,171530000,17876000,237850000
58322000,44361000,22159000,15919000,38383000,0,0,0,0,0
2660900000,1689300000,6139400000,1434700000,3764300000,644320000,304320000,660030000,52559000,493900000
23040000000,16801000000,23631000000,11789000000,16562000000,2101200000,1055500000,2242400000,267770000,2265300000
21530000000,14283000000,29913000000,8176600000,14962000000,1601500000,643480000,1778800000,111290000,1215300000
1068300000,597630000,801440000,347000000,490710000,0,0,0,0,0
9793600000,4854500000,7870600000,4438100000,6978200000,938950000,343560000,773400000,42470000,583460000
1.3695E+11,1.1962E+11,1.3467E+11,74397000000,1.207E+11,40878000000,18794000000,34173000000,1523200000,23205000000
3941400000,2736600000,2890400000,2386500000,3116000000,759460000,364230000,689370000,66799000,801670000
623390000,3129800000,5386500000,1498400000,748090000,57710000,924530,1296400,205050,46303000
214770000,38614000,268010000,39424000,189820000,463470000,199040000,543090000,17874000,422920000
0,0,0,0,0,19407000,10988000,39559000,1340000,19214000
64479000,15392000,19492000,8782100,26843000,0,0,0,0,0
3825100000,3140200000,4420000000,1471500000,4278500000,1240400000,477070000,1658700000,85277000,838800000
4580900000,656960000,1331700000,514480000,978480000,42588000,23167000,2096700000,7231000,34518000
6510000000,4565500000,6535500000,3194300000,5752600000,77971000,38266000,93800000,5568900,46288000
461340000,909520000,1136100000,539370000,297810000,10928000,6675800,12695000,0,3862700
124850000,74245000,95995000,63620000,132960000,0,0,0,0,0
2433800000,1596500000,1704600000,960240000,2003000000,4038900000,1705600000,3240100000,32257000,2316300000
539590000,476470000,491110000,762990000,1315700000,0,0,0,0,0
1609300000,1111400000,1204600000,1098300000,2597000000,866760000,421940000,1125300000,45202000,829960000
143800000,92067000,185620000,38348000,111060000,0,0,0,0,0
17457000,29633000,19334000,8425200,28129000,0,0,0,0,0
4485800000,3271600000,2684000000,2052100000,3034100000,648980000,317810000,568650000,27929000,506910000
60161000000,37662000000,65139000000,22419000000,43060000000,16622000000,7869300000,20070000000,1013100000,13384000000
4748100000,2928700000,4754600000,3347000000,7612200000,1767100000,838010000,1656700000,170220000,1754600000
30721000,8267500,11273000,12118000,10110000,12045000,7464100,13978000,422640,2898000
2215100000,1525600000,2107000000,689450000,1296000000,604330000,307330000,806290000,48817000,411520000
406110000,225710000,214200000,255750000,248050000,71529000,52440000,55990000,1807300,48237000
728020000,565340000,676760000,258200000,809270000,357190000,178090000,258490000,12694000,240440000
11789000000,9648400000,12413000000,6799800000,11802000000,2646200000,1155300000,2563500000,329020000,1868200000
175890000,120380000,164190000,67925000,230310000,288590000,154410000,119160000,14263000,49068000
63750000,36390000,116590000,21881000,40610000,0,0,0,0,0
5900600000,3023900000,5271600000,2439100000,6940700000,956390000,450970000,933650000,50463000,629270000
3323700000,1105300000,1432500000,743800000,853470000,2400500000,1164500000,2028300000,67662000,976280000
3864900000,2576600000,3527900000,2242900000,2459700000,840680000,326890000,847550000,50900000,390050000
18025000,15927000,19352000,8551100,10834000,0,0,0,0,0
1671700000,773260000,2282200000,543300000,1415500000,135630000,63227000,136830000,1488700,103480000
83061000,171750000,44439000,159180000,7699000,0,0,0,0,0
3448300000,1548100000,2817300000,910530000,1460500000,236140000,330420000,966740000,45000000,630980000
7881700,4241600,9485700,0,0,0,0,0,0,0
8967800000,9253900000,12270000000,2870000000,3998600000,2802600000,975860000,1978200000,185580000,1822800000
6137700,13485000,9347500,13625000,18877000,723470,0,5539500,0,786950
27411000,20085000,18168000,18421000,18108000,0,0,0,0,0
3248700000,1897700000,4842000000,2185000000,4039900000,911170000,445830000,666600000,83740000,316810000
235720000,170500000,364480000,130550000,344430000,362030000,117380000,397450000,20383000,186460000
399380000,322370000,295150000,148080000,262450000,0,0,0,0,0
29313000,44058000,81783000,57434000,31587000,107000000,73056000,94267000,5551500,74148000
8401400000,8334800000,11461000000,4629200000,14834000000,952630000,412150000,1058600000,36093000,744090000
109620000,99621000,204620000,26939000,121960000,0,0,0,0,0
93239000,56882000,25512000,24276000,30023000,0,0,0,0,0
265570000,126180000,279040000,155830000,109270000,1545100,764050,2834900,0,425030
923590000,649020000,864380000,524030000,963740000,63135000,19667000,44153000,5060700,28680000
235610000,159530000,207130000,79931000,337480000,0,0,8012900,0,10220000
2669700000,1217700000,1483000000,1378300000,1964300000,49759000,35873000,49670000,0,44164000
57496000,44657000,56810000,29296000,36934000,0,0,0,0,0
1417300000,892790000,1576500000,1253200000,2452000000,0,0,0,0,0
543530000,112250000,323480000,166630000,260930000,208260000,100600000,175110000,12595000,134740000
28279000000,22934000000,28698000000,20634000000,30290000000,5212300000,3129200000,5405000000,298390000,2979100000
5748500000,3631600000,4630000000,3322500000,5337200000,1554700000,779670000,1298800000,182270000,1043700000
19781000,25780000,34373000,11985000,15075000,0,0,0,0,0
11629000,5872000,7419800,982220000,2850600,0,0,0,0,0
2360900,1190900,3374900,0,0,0,0,0,0,0
43711000,24032000,41072000,8891900,11281000,0,0,0,0,0
117480000,69237000,176770000,38045000,57394000,0,0,0,0,0
18078000000,13311000000,20822000000,8243200000,20012000000,12024000000,7416600000,13262000000,1543200000,8256000000
268850000,227020000,347730000,155540000,755190000,14189000,8580000,14444000,275340,15597000
108210000,60482000,132410000,42265000,35871000,0,0,0,0,0
3652900000,2418600000,3132000000,752030000,794490000,1638400000,720470000,1154600000,57551000,847890000
502430000,282990000,386040000,115620000,361550000,0,0,6961400,0,4001100
41599000,26701000,53070000,15236000,41359000,0,0,0,0,0
22536000,3905600,18698000,6368900,12802000,0,0,0,0,0
667570000,568600000,428970000,132420000,285370000,0,0,0,0,0
58595000,36619000,24575000,56897000,53935000,0,0,0,0,0
5603100,6124900,6437600,5422100,16019000,0,0,0,0,0
534670000,171380000,406400000,312230000,385320000,87913000,50253000,100140000,7461700,64330000
72066000,41692000,88802000,24334000,73543000,104460000,46260000,95620000,6370300,71550000
317080000,205600000,210470000,189880000,535100000,25428000,19155000,41502000,972830,19936000
560920000,307050000,549620000,254310000,507400000,1689300,0,1413200,0,473250
36495000,42244000,43299000,16291000,22774000,0,0,0,0,0
5208300000,4979100000,7990700000,2136200000,3578300000,780360000,438750000,879820000,71326000,618210000
2567100000,1793800000,5011600000,1710200000,3652300000,906740000,341580000,645980000,50621000,594830000
1586200000,525740000,1333000000,753350000,1696700000,236720000,114170000,222330000,14744000,156290000
0,0,0,0,0,36784000,34390000,24614000,239470,16490000
178080000,147960000,418290000,35306000,179240000,11493000,3338600,4745900,1969700,8071300
86530000000,60087000000,59628000000,38706000000,55080000000,10195000000,4517300000,8536600000,1077400000,7152400000
117610000,68455000,104880000,79874000,156120000,0,1272300,3888100,347330,3718000
52629000,33559000,0,2721800,0,0,0,0,0,0
816280000,626990000,1142400000,539700000,1345900000,1247400000,762420000,981150000,102280000,945370000
0,0,0,0,0,34293000,27888000,143890000,5779800,36388000
18050000000,13736000000,24530000000,8826900000,19015000000,3194300000,1624900000,3301800000,403800000,2962600000
8670300000,4674200000,8489400000,2999500000,5252700000,3105800000,1300000000,2669600000,248050000,2113500000
6363100000,3589500000,3859100000,2191700000,4099000000,3007400,2230900,3584200,451340,3113100
2286700000,1599100000,2106600000,1104200000,1915000000,275510000,104740000,177990000,9989400,125230000
3968000000,2146200000,5583100000,1379200000,3535100000,3019100000,2133100000,4554100000,139440000,2991400000
15151000,7939400,20564000,9988900,19586000,0,0,0,0,0
2179300000,2038700000,2173800000,771770000,1497500000,43048000,17023000,49881000,1770500,30325000
19396000,14261000,28687000,37615000,27657000,0,0,0,0,0
62542000,43526000,149010000,67009000,94313000,0,0,0,0,0
1874300000,1307800000,1925200000,920940000,1174000000,125990000,37287000,118620000,9798500,79836000
1.0289E+11,88758000000,99141000000,61439000000,1.3101E+11,20298000000,11714000000,21607000000,2337200000,12820000000
525420000,320600000,509710000,296550000,225070000,23949000,24552000,20013000,2341000,6965500
798770000,346910000,946280000,178640000,885810000,34482000,9861000,24062000,2703100,9433900
36283000,13367000,12474000,4689700,2807900,0,0,0,0,0
446620000,255320000,614000000,413270000,697000000,0,0,0,0,0
38851000,21547000,35081000,9070100,35455000,0,0,0,0,0
358370000,203070000,838770000,121450000,352460000,99956000,27168000,78163000,3859200,58232000
2886400,2238500,12418000,0,4682600,0,0,0,0,0
88247000,74067000,87376000,12038000,68571000,0,0,0,0,0
2544700000,1747200000,3549900000,1403700000,2024300000,686950000,348240000,755500000,36926000,546070000
22229000,0,0,0,31600000,0,0,0,0,0
1620400000,1103400000,1466600000,836240000,1492300000,535730000,173690000,611260000,39081000,154490000
276740000,142000000,195230000,213740000,296960000,0,0,0,0,0
797070000,443910000,1123900000,208020000,753740000,12858000,2427100,9826100,1075400,3525100
91654000,116440000,137280000,95023000,248990000,0,0,0,0,0
11631000000,11030000000,8481600000,6213400000,9540000000,1277300000,483060000,1368300000,96802000,1080400000
538860000,557070000,714060000,468640000,738440000,1225800000,481690000,859810000,110130000,826450000
52507000,43190000,70805000,46035000,165510000,0,0,0,0,0
821200000,647290000,568410000,813620000,1067500000,0,0,0,0,0
5221400000,6368900000,7088400000,3696100000,8939000000,970050000,454190000,672690000,45674000,502030000
10494000,0,0,0,0,0,0,0,0,0
22349000,17186000,23350000,4603400,26892000,7860200,3905800,8442700,0,5872200
497950000,196840000,730620000,104010000,634670000,90057000,38377000,0,5903700,61991000
106240000,55758000,236800000,32384000,157040000,4620300,0,0,0,0
390550000,270300000,623420000,136110000,377950000,3289500000,1505000000,3376500000,288810000,1757200000
3003500000,2197500000,828370000,1284400000,2824600000,0,0,0,0,0
1056800000,1031500000,1384200000,848670000,1300300000,22528000,12755000,18330000,4078300,12651000
872360000,690790000,827010000,409920000,398240000,14979000,5944200,8186800,1688800,4957100
3327100000,2347700000,3436100000,1697700000,2524200000,546830000,227490000,514440000,38173000,315130000
330460000,166650000,339590000,102390000,196850000,8387000,2215200,14506000,732410,4876900
21695000000,18650000000,20187000000,19442000000,26695000000,1487700000,892230000,1798700000,45975000,461820000
4086500000,2333200000,3395300000,1247200000,2628300000,570520000,183750000,477910000,60162000,330130000
2267000000,487800000,663400000,249510000,482560000,111560000,24181000,105680000,7805900,68430000
474140000,59633000,419970000,42068000,543070000,0,9002500,15744000,315800,12925000
0,0,0,0,0,28035000,6893000,26566000,0,49253000
611400000,620140000,839800000,380830000,741480000,116360000,86456000,106560000,10290000,68131000
1785600000,1123700000,1246700000,699520000,1399200000,116890000,61133000,154770000,7910000,100730000
27683000,9531900,18843000,0,23302000,0,0,0,0,0
5360600,10788000,27523000,1934500000,20171000,0,0,0,0,0
65310000,38223000,12305000,22155000,0,0,0,0,0,0
156290000,148140000,265800000,102070000,108610000,6426600,1492500,2084600,0,967730
148750000,65806000,111790000,62128000,31486000,0,0,0,0,0
28744000,29477000,10876000,1444200,30070000,0,0,0,0,0
462260000,321650000,479830000,155260000,291480000,26195000,11995000,21925000,1398400,11915000
7763600000,3313800000,7250900000,3111000000,4237400000,2800100000,1018100000,2905500000,181080000,1856800000
