Intensity IN_1,Intensity IN_2,Intensity IN_3,Intensity IN_5,Intensity IN_6,Intensity PD_1,Intensity PD_2,Intensity PD_3,Intensity PD_5,Intensity PD_6
21313000,20590000,24012000,6664700,8062500,0,0,0,0,0
1721700000,1100000000,1538100000,1632700000,2189900000,114140000,72596000,172000000,11080000,88110000
142960000,134910000,193060000,30121000,153470000,19154000,5366200,12227000,1388000,13776000
273190000,93052000,236040000,60707000,136580000,91228000,32129000,108690000,7343800,81017000
39077000000,18816000000,51303000000,10820000000,39175000000,12579000000,5736500000,10508000000,1282600000,7730100000
731820000,320910000,499050000,225850000,462630000,0,0,0,0,0
927090000,1144400000,831790000,310520000,965830000,114060000,60767000,66792000,324620,62491000
48109000,16646000,32292000,23871000,82557000,2958600,1409100,2164400,0,1170600
1217600000,775870000,1355200000,557590000,1120700000,652550000,262420000,701290000,41956000,571460000
73831000,55986000,86960000,8057900,47883000,89342000,31447000,78069000,9382600,55745000
0,4825700,60522000,2522900,14340000,0,0,0,0,0
53061000,38609000,48346000,28272000,52418000,0,0,0,0,0
2270800000,753980000,1183100000,411550000,1152500000,263530000,94069000,292330000,7028100,149400000
2714600000,2015600000,2611900000,1236300000,2129300000,38127000,18651000,33172000,2641600,26489000
10513000000,5625100000,7629400000,4127000000,2880000000,1797400000,817170000,2253100000,101810000,1238300000
3197900000,1913400000,2877700000,346260000,2064200000,206280000,79014000,204040000,21075000,192580000
21387000000,11779000000,13526000000,8110600000,9602000000,1392800000,605750000,1595700000,65349000,1315300000
1028900000,888600000,862860000,611390000,668720000,11128000,5696900,20769000,0,2084100
1610000000,1174700000,1776500000,532180000,1690700000,147050000,54456000,127260000,7405800,119240000
88910000,46069000,91818000,32574000,60363000,33327000,14324000,46061000,6065600,49536000
1285300000,726110000,1051700000,656500000,1246300000,18978000,3690100,23634000,307230,22385000
39875000,64738000,34748000,44701000,39535000,0,0,0,0,0
48390000,67456000,125610000,35260000,85222000,1134200000,497640000,833450000,103710000,738230000
337270000,210070000,509710000,78565000,186050000,1472600000,871040000,1388500000,186380000,854850000
10381000000,7546300000,10142000000,4723300000,7655200000,1921200000,788280000,1270100000,121330000,664990000
62626000,36820000,75866000,22552000,56375000,0,0,0,0,0
282280000,133270000,265700000,86360000,169930000,7384400,4051200,6853400,0,5829600
337950000,271240000,434030000,97940000,356360000,3478100,832100,3394900,0,1977200
1272500000,917940000,1302200000,466890000,1434900000,31324000,10411000,15190000,1804200,19770000
1020800000,791290000,885470000,542720000,690460000,0,0,0,0,0
218420000,133070000,257550000,123030000,176970000,270250000,85386000,222420000,5695000,143620000
693430000,397320000,754420000,196010000,736890000,559120000,336060000,724230000,42117000,340190000
4349800,0,5163900,1285700,4902400,0,0,0,0,0
901560000,391380000,687790000,291950000,671820000,130210000,45090000,71464000,4537900,54324000
3635500000,3404700000,2739600000,1774900000,2800300000,91643000,40570000,64629000,9419000,44202000
7692200,0,14526000,3199900,3585400,0,0,0,0,0
21437000,24499000,45885000,29295000,40129000,0,0,0,0,0
886530000,417530000,762480000,566960000,779210000,37371000,11515000,18174000,2178800,19366000
290180000,171960000,311370000,90101000,246270000,35878000,13105000,38578000,1705200,20120000
0,0,0,0,0,0,1709800,5976600,0,0
127930000,48343000,133440000,24823000,53096000,53901000,16105000,39092000,0,22405000
147960000,82934000,718770000,98742000,245710000,39928000,26175000,48179000,3618800,40439000
629740000,323760000,743670000,165840000,473360000,23150000,8413100,14686000,317440,0
2975900000,2450200000,2622700000,982050000,2317600000,1813800000,680190000,1337500000,69302000,1333100000
182870000,81315000,115050000,12765000,69304000,0,0,0,0,0
3113500000,2016900000,2303700000,2109100000,3002500000,59865000,28609000,62236000,13148000,27613000
16030000,56483000,47927000,19336000,54431000,22231000,10807000,17787000,942020,6554200
33155000,37968000,27567000,31772000,85785000,0,0,0,0,0
210820000,163820000,242210000,294960000,254750000,0,0,0,0,0
20350000000,14969000000,20803000000,7925500000,19243000000,3600700000,1730200000,4114500000,235000000,2888000000
1097800000,561710000,571830000,458370000,1704800000,10757000,4536300,4595800,511080,5450400
27381000,14605000,21771000,19943000,52441000,0,0,0,0,0
0,20546000,26276000,21874000,20602000,0,0,0,0,0
684270000,493670000,659350000,361220000,689870000,146270000,63735000,103940000,7647900,136310000
984870000,688920000,1212800000,244670000,662910000,9867400,3101400,7294100,341850,4613900
244960000,200770000,2000400000,433870000,4931100000,2697200000,1128100000,1828100000,101840000,1388600000
28193000,1649800,9871200,7491500,14237000,0,0,0,0,0
1376000000,848970000,1264500000,758620000,1723800000,71332000,46804000,63681000,8065700,31091000
3654900000,1775500000,3582500000,3364900000,15192000000,180120000,65604000,136090000,14427000,139040000
7011500000,4363000000,4438600000,4047400000,5849300000,91155000,47685000,104630000,1969200,62710000
149490000,161770000,260670000,90575000,264590000,8048700,5457300,17547000,0,10177000
97066000,38728000,31854000,58564000,48012000,6489100,2638300,2431700,121820,3356900
935100000,752580000,853300000,401000000,860460000,188570000,60473000,192640000,34339000,128300000
7643100,0,0,9519000,0,0,0,0,0,0
704090000,623180000,734090000,194720000,746750000,63788000,26572000,37949000,5811500,40200000
1881600000,1406700000,2477800000,1140700000,1864900000,120920000,61388000,91505000,11908000,115590000
3035100000,2366400000,3195000000,1538800000,3661000000,1912900000,807870000,1385600000,217190000,670530000
64163000000,42105000000,55973000000,33751000000,47497000000,13516000000,6990700000,14037000000,1981600000,10083000000
17672000000,8422200000,17860000000,5950600000,18020000000,10484000000,5424800000,9466300000,1452800000,8561300000
7838400000,4933100000,8224300000,5149900000,6217600000,1288700000,513270000,1026900000,106830000,650660000
3685400000,2220300000,2581700000,1903400000,2555900000,107430000,37507000,104110000,6665200,83011000
9842800000,6688300000,8242400000,5435300000,7349200000,440160000,151430000,362150000,36745000,288640000
5977000000,4068000000,4464800000,3274400000,5263600000,131220000,48431000,95699000,7186700,71615000
1126300000,376430000,891080000,373380000,590260000,108180000,39658000,82884000,6492000,40393000
80661000,25777000,127730000,11739000,223640000,54689000,32821000,67964000,7606900,39962000
164640000,58217000,87558000,36198000,110480000,0,0,0,0,0
114520000,112950000,164520000,51633000,106270000,4490300,1476600,9983000,683340,6751400
1193700000,287680000,767340000,932020000,487400000,0,0,0,0,0
6903100,7231200,0,0,0,0,0,0,0,0
0,16490000,56134000,10805000,0,45501000,22008000,42086000,388990,24373000
161990000,99267000,177780000,92583000,130960000,4228700,1946800,4816400,0,4400800
11601000,6895300,2336000,8540300,17472000,0,0,0,0,0
454980000,520050000,590890000,375330000,113320000,139120000,51819000,145290000,8873500,92104000
194740000,91819000,287800000,119390000,325930000,2173300,923870,0,0,3731500
1925900000,1353400000,2648500000,1159100000,3306900000,4439400,3154000,0,0,0
32632000,15551000,33893000,11928000,46598000,7631300,4109400,12565000,0,7971600
80403000,45280000,76350000,34933000,117010000,0,0,0,0,0
222490000,259840000,330040000,138380000,322250000,0,0,0,0,0
8769400,10391000,6081200,8676700,18091000,19122000,7412400,12547000,463890,4250500
8364000000,6454500000,6343000000,1768500000,5104900000,449410000,173680000,464710000,99689000,302800000
5867900,4409300,11886000,9325300,4233700,0,0,0,0,0
1205400000,581570000,832640000,703960000,765310000,18403000,8175100,11122000,1156100,9156300
38408000,24412000,45753000,17520000,21280000,0,0,0,0,0
141050000,108330000,141120000,65689000,105410000,0,0,0,0,0
456210000,321380000,426160000,271280000,319820000,45033000,19104000,63050000,2489500,21904000
40247000,10439000,61307000,13462000,23853000,0,0,0,0,0
6167800,6555400,12868000,6838800,0,4204900,2796100,5168400,502310,3831100
12473000,8994300,9895300,1093500,6540800,0,0,0,0,0
15682000000,13442000000,10995000000,4627900000,15315000000,2366300000,1176700000,2412900000,87125000,1111200000
461320000,393320000,352600000,214780000,500460000,1916200,628930,1292500,0,2147800
390100000,327860000,167970000,146550000,337910000,10465000,1639000,4204600,390680,0
5218500,3094400,10892000,7582200,5253000,0,0,0,0,0
490110000,288930000,526100000,268280000,395860000,0,0,0,0,0
1051300000,1122600000,1525700000,486990000,1691700000,2398400000,1019200000,1350800000,55370000,1061300000
0,0,0,3711100,0,0,0,0,0,0
1307300000,1248200000,2206100000,902960000,1291800000,1935200000,1107900000,2498400000,102080000,1579800000
18291000000,15452000000,23895000000,8913900000,22558000000,2358400000,875530000,1577500000,122130000,1126700000
3186500000,2144700000,4372800000,1021400000,3082200000,1011300000,437630000,1071600000,84256000,796290000
1543400000,940760000,1836300000,313460000,1525800000,180530000,87251000,214880000,26382000,98583000
28030000,15101000,44185000,1492100,10217000,109030000,44162000,80713000,4588800,51352000
2543000000,2547300000,3666400000,1212300000,2536900000,74593000,35553000,99851000,4414700,47738000
21532000,8746100,8000000,0,6637600,12450000,5103600,10177000,0,5089800
169860000,49840000,161160000,43392000,141790000,392780,684520,1194600,0,0
25376000000,26099000000,20656000000,24317000000,23606000000,1300000000,588340000,1506800000,46789000,970610000
55579000,44968000,180440000,59529000,128450000,0,0,0,0,0
363470000,233970000,371920000,49051000,361300000,171890000,93367000,125310000,3714900,120570000
3422800000,3850800000,4933500000,1233800000,4375900000,189910000,83430000,204320000,16700000,130910000
309530000,241910000,236460000,72241000,194780000,0,0,0,0,0
3360300,3256300,6891400,0,2850300,116760000,57916000,107530000,6912200,33412000
929070000,967710000,1572200000,1657600000,1519200000,21179000,10267000,12900000,375610,10651000
6023300000,3233800000,4251000000,2585600000,2135900000,200670000,75211000,135000000,17944000,68754000
4347700000,2755300000,5087200000,2708300000,4070000000,298550000,114340000,315050000,43450000,167540000
1278400000,973590000,805770000,707310000,906030000,60417000,29498000,70210000,1884800,19896000
30163000,27968000,28262000,18458000,24951000,0,0,0,0,0
153630000,60575000,136490000,88639000,139650000,0,0,0,0,0
247930000,178320000,555530000,91982000,513940000,445600000,183530000,385740000,29534000,205500000
114420000,43374000,131480000,74597000,57934000,0,0,0,0,0
1330700000,637720000,1137900000,484070000,668720000,868420000,400790000,872450000,37913000,559200000
2998200000,1860700000,1128200000,868860000,1955300000,651480000,341190000,741440000,35781000,361010000
506470000,355510000,566260000,258180000,381420000,7909700,0,0,0,5223200
1076500000,622780000,1129000000,361230000,1343000000,243350000,99136000,260680000,13040000,234740000
2278000000,1262100000,2557800000,692640000,1818400000,710730000,358420000,695560000,38789000,482450000
490380000,318880000,468370000,162600000,497960000,0,0,0,0,0
558780000,470380000,1005800000,381680000,517250000,88220000,37996000,90132000,7635700,86148000
3139200000,1707600000,2119600000,2304300000,2332400000,20670000,12412000,23994000,1055200,28293000
28163000000,25253000000,40513000000,20228000000,27517000000,9421900000,4433300000,6021100000,830610000,5610300000
1371800000,571830000,2725000000,1211700000,1769900000,120410000,46678000,120780000,2239900,72937000
98150000,67031000,38558000,17072000,49306000,9104600,10625000,2851200,0,7362700
557130000,565660000,419780000,421540000,686380000,103470000,47750000,75452000,4681300,60565000
4704400000,3067000000,5120800000,2586900000,3226200000,220920000,61874000,184160000,14172000,136330000
1688800000,1312600000,2031100000,692870000,2248100000,867570000,361150000,762290000,113790000,744160000
12004000000,8185800000,10448000000,5489500000,10547000000,16078000000,6274700000,11806000000,2177600000,9531800000
62937000,40874000,69392000,32752000,39607000,0,0,0,0,0
90366000,73612000,103090000,86456000,52575000,9899100,3812900,4499700,92467,2689500
17277000,22224000,34272000,22434000,54889000,0,0,0,0,0
179770000,121640000,367190000,111520000,141670000,5710900,10406000,11226000,1723800,6571800
52290000,48413000,21499000,30910000,49762000,0,0,0,0,0
233930000,185600000,545640000,523300000,376100000,0,0,0,0,0
77011000,30383000,87379000,74911000,73722000,0,0,0,0,0
8914900,0,18805000,6129500,25906000,0,0,0,0,0
1388500000,1486300000,1263800000,1687500000,2623600000,0,0,0,0,0
54370000,15268000,32018000,1957700,44431000,117180000,46970000,98411000,12444000,91795000
3081000000,1039600000,3160700000,1085000000,2233400000,1935400000,666430000,1742800000,106040000,1734900000
34376000,0,0,1798200,3646900,123940000,55358000,106590000,22674000,62069000
1585000000,4722400000,8364200000,1143500000,3550100000,133110000,145290000,296510000,14218000,75423000
3746400000,2537000000,3952700000,1984800000,2655900000,2112800000,916590000,2165100000,260540000,1281600000
75513000,73322000,88601000,56659000,60957000,0,0,0,0,0
156240000,62241000,99512000,43965000,128580000,0,0,0,0,0
68121000,38505000,61680000,13356000,160350000,0,0,0,0,0
36760000,23404000,62051000,0,16655000,0,0,0,0,0
8197700000,5413700000,10828000000,3500300000,7500200000,1251000000,479820000,1205100000,81961000,617320000
7867500000,7402400000,7086900000,3894100000,6426400000,598510000,276850000,666470000,27522000,376720000
12543000,33424000,15106000,9263500,91453000,15094000,7903400,8960100,1914400,11873000
62070000,25074000,42406000,12973000,61165000,19455000,10054000,32499000,2748600,13202000
106820000,48568000,114180000,22217000,84132000,87778000,33906000,72825000,6180200,65805000
806180000,596370000,846820000,429780000,816840000,273960000,108000000,273200000,20225000,185320000
2489000000,919510000,1479700000,988910000,2946000000,2175000000,1103400000,2254100000,155560000,1097400000
0,0,0,13617000,0,0,0,0,0,0
203290000,157770000,131760000,118040000,236920000,16174000,6740500,3665900,429480,10468000
4568900000,3230800000,4965400000,2847700000,4427400000,441910000,192480000,628540000,29607000,509450000
1681300000,1087800000,3165800000,998250000,1755600000,321200000,107540000,308410000,13479000,153860000
1017300000,673810000,1233800000,305340000,792930000,107370000,37293000,109510000,8609400,75219000
43263000000,30055000000,35435000000,20806000000,31653000000,3244100000,1299800000,2409800000,221970000,2139100000
26382000000,16335000000,21891000000,12303000000,19297000000,4657600000,2517800000,4801300000,542370000,3197600000
341270000,214960000,549150000,277050000,490360000,88131000,35897000,55444000,4628100,28008000
7072900,5923800,5394300,9081600,0,0,0,0,0,0
278440000,149910000,238980000,111280000,208630000,47109000,18987000,28831000,651750,18283000
263000000,57069000,351230000,122310000,236890000,2332400,5176700,6052700,0,5351800
742790000,475960000,940660000,390980000,501020000,16923000,6718600,13273000,910350,6004500
1138200000,560300000,1441600000,874540000,695350000,158340000,106400000,310830000,7803900,105190000
1625900000,1164500000,1678800000,562630000,1860700000,23407000,8229800,15226000,2803600,15493000
144280000,151730000,289160000,167750000,270330000,0,0,0,0,0
24545000,39366000,23265000,0,15624000,0,0,0,0,0
627950000,129330000,259840000,25330000,374550000,569330000,240770000,564720000,35684000,311310000
3679900000,2759300000,5908200000,2060300000,5999300000,228740000,164450000,369120000,23698000,211380000
182330000,165430000,298920000,129550000,286230000,73701000,34642000,65977000,1637200,30596000
657650000,758980000,2353300000,60977000,726730000,26073000,6862100,11783000,211640,8393600
120020000,47480000,177360000,41234000,75667000,1676200,4522800,488970,0,6363700
9532500000,12163000000,19276000000,18458000000,9144000000,4194100000,1736800000,3774600000,342820000,2056600000
146840000,44191000,564830000,46009000,214850000,0,12952000,27922000,2088100,25720000
1169900000,1073300000,1382300000,1194800000,1479000000,4741400,1653000,4442300,612040,6031600
716030000,809710000,831280000,816410000,1086100000,865910000,377500000,1026900000,126070000,715400000
146040000,98127000,68563000,8941900,164440000,111540000,92258000,156790000,8723100,86512000
780770000,601740000,507520000,288650000,613930000,0,0,0,0,0
1100900000,651550000,697970000,361640000,787370000,0,570370,1669100,0,0
46192000,19211000,9691700,10035000,8986200,0,0,0,0,0
208390000,99099000,192100000,104840000,100210000,3143400,0,3399700,0,0
982950000,534220000,1429700000,248180000,981060000,372050000,126780000,527830000,14287000,177580000
113900000,97861000,211270000,44490000,132710000,127370000,37134000,112000000,3931000,38783000
15303000,16314000,15665000,9071900,1948000,0,0,0,0,0
4853300,4670600,7623100,0,11910000,0,0,0,0,0
348620000,216270000,238810000,137520000,255030000,9951000,834760,1432300,431000,6904900
105780000,45715000,54114000,10410000,61821000,0,0,0,0,0
54480000,27736000,36205000,38552000,41668000,0,0,0,0,0
17647000,8705800,0,9214700,0,0,0,0,0,0
2814600000,1933500000,1897600000,1134700000,2109200000,72834000,28739000,58836000,4686800,27254000
59984000,55293000,68190000,55887000,88395000,0,0,0,0,0
3010300000,1529100000,2253400000,1425300000,458290000,162150000,69523000,140190000,10206000,72114000
1430400000,997040000,1268000000,484060000,961560000,47683000,16926000,42896000,5950300,39503000
597050000,417350000,629490000,495880000,669190000,25978000,13174000,25695000,521260,13142000
94741000,54646000,158540000,47975000,151440000,0,0,0,0,0
441000000,344100000,506950000,179840000,505210000,2765200,0,0,0,0
83974000,71339000,41953000,23588000,73483000,42930000,15652000,46030000,3325500,20545000
24101000000,17209000000,34709000000,14493000000,42515000000,4348300000,1907100000,3666400000,505590000,2248300000
9006400000,5264300000,7465700000,2855700000,5541000000,688360000,379170000,853950000,20342000,398770000
26539000,13177000,11362000,25724000,25339000,0,0,0,0,0
0,0,0,0,0,2056200,2153100,41759000,0,5211000
639800000,581530000,922010000,316840000,595800000,396880000,192430000,405870000,34883000,202160000
4887600,6706900,1924500,0,7586600,0,0,1688400,0,0
10686000000,8734000000,20541000000,4851400000,9468700000,32636000000,15155000000,31623000000,811050000,11482000000
11438000000,9834900000,10480000000,6797200000,9287200000,1616600000,744640000,1650900000,271690000,810120000
187320000,118670000,138400000,196170000,460030000,0,0,0,0,0
2088100000,1501900000,2076200000,1373400000,1713400000,325710000,144670000,303370000,36974000,205450000
2065900,15399000,0,818250,0,77868000,47456000,64825000,2492400,27687000
14017000,0,19670000,0,5216600,0,0,0,0,0
1.4756E+11,1.0142E+11,1.759E+11,51770000000,1.1702E+11,22498000000,9481300000,31708000000,1617000000,18009000000
24208000000,16493000000,27151000000,9514800000,13890000000,6725200000,3131600000,5814500000,473470000,4577200000
9636500000,6325700000,12252000000,4616100000,9184000000,1617400000,702540000,1311200000,86323000,1345300000
1219800000,490400000,921100000,254250000,851490000,1729200000,821120000,2110200000,89436000,1012300000
2581500000,1836100000,2655100000,1902300000,1007000000,0,0,0,0,0
764400000,566770000,816550000,350600000,1001100000,189840000,125370000,321920000,10011000,158750000
1021200000,1624000000,1274600000,450250000,2277800000,254440000,111360000,232050000,8053600,86261000
1734700000,1372600000,3303300000,209170000,2188900000,136510000,64693000,139650000,3563200,88865000
282370000,448190000,551960000,548190000,628040000,84366000,33853000,49551000,0,32580000
298910000,151170000,174320000,118240000,190670000,143490000,25787000,33558000,0,18189000
41633000,21542000,58512000,27687000,42329000,16351000,6645800,5712800,268180,7062800
322990000,144730000,190310000,6473500,96672000,211110000,140230000,221760000,1805900,130640000
97880000,72389000,111910000,31565000,141010000,5689700,915810,2868000,0,1850900
1851700000,1071400000,2580700000,535750000,1345500000,360580000,167580000,380770000,20359000,243580000
506480000,80562000,377280000,172100000,92001000,345910000,234030000,354750000,17007000,328460000
1794600000,909870000,2665300000,749230000,1953700000,635610000,250630000,588080000,21576000,446950000
97106000,45486000,82080000,53912000,126640000,39110000,26744000,59647000,4131400,29327000
4202800,3574500,3542400,0,6333700,193260000,92590000,266430000,0,133560000
3782400000,2798500000,5626400000,1884700000,3804700000,587810000,247980000,574630000,53759000,337250000
2306100000,1398100000,1860200000,840710000,1660200000,825640000,372510000,720950000,58500000,483710000
2548100000,1554800000,1893700000,1212200000,2999800000,393860000,217820000,617370000,59868000,263000000
671750000,559590000,1026600000,306600000,547780000,377930000,117820000,435290000,26388000,225940000
271210000,115020000,286870000,37962000,170970000,588770000,255460000,737240000,45731000,316240000
40769000,42060000,25178000,44875000,18167000,0,4179200,0,0,0
7972300000,4612700000,7902400000,6096000000,9498200000,699740000,320810000,626780000,49426000,594020000
7336000,0,0,0,7717200,0,0,0,0,0
54003000000,47140000000,43927000000,35658000000,43870000000,2875200000,1153200000,1985000000,76647000,2097100000
13907000000,12219000000,17962000000,13227000000,16167000000,4164400000,1823900000,2700400000,196320000,2067200000
7420900000,3395800000,4152300000,3050200000,6234700000,705730000,289930000,739050000,54995000,363710000
9714300000,8636600000,13675000000,4715300000,11856000000,1465900000,361770000,1091700000,8977500,2572700000
535270000,390120000,492750000,141470000,272270000,383480000,164970000,272060000,16931000,297190000
86450000,71653000,47328000,35154000,87789000,1893100000,470660000,1107900000,52759000,2725200000
87852000,34859000,63387000,13275000,29875000,710870000,323630000,513190000,8203600,319090000
7067600000,4593300000,8911300000,2358300000,7753200000,399990000,201890000,265050000,3579100,298210000
439600000,293900000,494600000,190350000,408750000,128120000,61230000,122010000,8278700,110330000
178020000,138500000,308090000,154670000,262360000,8857400,7242400,10875000,934670,9944300
0,2530000,11070000,4248700,2543400,0,0,0,0,0
685580000,468600000,682490000,363330000,797050000,1095900000,831770000,695850000,41652000,838290000
0,65201000,83558000,18116000,0,48824000,27017000,102490000,14469000,6286100
1763800000,1390400000,3887500000,1437700000,3097200000,933930000,413820000,726540000,44004000,335840000
65628000,57779000,103030000,29828000,9013300,2145600,268270,2428100,0,1416900
32309000,23033000,43350000,3032700,23594000,1823900,1192600,2880700,0,0
574440000,243980000,356400000,594860000,1049400000,0,0,0,0,0
21841000000,15474000000,18353000000,13398000000,17774000000,1514800000,870450000,1606200000,66510000,859630000
252510000,188140000,410680000,138440000,279430000,162270000,72273000,137510000,15960000,102050000
2842200000,2368400000,1279600000,2525800000,2490000000,131040000,50479000,84179000,4929000,57299000
2349900000,1616700000,1584900000,1415400000,1652000000,49394000,17527000,39031000,2435600,36842000
18842000,49373000,17374000,11677000,72209000,0,0,0,0,0
50788000,409080000,948310000,212530000,366280000,483660000,240270000,341220000,3685500,162120000
24121000000,17113000000,18369000000,15301000000,20398000000,2200800000,1004900000,1457700000,152570000,1492200000
12248000000,8719500000,11133000000,7290900000,9430600000,2110800000,934070000,2051600000,144600000,1377500000
3629800000,2139700000,3672700000,1737400000,1483000000,1108900000,395250000,963630000,49326000,828420000
674440000,409730000,707650000,248750000,316710000,421350000,295890000,731380000,13843000,377070000
83837000,41821000,89374000,18834000,81722000,85487000,53509000,105250000,5203700,52782000
17730000,9008600,0,0,9580400,0,6934600,0,818190,16697000
8249500000,5575700000,9131600000,3542700000,6358000000,1624700000,632210000,1048700000,94150000,936920000
1113500000,961930000,2986700000,624860000,1145600000,1794500000,784290000,2164900000,183340000,1233400000
57153000000,46111000000,49170000000,33025000000,44363000000,5832600000,2521900000,4628600000,517380000,4186600000
99605000,137440000,93867000,84124000,144640000,639870000,289030000,441260000,18413000,560140000
2534900000,2286400000,3762000000,686180000,5121000000,3619600000,1189900000,2088200000,255140000,3143900000
43682000,299930000,215170000,132670000,224780000,19230000,9316800,18655000,0,22416000
1.1165E+11,88710000000,1.0031E+11,75013000000,90824000000,17206000000,7969300000,18802000000,1318500000,14323000000
12946000000,7827100000,13468000000,5333200000,6198700000,2457300000,1127700000,2065500000,72815000,1300700000
123670000,29538000,451580000,66659000,46776000,618830000,324700000,602910000,6549600,321150000
1268000000,3416300000,5899500000,4099200000,7734700000,4053500000,1228900000,2719600000,345540000,4873200000
1484400000,552640000,1514200000,724600000,1187900000,816530000,317210000,694860000,26272000,1096200000
14193000000,11465000000,13615000000,9868900000,17527000000,3894800000,1771900000,2602100000,170610000,2072800000
290090000,215790000,1755100000,160760000,777550000,76717000,52301000,71765000,16012000,60318000
23960000000,15289000000,15350000000,16704000000,18326000000,249380000,87551000,167780000,12418000,137710000
260460000,420240000,1140500000,309590000,884110000,110950000,65060000,98933000,9606200,71758000
0,0,0,0,0,61639000,27717000,18725000,1851900,33069000
84715000,52470000,250430000,32189000,97518000,244630000,51758000,225580000,17634000,135020000
10866000000,4729000000,9255700000,2432000000,8526800000,1407900000,680740000,655060000,100680000,895830000
5257400000,1342500000,2387800000,1355400000,3787000000,666610000,480440000,765240000,52263000,624500000
9233200000,5819200000,9695300000,5468700000,8469400000,49337000,20617000,11828000,2332000,15379000
300360000,117590000,152910000,153690000,194240000,0,0,0,1168200,7959000
9733200000,5575500000,9463200000,4429000000,7805200000,3870800000,996160000,1662200000,78999000,4760700000
592790000,318550000,752570000,209150000,245350000,19253000,9283500,19039000,1715200,10229000
2259800000,1471900000,2412700000,643830000,1851400000,680420000,317580000,848490000,52555000,420920000
27244000000,16431000000,21476000000,13743000000,28766000000,1727000000,981530000,1946600000,47130000,1063500000
201570000,339200000,422560000,361880000,367400000,76414000,44737000,65890000,6252300,37594000
1045100000,820020000,1524000000,277420000,613200000,1692100000,729050000,1182400000,122830000,1351600000
14902000,26670000,46071000,6731800,27120000,9852500,0,0,676880,17265000
12703000,13599000,18714000,4762700,15048000,0,0,0,0,0
16763000000,9322900000,19110000000,6931600000,21569000000,3253600000,1502300000,3097600000,234410000,1931300000
6049500000,4316200000,7248000000,3266900000,6025000000,1049900000,369100000,899920000,50617000,661960000
172480000,4092300000,3228900000,3548000000,350030000,974820000,566170000,798770000,49099000,538680000
762760000,557760000,811000000,545170000,1541800000,219730000,121290000,247620000,9715400,113100000
6841900000,2609700000,3008300000,1680000000,2912500000,1064400000,501120000,699310000,71898000,837020000
22112000,9919500,27648000,8026800,20522000,0,0,0,0,0
9326800000,10438000000,25208000000,18184000000,19139000000,2984700000,1378600000,3120300000,235840000,4870800000
548340000,553170000,1524600000,327600000,418540000,557220000,164880000,340460000,38903000,399430000
5933200000,7282800000,12847000000,4936500000,11307000000,1825300000,740130000,838590000,424330000,2577200000
0,0,0,0,0,32099000,13205000,22734000,2136000,13299000
2493500000,1036600000,2635200000,644440000,1346000000,143780000,76664000,126970000,7784300,26861000
19154000000,21385000000,26866000000,26453000000,36366000000,1619400000,421570000,1205300000,19584000,1978700000
9478600000,5447100000,10850000000,4049100000,9508300000,208200000,511540000,993750000,67686000,862730000
7016900000,5265700000,10820000000,2121200000,6449800000,1982800000,821490000,2038000000,105740000,3373500000
9865800000,5878000000,12048000000,5727800000,7677300000,957890000,475530000,1123600000,62648000,827660000
17697000000,13039000000,20568000000,8028600000,17269000000,4056400000,988600000,1592000000,59974000,4669700000
79268000000,55651000000,55379000000,42337000000,67435000000,18702000000,10862000000,20321000000,386700000,12351000000
2966600000,2225200000,168450000,53215000,75323000,543690000,346490000,548130000,16295000,288550000
9490700000,5066800000,11886000000,3648900000,10284000000,8957000000,5514300000,6013300000,995090000,5091800000
4365300,5846600,8090000,2461100,3874900,0,0,0,0,0
623430000,568220000,952320000,253250000,753270000,619460000,296980000,488140000,25096000,336830000
1184000000,838060000,1191200000,454340000,980230000,75554000,14780000,32808000,1507600,76799000
16739000,9607600,14057000,2146400,9692100,167010000,81287000,195500000,5430700,95416000
130050000,42761000,102520000,32967000,71673000,51054000,14079000,20382000,2689500,22733000
158920000,118250000,145500000,79429000,163580000,0,0,0,0,0
47510000,38656000,71830000,33310000,34176000,0,0,0,0,0
65513000000,39713000000,64027000000,23843000000,42421000000,5106500000,2155800000,5599200000,310440000,4295400000
2510700000,1290000000,3234300000,706540000,1892100000,478830000,223900000,539010000,77830000,473460000
24779000,7222300,403780000,6558200,96014000,462920000,149140000,365820000,20809000,158560000
23111000,1898700,22277000,0,9093300,62258000,49670000,63468000,7835900,3324900
25384000,21601000,26189000,8442100,28320000,474060000,347860000,598730000,29634000,465880000
12614000000,11354000000,13645000000,8666800000,10589000000,4056600000,1346100000,2793700000,340820000,1935400000
4134000000,4061500000,4412400000,3051100000,5881300000,5165600000,3316000000,7024400000,192110000,3007500000
9895200000,7564300000,12131000000,3832200000,6979000000,9123700000,3742900000,9031400000,528120000,4874300000
4090400000,4703200000,11622000000,8792500000,15339000000,1151500000,274560000,655630000,112160000,838930000
49035000,39970000,25445000,14779000,19306000,11340000,4800000,20411000,515820,0
2575100000,686200000,1046200000,395970000,2360500000,1293700000,561470000,1367500000,76531000,703490000
46300000000,24024000000,40293000000,21322000000,66927000000,22733000000,10384000000,15996000000,3156500000,12851000000
1173600000,778880000,653560000,648660000,1513800000,572680000,165130000,615700000,57330000,155390000
844440000,675980000,1407200000,467690000,1053400000,2322200000,1257100000,2549800000,93407000,1095200000
20499000,14069000,14063000,3277900,0,569720000,143450000,1726900000,3410500,895230000
