Intensity,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3
5329600,1755700,534590,0,593590,317850,0,874590,762530,0,490660,0,0
10515000,1188500,1057500,904460,660830,445960,549050,1051500,1072200,896160,907200,888220,893000
1142500,0,140930,0,0,88935,120300,0,241350,157030,312470,0,81505
38345000,4226000,3352300,3546300,3040900,2247000,2447300,4537000,4613400,4127200,2274100,2368600,1564800
2273800,0,0,0,33013,64557,0,151000,132270,100660,612010,645500,534780
8218900,1393800,772720,437510,269260,513120,549260,985860,1051400,983450,484060,354520,423940
4742700,1086200,436970,169740,0,182340,226990,519060,428820,335610,478420,516660,361910
2001100,267230,221850,310320,0,165160,187870,323460,278690,246470,0,0,0
2228600,0,369650,0,201030,0,0,0,1275500,382420,0,0,0
8442500,842490,468200,558180,742360,645710,0,0,1467800,0,1176000,1376000,1165800
4438400,327940,246320,286930,146150,130040,132670,282570,275390,260370,796260,879920,673900
308740,136450,0,0,36240,0,0,55264,0,0,80780,0,0
6061500,1017200,702720,673900,492640,310670,395830,669560,605040,525620,251540,217130,199620
5001400,684710,565500,392970,308310,206870,0,273930,935940,635270,297800,343300,356820
1830700,466180,137690,147600,172920,89679,0,213150,242340,258180,102900,0,0
106570000,15400000,10127000,11527000,7304200,5942300,7023200,11447000,11329000,9290400,6182400,5864400,5133900
6412200,1117800,1185200,213810,277190,276800,215570,306140,1292700,1013900,209250,132640,171220
1361500,63805,177920,129910,76280,48299,48850,136200,73364,38396,177140,231730,159620
32648000,3710100,1880100,1581700,2028300,1670100,1715800,3148600,3245000,1993500,5588900,4132900,1952400
959480,188850,11261,122920,67316,52571,74053,0,111860,115430,0,122060,93167
1308800,264340,192730,145640,0,66100,74800,165930,166540,155710,0,76958,0
4761000,0,996690,823970,413740,252080,318030,975920,312760,163990,141140,206730,155980
59021000,8803100,5103600,4895200,4364000,3746000,4112800,7636600,7414300,5479400,3092200,2314600,2058800
1338500,237890,242220,185780,80725,58496,81298,155730,0,96150,88649,111540,0
3831800,367720,268870,266860,247700,196820,187260,416200,484420,500550,296130,312800,286470
584940,0,0,0,36052,21808,23614,86799,67131,56784,146800,145950,0
647720,302460,0,0,113730,0,0,231530,0,0,0,0,0
19085000,1379500,827080,846370,2084600,1367600,1953500,2614600,2155300,2233300,1082100,984260,1556800
399640,0,246290,37815,0,0,21620,0,30435,0,0,35723,27761
52298000,10083000,3981900,3987900,4293300,1924900,2448300,6709200,4688400,4712200,4212800,3234300,2022000
718430,136650,52326,81397,67899,0,0,88208,66936,0,225020,0,0
2615100,407900,280570,368980,115420,123430,170470,192810,225700,231570,123510,269220,105470
1595100,214230,202490,233320,96758,80538,93901,178290,148370,194840,76601,75713,0
4040000,336680,258190,215860,282320,239490,0,363900,402160,345220,599010,561880,435300
2856200,377410,274840,251950,187580,167660,180470,553450,475160,326430,0,34495,26798
5171500,1496200,496250,340330,294970,252320,275880,418770,624300,0,362250,353940,256290
1878700,284350,401540,200190,141320,98149,117710,0,217800,172930,83623,161100,0
5986900,1270400,718720,367270,293670,287140,207040,642860,620510,515900,352730,421890,288720
4950200,735880,532590,555280,357560,329990,343310,523440,573290,579870,124600,168540,125830
1656900,197940,130070,116190,117270,98956,113780,173670,149310,171870,191710,196080,0
3374500,873710,148280,0,229380,0,0,13508,231870,1667100,210610,0,0
26626000,3724200,2851800,4112100,1735100,1427900,1889500,3224500,1390000,1316500,2044500,1710900,1199400
1143700,0,0,137690,0,138430,0,0,394420,374320,0,0,98871
6435600,555400,1699100,0,736440,427730,345550,488880,314810,713130,343600,492250,318730
393200,0,0,0,0,0,0,393200,0,0,0,0,0
2455300,122250,225860,243620,254310,172660,142670,455410,249550,160870,207890,63423,156750
152330000,25968000,13861000,13261000,10507000,6766800,7161400,19910000,15828000,12039000,10723000,9120200,7181900
1441400,270950,125570,33025,120860,36485,0,67521,398530,281380,42670,64418,0
465840000,31155000,23177000,23415000,16077000,15369000,18432000,19572000,22582000,20105000,94001000,96363000,85590000
668010,140550,152740,0,198640,0,0,176080,0,0,0,0,0
338260,99061,26698,0,12063,11394,14319,49109,51787,39669,0,23067,11092
3800700,358390,361090,540980,367930,183410,218740,543110,303560,226920,253110,250490,192940
2443300,0,187550,182650,0,109050,148790,277660,272640,285390,449170,530420,0
3657000,412730,987710,275960,214550,217120,245930,207110,143580,296260,192420,277340,186290
154440000,21104000,14212000,14997000,7334100,7844300,7798300,14492000,16231000,16052000,11699000,13107000,9566000
1813700,152590,151240,164550,138950,91704,174670,184750,197820,221350,105100,132440,98521
703480,188190,118250,0,93289,52594,0,119590,88675,0,42901,0,0
1563200,172240,149190,185020,105110,102260,109030,278600,168030,107010,0,94815,91908
8538900,1022900,767720,790630,543040,444560,526630,673780,0,853200,1015100,1000800,900540
5157300,602460,489040,515760,302950,262150,296870,492230,539330,563500,342930,362090,388030
12005000,1721100,1419500,1415900,655020,557570,729870,1086600,1064500,1000800,766380,951940,635450
1839200,369940,211870,268260,135140,99187,94069,163260,137770,177030,54634,77346,50677
60578000,7067600,5329700,6402800,4170000,3224400,2908000,7610700,6211700,6025400,4654800,4059700,2913100
10289000,992160,909750,981390,558150,453750,558990,937140,901350,806540,1098500,1178200,913480
86984000,12452000,8183000,5693500,0,5904900,6887300,10018000,9566200,9581000,5760500,6613200,6324800
6273800,3536400,566620,0,26314,182960,0,92697,805870,798100,264860,0,0
1251900,102340,393810,142550,75662,73820,73442,55773,79524,95382,27889,77587,54150
2031900,116000,606460,250650,118090,138650,112940,105660,65863,167690,111580,140320,97971
6530900,626760,1374700,1066700,486220,307730,296740,358890,146650,673230,259150,539740,394390
1913300,0,0,0,256560,201850,170180,233710,159660,373080,0,297520,220770
14350000,2089700,1344200,1270500,1224000,861390,1096400,1925500,1788100,1792200,0,480270,477780
679860,85280,255240,63400,32396,29669,30791,44136,16803,48152,0,38294,35697
7516200,0,375120,351710,316470,520210,810270,740260,638730,716810,1043600,737740,1265300
3938300,483900,506490,184090,166490,199900,171590,247990,919940,633370,141180,142340,141000
3751800,1973100,0,192600,592840,140180,0,518390,0,0,0,334710,0
268620,0,0,0,268620,0,0,0,0,0,0,0,0
1465500,369500,147520,37268,97724,0,0,129940,235500,0,251950,196100,0
1159300,400710,0,0,0,0,0,758600,0,0,0,0,0
26205000,5796400,1654500,2251900,2078500,898020,836110,5126600,1833100,1411000,1857000,1539000,922500
1880600,170810,179080,210260,131030,116540,116810,213090,156050,138730,139010,164010,145130
56677000,7386900,5741500,6151800,3836200,3193800,3633200,5919900,6686000,6382500,2834800,2674200,2236100
1329800,481210,153350,0,58196,66190,0,94271,252220,182320,42049,0,0
102020,0,0,0,0,0,0,0,0,102020,0,0,0
15746000,2293100,1725100,1101600,0,915380,751170,1370500,2163500,1874000,1203200,1356000,992830
1483200,287080,124740,165230,90093,95899,67595,136300,137990,183940,57951,88990,47383
4238600,601190,494380,521370,224100,199450,242590,349720,416060,395040,243350,329690,221700
30536000,3295300,2082500,2814600,2187800,1861400,2206000,3090700,2986200,3087700,2692100,2347800,1884300
5768100,951790,282850,308250,468010,250710,327140,585490,615840,734880,603650,352400,287090
88607000,5424400,5153200,5564900,5610000,5076600,5354300,9342700,8400400,7454700,11867000,10669000,8689900
11720000,1247700,776800,841700,872170,782740,863920,1315600,1461400,1390100,844020,782720,541190
418620,0,0,0,0,0,0,0,0,0,0,0,418620
893170,0,175160,0,112070,92339,0,205120,200590,0,107900,0,0
6484300,1066500,727760,749540,350090,291220,289730,582080,552300,507750,473630,521880,371820
1770600,118600,83607,97553,42689,58824,61101,98120,146110,191520,275810,338960,257740
114650,56474,21597,23951,0,0,12626,0,0,0,0,0,0
748370,65314,43128,47024,46929,37043,0,49841,61895,0,219090,178100,0
8399800,654460,543550,669800,533400,497770,702220,763430,808810,888040,775800,874910,687590
2589000,279150,0,225820,315740,181470,209250,264610,276780,238470,180410,252490,164860
17455000,3224600,1886700,1723900,1094800,959570,828090,1738000,1794200,1519700,830060,934640,920700
10130000,0,2665500,1920000,0,0,0,2445800,0,0,1774900,0,1324300
2451200,379450,369340,254260,212520,98200,27498,166350,389360,304060,67077,95652,87475
17497000,2818200,1828200,1929800,1238400,1011000,1027700,2248200,2187600,2067800,336190,447970,356240
14094000,2078500,1331100,1560600,934650,693670,832450,1482200,1474400,1340800,817850,961490,586610
7902100,1015500,594850,661160,565150,400730,409500,959080,1112800,859570,447920,559730,316130
1180100,320360,76346,82311,189430,60591,0,298660,102480,0,49941,0,0
1331500,99525,186940,122490,0,0,18991,171120,173270,195040,134770,229320,0
1295600,190880,140140,117750,110050,48362,33869,131160,180640,115040,103490,71606,52572
9214800,1284900,826640,924120,582860,452220,516810,1154300,1127100,829580,473960,538540,503720
3380900,0,0,496090,327850,299540,289550,0,587510,461660,314270,350960,253440
4133200,758540,380570,298240,359100,0,252660,670710,440510,383560,367670,221640,0
895410,188950,109080,127130,61338,51490,55668,84424,115810,101520,0,0,0
21247000,1099600,881310,723800,1672900,1206400,1444800,1340500,1699000,1410000,3298700,3196100,3274200
2050500,432570,310050,237090,114970,99146,114710,191400,167340,162570,60129,75762,84764
6234900,1026700,923370,886660,643870,285530,0,762370,1010400,0,282340,413730,0
2421600,200490,345350,314400,211390,108640,200280,125460,243360,109900,117150,250140,195060
248510000,20163000,14495000,24521000,21087000,13940000,11968000,49253000,20593000,15054000,19332000,25967000,12133000
83456000,21522000,5958900,2061200,5669100,3464100,3083800,1726700,13100000,12408000,8614300,968610,4879300
27628000,4055700,2838500,2279800,2193600,1376300,1407300,2663500,2769100,2509100,1811000,2095400,1628500
13597000,1625500,881040,1250300,869260,726700,803650,1640700,1599800,1665500,897800,956150,680850
6620100,541510,303700,340960,627770,501640,483160,770290,943250,1024600,331800,400790,350620
4529200,499200,392990,415350,258690,176060,247930,333210,346550,395120,517210,468510,478440
23682000,4247400,2430200,2066400,2117900,1275100,1173200,3028000,2369700,2051500,998020,1111600,812690
32454000,5276800,3649300,3762700,1919000,1851100,2057600,3104900,3330900,3276300,1306300,1658100,1260800
640250,115310,0,0,88369,0,0,148650,0,0,166990,0,120930
2835000,0,467260,451450,0,200120,233240,374400,0,176450,363500,313870,254750
969350,0,212450,121560,0,83855,53127,0,210560,202700,0,85097,0
4548700,494960,386120,683960,236890,195370,200820,523210,408290,364780,387960,366060,300320
19397000,5248800,1739700,734500,2057800,615320,259250,2542700,2257300,1563100,1179600,668460,530270
65921,0,0,0,0,0,0,0,0,0,65921,0,0
109060000,12010000,4237600,4461500,8646200,4084400,2543700,11927000,10367000,6851100,18756000,16627000,8545100
1633200,517470,27367,0,227010,0,143900,318790,0,243900,154750,0,0
5100600,904220,391340,352320,348000,178140,180770,543240,395970,309450,567880,524690,404570
472320,0,77133,140150,0,36483,45173,0,72430,100950,0,0,0
2395400,399040,302580,309700,109270,102970,144320,184710,217910,236460,135850,144060,108500
5672400,866500,461440,602560,380060,307540,434710,715740,577320,596240,268010,251600,210670
2661400,431960,357540,324860,161110,153030,175390,252390,264000,254890,136220,0,149950
8160800,710090,565890,561150,462130,447310,453550,985140,938890,912440,765260,810720,548260
2139500,263300,181090,225450,121350,116580,156100,234230,212500,206460,121860,192030,108530
4905000,1743800,828060,0,548890,139130,93685,496490,612870,442090,0,0,0
57995000,7529600,6103800,4877500,4842600,3459400,2170100,4882800,6732700,4972700,3872900,4729800,3820900
1208300,268070,170980,182800,96335,51657,68064,114020,115970,140440,0,0,0
5047300,607960,302860,267030,470660,215990,257050,916100,658140,660120,286580,216830,187940
537080,0,95056,0,0,63184,50673,111320,117020,0,99826,0,0
487230,0,0,0,0,0,0,0,290980,158040,0,38214,0
28163000,3680600,3227200,2608500,1823400,1776900,1583200,3268100,3632900,3210100,1189200,1161300,1001600
4758100,542520,356990,481200,387130,260200,277100,598020,478760,479750,332760,294530,269190
2486700,322880,249040,232700,192620,106230,190900,248570,262750,233550,132220,173220,142070
1904300,324820,207040,0,173930,109080,100990,218840,259110,305170,126380,0,78969
665980,143450,67296,34268,109440,32747,0,82103,128780,0,0,43367,24529
869310,0,0,0,0,0,0,0,0,0,327740,309710,231860
1367900,205160,128530,140720,129150,71298,93349,217870,175920,181460,0,24424,0
1010700,205330,187540,141870,60918,40529,50904,145270,102840,75496,0,0,0
12300000,1255500,1076400,1272300,844080,754500,932750,1371100,1309000,1469400,596870,787980,629970
2041600,672960,462800,0,287360,0,0,194970,423560,0,0,0,0
11218000,1799700,1163200,1404400,616490,651630,770480,1079700,1420400,1199000,581780,290430,240610
2696300,337710,286550,237520,140800,178420,117420,199080,475340,493330,99868,130250,0
3412500,468070,333020,0,244750,254170,288510,568420,333800,279250,277310,212860,152340
668460,0,0,0,0,0,0,0,0,0,0,668460,0
5246700,590070,371060,457750,489800,303810,346970,827580,612800,648640,251400,346790,0
4048500,698310,555250,549390,278290,229420,291100,362110,432500,379550,98864,111750,61970
7672600,601910,485330,441980,588860,504830,491930,1081600,881720,835520,648260,574920,535690
3865700,136670,0,548890,430290,149350,303940,724360,0,197720,558770,565320,250370
4946100,1065800,112060,297000,468410,310030,228650,784130,681350,452510,157520,139840,248790
0,0,0,0,0,0,0,0,0,0,0,0,0
8515700,1364600,658260,940910,561180,407000,491350,987130,974980,905000,441330,447560,336470
1297100,280730,193020,210050,69906,61435,92123,102330,139900,128700,0,18932,0
720340,128580,233440,106950,53096,19996,14983,71438,50695,41159,0,0,0
31114000,9573300,5365100,2056700,2962700,944950,0,2773400,3543900,2861600,486900,545130,0
1879800,227260,138440,205360,94408,85804,0,0,162010,0,486480,480040,0
652410,321700,0,0,0,0,0,164480,0,0,166230,0,0
2855600,290240,228470,229700,161580,137240,178010,293800,328970,299890,226920,260950,219850
2115500,0,120720,134460,168170,130100,137770,291570,280790,377260,181880,154150,138590
7003600,460200,315160,338570,426370,274340,286010,765940,623150,527710,1073700,1017900,894520
3874900,516020,295590,219880,296070,154630,86945,545840,386880,299370,444030,379070,250610
4022700,355550,244820,241680,215780,204280,227470,364550,410920,399800,423480,507470,426850
3122400,523950,378180,403290,220350,194490,220900,358510,414850,0,137260,151780,118860
6936300,1090600,632290,554870,440360,310810,255340,772190,802340,759680,527910,427500,362490
6569300,972640,562420,570270,400010,309970,302010,814930,721520,605470,481270,451000,377810
7138500,1878100,1052300,1104500,299220,271010,319330,759460,711230,743400,0,0,0
7966300,2196400,993440,930140,517240,485290,274820,778830,804900,432700,289120,149580,113910
9147000,1223300,846190,847180,584000,425800,387650,928010,1458000,1060600,533920,507430,344930
2286100,704770,427800,297610,0,87059,81502,168470,304910,213970,0,0,0
475460,145000,155070,0,0,49024,0,0,126360,0,0,0,0
16040000,1895500,949610,988420,1033000,774610,750010,1442700,1914500,1854900,1528800,1555000,1353300
12382000,1603700,1000300,841610,1029900,809370,663580,1684800,1693800,1148800,914710,684180,307410
816040,126760,69962,71713,44792,0,46449,0,89303,0,82897,165800,118350
3843000,639190,360300,356400,256290,220440,235130,401190,391660,440170,170140,217810,154300
2450600,397580,192680,321100,190910,135590,125370,289980,354480,203700,107570,131700,0
6500100,2000300,266510,267900,933380,118990,49788,1485200,417070,221320,643550,96095,0
9311600,1366300,1234500,1189600,594950,473550,680130,894330,879110,927740,360350,352040,359070
4806100,836140,545270,654180,288940,226790,530120,431040,515710,371670,82181,235250,88828
2099300,0,147250,182610,235990,108540,100410,296520,285700,228770,254420,135820,123260
2174000,346850,242320,281460,153240,138620,161910,243700,280160,269880,55916,0,0
14678000,1826100,1006500,1274500,966720,729920,856070,1627800,1631100,1241600,1283200,1277900,956660
1983900,157580,104200,119510,156290,105400,146790,193690,196250,210910,171440,242690,179160
2768900,530940,351490,310650,189000,0,0,376490,366890,369030,274410,0,0
