K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
,,,,,,,,,,,,,,9.34012,,,,,,,
,,,,,,,,,,,,,,7.822759,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.165289,,,,,,,
,,,,,,,,,,,,,,,,,,,,6.795361,
,,,,,,,,,,,,,,8.287679,,,,,7.880832,,
,,,,,,,,,,,,,,8.681508,,7.714962,,,8.246918,,
,,,,,,,,,,,,,,8.059505,,,,,,,
,,,,,,,,,,,,,,7.523772,,,,,,,
,,,,,,,,,,,,,,5.624133,,,,,,,
,,,,,,,,,,,,,,7.930059,,,,,8.11333,,
,,,,,,,,,,,,,,7.221902,,,,,,,
,,,,,,,,,,,,,,7.040645,,,,,,,
,,,,,,,,,,,,,,7.342635,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.692367,,,,,,,
,,,,,,,,,,,,,,7.608063,,,,,,,
,,,,,,,,,,,,,,6.955921,,,,,,,
,,,,,,,,,,,,,,7.800076,,,,,,,
,,,,,,,,,,,,,,7.760554,,,,,,,
,,,,,,,,,,,,,,7.032947,,,,,,,
,,,,,,,,,,,,,,7.464136,,,,,7.411178,,
,,,,,,,,,,,,,,6.862091,,,,,,,
,,,,,,,,,,,,,,7.314225,,,,,,,
,,,,,,,,,,,,,,7.545397,,,,,,,
,,,,,,,,,,,,,,8.390145,,,,,,,
,,,,,,,,,,,,,,7.105055,,,,,,,
,,,,,,,,,,,,,,7.586644,,,,,,,
,,,,,,,,,,,,,,7.200636,,,,,,,
,,,,,,,,,,,,,,7.599457,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.605269,,,,,,,
,,,,,,,,,,,,,,6.97734,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.636439,,,,,,,
,,,,,,,,,,,,,,7.506313,,,,,,,
,,,,,,,,,,,,,,7.842444,,,,,,,
,,,,,,,,,,,,,,7.307312,,,,,,,
,,,,,,,,,,,,,,7.47994,,,,,,,
,,,,,,,,,,,,,,7.744752,,,,,7.328161,6.820308,
,,,,,,,,,,,,,,7.788235,,,,,,,
,,,,,,,,,,,,,,8.269826,,,,,7.441558,,
,,,,,,,,,,,,,,7.634213,,,,,,,
,,,,,,,,,,,,,,7.826395,,,,,7.309078,,
,,,,,,,,,,,,,,8.050141,,,,,7.517777,,
,,,,,,,,,,,,,,7.181065,,,,,,,
,,,,,,,,,,,,,,7.430682,,,,,6.978397,,
,,,,,,,,,,,,,,8.358122,,,,,7.747949,,
,,,,,,,,,,,,,,7.533968,,,,,,,
,,,,,,,,,,,,,,7.54972,,,,,7.299626,,
,,,,,,,,,,,,,,7.717835,,,,,,7.327234,
,,,,,,,,,,,,,,7.678619,,8.289202,,,7.563592,,
,,,,,,,,,,,,,,7.994968,,,,,,,
,,,,,,,,,,,,,,6.411188,,,,,,,
,,,,,,,,,,,,,,8.113361,,,,,7.765011,,
,,,,,,,,,,,,,,7.833864,,,,,7.161428,,
,,,,,,,,,,,,,,8.100186,,,,,7.408908,,
,,,,,,,,,,,,,,7.657079,,,,,,,
,,,,,,,,,,,,,,7.124699,,,,,,,
,,,,,,,,,,,,,,7.333939,,,,,,,
,,,,,,,,,,,,,,7.568821,,6.773522,,,,,
,,,,,,,,,,,,,,7.859496,,,,,7.523718,,
,,,,,,,,,,,,,,8.540883,,,,,,,
,,,,,,,,,,,,,,7.55943,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8.277535,,,,,7.840966,,
,,,,,,,,,,,,,,7.355371,,,,,,,
,,,,,,,,,,,,,,7.129028,,,,,,,
,,,,,,,,,,,,,,7.33665,,,,,,6.989954,
,,,,,,,,,,,,,,7.525894,,,,,,,
,,,,,,,,,,,,,,7.438886,,7.123265,,7.289111,,7.594514,7.893197
,,,,,,,,,,,,,,7.789194,,,,,7.202248,,
,,,,,,,,,,,,,,7.38673,,,,,6.980354,,
,,,,,,,,,,,,,,8.025984,,,,,,,
,,,,,,,,,,,,,,7.908705,,,,,7.319029,,
,,,,,,,,,,,,,,7.840371,,,,,,,
,,,,,,,,,,,,,,7.593465,,,,,,,
,,,,,,,,,,,,,,7.071839,,,,,,,
,,,,,,,,,,,,,,7.508636,,,,,,,
,,,,,,,,,,,,,,7.865553,,,,,7.357976,,
,,,,,,,,,,,,,,7.304668,,,,,,,
,,,,,,,,,,,,,,8.069173,,,,,,,
,,,,,,,,,,,,,,8.000747,,,,,,,
,,,,,,,,,,,,,,7.282527,,,,,,,
,,,,,,,,,,,,,,7.961659,,,,,7.755383,,
,,,,,,,,,,,,,,8.035612,,,,,7.471361,,
,,,,,,,,,,,,,,7.861159,,,,,,,
,,,,,,,,,,,,,,8.015247,,,,,,,
,,,,,,,,,,,,,,8.027405,,,,,7.262634,,
,,,,,,,,,,,,,,7.909582,,,,,,,
,,,,,,,,,,,,,,7.738476,,,,,7.473881,,
,,,,,,,,,,,,,,6.978291,,,,,,,
,,,,,,,,,,,,,,6.784629,,,,,,,
,,,,,,,,,,,,,,7.694272,,,,,,,
,,,,,,,,,,,,,,7.809031,,,,,7.421792,,
,,,,,,,,,,,,,,7.782062,,,,,,,
,,,,,,,,,,,,,,7.107242,,,,,,,
,,,,,,,,,,,,,,7.774193,,,,,,,
,,,,,,,,,,,,,,7.673899,,,,,,,
,,,,,,,,,,,,,,7.836698,,,,,7.002535,,
,,,,,,,,,,,,,,8.08454,,,,,7.685527,,
,,,,,,,,,,,,,,7.606126,,,,,7.503159,,
,,,,,,,,,,,,,,7.937721,,,,,7.415749,,
,,,,,,,,,,,,,,7.65959,,,,,,,
,,,,,,,,,,,,,,7.447151,,,,,,,
,,,,,,,,,,,,,,7.228014,,,,,,,
,,,,,,,,,,,,,,6.884777,,,,,,,
,,,,,,,,,,,,,,7.381146,,,,,,,
,,,,,,,,,,,,,,8.238382,,,,,7.885159,7.628798,
,,,,,,,,,,,,,,8.008978,,,,,7.617666,,
,,,,,,,,,,,,,,8.052782,,,,,7.199988,,
,,,,,,,,,,,,,,7.94891,,,,,,,
,,,,,,,,,,,,,,7.084797,,,,,,,
,,,,,,,,,,,,,,7.589465,,,,,,,
,,,,,,,,,,,,,,7.845667,,,,,7.431847,,
,,,,,,,,,,,,,,7.456951,,,,,,,
,,,,,,,,,,,,,,6.55873,,,,,8.190415,,
,,,,,,,,,,,,,,7.690356,,7.258854,,,7.052654,,
,,,,,,,,,,,,,,7.92244,,,,,7.239922,,
,,,,,,,,,,,,,,7.438704,,,,,,,
,,,,,,,,,,,,,,,,,,,7.12321,,
,,,,,,,,,,,,,,7.376679,,,,,,,
,,,,,,,,,,,,,,7.487781,,,,,,,
,,,,,,,,,,,,,,7.571714,,,,,,,
,,,,,,,,,,,,,,7.473437,,7.354453,,,7.249469,,
,,,,,,,,,,,,,,7.551308,,,,,,,
,,,,,,,,,,,,,,7.877973,,,,,7.271416,,
,,,,,,,,,,,,,,8.126302,,,,,7.356687,,
,,,,,,,,,,,,,,7.747228,,,,,,,
,,,,,,,,,,,,,,7.106574,,,,,,,
,,,,,,,,,,,,,,7.67963,,,,,,,
,,,,,,,,,,,,,,7.588226,,,,,,,
,,,,,,,,,,,,,,7.53053,,,,,,,
,,,,,,,,,,,,,,7.460068,,,,,,,
,,,,,,,,,,,,,,7.348902,,,,,,,
,,,,,,,,,,,,,,7.587021,,,,,,,
,,,,,,,,,,,,,,7.175485,,,,,,,
,,,,,,,,,,,,,,7.931863,,,,,,,
,,,,,,,,,,,,,,7.512231,,,,,,,
,,,,,,,,,,,,,,7.939941,,,,,,,
,,,,,,,,,,,,,,7.967296,,,,,,,
,,,,,,,,,,,,,,7.435346,,,,,,,
,,,,,,,,,,,,,,7.626538,,7.352001,,,7.537472,7.399546,
,,,,,,,,,,,,,,7.067823,,,,,,,
,,,,,,,,,,,,,,7.518878,,,,,,,
,,,,,,,,,,,,,,7.220647,,,,,6.647916,,
,,,,,,,,,,,,,,8.2863,,,,,,,
,,,,,,,,,,,,,,7.854173,,,,,,,
,,,,,,,,,,,,,,7.853407,,,,,,,
,,,,,,,,,,,,,,7.281336,,,,,,,
,,,,,,,,,,,,,,7.644932,,,,,,,
,,,,,,,,,,,,,,7.938948,,,,,,,
,,,,,,,,,,,,,,7.075403,,,,,,,
,,,,,,,,,,,,,,7.792053,,,,,,,
,,,,,,,,,,,,,,7.292448,,,,,,,
,,,,,,,,,,,,,,7.361438,,,,,,,
,,,,,,,,,,,,,,7.526137,,,,,,,
,,,,,,,,,,,,,,7.824562,,,,,,,
,,,,,,,,,,,,,,6.477546,,,,,,,
,,,,,,,,,,,,,,7.514141,,,,,,,
,,,,,,,,,,,,,,7.953354,,,,,7.532346,,
,,,,,,,,,,,,,,7.024073,,,,,,,
,,,,,,,,,,,,,,7.432769,,,,,,,
,,,,,,,,,,,,,,7.668737,,,,,,,
,,,,,,,,,,,,,,8.200196,,,,,7.48255,,
,,,,,,,,,,,,,,7.02584,,,,,,,
,,,,,,,,,,,,,,7.389572,,,,,,,
,,,,,,,,,,,,,,7.545727,,,,,,,
,,,,,,,,,,,,,,7.563953,,,,,,,
,,,,,,,,,,,,,,7.150538,,,,,,,
,,,,,,,,,,,,,,7.613126,,,,,,,
,,,,,,,,,,,,,,7.422409,,,,,,,
,,,,,,,,,,,,,,7.142652,,,,,,,
,,,,,,,,,,,,,,7.763191,,,,,,,
,,,,,,,,,,,,,,7.805132,,7.334774,,,7.524761,,
,,,,,,,,,,,,,,7.585844,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.962008,,,,,,,
,,,,,,,,,,,,,,7.928449,,,,,,,
,,,,,,,,,,,,,,8.551231,,7.660483,,,7.802658,,
,,,,,,,,,,,,,,8.145949,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8.48928,,7.716622,,,,,
,,,,,,,,,,,,,,6.929955,,,,,,,
,,,,,,,,,,,,,,7.700879,,,,,,,
,,,,,,,,,,,,,,7.535344,,,,,,,
,,,,,,,,,,,,,,7.310677,,,,,,,
,,,,,,,,,,,,,,7.66069,,,,,,,
,,,,,,,,,,,,,,7.382428,,,,,6.914651,,
,,,,,,,,,,,,,,7.564092,,,,,6.793885,,
,,,,,,,,,,,,,,6.939955,,,,,,,
,,,,,,,,,,,,,,7.661094,,,,,,,
,,,,,,,,,,,,,,7.39179,,,,,,,
,,,,,,,,,,,,,,7.60031,,,,,,,
,,,,,,,,,,,,,,7.634037,,,,,,,
,,,,,,,,,,,,,,8.084565,,,,,7.568922,,
,,,,,,,,,,,,,,7.494614,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6.568366,8.228358,7.887716,,,8.758449,7.939716,
,,,,,,,,,,,,,,7.337746,,,,,,,
,,,,,,,,,,,,,,7.688078,,,,,,,
,,,,,,,,,,,,,,7.560992,,,,,,,
,,,,,,,,,,,,,,7.00668,,,,,,,
,,,,,,,,,,,,,,8.045276,,,,,7.285119,,
,,,,,,,,,,,,,,7.561639,,,,,,,
,,,,,,,,,,,,,,7.657783,,,,,7.531585,,
,,,,,,,,,,,,,,7.579876,,,,,7.172428,,
,,,,,,,,,,,,,,7.389708,7.379873,,,,,,
,,,,,,,,,,,,,,7.610994,,,,,,,
,,,,,,,,,,,,,,7.613979,,,,,,,
,,,,,,,,,,,,,,7.921375,,,,,,,
,,,,,,,,,,,,,,7.572865,,,,,,,
,,,,,,,,,,,,,,7.698239,7.033011,,,,6.79579,,
,,,,,,,,,,,,,,7.651101,,,,,7.280945,,
,,,,,,,,,,,,,,7.541431,,,,,,,
,,,,,,,,,,,,,,7.812745,7.364938,,,,,,
,,,,,,,,,,,,,,7.437089,,,,,,,
,,,,,,,,,,,,,,7.158184,,,,,,,
,,,,,,,,,,,,,,7.678107,,7.309821,,,7.535094,,
,,,,,,,,,,,,,,8.223337,,,,,,,
,,,,,,,,,,,,,,7.442963,,,,,7.443478,,
,,,,,,,,,,,,,,7.773498,,,,,,,
,,,,,,,,,,,,,,7.635864,,,,,,,
,,,,,,,,,,,,,,7.686103,,,,,7.36015,,
,,,,,,,,,,,,,,7.624543,,,,,,,
,,,,,,,,,,,,,,7.485837,,,,,,,
,,,,,,,,,,,,,,8.054881,,,,,7.370041,,
,,,,,,,,,,,,,,7.516661,,,,,,,
,,,,,,,,,,,,,,7.915938,,,,,7.115378,,
,,,,,,,,,,,,,,7.220441,,,,,,,
,,,,,,,,,,,,,,7.728326,,,,,6.968067,,
,,,,,,,,,,,,,,8.026428,,,,,,,
,,,,,,,,,,,,,,7.886435,,,,,,,
,,,,,,,,,,,,,,7.875915,,,,,,,
,,,,,,,,,,,,,,7.467948,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.866544,,,,,,,
,,,,,,,,,,,,,,7.695427,,,,,,,
,,,,,,,,,,,,,,7.321695,,,,,,,
,,,,,,,,,,,,,,8.26381,,,,,7.814206,,
,,,,,,,,,,,,,,7.771315,,,,,7.097754,,
,,,,,,,,,,,,,,7.943052,,,,,,,
,,,,,,,,,,,,,,7.657541,,,,,7.297616,,
,,,,,,,,,,,,,,7.393709,,,,,,,
,,,,,,,,,,,,,,7.376181,,,,,,,
,,,,,,,,,,,,,,7.464877,,,,,,,
,,,,,,,,,,,,,,7.170388,,,,,,,
,,,,,,,,,,,,,,7.416062,,,,,,,
,,,,,,,,,,,,,,7.708227,,,,,,,
,,,,,,,,,,,,,,7.34045,,,,,,,
,,,,,,,,,,,,,,7.766081,,,,,7.131827,,
,,,,,,,,,,,,,,7.783614,,,,,,,
,,,,,,,,,,,,,,8.013328,,,,,,,
,,,,,,,,,,,,,,7.788075,,,,,7.029296,,
,,,,,,,,,,,,,,7.588585,,,,,7.064152,,
,,,,,,,,,,,,,,7.229828,,,,,6.635269,,
,,,,,,,,,,,,,,7.07997,,,,,,,
,,,,,,,,,,,,,,7.705863,,,,,7.217154,,
,,,,,,,,,,,,,,7.633986,,7.210719,,,,,
,,,,,,,,,,,,,,7.270789,,,,,,,
,,,,,,,,,,,,,,7.307889,,,,,,,
,,,,,,,,,,,,,,7.593943,,,,,,,
,,,,,,,,,,,,,,7.621362,,,,6.968465,7.443731,,
,,,,,,,,,,,,,,7.266678,,,,,,,
,,,,,,,,,,,,,,7.367294,,,,,,,
,,,,,,,,,,,,,,7.013875,,,,,,,
,,,,,,,,,,,,,,6.883616,,,,,,,
,,,,,,,,,,,,,,7.35989,,,,,,,
,,,,,,,,,,,,,,6.945489,,,,,,,
,,,,,,,,,,,,,,8.258063,,7.297485,,,7.79818,,
,,,,,,,,,,,,,,7.948164,7.500673,6.974634,,,7.363201,,
,,,,,,,,,,,,,,7.463554,,,,,,,
,,,,,,,,,,,,,,7.693934,,,,,7.387938,,
,,,,,,,,,,,,,,7.733213,,,,,,,
,,,,,,,,,,,,,,7.342675,,,,,,,
,,,,,,,,,,,,,,7.4054,,,,,6.886275,,
,,,,,,,,,,,,,,7.560701,,,,,,,
,,,,,,,,,,,,,,7.212395,,,,,,,
,,,,,,,,,,,,,,7.469441,,,,,,,
,,,,,,,,,,,,,,7.603363,,,,,,,
,,,,,,,,,,,,,,8.073535,,,,,7.189201,,
,,,,,,,,,,,,,,8.031419,,,,,7.388809,,
,,,,,,,,,,,,,,7.29302,,,,,,,
,,,,,,,,,,,,,,7.363365,,,,,,,
,,,,,,,,,,,,,,7.14073,,,,,,,
,,,,,,,,,,,,,,7.451535,,,,,,,
,,,,,,,,,,,,,,7.456105,,,,,,,
,,,,,,,,,,,,,,7.357306,,,,,,,
,,,,,,,,,,,,,,7.503109,,,,,,,
,,,,,,,,,,,,,,6.567741,,,,,,,
,,,,,,,,,,,,,,6.886487,,,,,,,
,,,,,,,,,,,,,,6.90919,,,,,,,
,,,,,,,,,,,,,,7.363063,,,,,,,
,,,,,,,,,,,,,,7.46319,,,,,,,
,,,,,,,,,,,,,,7.902178,,,,,,,
,,,,,,,,,,,,,,7.135783,,,,,,,
,,,,,,,,,,,,,,7.444703,,,,,,,
,,,,,,,,,,,,,,7.76469,,,,,,,
,,,,,,,,,,,,,,6.614735,,,,,,,
,,,,,,,,,,,,,,7.790552,,,,,7.012317,,
,,,,,,,,,,,,,,7.225279,,,,,,,
,,,,,,,,,,,,,,7.675297,,,,,7.079754,,
,,,,,,,,,,,,,,7.797888,,,,,7.104205,,
,,,,,,,,,,,,,,7.441247,,,,,,,
,,,,,,,,,,,,,,7.464714,,,,,,,
,,,,,,,,,,,,,,7.234777,,,,,,,
,,,,,,,,,,,,,,7.705338,,,,,7.1409,,
,,,,,,,,,,,,,,7.227454,,,,,,,
,,,,,,,,,,,,,,6.978503,,,,,,,
,,,,,,,,,,,,,,7.662046,,,,,,,
,,,,,,,,,,,,,,7.367196,,,,,,,
,,,,,,,,,,,,,,7.490253,,,,,,,
,,,,,,,,,,,,,,7.179223,,,,,,,
,,,,,,,,,,,,,,7.771236,,,,,7.237301,,
,,,,,,,,,,,,,,6.803192,,,,,,,
,,,,,,,,,,,,,,7.049979,,,,,,,
,,,,,,,,,,,,,,7.190799,,,,,,,
,,,,,,,,,,,,,,7.223886,,,,,,,
,,,,,,,,,,,,,,7.053605,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.728914,,,,,,,
,,,,,,,,,,,,,,7.625876,,,,,,,
,,,,,,,,,,,,,,7.694642,,,,,,,
,,,,,,,,,,,,,,7.84503,,,,,,,
,,,,,,,,,,,,,,7.03921,,7.246227,,,,,
,,,,,,,,,,,,,,7.210778,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.553467,,,,,,,
,,,,,,,,,,,,,,7.512921,,,,,,,
,,,,,,,,,,,,,,7.556144,,,,,,,
,,,,,,,,,,,,,,8.116339,,,,,,,
,,,,,,,,,,,,,,7.575113,,,,,,,
,,,,,,,,,,,,,,7.393903,,,,,,,
,,,,,,,,,,,,,,7.906934,,,,,7.857331,,
,,,,,,,,,,,,,,6.89482,,,,,,,
,,,,,,,,,,,,,,7.327977,,,,,,,
,,,,,,,,,,,,,,8.111732,,,,,,,
,,,,,,,,,,,,,,7.32617,,,,,,,
,,,,,,,,,,,,,,6.899803,,,,,,,
,,,,,,,,,,,,,,7.479999,,,,,,,
,,,,,,,,,,,,,,6.691754,,,,,,,
,,,,,,,,,,,,,,8.049694,,,,,7.867757,,
,,,,,,,,,,,,,,7.081021,,,,,,,
,,,,,,,,,,,,,,7.711655,,,,,7.310764,,
,,,,,,,,,,,,,,7.298688,,,,,,,
,,,,,,,,,,,,,,7.013453,,,,,,,
,,,,,,,,,,,,,,7.652507,,,,,,,
,,,,,,,,,,,,,,7.288535,,,,,,,
,,,,,,,,,,,,,,7.030734,,,,,,,
,,,,,,,,,,,,,,7.535528,,,,,,,
,,,,,,,,,,,,,,7.498333,,,,,,,
,,,,,,,,,,,,,,7.304979,,,,,,,
,,,,,,,,,,,,,,7.583294,,,,,,,
,,,,,,,,,,,,,,7.671504,,,,,,,
,,,,,,,,,,,,,,6.946169,,,,,,,
,,,,,,,,,,,,,,7.394813,,,,,,,
,,,,,,,,,,,,,,6.951607,,,,,,,
,,,,,,,,,,,,,,7.532145,,,,,,,
,,,,,,,,,,,,,,7.173313,,,,,,,
,,,,,,,,,,,,,,7.66949,,,,,,,
,,,,,,,,,,,,,,7.902627,,,,,,,
,,,,,,,,,,,,,,7.319983,,,,,,,
,,,,,,,,,,,,,,7.397382,,,,,,,
,,,,,,,,,,,,,,7.620523,,,,,,,
,,,,,,,,,,,,,,7.579071,,,,,,,
,,,,,,,,,,,,,,7.727484,,,,,,,
,,,,,,,,,,,,,,7.079782,,,,,,,
,,,,,,,,,,,,,,7.499634,,,,,,,
,,,,,,,,,,,,,,6.988207,,,,,,,
,,,,,,,,,,,,,,7.09601,,,,,,,
,,,,,,,,,,,,,,7.330434,,,,,,,
,,,,,,,,,,,,,,7.28596,7.791279,,,,,,
,,,,,,,,,,,,,,7.252262,,,,,,,
,,,,,,,,,,,,,,8.107922,,,,,,,
,,,,,,,,,,,,,,7.040417,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.314315,,,,,,,
,,,,,,,,,,,,,,8.216303,,,,,7.586753,,
,,,,,,,,,,,,,,7.558003,,,,,,,
,,,,,,,,,,,,,,7.742583,,,,,,,
,,,,,,,,,,,,,,8.112979,,,,,7.805662,,
,,,,,,,,,,,,,,7.94471,,,,,7.437289,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.880175,,,,,,,
,,,,,,,,,,,,,,7.133231,,,,,,,
,,,,,,,,,,,,,,7.606629,,,,,,,
,,,,,,,,,,,,,,7.664327,,,,,,,
,,,,,,,,,,,,,,6.82075,,,,,,,
,,,,,,,,,,,,,,7.675256,,,,,,,
,,,,,,,,,,,,,,8.143619,,,,,,,
,,,,,,,,,,,,,,7.789527,,,,,,,
,,,,,,,,,,,,,,7.047805,,,,,,,
,,,,,,,,,,,,,,8.073955,,,,,,,
,,,,,,,,,,,,,,7.915382,,,,,,,
,,,,,,,,,,,,,,7.490386,,,,,,,
,,,,,,,,,,,,,,7.798997,,,,,,,
,,,,,,,,,,,,,,7.2612,,,,,,,
,,,,,,,,,,,,,,8.424719,,,,7.55518,8.458924,,
,,,,,,,,,,,,,,7.971362,,,,,,,
,,,,,,,,,,,,,,7.203391,,,,,,,
,,,,,,,,,,,,,,7.289753,,,,,,,
,,,,,,,,,,,,,,7.771894,,,,,,,
,,,,,,,,,,,,,,7.512539,,,,,,,
,,,,,,,,,,,,,,7.744103,,,,,7.242993,,
,,,,,,,,,,,,,,7.848305,,,,,,,
,,,,,,,,,,,,,,7.35827,,,,,,,
,,,,,,,,,,,,,,6.948504,,,,,,,
,,,,,,,,,,,,,,7.494169,,,,,,,
,,,,,,,,,,,,,,7.821421,,,,,7.14757,,
,,,,,,,,,,,,,,7.76742,,,,,,,
,,,,,,,,,,,,,,8.442917,,,,,,,
,,,,,,,,,,,,,,6.848488,,,,,,,
,,,,,,,,,,,,,,7.312979,,,,,,,
,,,,,,,,,,,,,,7.598147,,,,,,,
,,,,,,,,,,,,,,6.949751,,,,,,,
,,,,,,,,,,,,,,7.240854,,,,,,,
,,,,,,,,,,,,,,8.022944,,,,,,,
,,,,,,,,,,,,,,7.137338,,,,,,,
,,,,,,,,,,,,,,7.35469,,,,7.983791,,,
,,,,,,,,,,,,,,7.654156,,,,,,,
,,,,,,,,,,,,,,7.555458,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.646032,,,,,,,
,,,,,,,,,,,,,,6.969593,,,,,,,
,,,,,,,,,,,,,,8.154433,,,,,7.805577,,
,,,,,,,,,,,,,,7.904903,,,,8.44595,,,
,,,,,,,,,,,,,,7.012425,,,,,,,
,,,,,,,,,,,,,,8.275744,,,,,,,
,,,,,,,,,,,,,,7.867174,,,,,6.731775,,
,,,,,,,,,,,,,,7.842385,,,,,7.701618,,
,,,,,,,,,,,,,,7.883294,,,,,7.87365,,
,,,,,,,,,,,,,,6.778643,,,,,,,
,,,,,,,,,,,,,,7.834799,,7.576163,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6.963506,,,,,7.903736,,
,,,,,,,,,,,,,,7.111064,,,,,7.37045,,
,,,,,,,,,,,,,,7.058353,,,,,,,
,,,,,,,,,,,,,,7.75528,,,,,,,
,,,,,,,,,,,,,,7.631161,,,,,,,
,,,,,,,,,,,,,,7.613916,,,,,,,
,,,,,,,,,,,,,,7.111581,,,,,,,
,,,,,,,,,,,,,,7.926095,,,,,,,
,,,,,,,,,,,,,,7.027801,,,,,,,
,,,,,,,,,,,,,,7.525742,,,,,,,
,,,,,,,,,,,,,,7.666615,,,,,7.224676,,
,,,,,,,,,,,,,,7.689503,,,,,7.45306,,
,,,,,,,,,,,,,,6.658395,,,,,,,
,,,,,,,,,,,,,,7.779832,,,,,,,
,,,,,,,,,,,,,,6.905971,,,,,,,
,,,,,,,,,,,,,,7.273112,,,,,,,
,,,,,,,,,,,,,,7.658997,,,,,,,
,,,,,,,,,,,,,,7.584313,,,,,,,
,,,,,,,,,,,,,,7.144575,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8.08743,,,,,8.170137,,
,,,,,,,,,,,,,,8.0981,,,,,7.255793,,
,,,,,,,,,,,,,,7.971453,,,,,7.951396,,
,,,,,,,,,,,,,,8.018922,,,,,7.312805,,
,,,,,,,,,,,,,,7.545575,,,,,,,
,,,,,,,,,,,,,,7.706671,,,,,,,
,,,,,,,,,,,,,,7.093131,,,,,,,
,,,,,,,,,,,,,,7.147064,,,,,,,
,,,,,,,,,,,,,,7.37506,,,,,,,
,,,,,,,,,,,,,,8.462607,,,,,,,
,,,,,,,,,,,,,,7.819806,,,,,7.429272,,
,,,,,,,,,,,,,,7.164848,,,,,,,
,,,,,,,,,,,,,,8.115345,,7.902338,,,7.991368,7.798177,
,,,,,,,,,,,,,,7.973341,,,,,7.396536,,
,,,,,,,,,,,,,,7.189243,,,,,,,
,,,,,,,,,,,,,,7.93449,,,,,,,
,,,,,,,,,,,,,,7.079391,,,,,,,
,,,,,,,,,,,,,,7.691548,,,,,7.751783,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.895107,,,,,7.021553,,
,,,,,,,,,,,,,,7.445572,,,,,,,
,,,,,,,,,,,,,,8.356955,,7.87343,,,8.067551,,
,,,,,,,,,,,,,,7.768091,,,,,,,
,,,,,,,,,,,,,,7.75959,,,,,,,
,,,,,,,,,,,,,,7.390354,,,,,,,
,,,,,,,,,,,,,,6.94987,,,,,,,
,,,,,,,,,,,,,,7.885656,,,,,7.28994,,
,,,,,,,,,,,,,,6.936405,,,,,6.784355,,
,,,,,,,,,,,,,,6.870464,,,,,,,
,,,,,,,,,,,,,,7.946674,,,,,,,
,,,,,,,,,,,,,,7.893788,,,,,,,
,,,,,,,,,,,,,,7.493338,,,,,7.281217,,
,,,,,,,,,,,,,,7.478163,,,,,,,
,,,,,,,,,,,,,,7.471108,,7.136574,,7.313528,7.53023,7.709945,
,,,,,,,,,,,,,,7.507019,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.519213,,,,,6.936142,,
,,,,,,,,,,,,,,7.262864,,,,,,,
,,,,,,,,,,,,,,7.455096,,,,,,,
,,,,,,,,,,,,,,7.79894,,7.36963,,,7.043363,,
,,,,,,,,,,,,,,8.188801,,,,,7.657592,,
,,,,,,,,,,,,,,7.749435,,,,,7.051423,,
,,,,,,,,,,,,,,7.568379,,,,,,,
,,,,,,,,,,,,,,7.877766,,,,,,,
,,,,,,,,,,,,,,7.641304,,,,,,,
,,,,,,,,,,,,,,8.232541,,7.618537,,,7.896349,,
,,,,,,,,,,,,,,7.017617,,,,,,,
,,,,,,,,,,,,,,7.933239,,,,,7.291469,,
,,,,,,,,,,,,,,7.350953,,,,,,,
,,,,,,,,,,,,,,7.214795,,,,,,,
,,,,,,,,,,,,,,7.357517,,,,,,,
,,,,,,,,,,,,,,7.842128,,,,,7.49475,,
,,,,,,,,,,,,,,5.7717,,,,,,,
,,,,,,,,,,,,,,7.142922,,,,,,,
,,,,,,,,,,,,,,6.999909,,,,,,,
,,,,,,,,,,,,,,7.27919,,,,,,,
,,,,,,,,,,,,,,7.383215,,,,7.718565,,,
