K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
8.1587,8.324174,,,,7.55117,8.325207,8.039466,,7.206532,,,7.3521,7.816269,,,,,8.081783,,8.086033,7.952589
7.422763,7.937216,7.737209,7.779174,,7.435588,7.43508,8.098772,7.416074,7.257665,8.086792,7.465286,,6.527034,7.218063,,,,,,6.972445,
8.50714,8.457187,,8.139113,8.155912,8.217099,8.511483,8.783534,8.364253,8.315414,8.348546,7.97066,8.277247,8.168599,8.419914,7.41013,8.44858,,8.285582,8.432901,8.595952,8.026149
8.500723,8.426576,8.356029,8.135299,8.210151,8.725745,7.993829,8.720355,8.453174,8.393472,8.514181,8.094319,7.918736,8.428343,8.272453,,8.221524,8.033904,,8.387206,8.495389,
7.482126,7.587714,,7.067347,,7.710298,7.041241,7.480853,7.15037,6.730772,7.744283,,,6.954246,6.862532,,7.528777,,,7.780357,7.810318,
7.973275,,,7.678364,,,,7.934418,,8.09287,,,,,,,,7.347392,7.989322,,6.813227,7.689383
7.996689,8.065902,,8.093599,8.048769,8.011578,7.795873,7.966652,7.554502,8.009268,8.097158,7.481745,,7.426113,,,,,8.085303,7.671218,7.858262,7.616572
7.884627,8.287133,7.100606,7.869972,7.487106,8.298734,8.518549,8.487522,8.465026,7.323963,8.347431,7.535244,,7.891765,7.833493,,7.679701,,7.730864,7.182954,7.94896,7.543673
7.679454,8.300325,7.100606,7.867605,7.487106,8.180688,8.518549,8.487522,8.436791,7.323963,8.196074,7.535244,,7.858385,7.833493,,7.810302,,7.3477,7.182954,7.862623,
10.01626,9.197267,9.713788,9.090417,9.993213,9.774097,9.299037,9.505082,9.276885,9.514782,9.876409,8.515956,7.868017,9.566408,9.243559,9.218136,8.681198,8.781296,8.502547,8.912746,9.385795,8.741286
8.994089,8.681626,7.743911,7.917022,8.02009,8.885403,7.693372,8.925427,8.791728,7.577274,8.369428,8.211707,8.155426,8.846946,8.475196,8.560424,7.900803,8.183672,7.731081,8.783224,8.77483,7.269789
7.249919,7.831162,,,,7.564062,,8.203374,,,8.08884,,,8.194288,7.656512,,8.040397,,,7.911031,8.118169,
7.568736,7.783997,,8.116054,,7.061216,,,,,7.970249,,,,,,,,,,7.217995,
7.918078,7.850342,,8.116372,,8.255343,10.187425,8.022866,7.559795,7.718406,8.047518,,,8.518132,8.44595,8.247386,8.353673,8.063473,8.130311,,8.622218,
7.857063,7.485911,,7.170515,,7.807561,7.306059,7.461892,7.939275,,8.339103,,,7.739999,7.599082,,7.578465,,,7.964003,7.749124,
8.304677,,8.628291,8.790963,8.665241,8.183505,8.292122,8.118432,,,,8.198152,,7.939742,7.78851,8.403732,,,,,8.450651,
7.650396,7.564699,,7.849873,8.214629,,,,7.539992,7.756354,,7.793894,,,8.078453,7.933781,,,,7.595671,,7.758959
8.216599,8.403282,,7.497361,8.594239,8.194759,8.188378,,,,8.81616,8.87128,7.459544,7.85458,7.696598,,,7.857644,,,8.121398,7.868017
8.260488,,,,,,,,,,,,,,,,,,,,,
7.855611,8.247266,7.586611,7.671157,8.079522,8.047802,8.13607,8.394152,7.899012,7.603877,9.11867,7.848548,8.120066,8.138868,7.874094,,7.917031,,8.327328,8.042022,7.999103,
8.540482,8.27001,7.505016,8.111475,7.434379,8.786048,7.800763,8.851993,7.406239,7.9925,9.143495,7.727692,8.061479,8.580458,8.2997,,8.14185,,8.261689,8.510041,8.429179,8.063995
7.741312,,7.49899,7.612281,,7.715512,7.62309,8.300353,7.491121,,8.226671,7.622148,,8.034242,7.646556,,7.154595,,,7.884356,7.90899,
8.51013,8.27001,7.426651,8.141362,7.434379,8.786048,7.642692,8.851993,7.406239,8.010007,9.143495,7.727692,8.061479,8.560098,8.382987,,8.14078,,8.379992,8.600268,8.528405,8.16275
8.721622,8.600793,8.390163,8.427471,8.203649,8.637577,7.570408,8.472525,8.403068,8.40016,8.903382,8.049745,8.676994,8.734577,8.519784,7.871207,8.360039,7.619676,8.758515,8.644839,8.664924,8.397055
8.75912,8.717966,8.566231,8.442829,8.354388,8.539049,,8.201162,8.675305,8.606937,7.920764,8.049745,8.832857,8.254366,8.481824,7.871207,8.32099,7.619676,8.830677,8.262973,8.670314,8.411961
8.75912,8.717966,8.566231,8.417255,8.354388,8.539049,,8.201162,8.675305,8.606937,7.920764,8.049745,8.832857,8.254366,8.481824,7.871207,8.32099,7.619676,8.830677,8.262973,8.670314,8.411961
8.045448,,7.433992,7.552324,,7.896864,,8.028147,,,8.336058,,7.436755,8.183112,9.005005,7.395035,,,,8.736502,8.466532,
7.904155,7.554212,7.389583,7.389399,,7.436011,,7.147456,,,8.213434,,,7.671172,,,7.534897,,,7.709982,7.608064,
8.101653,8.188358,8.726009,8.340101,8.369011,7.737437,7.916981,8.081112,7.936522,,7.494288,8.579108,,,8.023423,,8.185749,8.327897,,7.801494,7.991135,7.895314
8.663142,8.834683,7.703412,7.841806,7.87955,8.506739,8.678541,8.558791,8.703297,8.894968,7.140262,7.993966,8.646782,8.50888,8.710319,7.826793,8.578385,7.734954,8.660584,8.492949,8.783239,8.649527
7.250061,,7.249446,7.196562,,,,,7.322688,7.411615,,7.882866,,,6.758405,7.653342,,7.833716,,7.113972,,
8.760165,8.916467,9.141211,9.162624,9.778192,8.646034,8.832081,8.335472,8.941936,9.175959,8.857303,8.873449,9.073236,8.630523,8.740459,10.295358,8.722401,8.731996,9.067252,8.870278,8.756369,9.172115
,,,7.183345,,,,,,,,,,,7.953312,,,,,,7.920115,
8.743745,,,8.102976,8.657689,8.149851,8.386838,8.156671,8.958125,7.967442,,8.157951,,8.552117,,7.897825,8.193363,7.47372,,8.134777,8.38202,7.520512
8.725866,8.714875,9.105142,9.056051,8.837299,9.241002,8.945366,9.421842,8.887436,9.497817,9.125377,8.692764,8.1323,9.031036,8.85328,9.348052,8.71749,8.958302,8.720774,8.831365,8.86726,8.629258
7.750179,7.864464,5.761816,6.832811,7.508672,7.137778,7.48334,,,,,,,7.443353,8.778661,7.578822,7.148163,,7.45486,8.271608,7.238975,7.565128
,7.270972,,7.46222,7.247479,7.901158,,7.859811,,,7.480932,,,7.177702,,,,,,,,
,7.253477,,7.173179,,,,,,,7.131052,,,,6.908805,,,,,,,
,8.029285,,7.741428,,,,,,7.833151,,,,,,,,,,,,
,8.029285,,8.118907,8.040493,,,,,7.833151,,7.626007,,7.815969,7.821287,,7.871845,7.042676,,,,7.421219
,,7.237438,8.023733,,7.929448,7.401232,,7.755881,,8.54673,,,,,7.688795,,,,,7.548852,
,,8.023754,7.847965,,,,,,7.498669,7.412682,8.047305,,,,7.476514,,8.28284,,7.319644,,
,,,7.467315,,,,,,,,,,,,,,,,,,
,,,8.133394,,,,,,,,,,,,,,,,,,
,,,7.194955,,,,,,6.743842,,6.961119,,,,,,,,,,
,,,7.678749,,,,,,,,,,,,,,,7.148987,,,
,,,7.819881,,,,,,,,,8.221385,,,,,,,7.722643,,
,,,7.073679,,,,,,,,,,,,,,,,,,
,,,7.512921,,,,,,,,,,,,,,,,7.695112,,
,,,7.117524,,,,,,,,,,,,,,,,,,
,,,6.985449,,,,,,,,,,,,,,,,,,
,,,7.456143,7.611055,,,,7.271234,7.359858,,8.448452,,,7.88054,7.731868,,,,7.384465,,
,,,7.321859,,,,,,,,,,,,,,7.205069,,,,
,,,7.351446,,,7.852054,,7.844305,,,8.026793,,,,,,,,,,7.190254
,,,7.500767,,7.87343,,7.653856,7.457295,7.263841,7.773614,,,,,,,,,,,
,,,8.967936,,,,,,,,,,,,,,,,,,
,,,7.072498,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,7.24303,,,,,,7.39375,,,,,7.42829,,7.214306,,7.681188,7.072525,7.556455,7.233185
,,,7.275912,,,,,,,,,,,,,,,,,,
,,,7.284134,,,,,,,,7.528565,,,,7.306975,,,,,,
,,,7.396319,,,,7.120149,7.058826,,,,,,,,,,,,,
,,,7.084351,,,,,,,,,,,,,,,7.265274,,,7.137352
,,,7.512181,,,,,,,,,,,,,,,,7.154562,,
,,,8.170279,7.830914,,,,,,,,,,,,,,,,,
,,,7.283489,,,,,7.308105,,,,,,,7.642015,,,,7.222355,,
,,,6.833212,,,,7.138384,,,7.702015,,,,,,,,,,,
,,,7.27949,,,,,,,,,,,,,,,,,,
,,,7.554032,7.52634,8.37955,8.733217,8.445426,8.674875,8.485031,,,7.640675,,,,,,,,,
,,,7.260024,,,,,7.421174,8.777515,,,,7.721202,7.45248,,,,,,,
,,,7.299441,,,,,,,,,,,,,,,,,,
,,,7.796246,,7.272534,,,,7.182447,7.995255,,,,,,,,,,,
,,,7.056513,,,,,,,,,,,,,,,,,,
,,,6.985073,,,,,,,7.193994,,,,,,,,,,,
,,,7.322908,,,,,,,,,,,,,,,7.171757,7.441518,,7.511174
,,,,,,,,,,,,,,,,,,,,,
,,,6.843907,,,,,,,,,,,,,,,,,,
,,,,,6.927401,,,,,,,,7.574828,,,7.161953,,7.022491,7.190764,7.189431,
,,,6.941022,,,,,,,,,,,,7.303613,8.066146,7.021821,8.228002,,,
,,,6.470243,,,,,,,,,,,,,,,,,,
,,,7.886973,,,,,,,,,,,,,,,,,,
,,,6.775606,,,,,,,6.980429,,7.068594,7.289964,,,,,,,,
,,,6.935917,,7.561761,,7.283371,,7.46447,,,,,,,,,,,,
,,,7.182156,,,,,7.525551,,,,7.668995,6.84918,8.661137,7.80479,7.934998,,8.035646,8.078801,,7.384616
,,,,,,,,,,,,,,,,,,,,,
,,,7.309488,,,,,,,,,,,,,,,,,,
,,,7.82083,,,,7.286947,,,7.617528,,7.084747,7.497578,7.692412,,7.477175,,7.513493,,7.678427,
,,,6.78966,,,,,,,,,,,,,,,,,,
,,,7.22567,,,,,,,8.521758,,,,,,,,,7.514693,7.411962,
,,,,,7.392747,,,,,,,,,,,,,,,,
,,,6.852492,,7.584459,,7.345345,,,7.098652,,,,,,,,,,,
,,,7.435875,,,,,,,,,,,,,,,,,,
,,,7.801895,,,,,,,,,,,,,,,,,,
,,,,6.919018,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,6.750506,,,,,,,,,,,7.157531,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,8.184836,8.249689,,,7.463055,7.937473,7.069758,,7.798306,,,,,,,,,,
,,,7.711589,7.726899,7.739822,8.068754,,7.943373,7.286838,,,,,,,,,,,7.381687,
,,,6.933899,,,,,,,,,,,,,,,,,,
,,,7.338891,,,,,,,,,,,,,,,,,,
,,,7.34699,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,7.448992,,,,,,,,,,,,,,,,,,
,,,7.083789,,,,,,,,,,,,,,,,,,
,,,8.172948,7.471422,,,,,,,,,,,,,,,,,
,,,7.44382,,,,,,,,,,,,,,,,,,
,,,7.258124,,,,,,,,,,,,,,,,,,
,,,7.727724,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.740566,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,7.465559,,,,,,,,,,,,,,,,,,
,,,7.379793,,,,,,,,,,,7.510812,,,,,,,7.126801
,,,7.385313,,,,,,,,,,,,,,,,,,
,,,7.550512,,,,,,,,,,,7.808826,7.420763,,,7.485605,7.639903,,
,,,7.639429,7.711874,,7.182696,,,7.514084,,7.957481,7.706284,7.479712,7.600688,7.650162,7.766535,,7.786335,7.417091,7.200632,7.787524
,,,7.200792,,,,,,,,,7.317055,,8.526496,7.039891,,,,7.447185,,
,,,7.358752,,,,,,7.196771,,,,,,7.05755,,,7.297171,7.070984,,
,,,7.032972,,,,,,,,,,,,,,,,,,
,,,7.085727,,,,,,,,,,,,7.56877,,7.393773,,,,
,,,7.380825,,,,,,,,,,,,,,,,,,
,,,6.952043,,,,,,,,,,,,,,,,,,
,,,6.892974,,,,,,,,,,,,,,,,,,
,,,7.150069,,7.597615,,8.003196,7.435732,,,,,,,,,,,7.744187,7.394092,
,,,7.530491,,,,,,,8.05411,,7.163725,,,,7.483665,,7.72912,7.817786,7.820902,7.53505
,,,7.546731,,,,,,,7.370073,,,,,7.471834,,7.789149,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,7.896836,,,,,,,,8.080496,,,,8.22783,,7.938856,,,,
,,,6.422734,,,,,,,,6.639713,,,,6.660613,,,,,,
,,,7.026271,,,,,,,,,,,,,,6.928189,,,,
,,,7.021577,,,,,,,,,,,,,,,,,,
,,,7.030018,,,,,,,,,,,8.190343,7.661358,,,,,,
,,,6.964033,,,,,,,,,,,7.033989,,,,,7.128136,,
,,,7.417998,,,7.155986,7.135513,7.615817,7.216586,,,,,7.09484,,,,,,,
,,,,,,,,,,,,,,7.927512,,,,,7.756044,,
,,,7.147371,,,,,,,,,,,,9.013082,,,,,,6.99918
,,,7.038588,,,,,,,,,,,7.741562,8.04651,,,,,,
,,,7.333184,,,,,,7.676571,,,,7.783744,7.967819,,7.894576,,8.179005,,7.66076,
,,,6.622376,,,,,,,,,,,8.056126,,,,,,,
,,,,6.799193,7.091915,,,,7.002955,,,6.354068,,6.656268,7.380951,7.595817,,,,,
,,,7.038281,,7.475215,7.716443,,7.791857,8.554078,,,7.96786,7.727684,,,8.099929,,8.382537,7.760949,7.732117,7.579773
,,,7.348936,7.327157,,,,7.060327,7.329069,,6.788674,,,,6.841259,6.829653,,,,,
,,,7.035673,,,,,,,,,,,,,,,,,,
,,,7.371716,,,,,,,,7.214022,,,,,,,,,,
,,,,,,,,,,,6.974709,,,,,,,,,,
,,,7.459673,,,,,,,,,,,,,,,,,,
,,,7.202383,,,,,,,7.810907,,,,,,,,,,,
,,,,,,,,,6.881985,,,,,,6.767272,,,6.792595,,,
,,,7.345451,,,,,,,,,,,,,,,,,,
,,,6.750478,6.522213,,,,,,,,,,,7.035326,,,,,,
,,,7.037973,7.44949,,,,,,,7.735003,,,,,,,,,,
,,,6.276335,6.36281,,,,,,,,,,,,,,,,,
,,,7.567866,,,,,,,,,,,,,,,,,,
,,,7.160811,,,,,,,,,7.546789,,7.903001,,7.226661,,7.564661,7.390477,,
,,,7.279909,6.993404,,,,,,,7.466759,,,,7.458362,,7.365864,,,,
,,,7.388941,,,,,,,,,,,,,,,,,,
,,,7.993938,,,,,,,,,,,,,7.229097,,,,,7.223363
9.722018,9.877567,9.79319,9.847959,9.573608,9.509549,9.576515,9.35494,9.606412,9.614303,9.188808,9.264154,9.369335,9.481397,9.520296,9.397444,9.329541,8.828235,9.564998,9.463153,9.662791,9.522183
7.445228,7.839161,7.769991,7.692251,8.065579,7.936459,7.564038,8.123325,7.929945,7.505053,8.075212,7.991431,,7.754658,7.163062,,7.634956,,7.46834,7.684469,7.360807,7.558712
8.335999,8.648106,7.850045,7.948419,7.554175,,8.500419,8.903838,8.272494,8.365669,8.460378,7.97066,8.367992,8.376527,8.441903,7.306497,8.477881,,8.26639,8.55521,8.725358,7.97125
7.814114,,,,7.079605,7.292069,7.448835,7.06865,7.394548,,7.964816,,,8.167659,7.742868,,7.965154,,,7.041015,8.057718,7.054062
7.920593,7.375495,7.515243,7.644547,7.701164,,7.202774,,7.527045,,,7.868017,7.732007,7.875315,8.072506,,7.754114,7.958781,7.992875,,,
7.259363,,,7.226089,7.816739,,,7.255132,6.931262,,,7.265703,,7.240996,8.835241,7.583083,7.241121,,7.247891,8.11995,7.519428,7.086254
8.56989,8.536708,8.390163,8.58603,8.191677,8.422364,7.843169,8.619036,8.403068,8.402706,8.897762,8.089758,8.616186,8.476138,8.388229,7.871207,8.333665,7.69504,8.496683,8.318298,8.533308,8.310139
7.594372,,7.081679,,7.072097,7.796715,8.058916,,7.779332,8.082667,,,8.422153,7.981204,8.016288,7.789654,8.32027,,8.447173,7.606643,6.994096,
,8.029285,,,7.794875,,,7.607878,,7.833151,,7.218164,,,6.963157,6.991832,7.089578,6.99084,,,7.900799,
,7.181575,7.311819,7.345058,7.397983,7.524569,7.779892,7.352501,8.037108,7.178202,,7.271712,7.474507,8.272101,9.145741,8.006067,7.998902,,8.208144,8.425811,8.006823,7.374974
,,7.41915,7.190539,7.008102,,,,,,6.988361,,,,,,,,,,,
,,,7.698207,8.029078,,,,,,,,,,8.745373,8.12241,8.418491,,8.123313,8.624634,8.023473,
,,,7.444556,7.225214,7.07127,,7.393644,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,7.029506,7.817274,,,,,,,,,,,,,,,,
,,,,6.808417,,,,,,,,,,,,,,,,,
,,,,7.331897,,,,,,,,,,,,,,,,,
,,,,7.80459,,,,,,,,,,,,,,,,,
,,,,7.922462,,,,,,,,,,,,,,,,,
,,,,7.962331,,,7.959405,,,,,,,,,,,,,,
,,,,7.166808,,,,7.586583,7.541351,,,,,,,,,,,,
,,,,6.920674,,,,,,,,,,,,,,,,,
,,,,8.108858,,,,,,,,,,,,,,,,,
,,,,7.451953,,,,,,,,,,,,,,,,,
,,,,7.732559,,,,,,7.800495,7.960693,,,,,,,,,,
,,,,6.798378,,,,,,,,,,,,,8.213297,,,,
,,,,7.076479,,,,,,,,,,,,,,,,,
,,,,7.196177,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,7.376748,,,,,,,,,,,,,,,,,
,,,,7.767449,,,,7.965345,,,,,,,,,,,,,
,,,,7.004153,,,,,,,,,,,,,,,,,
,,,,7.210775,,,,,,,7.481936,,,,,,7.589679,,,,
,,,,7.785875,,,,,,,,,,,,,,,,,
,,,,7.379289,,,,,,7.623686,,,,,,,,,,,
,,,,7.473935,,,,,,,,,,,,,,,,,
,,,,7.705911,,,,,8.239671,,,,,,,,,,,,
,,,,7.667775,,,,,,,,,,,,,7.808544,,,,
,,,,7.95982,,,,,,,7.934962,,7.815969,7.821287,,7.871845,,,,7.559843,7.421219
,,,,7.187492,,,,,,7.779869,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,9.48195,,,,,,,,,,,,,,,,,
,,,,7.949856,,,,,,,,,,,,,,,,,
,,,,7.146449,,,,,,,,7.071988,,8.023977,,,,,,,
,,,,7.344263,,,7.142351,,,,,7.758027,7.708215,8.541412,7.55413,7.384864,,7.524376,8.064691,,
,,,,7.096641,,,,6.8669,,,,8.097228,7.485895,8.620423,7.542232,7.08572,,,7.62648,,
,,,,7.65511,,,,,,,,,,8.278705,,,,,,,
,,,,7.377686,,,,7.142162,,,,,,8.380415,,,,,7.579142,,
,,,,7.990434,,,,,,,,,,,,,,,,,
,,,,7.72858,,7.236431,,,,,,,,,,,,,,,
,,,,7.316221,,,,,,,,,,,7.789028,,,,,,
,,,,8.173218,,,,8.143734,,,,,,,,,,,,,
,,,,7.759416,,,,,,,,,,,,,,,,,
,,,,7.512269,,,,7.216327,,,,,7.839956,8.454725,,,,7.463998,8.081655,7.507186,
,,,,7.242768,,,,6.655783,,,,,7.046998,7.761316,7.515981,,,,7.204311,,
,,,,7.643331,,,,,,,,7.531758,,7.792713,,,,7.647811,,,
,,,,7.572138,,,,,,,,8.338723,7.898989,8.342477,,7.532879,,,7.640597,7.723667,
,,,,,6.992565,,,,,,,,7.660743,8.608524,7.255834,7.481544,,7.054547,8.085748,6.945427,
,,,,6.818791,,7.505121,7.062584,7.864556,7.176574,,7.561245,8.412436,7.982473,8.438281,7.610846,8.676071,7.716321,7.817212,8.26457,7.472429,7.777145
,,,,7.855436,,,,,,,,,,8.051583,,,,,,,
,,,,6.911259,7.166578,,7.573758,,,,,7.454085,7.573028,8.835704,,7.754081,,7.679017,8.183822,7.740231,
,,,,7.903129,,,,,,,,,,,,,,,,,
,,,,7.440623,,,,,,,,,,8.715031,,7.597424,,,8.162181,7.709757,
,,,,6.790869,,,,,,,,,,7.883199,,,,,,6.861454,
,,,,7.278401,,,,,,,,,,7.795068,,,,,6.951701,,
,,,,7.950444,,,,,,,,,,8.147517,,,,,7.317899,,
,,,,7.869434,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,7.522358,7.515563,,,8.1766,,,,,,,,,,,,,
,,,,6.534455,,,,,,,,,,,,,,,,,
,,,,6.406466,,,,,,,,,,,,,,,,,
,,,,7.71169,,,,,,,,,,,,,,,,,
,,,,7.369911,,,,,,,,,,,7.913835,,,,,,
,,,,,,,,,,,,,,,,,,,,,
7.737176,,,,,8.025945,7.948031,7.39594,,7.471015,,,,8.165879,,,,,7.739625,7.809624,,
7.737176,,,,,7.957431,7.948031,7.641337,7.296985,7.474168,,,,7.930185,,,,,7.975941,7.809624,,
8.943588,,,,8.962302,8.348323,8.731025,,8.875102,,,,,8.370744,,,,,,8.205337,8.445438,8.072192
8.637411,8.25131,,7.974199,7.745306,7.752508,,,8.541018,7.180133,,,,,8.00657,,,,7.969318,,8.373421,7.431564
8.263258,7.571581,,,,7.80202,,8.032658,7.516749,,,,,7.422817,,,7.740507,,,7.502204,7.75051,
7.546029,7.453501,,,,7.382184,,7.4654,7.317131,,,,,,,,,,,7.632153,7.191481,
7.546029,7.453501,,,,6.827642,,,,,,,,,,,,,,,,
7.571181,7.474961,7.458425,7.800813,,7.841598,,,,,,,,,7.817757,,,,,7.710195,7.985209,
8.707265,,7.824327,,,7.112726,,7.620833,8.557704,,,,,,,,,,8.443063,8.843883,,
6.832013,,,,,,,7.301835,,,,,,,,,,,,,,
8.852429,8.849918,8.012838,7.91407,,8.339182,8.187088,8.058204,8.267153,8.202465,,7.310662,,7.965227,8.50545,,8.582265,,,8.483195,9.083497,
8.272085,7.941677,7.86597,8.00947,,7.942157,,8.20916,,,8.176328,6.645706,,7.868613,7.654701,,,,,7.952472,7.769705,
7.817158,,,7.754605,,7.546167,,7.76588,,,,,,7.246228,,,,,,7.6594,7.706384,
7.67527,,,,,7.757802,,,,,,,,,7.328031,,6.899226,,,7.679721,,
8.015199,7.658245,7.017712,,,8.182921,7.36945,8.196797,7.777513,7.772608,,,7.544408,8.366013,,,7.961517,,7.718792,8.118755,7.874616,7.673822
7.891999,8.139938,,,,7.937239,8.110808,7.680357,7.94687,7.940411,,,7.318817,8.01714,8.06207,,8.002287,,8.159463,7.841339,,8.489627
9.304419,9.213916,8.047913,8.220519,8.130863,9.618082,8.995698,9.703661,9.22597,9.301249,8.370959,7.382329,8.388933,9.13515,8.010922,7.160101,8.500706,7.367643,8.411189,8.836387,9.022131,8.178961
9.28486,9.170198,7.843386,8.149265,8.130863,9.5729,8.995698,9.655007,9.194323,9.252339,8.279307,,8.417747,9.111558,8.010922,,8.37701,7.119144,8.395576,8.836387,9.001201,8.079007
9.057549,8.992451,7.443816,7.902831,8.017435,9.358045,8.797197,9.505131,8.946056,9.00246,8.279307,,8.417747,8.886917,8.159528,,8.012048,7.119144,8.395576,8.573546,8.843011,8.167362
9.338187,9.198968,7.843386,8.149265,8.130863,9.5729,8.997185,9.655007,9.194323,9.252339,8.302402,,8.395425,9.111558,8.010922,,8.414444,7.119144,8.368302,8.836387,9.001201,8.13631
9.304419,9.213916,7.843386,8.220519,8.130863,9.618082,8.995698,9.703661,9.22597,9.301249,8.370959,7.382329,8.388933,9.13515,8.010922,7.160101,8.500706,7.367643,8.411189,8.836387,9.022131,8.178961
9.304419,9.213916,8.047913,8.220519,8.130863,9.618082,8.995698,9.703661,9.22597,9.301249,8.370959,7.382329,8.388933,9.13515,8.010922,7.160101,8.500706,7.367643,8.411189,8.836387,9.022131,8.178961
8.872425,8.690607,,8.17154,,8.946497,8.418277,9.527176,9.007639,8.727012,8.307878,7.382329,8.324844,8.892314,,7.160101,8.422208,7.52471,8.440826,8.282043,8.629934,8.201268
8.722291,8.06674,8.835683,8.828745,8.552778,8.836598,8.660144,8.678554,8.864088,8.449996,8.665319,7.360079,,9.079161,7.935542,,,,,,,
8.1343,8.241451,,,,8.388073,7.998772,8.713952,7.681261,7.637727,7.707447,,7.935517,8.117284,,,7.320758,,,8.149518,8.159791,
7.581058,,,,,7.948208,,8.052684,8.040265,8.038372,,,,,,,7.336106,,,7.919986,,
,,,,,7.61298,,7.947352,7.926163,,8.26438,,,8.101403,7.930463,,8.138624,,7.638641,7.857854,7.943916,6.870508
8.503909,8.361029,7.422607,,7.887412,8.501497,8.36681,8.461541,8.028154,7.972902,7.752577,,7.996931,8.349568,8.083172,,7.555638,,8.45217,8.13345,8.456986,8.002976
8.754738,8.62284,,,,8.37027,8.643409,8.289729,,6.825392,,,8.191046,8.723379,8.255379,,7.348499,,8.751892,8.345833,8.695745,8.340755
7.869717,7.782293,,,,7.987675,,8.118801,7.688266,7.279345,,,,7.449631,,,,,,,7.582264,
8.280435,8.108751,,6.564188,,8.091932,8.19179,8.414992,8.016828,7.845009,8.171289,,,8.395758,7.96018,,8.114411,,8.132432,8.613011,7.875783,8.001056
8.090005,7.823679,,,,8.075539,,7.961772,7.772249,,7.342663,,,7.848341,7.730716,,7.694446,,7.357803,8.037022,7.799872,
8.504907,8.003201,,,,7.965309,7.841765,7.95852,7.863726,,7.411708,,7.976625,8.219318,8.048535,,7.965997,,7.977069,8.252545,8.148632,7.198832
8.649705,8.009177,6.495192,,,8.076076,,8.082606,8.143643,7.260503,7.415664,,,,,,,,7.979961,,,7.354522
7.331824,,,,,7.295489,,7.417968,,,7.652445,,,6.877693,,,,,,7.069558,,
8.621097,8.858205,8.660748,8.396789,8.44095,8.944511,8.13056,9.248064,8.848796,8.67646,8.971307,8.387571,8.544685,8.263557,,8.442083,8.378047,8.30129,8.524176,8.398712,8.40043,8.511449
8.13144,7.796422,,,,7.936374,7.912726,7.786258,8.080435,7.248225,7.431082,,7.494864,7.759673,7.448797,,7.815312,,7.5435,7.730569,7.806081,
8.13144,7.874949,,8.08359,,7.975204,7.949814,7.795132,8.126736,7.248225,7.698886,,7.955495,8.360784,7.830756,,8.016579,,8.128176,7.846497,8.049528,7.844401
7.57777,7.275887,,,,7.828195,,8.121843,,,7.638838,,,8.147946,,,,,8.06836,8.127335,7.778998,
7.726153,7.498056,,,,8.100579,7.55045,8.416448,,7.305368,7.638838,,,8.147946,,,,,8.06836,8.127335,7.709226,
8.085582,,,,,7.491858,8.009587,7.771572,7.955518,,,,,,7.924401,,7.576419,,,7.981126,8.034301,7.74598
8.25531,,,,,8.071838,7.841625,8.280121,,,,,8.28542,7.942631,7.341528,,,,8.469994,8.550667,7.999891,7.881695
8.25531,,,,,8.060823,7.841625,8.28029,,,7.492618,,8.00342,7.823178,7.125114,,7.238286,,8.179911,8.394781,7.988177,7.592339
8.815399,8.655052,8.347917,8.484528,8.407268,8.39043,8.236226,8.454452,8.456387,,9.023817,7.832047,8.419509,8.804551,8.502098,,8.232863,,8.050763,8.806903,8.875433,8.457126
8.545721,8.162308,7.798852,8.348224,8.370982,8.312735,8.139989,8.439194,7.940245,8.417141,9.120048,7.917181,7.902527,8.451906,7.970968,,8.214652,7.997368,8.025352,7.927475,8.55266,8.040901
8.8522,8.683406,8.130742,8.3733,8.407268,8.510136,8.024785,8.597935,8.456387,7.337636,9.083252,7.832047,8.194803,8.836927,8.150732,,8.29497,,8.080166,8.478683,8.747654,8.73964
8.8522,8.683406,8.130742,8.3733,8.407268,8.510136,8.024785,8.597935,8.456387,7.337636,9.083252,7.832047,8.194803,8.836927,8.150732,,8.29497,,8.080166,8.478683,8.747654,8.73964
9.050099,8.967533,9.114797,8.872466,9.10114,8.812059,9.100916,8.697615,9.171739,8.624616,8.88266,9.317592,8.31289,8.85812,8.770331,9.140358,8.59962,8.905051,8.664662,8.870238,8.995485,8.832762
8.145623,8.497979,,,,8.426503,7.839078,8.662293,7.945948,8.125249,,,,8.161036,8.156899,,8.174069,,,8.463867,8.440656,
