P12_C1,P12_C2,P12_C3,P12_O1,P12_O2,P12_O3,P17_C1,P17_C2,P17_C3,P17_O1,P17_O2,P17_O3
79424.23312,61635.22208,9068.439327,152194.9639,87693.00731,9651.175477,35292.62949,24782.87953,43423.28586,44585.40265,110523.4632,9794.277831
55032.47939,68262.55365,70719.7306,72854.85462,65895.82649,74803.30556,62519.46093,67431.85504,77760.11016,46182.59057,61935.31559,64372.12902
7972.487449,13334.13619,10070.59844,11410.32874,13829.87004,14282.98714,13510.59363,11092.11801,12064.70875,13160.37204,16068.89514,17088.15272
82662.86787,150202.8904,107186.5987,119379.7641,130292.2679,118911.5382,172982.638,184480.0814,207729.8329,125091.4044,157277.5795,157005.3836
1435.234233,4728.414228,1546.068059,579.9015672,2234.071235,833.2810705,5348.751928,2674.743588,405.8114412,560.4492023,2402.358871,1798.221759
156343.3597,167857.8404,198923.6714,165991.7025,160127.3163,130438.6451,121937.7213,175322.9678,173405.2743,87585.99358,171010.174,190516.4183
34522.08134,40217.36785,29566.47249,7407.874119,39100.29301,35111.27983,46961.73484,9510.335886,50619.15429,1057.823621,39097.34614,43475.83865
256298.7147,220651.3405,214685.8459,141552.4132,176418.0125,177063.6326,210418.8025,130566.6006,262296.9401,259558.2722,417169.0174,175548.9782
150492.3952,139546.8201,180766.9275,190596.6823,173533.0037,198772.7659,163877.5339,156720.6385,155528.3648,122556.3184,171684.9466,172626.6533
264518.4079,270986.7068,461106.1048,344867.262,276524.0638,329698.6846,505672.9547,325826.1568,361767.5841,1529504.46,940679.0007,2153689.191
31175.00867,53394.02191,18289.45926,34219.12885,49178.86047,60728.88209,45308.45019,4677.802684,32862.01521,6295.55693,37188.13158,41891.38636
304482.3258,208332.7452,82389.40239,426767.5932,343723.4953,293016.8223,274090.4304,272525.4126,306283.8102,140184.7689,234688.7454,353134.6634
15917.59371,5798.117074,48786.76637,65174.46464,76149.62851,65216.95376,59526.73129,15682.57602,55118.10911,46287.66178,70013.75892,50925.79794
456092.0723,440314.565,250953.1143,285567.468,454026.9145,227865.2518,226917.9958,279190.0595,212156.1221,205995.4907,257064.6357,271888.8257
76909.38217,107712.2113,114203.3162,133549.6257,108217.0244,139145.6567,116943.0188,153222.4431,152173.9063,55378.08525,143202.8101,149079.6828
232118.7136,149244.5064,118884.0799,34714.22746,57185.5588,89873.87465,44868.00818,47340.1802,41775.13475,116939.2481,56258.51646,27594.27978
49596.6457,47470.39214,33690.38001,28817.23919,32862.20306,30879.98944,36484.13416,29412.14135,21875.8375,39090.7291,27461.48877,29588.48586
35619.52813,48768.22653,55820.60625,101951.1983,81567.43849,60930.4983,92506.45268,88610.77636,87172.02986,53035.78119,8419.981877,71710.33686
162829.5336,214926.2052,271986.5457,300364.3383,78069.89211,280951.5319,74124.67809,272660.3196,222535.4081,225977.7337,209534.7813,174154.4036
390945.3925,175679.1846,480028.8343,441462.1152,382183.2817,616586.4467,377256.551,529612.8821,472571.733,381929.9424,448695.1324,392523.9904
29706.15668,26533.22477,16051.45729,13193.1531,18852.49334,13115.35353,18541.05496,10282.07961,10748.19688,26228.08001,11595.72153,1670.836067
64218.0936,64001.62167,50244.18227,44078.93674,50518.42176,55615.63486,42686.12652,45029.90184,43592.2594,57558.46941,60973.5468,71844.84942
135121.316,208342.7589,171050.6373,154124.6522,69892.13289,159477.2681,168592.6103,170952.1631,156482.2411,161351.04,76763.21592,201195.9465
197627.402,148344.3724,202440.4997,196322.7238,188173.5289,199830.2629,168713.0828,183696.5798,173626.3102,177961.8252,196176.9572,191033.7525
217891.1179,214961.179,255648.2356,262284.7388,276637.0826,276744.1934,259172.3183,281774.6551,320055.9938,229486.6543,276939.1437,325552.5701
734600.9874,605142.5785,883904.4386,768722.3261,736949.115,759479.0251,547576.2535,634229.8045,694723.7388,652513.6483,653320.8625,825941.7043
579525.8714,466079.0087,651203.4015,483209.2611,502891.2386,589333.6773,459696.9795,385375.9014,493665.4755,430040.9112,402163.8134,491835.7604
61816.98286,105186.0942,92136.47944,26834.04939,124090.5459,106550.9747,136716.5281,67657.42331,104578.1459,99520.58558,82433.21831,106713.1376
1928774.784,2393564.227,2883073.992,3057818.978,2841352.219,2608453.889,2552531.794,2424342.979,2860434.635,1728299.948,2006136.303,2614642.87
219474.2482,354552.9419,218955.1774,189104.5777,295632.505,197723.6095,148907.0945,208117.488,224171.1755,265613.6449,180738.5639,258652.7269
591796.9984,603133.238,613386.7914,683393.4601,703738.1205,693325.6309,695018.2251,703978.4649,618065.2756,560438.0947,505932.1067,519927.4894
246347.3984,271875.881,157402.2373,58569.24877,128383.6786,155276.4294,147978.6194,102369.7593,135720.6279,117882.8022,131722.3015,89852.04076
80995.473,64015.55293,3548.978851,74574.38408,55928.89501,60574.04523,54387.18019,56635.19341,41101.77044,43885.11406,25975.13699,23013.9986
5454.05166,4473.759694,14199.01262,19903.24004,5647.404509,7182.028384,6337.13903,7625.448937,7625.697843,12807.36143,18525.95375,13469.1429
13155.19751,48392.32145,42288.62177,13781.31413,7621.240967,13728.93538,17356.70298,17626.35197,24821.88748,5465.093113,14331.01424,18647.07725
22779.85778,12212.40868,17972.79489,7186.697356,12361.08923,30758.79329,11946.74203,13492.40347,9492.561917,14470.71278,25329.18853,15371.29638
11321.0553,121234.3167,15317.32364,89321.39439,8782.414226,30581.73655,70079.40904,94343.89141,11021.99436,47775.42063,7165.677636,91381.1406
240336.7423,395849.8038,291709.4037,418087.4523,596018.1833,713146.5923,156002.9181,281236.2676,274131.3298,643721.9331,306454.5337,244744.0409
378387.9981,5449205.788,175404.8502,2053180.417,2541811.264,89436.22769,521695.5268,1128074.994,291877.3265,498022.1589,350491.0391,1344146.935
4658.706691,9809.873631,19233.37891,59987.40313,132711.5031,5064.569854,9103.322328,27198.8866,15159.00021,11059.40305,12837.02847,24729.61419
96997.12566,1156496.884,117103.8698,816658.0627,1403149.014,33561.54074,243812.5721,455706.3781,189691.567,113644.9284,158475.9954,516164.657
66060.69828,355303.0459,51698.99097,719718.6622,880463.95,112187.7678,156423.3737,457670.4378,173805.9847,87396.12139,98976.46723,448427.34
127856.9474,889227.2319,20425.56088,811244.6928,1040457.597,44536.27785,205816.7107,604082.7766,238483.3224,207753.5174,162571.1953,523776.4568
161463.8032,2394150.498,181918.7631,988357.3714,1487041.581,86107.21185,262593.0668,627804.3535,243198.4606,329175.847,217902.8896,914184.8569
62336.993,1049255.952,41463.77342,823018.0909,888500.8659,92514.50512,249282.2022,734523.265,260812.9816,101044.1302,102896.7305,789182.5895
143904.3177,2748091.431,283828.8284,2156318.975,2095223.163,116112.4927,447889.5474,1117043.628,458843.6015,382757.7007,451307.9305,1370401.513
11064.57701,72685.14154,9075.559607,84173.26117,13724.94758,18158.39565,32786.85403,25566.66995,10151.44361,9812.028579,4590.860501,66493.20584
73879.4581,630484.7804,105223.08,1063409.345,1074241.809,26006.48447,279381.331,566556.8537,252070.0924,116241.6866,219751.0598,784197.8142
106247.193,209621.2956,168460.8666,394985.2038,268271.0718,147176.7749,178052.3986,102934.8971,74241.7793,122201.0552,132764.513,436567.6317
109309.8447,667240.6791,65634.0777,944605.538,894190.356,68546.71685,238766.3667,508667.0702,224203.7376,115040.8227,198610.9557,662480.3416
75468.13828,299589.5797,105236.8423,629985.7923,327443.3911,108793.7063,135564.5218,223427.2715,107483.2766,81004.01109,104878.9284,233646.2273
77621.65961,136119.4319,24075.00853,13692.2822,2088.021192,3396.22434,11005.19497,21576.35083,4639.987682,28928.48097,9150.629325,6201.95868
103759.7973,1866984.535,132097.9651,1016697.731,3442902.7,210055.7974,624429.1683,829315.6686,317499.0288,241878.6562,279683.0095,1232161.016
3407138.375,3536438.619,2202030.365,1575859.657,4311135.389,4174709.573,1359115.286,3090347.528,1319551.283,1218357.137,3781779.765,1571612.178
634552.1124,596511.4043,599632.4139,501956.3502,542208.0107,517213.7609,670553.8676,417535.0853,544277.7343,598239.2674,621845.4916,511428.1647
84910.04495,285452.68,123131.5924,131487.3262,276701.9915,125726.9851,128031.5083,113448.0244,115613.6899,298943.0249,83827.88448,102486.7309
1206744.956,1296831.74,939965.538,923103.8265,1251844.734,833203.6096,1047716.713,969040.8017,1038071.912,1233614.873,884332.1366,911266.2205
104752.2296,86178.26893,86030.0623,82481.28744,59290.43653,125968.2157,118512.7693,129398.0093,180603.9774,97869.77871,98546.37676,81807.4592
103384.7113,163236.4958,154038.9824,147261.8339,92232.89555,163023.5668,137304.5949,82560.12012,141153.3793,142564.2554,112294.8976,73890.4677
487270.9815,469713.9476,542172.0498,552843.1616,549397.7875,655637.493,510657.4418,544560.2926,599421.1185,435524.6448,515555.9825,544531.1497
179666.978,92131.30959,222201.8069,254191.5553,199235.0193,74950.56933,47165.64322,75411.9166,138974.7568,353097.5026,99617.8938,181449.8275
545883.6311,609276.6876,462614.1833,211865.4789,417722.8155,467163.714,363696.8312,433283.9109,412619.5962,419264.6042,372093.6932,332958.7367
72314.6085,61915.45669,98522.21847,94963.50392,115583.0365,104049.0663,84344.46217,92122.60396,115228.7158,64205.80934,79549.30779,91922.14738
59368.86315,77362.26221,63810.38383,76339.74688,64976.28491,53336.32562,48481.69663,68783.08506,72963.01634,57940.99023,45081.46311,77707.23472
738461.5305,659190.128,821083.4011,1065965.689,870885.1293,914361.1037,975818.5773,838100.8338,756432.3744,681510.2371,846672.929,785398.8479
244445.8404,262915.6084,271112.238,191999.8766,271811.6814,268304.9907,229071.361,236211.9551,258227.499,249559.5505,237668.3729,176548.0944
462483.4725,336739.3725,39366.53622,259622.7822,469550.8375,116198.7159,206620.8765,353643.8205,283149.8998,114025.5177,190634.5698,124045.8186
22155.27672,13700.90928,17330.5656,20116.11208,14585.52023,5333.320399,29307.39956,27416.11541,25412.97053,26928.59944,59253.39112,57829.62452
160750.9656,166982.8824,174057.2044,286884.927,168218.1145,231497.2763,180937.4561,219518.9352,216584.2583,113557.638,165700.5836,154930.6076
219303.2955,221430.5507,282058.9046,290497.0283,264265.8368,238237.2429,226789.1596,305495.2907,272327.6783,343910.2632,377233.6869,403458.4577
77330.89914,63996.72999,52960.26529,124142.478,75443.61327,90304.3309,98503.3175,115982.7141,145339.1006,84879.60112,125539.1965,112687.9572
69941.78928,268733.5552,305042.4076,419514.71,257536.5735,420622.6355,266769.3276,191711.4669,199713.9099,80932.44764,353819.5979,366509.4874
346714.7531,333346.413,670751.3462,79434.17862,361500.313,253196.1216,287119.9774,98900.50283,321089.0137,326692.6779,211100.8633,286405.6656
198542.2764,222604.3566,272220.4964,227394.672,223999.0773,336110.8507,148646.8104,234479.918,226923.1953,185141.1918,208803.6788,192746.097
110633.5326,122016.2679,117832.9343,151453.807,152996.2256,148389.6732,123602.5189,75547.89996,113090.1567,107533.8469,68803.17646,150059.4078
322480.0609,291191.1772,352503.3399,299465.2535,275997.3536,376936.0447,231296.7875,328738.437,340103.6466,288639.6194,330259.7706,297743.9512
623067.1914,533974.3801,583863.7932,650154.5339,799677.5089,628217.4458,425125.5413,494158.4342,534135.9026,546289.2171,508670.1881,592347.5035
1070090.977,1131285.7,1440137.298,841962.4665,1582464.136,1513531.848,1328789.218,1406984.104,1658209.363,1076108.96,1434356.166,1540241.666
110151.1545,111111.1429,124998.3261,121313.2738,109123.5662,130178.2218,122813.968,111876.373,121829.6392,104344.0454,129178.6371,127126.8236
256995.3549,200032.1466,335915.2594,277518.1617,187784.2643,416672.1453,246422.1171,288015.2747,310273.0863,165912.9767,297194.1483,281835.8931
124887.1824,181936.0718,264443.7676,250206.8065,309810.809,396570.5182,144231.5341,118343.1463,274069.6999,117581.1275,326069.1614,199403.6886
349716.881,390803.1438,462862.3772,277130.3042,378980.1347,153787.6692,307362.0051,283292.854,354560.4205,340874.5918,288240.6737,356140.8744
14688.1449,13841.04329,21206.37757,23473.51783,35259.8415,8430.394552,17766.93924,2266.617835,30329.7753,13452.50852,92343.71795,32839.90664
381165.0234,324086.2304,480228.211,424085.5478,417867.5578,339894.1774,355488.5129,389517.2934,447424.1557,338473.4344,378357.0811,351616.785
359283.8278,339586.9536,392602.5119,401882.8359,366662.9109,352496.5673,278080.5375,402723.0414,393418.0459,338627.2877,293061.7549,332928.4106
650284.2241,592693.702,441660.7753,276479.8983,356861.0749,605218.605,514686.6171,524404.0903,459333.7775,607460.3229,583664.0417,630582.8736
110428.372,100604.842,151813.7557,149230.488,112646.8512,158638.0063,112972.7933,121969.0792,130702.4871,104990.067,135262.0224,104634.4193
208859.828,544047.2292,176703.8664,151828.909,149548.5024,239914.2559,189383.9085,150130.2898,188005.1169,207340.8547,133582.9352,156836.7207
402813.1018,535401.3894,313072.9067,706880.4366,345718.9905,404917.1089,363126.7214,799424.9516,336224.0798,320289.9411,482054.4301,450435.9622
123149.6287,92874.5951,123507.4983,82625.6025,86074.96915,78647.086,128877.3792,42255.55969,82050.11425,91244.06708,57720.13999,76741.4107
342071.997,253027.8986,261092.8093,243022.1705,232197.6965,57124.96651,228489.4602,72065.85709,242173.4237,316359.7561,64560.9212,49440.52609
28889.67292,31173.86651,24061.14566,24380.87186,21132.39522,22024.49754,24239.86951,17216.91443,11174.27656,21896.94108,16289.28617,10573.73823
39251.88416,27779.15783,37282.17559,29493.74071,22053.66233,42147.54186,33603.72657,31757.32533,21133.4776,28710.1966,30908.52409,25373.05259
134601.9323,197649.7279,185675.723,187501.5414,144012.2419,154599.9864,127613.4881,68524.59687,71558.11205,182998.6189,174448.2433,217881.3241
455178.3457,274781.9303,712023.6081,635662.3773,546872.4371,771013.5053,555016.2669,741212.2456,571277.938,518647.4294,776187.4599,737200.0044
91164.75725,163487.6952,242102.7092,141539.2783,98761.26126,107120.3523,80280.57093,77008.86024,180180.0661,137578.8755,128591.7823,189719.0585
578660.2468,507584.3307,724161.4111,784988.2331,863338.4427,769637.7145,836834.2903,770723.6853,722883.3496,590413.4829,721930.5634,883835.3632
446820.4713,336256.2073,263161.3269,256941.0838,222007.1132,315930.7326,222829.3771,185244.0592,178302.8069,173318.7194,302379.3253,70977.10824
76373.82546,1017.847959,66172.95674,41739.58432,44583.55038,95019.75324,65417.88377,51720.29704,48219.31553,69414.71384,92409.43088,66155.20712
408427.1908,389274.9181,480722.3383,578137.229,571438.1374,349918.4064,500015.0565,506225.1678,476078.4052,403389.7098,541313.4155,605754.0426
45940.53527,32507.70023,50532.4455,30026.28259,50326.37828,54700.61347,42662.32564,52682.65833,51435.89922,26230.4109,46525.05017,44304.06075
16020.23705,30671.38852,46593.71385,22903.6287,19628.22383,21344.57716,17679.68571,29626.09515,78473.01619,41126.86935,51961.92524,49940.35524
19938.74396,42330.7039,44233.51802,32808.46326,19831.72035,53741.80216,34737.57944,19605.79091,15449.27537,39665.96972,5944.129795,21049.03682
22706.91543,22469.84354,21789.44899,50403.52034,20495.51326,48348.46615,23615.60642,37425.84251,24706.82702,10069.43537,14358.78131,22420.48787
282732.4068,214685.7001,310572.3644,313668.1919,257747.0223,239184.4667,223316.3505,250184.264,261476.7348,216515.7062,265692.26,264506.6021
242749.8605,210190.3904,195245.5074,264781.5487,193931.1855,174205.5265,167236.9514,244446.9426,167003.6358,123921.7146,154858.5664,174415.1405
484171.7459,453141.2962,512029.1865,611092.4319,476270.6285,490451.8623,518475.2365,623518.4236,487649.9198,462802.6061,847526.101,543727.9481
357129.3592,248576.6323,206499.6847,219905.7562,210818.2218,213490.0701,203930.9436,178979.0694,141907.5679,146270.7982,201234.2907,176273.2932
127645.4452,133254.8715,130306.2996,175310.6893,158155.7648,153136.6913,120659.5672,127176.7173,124358.6644,88018.46266,143300.0812,103658.6785
532810.5795,501279.5476,575373.2749,555275.7823,580655.2815,589598.7061,630868.9391,612064.825,587670.0395,433607.4254,529103.522,588864.3319
46292.34829,38505.29082,29880.2966,28429.40466,33163.81635,38202.35396,20170.62557,16360.30944,13588.70439,32345.60345,21821.94029,34987.14023
36175.51538,34028.62276,28967.7803,14251.03066,18423.05135,26589.08533,28390.54175,27832.23516,23197.03577,35401.19461,28465.89848,20380.62065
85572.07761,86050.47183,90492.27157,116117.854,89157.61883,112647.3102,83369.07127,102340.2032,95215.08932,92312.45041,93788.60608,95919.27422
299761.8345,169012.7638,238364.1815,357869.5187,326466.0818,301182.4512,303140.7108,245641.7114,218182.7504,265179.6601,297539.3167,256072.7306
110981.8836,79325.47747,91481.27948,111861.1179,78517.73265,64295.45719,113604.1147,108333.9539,126154.2677,115379.6757,132962.612,69688.62827
75950.50692,99577.49289,44166.01811,8787.921625,18685.82644,15896.55636,7213.524039,8257.458084,6193.392013,83808.40915,9363.715418,11887.8717
65440.88015,62912.68305,52047.18637,58350.2131,42497.17309,58753.06971,60948.16575,61014.32154,52188.93331,22676.00116,68357.23707,14021.32996
27876.91902,55934.0525,78167.9827,143106.6103,75029.74387,101562.4278,61748.58728,85779.95756,90927.82454,33597.8365,74916.56679,80175.26256
174312.6545,230903.3699,252832.6625,255163.9515,36725.72645,195716.1206,276936.487,299897.6098,262549.3454,205367.863,248411.413,227549.5774
191708.8355,256863.3334,395224.1043,141497.9162,284423.7874,111375.0574,167427.7411,251435.3972,374617.3319,225022.736,78923.75613,157976.6539
78297.38899,21158.8758,147220.435,186466.3373,105098.806,102007.7639,59271.51205,52440.6507,222330.3595,12222.787,49031.13166,53342.11502
54059.29909,19384.74642,46605.00126,165379.5611,50936.90981,134048.095,62063.71413,149241.3238,52183.06868,22747.67635,39386.57409,34064.0688
135103.8539,83183.89237,86737.07984,134313.9303,120497.1186,91958.20167,104894.0029,73395.34855,60727.99836,97181.42513,99309.90254,75276.46705
23751.6337,42548.64596,53030.59888,44536.1372,56768.14546,63779.98565,93529.35637,90687.00989,84987.51091,53531.41203,66947.82119,70255.31951
368972.3107,324491.7633,219483.7047,36852.78369,214762.7198,190106.9909,123622.0784,27504.70842,167614.3136,308606.644,68882.1893,205492.6836
6591.553149,4287.551414,2495.874409,12423.39987,14008.1609,6648.763057,15916.40839,20402.27877,14204.92624,12324.852,17824.9165,5853.688871
645754.0458,866944.9723,956842.3423,1219888.983,1038624.778,1006474.843,1312789.082,991546.1715,1282061.312,1027362.651,974921.6951,1012507.948
114697.7202,158704.4976,105248.4654,103331.2585,174621.2888,111168.3824,148527.7078,105922.8064,136415.0465,188635.9886,122097.5695,172862.7811
136232.6595,235205.5852,104216.5774,71954.91298,150382.7673,74872.93118,98578.09505,79376.97363,71778.81609,166090.0341,78547.25789,112018.3507
354847.8866,296717.8238,380234.594,318142.6576,418994.8232,269981.6469,405920.7233,375569.7575,257008.4279,376728.7784,308815.953,277238.7312
28627.78822,43682.52849,73433.33916,62292.92377,16347.26839,100348.4607,28436.04126,82212.8658,18561.99211,112026.9434,52322.98497,60357.99204
76759.24671,64314.29674,36900.83188,37016.4603,71771.11213,61346.14957,40091.58052,33269.43984,43716.94816,51303.97533,48805.83147,31291.94602
10262.12102,38998.94111,14586.9872,5560.934724,3873.376495,3026.798356,3185.9177,2603.026457,5008.27198,5824.654484,4647.601345,7075.173055
135158.1535,146102.8043,218820.2556,45859.62043,152971.3042,133555.755,130040.1116,118088.3058,47627.54999,81965.9601,93848.5035,55274.69472
52223.22681,59001.98847,3801.455768,15802.72794,16787.87857,11072.7171,24083.92408,29619.72623,116822.9455,20186.11011,21766.34308,23520.36841
90793.97777,106528.4907,114144.687,105739.7395,106499.1221,105357.5767,89916.99811,113972.69,117688.4152,97029.80837,120728.3919,125887.1161
8584.35711,11321.85175,77573.65601,9719.387701,8456.721942,6591.495985,9856.210282,2625.929759,2136.5261,1121.355168,8589.925419,5955.591076
55305.16911,24958.15926,48266.33811,87095.1234,47166.25719,69851.81164,49140.5361,38862.6652,35049.90199,32120.36127,46143.58192,26145.71373
115111.7713,107708.604,134742.3511,113388.546,60559.03671,101514.362,92328.76679,87741.57042,55072.08365,162875.6623,89411.08435,102271.6952
38183.44089,47984.69369,58582.13911,57427.63876,48006.1644,42872.93654,55524.17269,59246.09432,29006.77728,15879.98012,62182.59872,57255.97348
131732.0045,146875.041,155236.7322,174650.1323,130855.5953,147701.1642,114845.404,138133.7127,133314.9275,94310.26361,144813.4384,121674.7073
255981.1295,219476.7269,349290.751,227108.8459,254621.623,255227.8749,287587.3049,354440.903,365677.3915,241769.5714,307343.8312,329934.6086
21917.88549,5296.844895,31317.8087,41897.37274,30196.63709,15958.71107,48037.41882,2285.051625,18124.21716,32308.88606,43152.01858,42956.85448
87264.32464,120889.1193,76669.3422,50053.3689,162064.4309,120669.9222,135251.6987,93287.78507,81154.728,87323.52371,43797.57155,144744.7431
2626.041785,3564.240286,990.8655631,3025.1887,1967.188416,6686.738238,6741.348175,6939.358462,3628.424259,854.3332356,5551.917996,5166.026461
43596.67241,27481.74407,15727.07834,5829.834273,16539.36851,10187.38798,10066.22724,12447.86343,6908.48426,27581.30457,11429.64583,7865.431312
1194.119016,24306.97209,22603.22085,3550.666558,2533.787582,24449.9313,18258.53385,28606.11468,5279.177736,14579.56996,20140.81043,22477.79083
46850.2442,72175.57078,110980.8947,127536.7856,110891.3173,160217.3436,20030.27787,93611.2386,119653.8297,32801.8033,69019.88289,87101.69707
12934.16037,11134.72467,11553.7922,12493.51994,11760.2857,10856.42042,10808.92976,10011.93212,5497.775605,8561.948113,5103.432632,7246.457914
275193.4781,238754.7682,367183.1446,362466.7725,327598.4048,408814.3638,291063.0967,357025.0453,368595.312,218859.472,333187.1192,396426.2214
135166.086,97197.85084,156503.8108,162542.8313,133643.7138,138371.7571,175190.1779,168961.6964,194709.3559,131860.2501,144857.957,192581.9198
20319.01724,17804.55461,27075.3796,22044.32786,31651.01532,22244.11075,25824.0748,26493.58656,16766.13241,28118.09048,29785.34717,27683.25123
167648.9131,205880.4958,129071.4007,43518.88471,125110.4507,131119.9064,218147.6758,234284.4164,58331.95924,118989.8205,132212.3493,125306.6548
1122684.782,928731.8515,1009254.266,1181589.325,927621.4003,1032696.257,867079.6726,720537.8148,778236.3538,859759.9043,939281.9276,704508.0271
462738.5059,268028.0033,313868.6054,184720.5085,264008.933,229268.3281,277145.2402,210080.762,166936.4176,370205.1465,256619.7937,270931.0114
1033971.518,705972.8315,819999.7529,792647.986,720570.6396,492956.8281,596949.9035,471197.668,395084.0603,447413.2883,607845.9862,397501.8486
951503.2252,763997.8045,822551.3508,635537.1767,716918.5826,718295.0253,583335.4104,484868.8357,501129.6063,585984.6258,605588.9515,482076.8811
11156.60573,13858.21158,13240.77614,27111.79996,18125.6305,19244.49708,11669.25255,13630.24279,19077.07165,7376.911436,15164.10121,9240.382661
243334.9296,238750.7611,301858.9231,239218.1459,275421.434,274696.9325,248712.9484,268329.1306,242827.9559,219371.6041,179547.0099,279259.7608
1315.814058,1866.916964,4389.086159,6142.548262,774.7412238,23431.20447,10287.2652,8970.116359,5013.428663,2874.547611,8364.079921,6068.300178
270227.9398,251778.5357,256668.7385,296091.3155,251466.7588,208787.058,238694.2396,264542.1542,279540.7749,166971.7308,236932.6729,219173.0758
56241.05607,74923.94128,42683.04075,39214.80742,65081.90215,53140.65629,69886.34392,43023.54937,43176.08494,23033.68577,47199.82594,62353.63894
18945.59305,43581.25567,29962.86437,38645.25275,44879.13813,25376.80027,50128.16819,29153.19757,38950.36086,33444.28844,41626.1872,35528.95407
79175.01462,84057.14836,133572.0468,123690.4651,97441.02374,116936.0704,81494.88374,50203.69632,57488.09152,185346.5379,157990.2169,85288.01999
25204.52351,48314.1614,63125.33066,116057.511,23310.91293,65333.41915,48134.05185,12892.93061,66106.65395,65587.00556,19435.29046,65056.66661
129347.568,92145.02492,132003.4723,246337.1149,103528.6655,142017.279,103957.8812,140848.3398,107336.3455,103685.7733,121560.4926,95876.88036
185466.4376,169207.9776,219060.6183,298991.0567,211059.6843,185282.5762,183990.7845,192525.6221,259595.5101,165300.225,197056.1546,135636.6202
379951.254,204652.1028,41838.08426,162717.0082,132473.7595,162832.1157,161922.7474,143769.0247,73566.27946,221714.3973,173194.3821,123643.2723
113366.0213,33114.24791,127133.8184,108753.0604,102809.9691,144150.6581,90517.82873,82700.67652,111767.7036,93188.83032,91073.16738,78639.214
21988.08572,19769.77811,20390.03164,13046.83691,21768.69205,37373.1284,19158.39768,11512.47519,36858.26178,14359.67638,13049.22631,7948.692794
36245.59674,199576.2129,213655.6645,38657.9451,133724.9811,112273.3553,80562.54441,20945.53649,100060.3078,219068.7433,27083.92822,142966.2764
322744.5248,277750.9164,297113.4886,359395.6762,300010.6619,315225.845,299164.8053,279882.217,278969.7016,251870.4193,306217.3501,265435.1415
314852.2455,170141.1152,312945.4995,145335.088,235239.8843,260421.802,138112.6388,214406.4499,285525.7524,242875.4447,142775.6007,197572.5726
24479.22082,49055.42968,22598.51723,36816.55583,137576.0595,10317.34912,3319.414497,50062.07976,9997.687001,48731.07065,26378.03757,23760.07534
705321.448,527064.3274,728854.9747,956685.5167,754138.3205,653104.6162,620066.7294,589522.6207,702414.4468,662079.3497,801348.0163,650851.8917
117058.6272,140792.3072,69755.28648,90163.66727,201703.6408,121654.0858,211188.8712,99527.33551,80000.12302,71998.49969,41765.73652,336432.2952
659856.0028,656210.4921,551027.7103,699830.3253,618392.2832,529299.3167,552290.8484,618457.471,420497.4189,523623.8766,614550.4005,512961.0889
656196.2711,739966.2626,1451939.493,1273940.406,691197.9846,1265391.873,635589.8296,589014.585,661965.3243,608706.278,659889.8495,686451.5414
204857.0137,209457.6471,181799.4635,126513.0077,160819.2573,145995.8357,119715.0138,142519.5241,151242.1281,181149.8593,129867.8461,147328.6664
333565.8023,352633.6145,370770.1805,489427.9246,329558.6096,371307.4392,388398.8475,385918.2436,399853.8551,346594.6905,309227.2846,278178.5834
280400.7005,335376.5486,362316.1758,323028.4526,331458.7484,275119.3582,331697.3978,285984.264,361910.1943,263996.3229,222503.1505,271495.6376
39715.62343,74223.39669,38774.25066,25263.79402,34827.47813,25023.57878,37635.43503,16865.88081,15573.14394,47475.41752,35891.11964,20888.5362
27109.61458,33977.2008,40513.53546,52402.01439,10270.14721,34947.49418,48679.74419,54785.65522,40677.88379,39618.53462,45004.88472,55130.36014
32837.74117,27812.978,46002.25208,42416.76677,35696.38366,46039.31946,25457.91391,50758.69733,49118.56509,20494.19141,41700.9662,25958.59507
95634.40463,85176.41501,72861.50374,69454.65649,61335.25396,97330.35506,66211.63262,97415.37719,69684.62574,87497.91407,67824.21908,85554.10193
152795.9935,140630.8082,168712.658,147240.557,128533.838,187642.699,78478.61483,61118.29541,86826.19701,68216.81049,67760.83674,77214.9062
867716.009,1188545.439,1197008.926,1343603.431,1207744.265,1204374.95,1373179.74,1338211.739,1465403.963,877544.2563,1388891.474,1361654.727
1914698.25,2085161.539,1789664.974,1744131.961,1779055.162,2510164.604,1559098.255,1978626.366,1483150.382,1622090.817,1729195.026,1686434.855
634035.9146,587744.6982,591034.2697,559830.1203,537171.5196,555169.5064,499559.3312,546430.7979,551212.8459,594646.5551,534018.9052,543525.6639
369720.9828,349661.4977,455980.5621,404683.1616,348662.5149,448464.3836,306751.501,342471.8515,360206.3817,244281.7589,382982.9296,388662.8484
125013.6851,87353.76083,108167.4706,146865.1855,122345.267,124775.7242,134045.2745,114580.5022,94310.61445,102972.8445,129331.2417,88211.91644
70128.01547,60917.72043,84191.81668,10829.90058,60949.1012,65679.96143,70610.49663,5229.580674,53656.85629,83992.03853,56590.02618,78384.265
89551.7007,73935.81964,22544.73073,27348.06777,84714.59545,14489.96707,48387.03588,32698.00801,8510.98043,78294.30157,43813.79873,3884.120127
1239544.371,862979.7932,219496.9478,268148.1648,403512.2608,475924.1583,520529.1602,321418.6548,136822.1379,949185.8171,521676.1407,129715.6421
870375.0488,703297.8278,842283.2201,888732.3993,821371.7186,776307.3182,839113.6973,910686.5937,686964.5359,771915.3566,722129.0693,754751.4688
