Abundances (Grouped): 1000uL,Abundances (Grouped): 200uL,Abundances (Grouped): control
228.3,238.3,273.9
35,41.9,41.9
56.1,62.7,67.2
107.2,121.1,128.4
112.7,113.9,135.1
14.7,16.6,17.6
85.6,100.5,102.2
41.9,45.8,50.1
325.7,285.9,388.4
46.2,49.2,55.1
126.7,109,151.3
528,515.2,629
34.8,27.8,41.4
73,79.3,87
46.1,50.2,54.8
211.8,211.5,251.9
59.8,65.6,71.1
19.6,24.5,23.4
71.2,82,84.7
31,38.6,36.8
283.2,264.7,335.8
40.2,46.2,47.6
103.2,96.9,122.4
12.7,13.5,15.1
12.2,14.7,14.4
103.9,113,123
82.5,96,97.5
25.5,27.5,30.2
32.4,34.2,38.3
639.9,637.1,755.1
301.2,306.7,355.6
18.1,17.9,21.3
35,39.2,41.2
20.8,21.8,24.4
201.5,151.9,237.1
462.8,449.9,544
45.3,45.1,53.2
74.5,82.3,87.5
36.5,35,42.9
213.4,217.1,250.5
240.6,233.5,282.4
292.7,263.6,342.9
67.5,74.7,79.1
15.4,16.1,18.1
111.4,129.4,130.7
18.8,24.6,22.1
65.9,67.1,77
33.3,38.1,38.9
28.4,32,33.2
49.5,52.2,57.9
124.4,125.8,145.3
60.2,67.3,70.3
22.4,21,26.2
56.2,56.7,65.6
138.8,130.4,161.9
33.1,27.5,38.6
13.2,16,15.4
29.2,28.3,34.1
31.2,39,36.4
26.7,27.1,31.1
25.8,33,30
249.3,198,289.9
58.4,55.8,67.9
51.5,53,59.7
2963,3377.4,3433.9
89.6,103.2,103.8
60.4,69.3,70
15.4,17,17.8
144.3,177.2,167
123.6,141,143.1
398.6,360.6,461.3
91.2,90.3,105.4
148.4,150.3,171.6
32.6,34.5,37.7
93.8,77.7,108.3
11.5,13.8,13.3
25,33,28.9
35.4,34.2,40.8
190.2,208,219.2
81.9,72,94.5
518.1,428.9,596.2
93.6,90.4,107.7
14.7,16.7,17
388.4,463.5,447.1
226.2,220.6,259.9
149,158.6,171.2
19.2,17.9,22.1
73.3,73.5,84.1
97.4,105.8,111.8
311.4,271.2,357.6
103.5,96.3,118.7
281.9,261.9,322.7
14.9,18.3,17
166.3,156.1,190.2
100.8,99.5,115.3
61.5,62.7,70.3
65,70.4,74.4
123.7,125.4,141.3
47,46.6,53.7
168.7,153.5,192.7
105.5,106.6,120.6
16.2,14.1,18.6
28.5,26.7,32.5
71.6,73.7,81.9
167.5,179.7,191.1
208.1,217.7,237.5
119.2,123.8,136
307,297.2,350.5
39.1,41.3,44.7
14.7,16.1,16.8
41.7,50.3,47.6
102.4,105.3,116.7
24.4,22.3,27.9
529.2,520.3,603.5
51.3,46.2,58.5
93,96.9,105.8
86.4,87.5,98.4
90.6,109.6,103.2
361.6,375.3,412
37.9,38.6,43.2
152.6,154.1,173.5
68,73.1,77.3
393.2,368.2,447.2
48.7,44.1,55.4
15.1,15.7,17.1
17.9,20.4,20.3
177.2,180.9,201.4
65.6,62.3,74.6
14,12.2,15.9
37.9,37.7,42.9
30.1,33.6,34.1
102.8,100.3,116.6
29,26.3,32.9
142.3,134,161.2
30.9,31,35
14.6,14.9,16.5
205.1,186.3,231.9
147.6,157.7,167
230.8,239.5,261.1
202.5,245.8,229.2
25.4,26.9,28.7
36.8,37.5,41.5
164.7,149.6,186.1
47,34.9,53.1
122.7,106.6,138.5
525.1,507.3,592.8
238.6,242.5,269.4
162,176.6,182.5
155.9,162.1,175.7
101.4,134.2,114.4
151.8,146.7,170.9
167.8,152.6,188.9
63.7,57.2,71.6
347.4,352.5,390.5
201.2,225.5,226.2
28.1,31.5,31.6
31.1,27.2,35
15.3,17.9,17.2
142.6,189.8,160.3
216.1,247.4,242.9
43.1,45.4,48.4
102.7,124.4,115.2
46.1,49.7,51.7
142.7,140.2,160.1
20.8,22.9,23.3
12.2,16.2,13.7
260.8,257.2,292.4
17.1,18,19.2
52.8,87.2,59.1
76.8,74.3,86
54.3,48.7,60.8
54.6,47.6,61.1
300.2,318.7,336.2
37.4,47.3,41.9
32.1,35.9,35.9
62,55.3,69.2
15.6,14.1,17.4
66.1,61.8,73.8
243.8,250.7,272.2
77.2,80.7,86.2
169,169.7,188.8
271.6,255.4,302.7
29.7,40.2,33.1
15.8,19.4,17.6
163.8,180.7,182.7
25,28.2,27.9
35.3,47.9,39.2
57.4,60.3,63.8
71.7,73.6,79.7
15.6,17.7,17.3
15,13.9,16.7
273.3,264.4,304.1
14.7,12,16.3
199.8,169,222.1
13.9,20.6,15.4
30.9,36.9,34.2
93,93.8,103.2
282.7,306.3,313.6
67,73.2,74.4
28.5,32,31.6
210.1,216.3,232.9
207.1,206.9,229.5
86.3,98.2,95.7
109.5,108.8,121.4
82.8,84.3,91.6
14.4,12.4,15.9
63.5,61.1,70.3
127,127.9,140.7
163.4,183.1,181
111.5,116,123.5
170.9,162,189.1
1005.3,968.4,1112.3
145.9,141.4,161.5
152.4,146.7,168.7
33.7,32.4,37.2
37.4,35.2,41.3
93.8,111.9,103.5
241,224.3,265.9
146.6,145.3,161.8
124.2,120.5,137.1
23.7,17.7,26.2
159.7,150.1,176.3
44,43.4,48.6
127.8,123.2,141
97.4,86.4,107.4
132.1,131.1,145.7
20.6,21.2,22.7
79.7,90.3,87.8
72.8,69.6,80.1
436.3,441.2,479.3
175.7,192,193
101,109,111
173.3,221,190.5
29.7,34.6,32.7
94,92.5,103.2
108.3,97.2,118.7
54.1,56.3,59.3
212.7,196.5,233.2
278.1,271.4,305
62.2,51.3,68.3
197.9,199.4,217.1
120,113.1,131.3
312.7,290.6,342.4
77.2,72.2,84.5
11.7,17,12.8
212.7,205.4,232.7
832.6,802.8,911.1
257.8,237.2,282.1
228,246.2,249.1
31.4,31.8,34.3
25.5,25.3,27.9
64.9,53.9,70.8
221.9,193.7,242.1
117.9,125.7,128.7
49.5,48.4,54
33.1,34.8,36.1
119,117.5,130
39.8,44.8,43.4
670.6,677.8,731.7
95.1,100.3,103.8
14,14.2,15.3
56.8,57.9,61.9
1191.2,1032.4,1297
134.4,151.9,146.4
149,158.5,162.3
127.8,117.5,139.3
81.6,79.4,88.9
891.9,837.3,970
411.8,392.5,447.9
21.8,21.8,23.7
1306.4,1320.2,1421.2
178.1,188.6,193.7
556.6,554.3,605.8
268.3,271.1,291.5
48,49.4,52.2
380.4,472.3,413.6
2411.4,2582.2,2616.9
158.6,188.7,172.3
75.1,80.6,81.5
27,26.2,29.3
59.6,62.7,64.6
71,73,77
301.1,332,326.5
205.6,227.2,223
100,91.7,108.3
172.7,168.8,187
236.7,243,256.5
82.1,86.3,89
57.9,62.9,62.7
74.9,83.9,81.1
87.3,86.4,94.4
2588.7,2501.6,2797.2
284.4,276.4,307.3
48.6,43.3,52.5
114.7,120.4,124
37.2,38.1,40.2
260.9,277.3,282.1
307.9,311.5,332.9
60.5,59.9,65.5
133.1,130.4,143.9
89.6,99.2,96.7
72.3,74.3,78.1
289.8,312.7,313.1
127.6,120.8,137.9
109.5,113.7,118.3
34.6,36.3,37.3
33.8,32.4,36.4
108.2,101.9,116.7
20.2,21.6,21.7
118.5,107.4,127.9
240.1,239.9,259.1
152.6,148.1,164.4
197.6,187.3,213
243.5,235.9,262.4
49.4,57,53.3
92.2,84.7,99.4
105.1,114.5,113.1
227,187.2,244.3
74.7,70.2,80.4
17.6,17.1,19
348.8,292.8,375.5
47.7,62.7,51.4
56.9,73.2,61.2
337.9,335.5,363.4
261.4,226.3,281.2
35,37.1,37.7
15.1,16.5,16.2
128.1,121.1,137.6
45.6,41.1,49
1786.7,1738.3,1916.2
54.5,53.1,58.5
24.2,28.2,26
144.1,143.5,154.7
97.5,98.6,104.6
73.8,73.6,79.1
349.5,297.7,374.5
69.4,83.8,74.4
94.3,105.1,101.1
93,96.8,99.5
229.3,219.2,245.4
33.5,37.8,35.9
1061,1100.6,1136.2
27.6,29.9,29.6
51.1,50,54.8
111.1,120.8,118.7
62.6,69.9,66.9
478.7,463.7,511.8
113.2,125.6,121
102.3,111.5,109.4
182.2,185.5,195
232.5,224.3,248.4
152.5,162.8,162.9
16.8,17.5,17.9
118.1,135.8,126.2
164.4,171.5,175.4
15.7,15.9,16.8
1494,1487.7,1594.7
67.8,73.4,72.4
180.1,162.3,191.9
260.1,241.7,277.3
132.9,109.1,141.3
83.9,86,89.2
48.1,39.8,51.1
178.6,174.4,190
29.1,34.1,31
617.7,498.9,657.3
170,179.5,181
131.8,142.2,140.3
81.1,86,86.2
84.1,89,89.4
101.2,87.8,107.6
83.1,79.3,88.4
484.7,454.4,514.5
41.9,40.2,44.5
768.6,829.3,816
219.1,259.3,232.6
126.6,117.3,134.1
75.8,74.1,80.3
171.1,167.5,181.3
122.3,136.2,129.6
63.7,65.5,67.5
98.1,92.6,103.8
78.1,86.8,82.6
213.2,189.9,225.3
251.4,245.5,265.6
273.3,279.6,288.9
38.4,38.6,40.6
77.1,83,81.4
196.5,200.5,207.5
122.6,125.5,129.5
162.4,158.8,171.5
21.5,19.4,22.7
87.7,89.8,92.6
208.6,173.8,220.3
35.6,34.7,37.6
290.1,266.8,305.9
71,70.3,74.9
172.8,169.6,182.2
206.6,222.2,217.9
135.3,124,142.7
54.4,55,57.4
213,186,224.7
22.1,24.5,23.3
1350.5,1286.6,1422.4
24.6,26.9,25.9
183.6,189.7,193.6
255.4,281.8,269.3
88.8,75.4,93.5
79.7,86.6,83.9
89.4,87,94.1
42.8,40.1,45.1
401.5,364.3,422.8
1106.4,1028.3,1163
39.7,44.4,41.7
135.8,142.9,142.6
521.8,524,547.9
31,38.3,32.5
54.1,60.9,56.8
96,82,100.8
370.7,328.6,389.3
166.3,158.6,174.7
15.3,14.9,16.1
175,171.1,183.8
225.5,232.8,236.9
53.5,51.2,56.2
97.7,91.6,102.6
14.8,14.6,15.6
210.7,213.9,221.1
107.1,107.3,112.4
82.1,77.8,86
22.3,23.6,23.4
79.2,75.5,83
100.4,103.6,105.3
83.3,82.6,87.1
21.8,19.8,22.9
112.8,129.3,118.1
150.6,152.4,157.5
121,121.3,126.5
407.2,430.8,425.9
145,146.7,151.7
36.3,37.8,37.9
473,518.3,494.8
389.4,383.7,407.4
71.9,62.7,75.2
13.2,14.4,13.8
14,15.6,14.6
105,113.3,109.7
258.6,263.6,270.1
172.6,172.8,180.4
131.5,128,137.5
164.5,166.8,171.6
121.7,124.3,127
647.4,555.2,675.7
145.8,154.7,152.2
127.1,135.4,132.7
58.6,67.4,61.2
96.7,89.4,100.8
971.3,945.2,1012.7
391.2,359.9,407.9
414.5,397.7,432.3
1059,1042.1,1104.6
418.7,421.3,436.7
488.2,528.5,508.5
149,151,155.2
199,182.8,207.3
149.3,138.9,155.6
46.3,51.8,48.2
51.6,49,53.8
89.7,91.2,93.3
203.3,195.6,211.6
85.3,99,88.8
116.3,121.2,120.8
108.7,100.1,112.9
163.8,151.9,170.2
214.5,230.2,223
253.6,303.5,263.7
52.5,55.3,54.6
170.5,166.1,177
23.6,29.3,24.4
171.4,181.6,178
235.2,241.2,244.2
26.6,27.4,27.6
109.7,96.6,113.9
85.6,100.8,88.9
135.2,144,140.4
56.9,61.4,59.1
15.4,14,16
3446.1,3304.5,3580
46.4,51.3,48.1
44.6,42.4,46.2
554.3,567.1,574.8
153.4,145.8,159.1
26.3,32.4,27.3
42.3,44.9,43.9
11935.2,11216.9,12362.4
529.1,498.5,548.1
763.5,784.6,791.3
992.6,939.4,1028.8
126.3,126.5,131
1102.2,1037.6,1141
23.8,19.8,24.7
55.7,58.7,57.6
12.6,14,13.1
79.9,89.9,82.8
47.5,48.4,49.2
159,147,164.3
15.8,16.1,16.4
33,33.2,34.1
302.7,352.4,313.1
173.6,156.6,179.6
174.2,163.6,179.9
365.5,340.2,377.5
115.6,105.3,119.4
1233.1,1136.5,1274.3
195.2,184.8,201.4
117,128.2,120.8
158.6,162.1,163.7
196.1,206.7,202.5
84,72.5,86.7
123,120.5,127
138.9,142.9,143.2
19.8,23.6,20.4
196.3,219.7,202.3
17.5,17.6,18.1
233.4,228.1,240.7
138.9,145.8,143.2
178.7,183,184.3
69.3,72.3,71.4
61.1,57.3,63
576.3,585.4,594.3
117.1,110.4,120.8
69,63,71.1
107.3,101.4,110.5
83.3,87.3,85.7
230.2,232.2,237
80.5,79.1,82.9
84.2,83.5,86.8
98.5,94.8,101.3
373,389,383.6
29.7,28.8,30.5
79,82.3,81.2
35.3,36.3,36.3
42.5,45.8,43.8
65.6,71.7,67.5
471,486.6,484.5
14.4,15.3,14.8
255.9,248.5,263.4
134.5,128.3,138.4
75,71.5,77.2
162.9,157,167.3
865.7,813.9,889.5
1156.8,1303.7,1188.7
175.2,195.9,180.1
130.5,148.6,134.1
52.7,45.1,54.2
321.7,317.1,330.2
207.3,218.6,212.9
72.9,76.8,74.8
232.5,230.6,238.4
62.2,62,63.8
29.7,29.9,30.5
71.3,71,73.1
81.9,80.7,84
275,277.8,282.1
5532,5126.8,5667.2
15.5,16.7,15.9
652.3,572.2,668.4
308.7,332.6,316.4
212.6,231.5,217.9
529,523.8,542.2
110.1,128.7,112.7
411.7,390.6,421.3
390.5,438.3,399.7
128.9,120.1,131.9
175.7,181.6,179.9
169.2,152.6,172.9
65.6,82,67.1
14.6,18.2,14.9
503.2,528.7,514.7
173.8,181.2,177.5
105.3,98,107.5
204.8,176.6,209.1
170.9,171.4,174.6
98.6,86,100.6
53.8,67.8,54.9
247.6,237.7,252.7
323,311.2,329.7
89.6,100.2,91.3
290.5,358.8,296.1
26.9,29.3,27.4
42.6,38.3,43.3
53.3,58.2,54.3
17.3,23,17.6
105.4,110.8,107.2
67.8,73.5,68.9
140.4,140.6,142.9
89.6,88.5,91.1
532.3,554.8,541.7
251.1,243,255.5
224.6,231.7,228.1
253.2,247.3,257.2
18.1,20.9,18.4
47.5,44.5,48.3
40.9,43.6,41.6
1853,1834.6,1880.3
384.9,426.4,390.9
101.3,106.8,102.9
131.6,139.9,133.5
135.5,132.6,137.5
415.3,430.2,421.2
56.4,42.4,57.1
70.2,69.5,71.1
444.5,444.9,450.2
120.7,120.2,122.3
60.5,66.3,61.3
138,143.2,139.9
194.2,203.9,196.9
228.1,213.7,231.2
156.3,165.1,158.4
385.4,402.2,389.9
327.6,343.3,331.5
370.3,388.3,374.8
337,321.1,341.1
195.4,191.5,197.8
46.7,51.3,47.3
392.4,407.1,396.7
215.5,199.3,217.9
238.3,188,241
46.2,39.1,46.8
106.5,106.1,107.7
218,199.5,220.5
194,217.1,196.2
156.1,150.8,157.6
733.3,680,740.9
346.5,297.4,350.1
16.8,17.2,17
195.3,171.8,196.9
297.8,287.5,300.2
233.5,253.1,235.4
29.5,27.9,29.7
28.3,29,28.6
152.7,148.5,153.7
188.7,188.2,190
140.1,153.8,141
82.8,84.9,83.3
35.6,42.8,35.9
24.9,18.5,25.1
110.3,117.8,111
260.6,259.9,262.1
385.1,384.2,387.3
97.1,97.5,97.7
463.7,477.6,465.8
267.7,301.2,268.9
388.3,398.4,390.1
31.7,28.9,31.9
14.1,15,14.1
131.9,104,132.6
162.6,154.9,163.5
682.2,691.6,684.6
944.7,859.4,948.2
93.6,96.7,94
748.4,703.7,751.5
23.1,22.6,23.2
241,248.6,242
310.5,319.1,311.8
87.3,94.5,87.6
100.5,108.7,100.8
12.7,15,12.7
189.2,228.2,189.5
1171.9,1141.6,1174.5
13.2,13.4,13.3
61.7,72.2,61.8
94.6,76.8,94.6
99.8,103.9,99.9
193.4,188.5,193.6
128.4,108.7,128.5
79.7,89.7,79.8
135.4,131.2,135.6
124.5,121.4,124.6
35.9,37.5,35.9
112.7,110.3,112.8
53,53.7,53.1
509.6,469.5,510.4
83.5,77.9,83.5
65.6,65.9,65.6
15.6,13,15.6
507.4,530,507.6
52.1,52.2,52.1
74.3,77.7,74.2
107.8,112.9,107.7
138.4,124.5,138.3
965.2,1030.1,964.6
168.2,160.6,168.1
213.8,229.1,213.3
845.6,807.5,843.7
95.1,97.2,94.9
267.9,258.5,267.3
29.6,33.2,29.5
109.4,123.3,109.2
1542.4,1476.6,1539.8
195.6,171.1,195
199.6,224.5,199
813.8,755.8,811.4
114.4,123.3,114.1
4605.7,4707.8,4593.9
227,231.3,226.1
127.4,117,126.8
129.5,117.3,129
78.4,75.2,78.1
350.8,368.2,349.5
159,180.4,158.1
85.7,91.1,85.3
69.9,63.5,69.6
59.6,61.9,59.3
192,158.3,191.1
308.2,333.2,306.2
22.8,20.3,22.7
1291.1,1326.7,1283.8
26.7,25.4,26.6
50.9,50.3,50.6
240.9,298,239.2
143.4,142.8,142.4
129.8,137.4,128.9
13.4,15.4,13.3
66.8,62.2,66.4
468.6,424.2,465.4
115,112.5,114.2
58.2,60.6,57.7
160.5,148.4,159.2
36.7,38.3,36.4
106.6,106.5,105.7
36.2,52.4,35.9
173.7,145,172.1
114.4,109.2,113.4
36.3,36.1,35.9
47.4,39.8,47
17.1,17.1,17
258.5,259.6,255.8
31.1,37.6,30.8
182.7,181.6,180.8
354.4,359.5,350.8
144.3,150.4,142.7
497.2,432,491.7
72,84,71.3
101.8,114.3,100.7
1359.2,1311.5,1344.7
222.4,218.1,220.1
27.8,29.6,27.5
61.3,53.9,60.6
1205.5,1273.5,1190.8
488.6,492.6,482.7
137.4,140.6,135.8
92,89.9,90.9
110.4,120.5,108.9
198.5,202,195.9
32,39.9,31.6
97.1,96.2,95.7
122.3,137.3,120.6
209.4,223.8,206.7
30.6,21.5,30.2
131.4,135.7,129.4
115.3,106.3,113.6
21.9,25.4,21.6
626.6,643.6,617.3
27.7,27.1,27.3
78.6,81.5,77.5
103.4,101.4,101.9
15.3,12.9,15.1
37.3,39.4,36.7
135.3,122,133.1
193.6,197.6,190.6
36.3,36.2,35.7
16.3,13.6,16
747.5,775.5,735.1
76.8,76.3,75.5
84.4,127.6,82.9
413,413,405.7
434.4,408.2,426.7
316,336.2,310.4
66.8,60.5,65.7
58.4,61,57.4
927,860.4,910.8
588.1,610.6,577.8
175.8,184.8,172.8
27.8,31.7,27.3
14.5,13.8,14.2
40.6,36.9,39.8
136.5,135.8,134
212.7,230.2,208.8
56.1,60.2,54.9
151,186.1,148
375.7,366.6,368.3
62.7,65.6,61.5
145.1,152,142.1
133,131.9,130.2
17.5,18.9,17.1
511.5,511.4,500.9
235.4,157.5,230.6
267.5,231.9,262.1
168.8,154.1,165.1
211.1,228.4,206.5
27.3,26.5,26.7
216.5,237.1,211.9
117.9,127.5,115.4
409.1,382.3,399.8
59.7,58.2,58.4
61.1,54.1,59.8
68.3,72.1,66.8
216.1,192.4,211.3
68.4,70.3,66.8
137.5,146.8,134.3
13.2,17.7,12.9
85.2,86.1,83.2
172.7,180.8,168.7
112.6,96.8,110
143.1,135.2,139.5
817,864.7,796.7
166,137.4,161.9
186.3,210.4,181.8
165.5,151.3,161.5
103,113.7,100.4
104.4,112.4,101.8
95,100.3,92.6
156.5,168.1,152.6
144.2,149.6,140.6
174.4,199.1,169.8
44.9,39.8,43.7
45.2,44.6,44
153.6,156,149.5
15.6,14.4,15.1
57.9,60.5,56.3
66.6,60.5,64.9
30.5,28.5,29.7
39.7,33.1,38.7
154.8,150.8,150.8
417.3,429.1,406.5
21.5,20.7,20.9
47.7,50.2,46.4
89.6,86.8,87.1
586.3,559.4,570.2
18.7,17.2,18.2
203.8,149.7,198.3
2093.9,2204,2037.4
288.7,282.5,280.9
194,214.5,188.8
132.4,134,128.6
27,27.8,26.2
80.1,89.2,77.8
138.9,139.5,135
15.4,14.8,14.9
201,232.3,195.4
39.4,35.4,38.3
197,184.7,191.2
244.6,223.3,237.5
658.5,547.9,639.3
40.1,41.6,38.9
192.8,170.3,187.2
40.5,44.1,39.4
117.6,119.7,114.1
305.9,323.4,296.6
26.2,23,25.4
20.1,21,19.5
263.4,257.8,255.6
156.7,143.7,151.9
93.1,99.6,90.3
299.6,289.2,290.4
191.1,189.7,184.9
42.3,44,41
278.8,291.6,269.8
275.8,292.1,267
167.9,171.1,162.6
33.6,33.2,32.5
55.7,57.9,53.8
80.6,86.9,78
113.6,130.4,109.9
41.8,38.3,40.5
143.8,151,139
97.9,99.9,94.6
376.6,427.8,363.4
15.3,17.1,14.8
87.2,80.4,84.2
15.6,18,15.1
130,137.7,125.6
829.3,773.7,799.4
346.5,382.2,334
165.1,152,159.2
75,71.7,72.4
606.8,594.8,585.4
38.3,44.4,36.9
312.5,325,301.1
102.5,95.1,98.7
32.5,33.6,31.3
384.8,417.3,370.4
371.3,388.8,357.4
58.9,65,56.7
61,53.7,58.7
145.9,140.9,140.5
163.7,185.8,157.6
114.7,119.2,110.5
127.1,134.1,122.2
56.3,54.1,54.2
94,111.9,90.3
663.9,618.2,637.9
142.3,164,136.8
22.5,23.7,21.6
237.9,252,228.3
67.8,67.8,65
131.6,129.3,126.4
243.6,231,233.8
48.6,53.4,46.7
214.5,201.1,205.9
184,185,176.3
28.1,32.9,26.9
205.9,180,197.3
111.5,105.3,106.8
24.2,25.7,23.2
26.5,30,25.4
232,227.6,222.5
283.4,225.5,271.8
78.5,75,75.2
109.5,106.2,104.9
43.1,44.1,41.3
330.4,326.3,316.1
363.9,376.3,348.1
393.9,371.2,376.9
21.5,21.5,20.5
111,91.8,106
37.3,37.7,35.6
98.8,102.3,94.4
41.8,46.4,40
151.6,152.3,144.8
113.4,114.3,108.2
62.2,65,59.4
47,45.4,44.9
99.6,97.6,95.1
126.5,82.8,120.8
371.7,392.1,354.2
363.5,370.2,346.6
239.9,258.1,228.8
150.7,169.2,143.5
410.5,422.3,390.9
278.5,244.9,265.3
45.6,45.6,43.4
26.5,26.1,25.2
345,353.4,328.2
140.7,152.4,133.8
138.7,133.7,131.9
80.6,80.6,76.6
68.6,70.5,65.2
146.3,158.5,139
114.4,112.7,108.6
170.5,150.7,161.9
391.2,432.6,371.6
119.6,103.2,113.6
250.8,230,238.2
35.8,34,33.9
72.4,66.5,68.6
174,186.1,164.9
90.9,85.1,86.2
617.7,614.9,585.7
140.1,140.9,132.6
65.4,66.5,61.9
17.3,16.4,16.3
15.9,13.3,15.1
326,317.8,308.3
374.5,390.8,354.2
145.6,138.1,137.7
70.6,65.7,66.8
230.8,258.3,218.2
91.5,102.4,86.5
156.1,145.8,147.5
84.6,81.6,80
75.2,78.2,71
189.4,179.5,178.8
82.2,79.1,77.6
32.9,34.1,31
107,106.4,101
89.8,96.5,84.8
100.5,81.9,94.9
62.3,64.9,58.9
159.6,180.2,150.5
128.2,160.1,120.9
174.4,188.7,164.5
52.5,50.4,49.5
41.6,40.5,39.2
350.2,353.4,330.4
87,72.3,82.1
70.7,74.4,66.8
223.1,214.7,210.2
15.2,13.3,14.3
828.7,911.5,781.2
289,280.4,272
190.9,200.1,179.7
37,37.5,34.9
39.1,38.7,36.8
16.2,19,15.3
160.6,154.4,151
69.4,76.9,65.3
40.7,38.7,38.3
19,19.1,17.9
399.3,388.7,375.2
30.6,30.3,28.8
169.7,160.1,159.5
16.4,17.3,15.4
60.3,65.6,56.6
269.9,259.9,253.5
195.2,191.7,183.1
298.4,292.7,279.9
141.4,149.8,132.7
43.5,43.7,40.8
377.6,381.9,353.9
32.1,36.3,30.1
89.5,90,83.7
115.2,113.6,107.8
119.3,121.4,111.7
30.2,31,28.3
77,81.5,72.1
36.1,39.4,33.8
137.2,125.5,128.5
3594.8,3456.4,3367
245.2,245.3,229.4
34.4,35,32.2
256.5,243.8,240
43.6,38.7,40.8
161,165.6,150.6
178.1,198.8,166.4
313.2,311.3,292.8
76.7,73.6,71.6
60.6,61.2,56.6
67.6,65.4,63.2
13.4,12.8,12.4
43.8,42.7,40.8
111.6,154.1,104.1
58.6,58.6,54.6
388.3,405.6,361.5
1271.1,1282.3,1181.9
23.2,24.1,21.6
39.7,33.3,36.9
46.1,43.5,42.9
2110.9,2262.6,1961.8
41.7,44.9,38.7
404.6,442.5,376.1
114,113.3,105.8
25.6,25.6,23.8
646.2,512.5,599.3
104.7,115.1,97.1
298.7,308.3,277.1
71.2,72,66
69.5,55.4,64.5
14.9,11.7,13.8
19.9,20.9,18.4
1582.4,1689.5,1464.3
23.7,28.6,21.9
129,137.3,119
607.2,578.5,560.7
389.3,390.5,359.5
66.9,63.8,61.8
46.6,50.9,42.9
161.3,180.4,148.6
17.7,16.8,16.4
169.8,160.3,156.5
24,26.3,22.1
147.9,132.3,136.2
121.2,114.5,111.5
625.8,640,575.8
92.9,92.7,85.4
50.8,48.9,46.7
41.8,43.1,38.4
175.9,162.2,161.7
183.6,184.8,168.8
1079.5,1051.8,992.5
136.9,135.4,125.9
55.6,65.2,51
79.7,82,73.2
62.1,68.6,57
139.6,107.8,128.3
21.5,18,19.8
792.4,724.7,726.3
162.5,167.6,148.9
1133.6,1090.6,1037.6
207.5,219.4,189.6
149.8,148.1,136.9
75.9,84.8,69.4
108.9,111.1,99.6
19,26.3,17.4
176,178.5,160.9
145.2,158.3,132.6
58.6,55.2,53.5
46.4,41.6,42.3
96.6,94.9,88.3
29.4,33.8,26.8
618.3,649.4,563.9
232,240.2,211.6
66,70.9,60.2
229.1,252.2,209.1
14.3,16.4,13.1
225.6,225.5,205.7
331.2,355.9,301.6
28.9,23.3,26.3
232.1,229.1,211.1
52.8,54.2,48.1
64.9,64.9,59.1
24.9,24.8,22.7
119.2,109.4,108.3
527.6,565.1,479.6
131.6,147.3,119.7
147.7,153.3,134.3
17.1,16.7,15.6
162.6,154.3,147.5
19,20.3,17.2
199,247.6,180.7
21.8,20.7,19.8
129.1,136.1,117
28.8,31.4,26.1
325.5,322.8,295
169.4,161.6,153.6
77.3,75.2,70.1
150,154.6,136
428,422,387.5
485.4,467.6,439.8
84.3,95.1,76.4
117.6,127.6,106.6
142.8,134.2,129.4
225.6,286.7,204.2
233.3,237.6,211.1
245.9,244.9,222.5
65.1,70.7,59
67.3,63.7,61
49.1,44.7,44.3
138,137,124.8
72.4,80.5,65.5
90.7,89.7,81.9
58.1,58.4,52.4
170.6,185.4,154.1
120.4,92.4,108.7
275.1,264.6,248
58.9,65,53.1
102.3,103.2,92.1
172.2,142.9,155.1
72.4,80.4,65.3
66.8,59,60.2
25,22.4,22.5
226.7,228.1,204.2
159.9,164.6,143.8
48.5,57.8,43.6
79,81.9,70.9
156.7,188.9,140.5
35.2,37.8,31.6
550.3,595.5,492.9
71,83.4,63.6
210.8,200.7,188.9
25.5,27.4,22.8
60.6,62.6,54.2
173.4,196.1,155.1
206.6,211.7,184.8
147.9,155.1,132.3
214,234.1,191.2
542.6,567.4,485
169.1,148.3,151.1
146.2,145.6,130.7
61.4,64.3,54.8
74.1,71.8,66.2
279.5,229.1,249.6
242,231.4,215.7
518.5,540.5,462.6
22.2,26.1,19.8
139.2,137.8,124.2
50.9,45.6,45.4
119.1,116.8,106.3
1609.7,1661.8,1433
125.3,129.7,111.5
161.6,174.3,143.8
10986,10968.8,9774.7
69.4,66,61.8
1198.7,1254.8,1066.8
17.5,16.6,15.6
67.1,72.3,59.7
330.8,347.8,294.1
300.6,286,266.9
38.5,31.9,34.2
388,389.6,344.3
302.4,298.2,268.3
655.1,623.4,581.4
104.9,106.2,93.1
251.3,254.8,222.6
386.5,388,342.3
173.9,184,154.1
174.1,174.5,154.2
245.2,229.1,217.2
122.1,132.3,108.2
117.3,112.5,103.8
423.3,399.8,374.6
49.6,50.7,43.9
166.2,150.3,146.8
67.9,68.7,60
121.2,148.3,107.2
60.4,63.3,53.3
155.6,176.4,137.3
64.9,58.3,57.2
16.6,20.9,14.6
16.4,14.3,14.5
20.9,22.4,18.4
42.7,36.9,37.6
81.4,71.6,71.7
31.6,40.5,27.9
99,105.3,87.1
1269.9,1285.4,1118.3
213.8,196,188
81.2,80.9,71.4
76.4,58.6,67.2
205.8,177,180.8
138.7,156.5,121.8
38.8,44.2,34.1
