Ependy,Medullo,Aggressive,Cranio.LGG_BRAF.V600E,HGG.rich,Ganglio.rich,LGG_BRAF.fusion.rich,LGG_BRAF.WT.rich
-0.02108,2.15194,4.6701,-0.48789,0.5119,0.54192,-0.81305,-0.80235
1.48061,5.09608,7.11217,0.50878,0.24274,-1.48689,-0.38142,0.46172
3.01248,1.16731,1.13244,0.43839,0.70183,-1.17429,0.53791,-0.01157
2.09035,7.35868,8.63241,0.52775,1.60562,-0.74371,2.55519,-0.47338
3.52325,16.7238,16.93517,1.75178,4.94043,-0.24531,-1.46436,-1.26368
0.38644,7.70572,6.86127,0.42979,1.29646,-2.98159,-6.66319,-5.05396
-0.1123,8.75685,0.60435,-0.6085,-0.74248,-0.09381,-2.80594,-0.28492
-2.32596,0.45705,-0.4326,-1.42601,0.02075,-1.16248,0.0745,-1.31709
13.85106,0.16835,0.30041,-0.93964,0.35582,-2.35542,-0.19389,-0.34457
-0.25929,13.58379,0.66795,-0.14163,-0.19787,-2.16915,-2.37005,-3.3868
0.79722,10.06224,6.74715,1.8092,0.16762,0.07823,-1.10491,-1.31161
-3.10228,0.77844,-5.04714,-5.80493,-0.87434,1.98868,0.28989,-0.04578
-0.82241,0.49998,-1.62483,-2.32256,-0.51102,1.29602,1.24279,0.01897
1.01983,0.11807,0.06659,-0.71767,-0.01559,5.76023,-1.3503,-0.41652
-0.20365,-6.60174,-4.99319,-0.70007,-0.35342,-0.5717,1.94898,1.06518
-0.0796,0.59107,1.07944,-0.66754,0.23903,3.57827,-4.14908,-0.167
3.74884,6.2805,0.4932,0.57981,0.0897,1.60197,-0.25444,2.94429
1.58102,4.96065,0.64521,-0.079,0.08114,-1.99034,-1.1646,-0.93342
8.96207,7.72903,2.55539,0.41305,1.11944,-1.72971,-2.106,-0.36766
5.06764,-1.96925,0.36707,-0.46045,-0.20483,-2.16917,0.15547,0.69295
-3.31087,-2.98936,-10.77884,-6.62726,-6.31244,0.91317,1.12215,-0.31649
-1.0812,-1.65748,-0.83722,4.56966,0.9569,-0.89731,1.32937,0.91643
-1.35182,-1.0429,-2.30531,1.11834,-0.59925,1.61424,0.99397,0.20424
1.84966,3.59529,10.00481,3.39165,3.21949,-0.36058,1.45372,-0.24323
0.17029,-0.21778,-1.53005,-0.83809,-0.90715,0.41527,-0.57674,0.69527
3.41113,3.92517,2.23978,0.41242,-0.04018,-0.37173,-1.37026,-0.92244
0.73961,-2.02255,-1.9988,-0.25599,-0.62539,0.93738,-1.48406,0.92859
11.59854,0.69744,3.74013,2.44738,0.15111,-0.04442,-0.2247,-0.03665
1.64046,-1.62263,-0.61717,-0.01686,-0.96141,0.90234,-1.77292,0.31663
1.08259,6.56419,5.4939,0.79587,0.0897,0.95789,-1.92187,-1.62773
0.04238,1.34779,2.1492,2.63123,1.42271,-1.13623,0.22587,0.15822
1.08953,18.37088,4.80369,0.1023,0.28249,-1.47671,-3.68397,-2.67398
0.1078,-0.1145,-0.20346,0.10933,-2.08276,-0.24594,0.98523,0.35208
0.13181,-0.13853,0.22105,1.26446,-1.13723,-2.15393,0.90352,0.02465
-3.21731,-3.7829,-4.6437,-1.09654,-0.08213,2.14445,1.74641,1.51617
-0.27408,-0.59347,5.70133,1.89542,2.22025,-2.07189,0.8114,-0.0769
8.71366,4.98192,1.67296,-0.72262,-0.1795,-0.01835,-2.09916,-0.26758
-4.33983,-0.79051,-6.07803,-1.33506,-0.85277,8.2322,-0.24174,0.59201
8.0389,-2.32055,-4.1318,-0.22325,-0.65443,-0.32444,-0.04374,1.10287
0.45021,0.10676,-2.07107,0.58132,-0.07,1.96115,2.979,4.97926
-0.31915,0.19148,0.10408,-1.15211,-0.06844,0.62557,-0.00542,0.23297
0.02116,9.61585,3.14072,3.02889,0.56521,-0.1028,-0.785,-0.16025
0.01263,-0.2686,0.18748,0.53291,0.67973,0.05001,0.49287,-0.06756
-1.27038,-1.82938,-0.73767,0.75175,0.65045,0.04791,1.7286,1.86654
-2.86043,-2.13283,-0.99322,-0.12849,-0.32429,-2.55068,1.91666,-0.57308
0.29071,-3.81961,-2.81503,-3.24917,-3.136,2.94916,0.00288,2.6096
-3.0799,-0.18984,-12.18462,-2.28523,-1.46589,1.19018,-0.68027,-0.26057
-0.0414,-0.21882,-0.06225,-2.94231,-1.50033,3.93308,-1.43575,-0.00833
0.84296,-1.13446,-3.56184,-1.8843,-0.15835,1.11346,0.95661,0.89937
-1.84095,0.53425,-4.27209,-8.22934,-1.35874,5.09718,-1.35269,1.27964
-2.41975,-1.04268,-1.93702,-2.59448,-0.8107,2.47781,-1.02071,0.01211
-0.69514,-1.49045,0.32255,6.09186,0.08233,-0.67479,-0.67317,1.00087
-3.58066,-0.36238,-3.50277,-3.2112,-2.39849,10.24938,-5.63517,-0.01565
-2.91451,-0.77315,-2.44528,-3.20613,-0.51712,8.54804,-5.45145,-0.25877
-5.20025,6.62933,2.50441,0.45229,0.01913,1.77054,-1.3018,-0.1772
-0.76972,-0.45598,-0.20886,-0.20411,-0.25316,-0.20424,-0.4579,-0.34447
-3.0976,0.43426,-2.4267,-2.27469,-0.41052,11.55386,-0.29447,2.41595
-3.94687,0.37018,-5.12981,-7.71553,-1.01166,5.54182,-0.07281,2.34937
-1.72407,5.14419,-0.17406,-0.81832,0.17336,7.96952,-0.69964,2.58036
-4.09217,-1.13619,-3.03073,-4.48811,-0.8959,9.75355,-2.13922,0.40189
5.74232,1.16857,-0.44364,-3.72544,-2.27785,7.35774,-12.12349,0.05489
0.07671,0.20581,3.41511,6.51431,3.1142,0.13693,1.25566,4.08139
9.18766,6.16024,3.55679,0.22477,0.36538,-0.616,-1.29051,-0.36255
6.48255,2.16842,1.546,-0.013,1.05598,-0.53257,-0.51089,-0.4956
4.25135,0.9564,0.29995,-0.36672,-0.35787,-1.20975,-1.5185,-0.77478
0.1736,0.04927,-0.20504,-1.40011,-2.08509,-0.98462,-0.19067,-0.53694
4.80014,2.16092,1.74673,-1.23456,-0.03674,-0.97431,-1.41558,-2.98913
0.06737,0.07373,-0.52851,-0.41558,-1.00211,0.38754,-6.05369,-1.12777
-0.29848,1.67089,-0.45169,-9.28903,-0.0862,7.03512,-0.24573,0.09902
-2.22949,-4.3047,-3.99865,-0.87851,-0.79806,-1.19432,1.98782,1.53175
-1.43291,-1.23896,-1.26165,4.60684,0.70517,1.27746,0.2896,1.70932
1.56357,0.90519,7.43024,4.58871,4.70971,-1.56837,4.45472,0.06321
2.64472,8.99509,9.49676,0.01835,2.95463,-2.35727,0.21241,-1.73489
0.63415,0.55878,-0.0494,0.74787,0.21625,1.02298,-3.08955,2.20671
0.11195,0.12417,0.321,0.17043,0.66946,0.28745,-0.67574,-0.05765
0.73504,-0.08897,4.76291,2.25879,2.09711,-1.95142,0.26575,-0.97235
-0.67521,-1.61769,-0.07456,0.80358,-0.27129,-1.00171,0.39681,0.1886
-2.79752,1.10718,4.79857,13.50699,2.16346,-2.05395,0.92468,-0.7718
0.18023,3.5036,7.75312,2.61051,0.69268,3.35807,-0.38642,3.47159
-1.27102,-0.70336,-0.99495,0.53724,-0.05508,-0.59531,-0.0482,-0.09438
-3.69369,1.3051,-1.04585,-1.0055,-0.39193,0.12127,-1.55384,0.26412
1.06504,5.65835,3.61849,1.02379,2.06857,-3.38229,-2.04358,-3.3
0.02223,1.48748,0.18827,-0.22799,-0.02925,-0.44579,-1.52295,1.73733
0.08292,-0.49865,-0.06672,0.13696,0.43286,2.24872,-0.81164,0.46056
-0.34546,-0.5921,0.18613,7.43423,2.50362,-0.56187,1.692,1.47598
2.47142,16.0395,11.98559,0.45525,1.30914,-4.79898,-1.09029,-8.14421
2.80487,18.75993,14.60325,1.10534,2.9733,-6.55974,-1.72459,-10.65647
1.00206,14.28195,12.1952,0.28716,1.44481,-0.55478,-2.24489,-2.2549
5.09887,-0.34569,1.76692,15.93032,-0.09148,-1.11536,-0.11401,0.25121
-0.79828,1.24169,3.3148,0.605,0.17909,0.30917,-2.54067,0.10271
-0.38502,0.39688,0.32941,2.85679,3.81181,0.68484,0.33395,2.75454
0.78052,1.91931,2.00684,-0.24817,0.35244,0.24122,0.1208,0.02685
1.85081,19.69459,13.99825,0.54058,1.45662,-3.76039,-3.90276,-8.22731
0.29079,1.17035,0.36082,-0.9218,-1.43199,-0.89166,-0.73243,-0.34181
-1.83818,2.97033,-0.84101,-0.08288,-0.27129,0.94669,0.10115,0.29642
0.96431,0.18214,-1.36819,-1.59651,-1.01382,-0.09837,0.52505,1.12684
-0.97145,-2.25903,-0.52659,3.38174,1.16791,-0.87382,2.14244,0.35585
-0.08313,-0.53719,-0.13394,0.26359,0.13808,0.30267,-0.59647,-0.0132
5.47686,4.55841,9.02137,6.562,1.79226,-0.41293,0.05911,0.06545
0.3153,-2.2098,-0.07671,0.04445,0.77851,-1.84756,0.52907,-0.22317
0.68948,0.09168,12.54621,1.84069,2.73138,-1.6239,1.48402,0.06282
3.4987,8.08025,11.97056,1.20589,3.13009,-0.25423,0.75465,-1.7992
-12.57989,0.78977,-0.05091,-0.38489,0.01697,0.11087,1.15055,1.03336
0.44059,2.95431,2.94117,-0.16198,1.26842,-1.41651,-0.64863,-2.62666
1.1164,0.51036,-0.01872,-0.52425,-0.7088,2.92447,-0.52744,0.20576
1.79545,5.97977,8.23039,-0.37791,2.21061,-0.27447,1.00365,-1.06735
0.15675,10.57532,1.99687,-0.26973,1.0892,-0.14551,-0.13952,-2.22885
1.42901,0.8796,-0.82143,0.59518,-0.22449,2.76026,0.06779,3.20295
-1.10994,0.76584,4.57774,0.35555,0.37675,-0.38012,-0.3663,-2.19568
3.31474,-0.99935,0.44987,0.01444,-0.19249,0.2375,0.21411,2.60568
2.01084,20.33527,9.50643,3.54051,1.04247,-3.67551,-5.98663,-5.94744
-1.4582,5.81283,1.95757,0.34675,-0.22508,3.0173,-1.32496,-0.6113
0.42518,0.07098,-0.47846,0.15049,-0.10561,0.53352,-0.12379,3.62523
-2.09366,-1.75822,-1.30536,1.25389,0.27193,-0.98633,3.04323,1.60612
-0.83011,6.23599,0.27956,-0.44014,-0.24468,2.20742,-1.97905,-0.29963
0.70544,2.32838,-1.83818,-4.17859,-0.14577,0.67488,-1.99168,-0.47189
-0.32158,7.92148,1.16633,-2.3202,0.88497,7.64306,-1.99167,-1.97166
0.06329,1.50797,1.95431,1.49072,0.63282,1.61528,-0.37477,0.01029
0.81824,8.26006,3.66282,-0.08174,2.04788,-0.01817,0.13296,0.01715
0.6434,-1.61809,-1.05997,-0.81778,0.12659,2.26462,0.77265,2.55063
0.43991,2.43801,-0.07207,-1.96245,-0.06844,4.89696,-1.33865,0.32162
1.98856,2.20684,1.89052,1.55448,-0.09865,1.55865,-5.32817,-0.41649
0.78271,10.40471,1.70466,0.35789,0.38002,-0.06679,-1.09029,-4.58652
-2.04539,0.70783,-0.26856,0.01902,-0.33429,1.95645,-0.98999,-0.13499
2.45682,-0.95565,-0.20719,-1.15912,-1.10045,-1.57273,0.0413,-0.70851
-0.16729,2.34297,3.45266,3.13531,0.90376,0.33043,0.47663,0.40462
3.53217,14.1761,10.70181,2.84887,3.31686,-0.03804,-0.49409,-1.26396
0.05233,2.08763,-0.04204,0.04986,0.84212,2.53535,-0.9852,-0.33411
-0.02308,0.53797,0.21937,0.15441,-2.56169,-0.83521,-2.23152,1.29556
0.13251,8.7783,10.52485,5.06073,3.85678,0.09877,-0.03923,-0.63488
3.44219,1.23626,0.67309,0.11232,-2.85715,-3.21658,-0.76081,-2.95806
-0.17851,0.91741,1.06318,1.37247,0.52374,-0.4686,0.83835,-0.07888
-0.0165,4.29753,3.12302,0.54351,1.24279,0.4313,-0.76722,-1.20634
-0.34984,1.72197,1.2311,-0.07093,0.63297,0.9152,0.02282,-0.00422
0.59981,5.89275,3.63062,-0.68727,0.81661,-0.5901,-2.65532,-2.79622
-3.08111,-0.37589,-1.77761,-1.17882,-1.60562,0.11773,-0.53229,-1.14232
-0.56708,0.67709,0.1086,0.05023,-0.13285,5.61433,-0.13826,-0.15091
-0.3916,1.24008,0.74011,-0.18244,0.61228,0.72841,-0.38843,-1.24322
1.3981,4.39273,1.64361,0.41206,0.04482,-1.07246,-0.57474,-2.01538
0.15745,15.37966,7.66462,-0.1736,0.66312,-1.98045,-0.27735,-3.32199
2.25022,-0.31398,-1.74495,-0.281,-0.10681,0.02604,0.68501,0.18748
0.17864,1.93069,-0.04777,-1.68671,-0.76734,-0.2301,-4.84122,-1.18253
1.3473,8.8298,2.70635,0.60218,0.62487,-0.3714,-0.04714,-0.42472
0.57513,1.11022,0.20268,-0.30306,-1.02265,-1.50358,-3.46895,-0.62145
-0.19726,-2.08506,0.31023,0.76575,0.23917,-1.78808,1.21594,-0.00677
0.17854,-3.90934,-9.71804,-1.51352,-4.90974,1.89755,-2.04013,1.17924
2.68781,16.49576,5.97903,-0.80185,0.59827,-2.88411,-6.15751,-7.36172
-1.56829,-2.02104,-5.20738,-7.27336,-0.58292,0.76653,-0.98857,-0.16482
-0.95922,-0.17496,-1.54191,-0.0435,-0.81116,-0.51712,1.69238,0.6498
-0.9304,8.6472,1.19018,0.00251,-0.07856,1.33984,-3.8499,-1.80562
1.97487,1.89341,-7.454,-1.13888,-2.25036,-1.28703,-0.5746,-1.65066
0.69822,-11.43041,-2.63475,-0.42923,-0.21817,-0.46426,1.6033,5.56405
7.92259,-10.33825,-2.63978,-0.10456,-2.4544,-2.85376,-0.20304,0.31906
-0.62335,1.52376,0.24982,1.12762,2.18094,0.2571,-1.41665,-0.05331
-1.7318,-6.08453,-1.25852,0.18313,-1.64473,-1.33185,0.49202,0.09922
-0.14816,0.18663,0.27976,0.99012,-1.13902,0.19811,1.42612,1.70694
0.7776,-1.50562,-0.35851,0.33312,-0.15208,-1.0001,-0.43161,0.66557
-3.79365,0.40848,1.45337,1.733,0.55282,-4.64565,1.87994,-0.45784
-2.8093,1.16101,2.74672,3.6049,4.33399,-4.62152,1.13311,-2.6595
-0.57323,-0.92675,-0.09439,1.19349,0.46308,0.36389,3.45148,2.82864
-5.56484,-0.86215,-4.27086,-0.76686,-0.15396,2.02919,2.9026,-0.09982
-0.10712,-0.35642,-3.38919,-3.63135,-1.97905,1.72801,-0.53458,0.94397
0.76128,2.57565,2.52512,0.14644,1.10151,-3.25753,-0.05995,1.24322
0.11436,2.18474,-0.13673,-0.04676,-1.47263,-0.04156,-2.14876,-0.41244
12.67814,-0.02806,0.75271,-0.95618,-0.21548,-3.3759,-3.16516,0.20687
-0.87207,1.08271,-0.82721,-3.29639,-0.80861,10.34844,-3.37468,-0.04373
4.05194,-0.1451,2.916,7.45051,0.98869,-2.77358,-0.35644,-0.49236
-0.07634,2.0218,2.83719,0.72798,-0.20003,-4.35053,-1.03899,-0.84973
-0.13026,3.28719,0.0956,-0.8509,-0.43073,-3.51122,-0.52515,-5.08219
6.81908,2.20696,4.59144,0.77448,0.84657,-3.66595,-0.50575,-3.96695
3.35171,1.84692,1.33129,-0.20327,-0.03522,0.43396,-1.75178,0.00224
-1.58969,-1.46027,-0.99598,1.73279,2.55063,-0.53564,6.45787,1.70414
-0.13903,1.52138,0.66091,0.06559,0.18366,-0.61745,-0.30114,-0.2705
-0.05097,0.07213,-0.03338,-2.05069,-0.02839,2.15343,-2.09711,-1.91639
-0.29978,1.3051,0.97779,-1.03763,0.40363,1.29992,-3.14655,-0.73368
-1.50538,-0.39587,-1.16363,-2.81466,-0.23987,4.06794,-0.88479,-0.20267
-2.84354,-0.58611,-12.09494,-1.52144,-0.98654,4.03102,-1.81801,0.05699
-1.57604,-0.03266,-0.73207,-1.88723,0.03116,2.70621,-0.81704,-0.01633
-2.71385,-0.00292,-0.44332,-1.57831,0.22848,6.27455,-1.59155,-0.02609
-2.02111,0.0932,-0.26252,-1.47192,0.36305,5.60247,-1.22725,-0.00297
-2.31255,-0.2532,-0.82088,-1.8214,0.05459,5.98634,-0.58175,0.04047
-0.3163,0.28648,0.47374,0.1461,0.47806,2.83168,-1.42195,0.29248
-1.21331,0.01633,-0.62907,-2.0107,-0.31119,2.97173,0.01423,-0.15558
6.36279,7.64487,5.82692,0.443,1.35243,-3.00182,-4.49491,-3.76953
1.17091,3.84133,7.30501,2.737,1.87574,-0.2131,0.69674,0.19575
-0.28115,0.1744,-0.22054,0.07376,-0.62027,1.30808,-0.53873,0.69217
5.90569,11.47166,1.96859,0.33208,0.20236,-4.8849,-1.51736,-3.18278
2.92723,11.86068,1.64571,0.12609,0.65131,-3.48227,-1.74769,-2.96765
2.80243,1.42109,1.9749,4.57928,-0.17406,-0.64805,0.13808,-2.67454
0.00958,6.04572,3.83922,-0.45299,0.21171,-1.56918,-0.12855,-4.53596
-0.03124,1.15584,0.13298,-2.13186,0.99508,0.40675,-3.42417,-3.3369
-0.85945,10.68055,3.69785,-1.88245,-0.07132,0.16856,-0.36553,-0.2275
0.54898,1.14711,1.20499,0.71482,-0.60209,4.44513,-0.89803,0.36404
0.10658,0.28492,-0.01509,4.12114,2.43111,1.80557,1.08676,1.43381
0.27366,-2.43003,0.901,0.12103,0.17076,-1.02471,1.38411,0.1402
0.13963,0.14505,-0.23089,-0.47213,0.001,-1.08842,0.45468,-0.33146
-1.64539,-2.98361,-1.33518,-3.47417,-0.21718,-1.91651,5.77606,-0.46152
0.2697,3.87109,3.80796,0.40644,0.16809,-2.05792,-1.26896,-2.99984
1.23752,1.52729,3.18084,-0.53143,1.00602,-1.39987,-1.77863,-1.6974
1.93606,-0.78156,-3.75399,-0.09419,-0.23588,-0.39165,0.54836,1.22478
7.29007,-1.58769,-0.36651,0.49396,-0.82399,-0.21723,0.63366,1.15113
-0.5147,-3.86188,-9.24494,-8.55996,-5.12855,0.43635,-0.03295,0.25891
4.51617,-0.0546,0.46938,-0.57064,-1.18613,-2.84097,0.38142,-1.43809
1.13834,12.54325,6.86135,0.66729,0.10124,-0.34979,-1.34032,-0.43853
0.08913,0.39013,0.01726,-0.14798,0.04575,2.41549,-0.2959,0.43336
2.2744,10.27199,2.80469,-0.04155,0.26416,-0.30641,-4.44713,-9.80093
7.22645,-2.54194,-1.11737,-3.53896,-2.02841,-0.29423,-0.0172,0.11913
-0.1579,0.12447,0.24144,-0.05327,0.83125,2.07217,0.80689,0.26812
2.64098,8.07043,15.90957,5.03242,2.63842,-0.36764,0.88994,-0.98902
1.49889,-0.01575,14.08141,5.89137,1.19878,-1.09255,0.49769,0.37563
-0.5855,-3.74911,-1.4291,5.5302,-0.29269,0.72414,1.80468,7.14538
-0.58897,-0.23286,-0.30401,0.20283,0.15805,0.45683,0.06721,0.38025
-1.36239,0.36346,-1.57887,-3.29055,-0.79321,10.09484,-4.41685,-0.11534
-0.98044,0.11062,-2.99235,-2.21407,-2.00654,14.25997,-1.64412,-0.00108
1.20499,-5.09368,-0.41168,1.27772,-0.16412,-0.04163,3.20232,2.4521
2.37721,9.4179,12.32411,0.29272,4.45959,-0.49562,-0.96578,-2.2249
-1.56683,-7.77535,-7.67161,-0.30153,-0.41608,-0.69793,5.44455,1.29056
0.05001,-0.11041,-1.22971,0.46045,-0.01674,0.60627,4.53097,0.18304
3.67587,0.22803,-0.61952,-3.06403,-0.03788,-1.74883,-0.11494,-1.6511
-3.75543,-1.51938,-3.09329,-4.81126,-1.35109,0.40999,1.37476,-0.36262
-0.59588,-0.17215,-1.10222,-1.00876,-0.39504,3.69248,-0.20166,-0.06679
-2.45551,0.20344,0.1393,0.07204,-0.04213,-2.44872,3.74757,-1.38674
3.89974,-4.16977,-0.5901,-0.27815,-1.30476,-0.16993,-0.00425,1.22004
0.12127,-0.38869,2.60723,9.78284,3.49307,-1.82913,1.83293,0.36318
-1.74089,-0.48298,-3.42851,0.56616,0.12199,-0.15924,0.98095,3.63027
-11.26674,-0.78197,-3.0482,-2.30476,-1.36499,0.08523,1.85481,0.47355
-2.94157,-1.14035,-2.5178,1.92498,0.50751,-1.63375,1.3871,0.09659
0.93815,-1.03783,0.21873,0.14217,0.98933,-1.50358,1.50602,0.27748
-0.88669,4.23216,3.41442,-1.60489,0.29135,0.24154,-2.03627,-2.44981
-2.40147,-3.83603,-2.10157,-5.2363,-1.98223,0.14916,1.90282,-0.21348
0.58175,-1.12253,2.50895,13.30764,1.52453,0.00395,0.28375,4.4936
1.52249,1.64778,0.69141,1.26396,3.76012,0.57568,-0.88169,0.03173
-0.45294,-0.18511,-1.4861,-0.88547,0.38091,2.678,0.61659,0.32725
-0.4222,0.79667,0.22137,-1.09466,0.20034,5.1899,-0.36958,-0.69912
-3.26911,0.34356,-0.82748,-0.63145,-0.2408,2.5389,-1.49451,-1.29554
-0.01559,1.89481,-0.0052,-1.1115,-0.05911,5.43382,-3.60446,-0.55641
-2.07132,-0.05071,-0.16598,-0.40945,3.85651,3.60298,2.35405,0.52053
2.03839,-2.7831,-0.02961,5.24515,1.45511,-0.25093,3.85885,4.58907
-0.38333,-0.63922,-1.57086,-1.27107,-1.76403,3.37186,1.5258,1.11356
0.58577,11.1843,7.90037,-0.35163,0.59677,-1.89001,-0.57378,-2.6919
-3.23544,-0.30383,-0.02545,2.252,0.21721,-3.80684,1.53008,-1.42249
-1.95064,2.9786,0.04575,-0.32223,0.25238,-0.05331,-0.47942,-1.00199
-1.5772,-1.19305,0.37297,-0.17684,1.02954,0.86738,5.37415,0.17556
-0.82388,-3.47522,-6.83553,-0.22225,-2.53184,-0.29126,4.01194,0.29437
0.25647,-1.71433,-3.67763,-6.65047,-0.87215,4.60908,-0.1419,0.27425
-0.00956,-6.35106,-1.82862,4.73982,-0.89537,-0.28061,2.75709,0.38823
2.09306,-6.73043,-2.56191,-3.78139,-1.30672,1.94448,-0.20873,0.13448
-2.56815,-4.24752,-6.14473,-0.40988,-0.98645,-1.23977,5.74072,0.15608
-1.27812,-4.36766,-7.24094,0.06346,-1.061,-1.20046,6.51375,-0.06867
0.01743,2.13975,0.46255,7.42065,-0.38673,0.23497,1.22968,1.20499
-0.22366,-1.55943,-0.65255,1.48971,-0.08683,0.10461,0.73504,1.55413
-2.29413,-1.21117,-11.30043,-5.84163,-4.438,1.26647,0.88311,0.32421
-2.86204,-14.06182,-12.37511,-0.31136,-2.51674,-2.9991,9.45336,2.57196
2.42688,3.55509,0.10292,0.60785,-0.07994,0.34047,-0.5331,1.33628
-1.43509,-2.74783,-6.63541,0.06926,-1.77231,0.02866,0.95782,1.05851
-1.0526,-3.25513,-4.71716,-0.04477,-0.83397,-0.61599,4.79616,0.27861
-0.43077,-0.99,-1.1652,-2.95463,-1.16278,3.57091,0.3579,1.35963
-1.11714,-2.34499,-7.21058,-0.77619,-3.26263,0.14442,1.34954,0.39922
-3.00067,-12.86544,-13.84583,-2.30952,-3.65952,-2.60631,5.91246,0.76437
0.05929,2.05823,0.21383,8.04192,-0.53443,0.0101,0.63062,0.47097
0.73509,-0.89646,-0.43634,0.16972,0.52578,0.01578,0.61469,0.25417
4.619,8.85488,3.31742,1.32088,0.31398,2.10495,-0.38792,1.69806
0.01465,-1.68892,-1.19076,2.06167,0.79946,1.38796,2.05217,3.78672
-1.82356,-4.79456,-6.9542,-2.66234,-1.84719,-0.45638,0.48917,0.0532
-0.16004,-5.45138,-4.09404,-0.16809,-1.29184,-0.35645,2.91005,0.57483
-3.76157,-5.76255,-8.73288,-5.17607,-3.7106,-0.19478,2.55151,1.44577
0.01743,-0.71879,-1.21226,-0.69794,-0.31065,-0.01304,-0.07516,0.03387
-0.40677,-1.0295,-1.43733,0.65867,-1.76832,-1.37653,-0.05183,0.29837
-1.90653,-1.80647,-6.80862,-6.19639,-1.49109,1.24897,-0.66098,-1.0775
-2.28937,-1.55942,-4.5953,-4.83131,-2.06491,0.88354,-0.12525,-0.02287
-2.32676,-2.41974,-7.20999,-4.80075,-2.32685,1.10796,-0.05822,-0.40674
-0.81762,-1.50084,-4.11538,-1.84122,-1.25228,2.30034,0.20357,0.35938
-1.68127,-0.33355,-1.99094,-0.16386,-0.08408,-0.31406,3.53896,-0.18474
-0.18742,-3.16516,-15.58217,-2.39091,-1.65931,0.47566,0.15595,0.1215
-0.0926,1.18403,1.40372,-2.90574,-0.71848,0.24179,-2.5827,-0.70544
-1.80052,-6.60841,-8.75112,0.24388,0.18355,-1.71788,5.34164,1.05507
-0.72322,-0.11543,-1.28612,-0.77955,-0.60514,8.73789,-5.16162,-0.34304
0.41447,2.13903,0.2717,-3.30108,-0.65107,1.24528,-2.95463,-1.10476
-0.39148,1.47498,-0.75214,-1.30586,-2.68732,8.59325,-6.35873,-0.59565
-0.1564,-1.97424,-1.26728,0.88884,-0.42812,-0.37133,4.37425,-0.14044
-1.15452,-0.23012,0.22672,0.59025,0.24393,-0.81432,1.84754,0.15366
0.74972,0.03792,1.4687,0.61411,1.18871,-3.06655,0.4088,-0.88479
-0.60114,-14.58715,-12.55344,-0.22549,-1.34766,-1.28772,3.81456,2.1115
-0.22293,-1.23448,-0.44127,0.0029,-0.71467,-0.04561,-0.8074,-0.2085
-0.4999,-0.71773,-0.23444,-0.04577,0.05187,-4.33661,0.15568,-1.87539
0.35947,6.38858,3.15085,0.24316,0.1209,-3.06665,-0.1577,-2.8762
3.66411,10.49473,6.52367,1.61444,0.53472,-3.02815,-0.21419,-2.64855
-0.67393,-0.79785,-0.0605,0.72436,0.78068,0.37799,1.42576,2.54389
2.16872,-0.33074,0.02497,-0.38416,0.22793,1.12513,-3.48608,0.12262
-1.70684,-2.52708,-1.48959,7.35759,0.83928,-0.06283,3.45687,2.63885
-3.18663,1.28636,-0.26918,-5.23544,0.22122,11.59854,0.03162,-0.61749
0.69972,-6.46849,-3.57166,1.65234,0.04536,-0.82974,5.54359,5.01691
-0.99051,-0.32281,-7.9921,-7.17222,-5.09173,1.71553,-0.20349,1.04813
-2.21871,-2.04821,-1.32929,-0.06358,0.41195,-0.05301,10.65157,3.41218
-4.34265,-2.28144,-1.18009,0.28964,0.63944,-1.06512,10.4392,1.77527
-1.71914,-3.34272,-2.32046,0.10642,0.75097,-0.67547,8.8012,2.36004
-10.40519,-8.08437,-7.81717,-2.02158,-0.74701,-0.58471,7.54276,2.09711
-7.60171,-9.75686,-7.29359,-0.73136,-0.15717,-1.0405,10.30772,2.48753
-0.47693,-0.39013,-1.96579,-0.30405,0.10736,2.24985,4.88547,0.59361
1.8371,15.5514,8.48237,0.26444,0.57715,-3.75792,-1.03371,-6.22139
-5.49739,-2.276,-11.76131,-3.88953,-0.86925,0.40276,0.82145,0.54327
1.10234,24.61178,9.06269,0.45008,0.94582,-1.30989,-0.77368,-2.77778
-1.26237,-0.76499,-1.03003,1.6604,-0.01379,0.69121,2.23886,0.05958
-3.63062,-2.97915,-6.76553,-4.98816,-3.07441,0.39817,0.6066,-0.02487
0.03561,-10.52235,-5.47351,0.6074,-0.4247,0.12298,-0.12374,4.49483
6.84784,0.07163,0.32209,0.28797,-0.07926,0.5228,-1.08217,0.27904
2.08875,14.25896,16.99295,1.92836,6.40289,-2.18783,-0.61324,-3.03534
-0.13843,-0.0413,-2.40302,-1.26264,-0.04927,4.04323,-0.24638,-0.1449
2.27742,-4.08632,-2.53997,-11.33541,-1.77279,4.15841,-1.47908,0.48395
0.71393,6.60165,9.92206,1.58775,1.29775,-4.56268,-1.47323,-2.4865
16.88282,-0.39696,0.25978,-0.49153,-0.69479,-0.29957,-0.56235,0.19519
-0.79527,-4.05113,-6.27354,-5.57547,-3.00505,0.24929,-0.43809,-0.3427
0.70629,0.93869,0.97604,0.41347,0.78972,0.62785,-0.1349,-1.21584
0.38369,1.08227,13.96475,5.82334,1.10979,-4.25846,0.34485,-0.46612
1.70225,5.64449,4.13863,0.6785,0.57957,-3.40019,0.00547,-2.19626
9.86712,-0.54573,-0.00649,-0.21414,-0.35244,-1.03377,-0.28136,0.57581
