N60,N122,N186,N204,N288,N315,N406
86796,93399,124479,73027,1216791,2097506,67270
86796,93399,124479,73027,1216791,2097506,67270
86796,93399,124479,73027,1216791,2097506,67270
119693,465243,531456,244273,4868934,2961665,72176
119693,465243,531456,244273,4868934,2961665,72176
119693,465243,531456,244273,4868934,2961665,72176
249134,966668,645337,329322,5780302,28452396,102869
249134,966668,645337,329322,5780302,28452396,102869
249134,966668,645337,329322,5780302,28452396,102869
744173,1742216,2178693,418024,9216240,35194388,105444
744173,1742216,2178693,418024,9216240,35194388,105444
744173,1742216,2178693,418024,9216240,35194388,105444
1065731,1976242,2860715,1407801,15693340,49287148,143673
1065731,1976242,2860715,1407801,15693340,49287148,143673
1065731,1976242,2860715,1407801,15693340,49287148,143673
1168230,3487194,3361996,4048230,45986088,69260968,193345
1168230,3487194,3361996,4048230,45986088,69260968,193345
1168230,3487194,3361996,4048230,45986088,69260968,193345
1423481,3782231,3452383,4069896,46217472,88031976,212992
1423481,3782231,3452383,4069896,46217472,88031976,212992
1423481,3782231,3452383,4069896,46217472,88031976,212992
2226948,6125947,9056619,5711231,50788672,160440624,240540
2226948,6125947,9056619,5711231,50788672,160440624,240540
2226948,6125947,9056619,5711231,50788672,160440624,240540
2686066,7588483,13911480,6204804,75264072,173969328,258930
2686066,7588483,13911480,6204804,75264072,173969328,258930
2686066,7588483,13911480,6204804,75264072,173969328,258930
3242757,9541564,14904774,6673110,129779056,287024384,294358
3242757,9541564,14904774,6673110,129779056,287024384,294358
3242757,9541564,14904774,6673110,129779056,287024384,294358
4423912,15162832,18470760,9430017,842393152,584318208,411151
4423912,15162832,18470760,9430017,842393152,584318208,411151
4423912,15162832,18470760,9430017,842393152,584318208,411151
4888557,17406414,24910108,16050736,1927860224,822044928,534465
4888557,17406414,24910108,16050736,1927860224,822044928,534465
4888557,17406414,24910108,16050736,1927860224,822044928,534465
5496084,58507932,39103272,25253622,6887483392,977889920,552862
5496084,58507932,39103272,25253622,6887483392,977889920,552862
5496084,58507932,39103272,25253622,6887483392,977889920,552862
6567834,138277040,100380352,29693992,9050867712,1494593792,574384
6567834,138277040,100380352,29693992,9050867712,1494593792,574384
6567834,138277040,100380352,29693992,9050867712,1494593792,574384
8921468,189922240,197890176,84470752,9259766784,1602917120,621448
8921468,189922240,197890176,84470752,9259766784,1602917120,621448
8921468,189922240,197890176,84470752,9259766784,1602917120,621448
12665530,335311904,229162960,125721056,11319729152,1694540032,659949
12665530,335311904,229162960,125721056,11319729152,1694540032,659949
12665530,335311904,229162960,125721056,11319729152,1694540032,659949
18241384,357137088,438159392,164121696,12793854976,2035715584,683578
18241384,357137088,438159392,164121696,12793854976,2035715584,683578
18241384,357137088,438159392,164121696,12793854976,2035715584,683578
24843888,718918016,487835520,220827456,17319993344,2557410816,708788
24843888,718918016,487835520,220827456,17319993344,2557410816,708788
24843888,718918016,487835520,220827456,17319993344,2557410816,708788
33547992,935006016,1672009088,221154688,26256842752,4756955136,937155
33547992,935006016,1672009088,221154688,26256842752,4756955136,937155
33547992,935006016,1672009088,221154688,26256842752,4756955136,937155
46944016,1139707648,2112948480,278270080,35322650624,4807854080,1026055
46944016,1139707648,2112948480,278270080,35322650624,4807854080,1026055
46944016,1139707648,2112948480,278270080,35322650624,4807854080,1026055
74197664,1466331904,3022440192,302089344,38556258304,7081718784,1031828
74197664,1466331904,3022440192,302089344,38556258304,7081718784,1031828
74197664,1466331904,3022440192,302089344,38556258304,7081718784,1031828
78855176,1469185024,3373472256,311037696,55134052352,10182381568,1063123
78855176,1469185024,3373472256,311037696,55134052352,10182381568,1063123
78855176,1469185024,3373472256,311037696,55134052352,10182381568,1063123
85333008,1469493760,3411155200,332211456,312287,13433921536,1362397
85333008,1469493760,3411155200,332211456,312287,13433921536,1362397
85333008,1469493760,3411155200,332211456,312287,13433921536,1362397
87141768,1565128704,4276772864,345752192,777054,13706397696,1557941
87141768,1565128704,4276772864,345752192,777054,13706397696,1557941
87141768,1565128704,4276772864,345752192,777054,13706397696,1557941
98714088,1579065344,6221369344,356951616,2395282,28942030848,1781206
98714088,1579065344,6221369344,356951616,2395282,28942030848,1781206
98714088,1579065344,6221369344,356951616,2395282,28942030848,1781206
100064704,1593976704,9884778496,388946784,7119190,30098249728,2412392
100064704,1593976704,9884778496,388946784,7119190,30098249728,2412392
100064704,1593976704,9884778496,388946784,7119190,30098249728,2412392
107626656,1636163328,18592620544,392984512,24530902,89097240576,2631954
107626656,1636163328,18592620544,392984512,24530902,89097240576,2631954
107626656,1636163328,18592620544,392984512,24530902,89097240576,2631954
117329488,2592785920,23319775232,416637824,25367620,660971,2634897
117329488,2592785920,23319775232,416637824,25367620,660971,2634897
117329488,2592785920,23319775232,416637824,25367620,660971,2634897
120572048,3171464704,48824938496,529097472,30091506,6405344,3112331
120572048,3171464704,48824938496,529097472,30091506,6405344,3112331
120572048,3171464704,48824938496,529097472,30091506,6405344,3112331
144900704,3226987008,77918945280,756149376,53152824,17596248,3383898
144900704,3226987008,77918945280,756149376,53152824,17596248,3383898
144900704,3226987008,77918945280,756149376,53152824,17596248,3383898
151274288,3637116928,1.04366E+11,829340928,62361228,49169696,3527237
151274288,3637116928,1.04366E+11,829340928,62361228,49169696,3527237
151274288,3637116928,1.04366E+11,829340928,62361228,49169696,3527237
184221632,3723306752,5540,1155685376,102854624,91563312,3729728
184221632,3723306752,5540,1155685376,102854624,91563312,3729728
184221632,3723306752,5540,1155685376,102854624,91563312,3729728
199404448,3920543744,288123,1190979072,197384016,101675480,3966062
199404448,3920543744,288123,1190979072,197384016,101675480,3966062
199404448,3920543744,288123,1190979072,197384016,101675480,3966062
294948704,4217967104,668538,1337906048,741601344,139386528,4593034
294948704,4217967104,668538,1337906048,741601344,139386528,4593034
294948704,4217967104,668538,1337906048,741601344,139386528,4593034
339309664,5123952640,2783928,1487950464,1719732864,230446656,4913081
339309664,5123952640,2783928,1487950464,1719732864,230446656,4913081
339309664,5123952640,2783928,1487950464,1719732864,230446656,4913081
347219104,6639374336,4348435,1681029888,5813435392,676202432,6252664
347219104,6639374336,4348435,1681029888,5813435392,676202432,6252664
347219104,6639374336,4348435,1681029888,5813435392,676202432,6252664
355830752,9245043712,4414792,1724116352,8321857536,748933696,7822715
355830752,9245043712,4414792,1724116352,8321857536,748933696,7822715
355830752,9245043712,4414792,1724116352,8321857536,748933696,7822715
469531040,9883624448,22850520,1748124928,8958035968,866854784,8216946
469531040,9883624448,22850520,1748124928,8958035968,866854784,8216946
469531040,9883624448,22850520,1748124928,8958035968,866854784,8216946
525524832,10261053440,40096504,1758087168,9733986304,1243056512,8332517
525524832,10261053440,40096504,1758087168,9733986304,1243056512,8332517
525524832,10261053440,40096504,1758087168,9733986304,1243056512,8332517
770915200,11893939200,42079600,1823064448,17140482048,1380986368,8351972
770915200,11893939200,42079600,1823064448,17140482048,1380986368,8351972
770915200,11893939200,42079600,1823064448,17140482048,1380986368,8351972
966361536,13798521856,85625960,1883019264,22677872640,1585913984,8968754
966361536,13798521856,85625960,1883019264,22677872640,1585913984,8968754
966361536,13798521856,85625960,1883019264,22677872640,1585913984,8968754
985291136,17221980160,94528368,1906339328,23058907136,1677795968,24282356
985291136,17221980160,94528368,1906339328,23058907136,1677795968,24282356
985291136,17221980160,94528368,1906339328,23058907136,1677795968,24282356
1892995840,18827132928,177997312,2075517184,32663117824,1690998400,47594648
1892995840,18827132928,177997312,2075517184,32663117824,1690998400,47594648
1892995840,18827132928,177997312,2075517184,32663117824,1690998400,47594648
2093781248,20060340224,423283712,2757050368,51912982528,3762890496,70695000
2093781248,20060340224,423283712,2757050368,51912982528,3762890496,70695000
2093781248,20060340224,423283712,2757050368,51912982528,3762890496,70695000
3112615680,25446469632,444473920,3360805376,55098335232,4133768704,188048304
3112615680,25446469632,444473920,3360805376,55098335232,4133768704,188048304
3112615680,25446469632,444473920,3360805376,55098335232,4133768704,188048304
4844576768,25823150080,823224320,124769,175310,4914846720,236137792
4844576768,25823150080,823224320,124769,175310,4914846720,236137792
4844576768,25823150080,823224320,124769,175310,4914846720,236137792
5327402496,28242169856,2156296960,259130,1313849,6248170496,308559584
5327402496,28242169856,2156296960,259130,1313849,6248170496,308559584
5327402496,28242169856,2156296960,259130,1313849,6248170496,308559584
7757999616,29699821568,2222661888,315484,1650618,6796967936,354016288
7757999616,29699821568,2222661888,315484,1650618,6796967936,354016288
7757999616,29699821568,2222661888,315484,1650618,6796967936,354016288
9375449088,53269962752,3086684160,533000,1802285,9447412736,363741952
9375449088,53269962752,3086684160,533000,1802285,9447412736,363741952
9375449088,53269962752,3086684160,533000,1802285,9447412736,363741952
9532475392,62689153024,3161977600,534100,2884872,11906254848,366581408
9532475392,62689153024,3161977600,534100,2884872,11906254848,366581408
9532475392,62689153024,3161977600,534100,2884872,11906254848,366581408
10147094528,48847,3486384640,645665,4620242,27247495168,372555648
10147094528,48847,3486384640,645665,4620242,27247495168,372555648
10147094528,48847,3486384640,645665,4620242,27247495168,372555648
204951,242617,4287259136,887105,5771470,31117912064,523204864
204951,242617,4287259136,887105,5771470,31117912064,523204864
204951,242617,4287259136,887105,5771470,31117912064,523204864
531287,863712,6437192704,925690,10323211,75948769280,555517568
531287,863712,6437192704,925690,10323211,75948769280,555517568
531287,863712,6437192704,925690,10323211,75948769280,555517568
696253,1105739,9434343424,1262903,11380840,1138015,634238464
696253,1105739,9434343424,1262903,11380840,1138015,634238464
696253,1105739,9434343424,1262903,11380840,1138015,634238464
1324997,3279107,18182780928,1463727,12529616,1354468,778135680
1324997,3279107,18182780928,1463727,12529616,1354468,778135680
1324997,3279107,18182780928,1463727,12529616,1354468,778135680
2528309,3669157,21069144064,2028042,14357701,7432488,902610368
2528309,3669157,21069144064,2028042,14357701,7432488,902610368
2528309,3669157,21069144064,2028042,14357701,7432488,902610368
2715182,4479385,43828289536,2077387,20615820,8073132,925638784
2715182,4479385,43828289536,2077387,20615820,8073132,925638784
2715182,4479385,43828289536,2077387,20615820,8073132,925638784
5387733,5243825,77886939136,2374528,33403834,10128184,1119380480
5387733,5243825,77886939136,2374528,33403834,10128184,1119380480
5387733,5243825,77886939136,2374528,33403834,10128184,1119380480
5912601,8012650,1.05008E+11,2547773,58186356,19538876,1238651136
5912601,8012650,1.05008E+11,2547773,58186356,19538876,1238651136
5912601,8012650,1.05008E+11,2547773,58186356,19538876,1238651136
5954126,8103087,29754,2756839,60233188,21200256,1455863040
5954126,8103087,29754,2756839,60233188,21200256,1455863040
5954126,8103087,29754,2756839,60233188,21200256,1455863040
7519111,8188271,394314,3487698,66997308,22158456,1539504000
7519111,8188271,394314,3487698,66997308,22158456,1539504000
7519111,8188271,394314,3487698,66997308,22158456,1539504000
8999256,8347919,704258,15818819,138072656,85896688,1630577920
8999256,8347919,704258,15818819,138072656,85896688,1630577920
8999256,8347919,704258,15818819,138072656,85896688,1630577920
11694876,20455088,1805362,21780652,359732448,119789936,1711587200
11694876,20455088,1805362,21780652,359732448,119789936,1711587200
11694876,20455088,1805362,21780652,359732448,119789936,1711587200
24159078,25343906,3126424,37764420,409051136,162536384,2305466368
24159078,25343906,3126424,37764420,409051136,162536384,2305466368
24159078,25343906,3126424,37764420,409051136,162536384,2305466368
28149096,26504456,7584500,73572336,416536640,177314464,2327491584
28149096,26504456,7584500,73572336,416536640,177314464,2327491584
28149096,26504456,7584500,73572336,416536640,177314464,2327491584
34342588,124242744,27342632,113540912,530780000,178439840,3181902848
34342588,124242744,27342632,113540912,530780000,178439840,3181902848
34342588,124242744,27342632,113540912,530780000,178439840,3181902848
76143840,128140640,31289252,159085904,891210112,235816976,3239128576
76143840,128140640,31289252,159085904,891210112,235816976,3239128576
76143840,128140640,31289252,159085904,891210112,235816976,3239128576
108806944,222783712,38229792,179032928,2379379200,302413920,3298897920
108806944,222783712,38229792,179032928,2379379200,302413920,3298897920
108806944,222783712,38229792,179032928,2379379200,302413920,3298897920
110441680,254671472,52928696,221490208,3915219456,302806592,3455203840
110441680,254671472,52928696,221490208,3915219456,302806592,3455203840
110441680,254671472,52928696,221490208,3915219456,302806592,3455203840
121522728,387829568,129233256,230863920,4397772800,324564256,3537282048
121522728,387829568,129233256,230863920,4397772800,324564256,3537282048
121522728,387829568,129233256,230863920,4397772800,324564256,3537282048
137430800,755668992,157351808,268040160,4580749312,378712256,4532126720
137430800,755668992,157351808,268040160,4580749312,378712256,4532126720
137430800,755668992,157351808,268040160,4580749312,378712256,4532126720
144429216,1154560256,362098400,272460544,8216749056,436940352,5027281408
144429216,1154560256,362098400,272460544,8216749056,436940352,5027281408
144429216,1154560256,362098400,272460544,8216749056,436940352,5027281408
159726080,1273084672,862966784,297986624,9933672448,473075680,5200535552
159726080,1273084672,862966784,297986624,9933672448,473075680,5200535552
159726080,1273084672,862966784,297986624,9933672448,473075680,5200535552
183496960,1352329088,865194368,313405376,13977690112,870737536,5575910400
183496960,1352329088,865194368,313405376,13977690112,870737536,5575910400
183496960,1352329088,865194368,313405376,13977690112,870737536,5575910400
198745824,1422591232,1103432064,356723168,15923279872,941597696,5855932416
198745824,1422591232,1103432064,356723168,15923279872,941597696,5855932416
198745824,1422591232,1103432064,356723168,15923279872,941597696,5855932416
224783552,1547430912,1343376128,376218432,23026462720,1023476736,7056040960
224783552,1547430912,1343376128,376218432,23026462720,1023476736,7056040960
224783552,1547430912,1343376128,376218432,23026462720,1023476736,7056040960
250887680,1619464960,1543904512,386958848,31367284736,1258823936,7785719808
250887680,1619464960,1543904512,386958848,31367284736,1258823936,7785719808
250887680,1619464960,1543904512,386958848,31367284736,1258823936,7785719808
337510464,1626193664,1867380992,392978848,934510,2493917184,10017487872
337510464,1626193664,1867380992,392978848,934510,2493917184,10017487872
337510464,1626193664,1867380992,392978848,934510,2493917184,10017487872
355823008,1667023360,2858006528,487797632,1139657,2525011968,12973012992
355823008,1667023360,2858006528,487797632,1139657,2525011968,12973012992
355823008,1667023360,2858006528,487797632,1139657,2525011968,12973012992
364726144,1721369600,2907570944,842245504,3852095,3492922624,14480501760
364726144,1721369600,2907570944,842245504,3852095,3492922624,14480501760
364726144,1721369600,2907570944,842245504,3852095,3492922624,14480501760
453874752,2248265216,5403758592,1024780352,3853762,7128565760,20519682048
453874752,2248265216,5403758592,1024780352,3853762,7128565760,20519682048
453874752,2248265216,5403758592,1024780352,3853762,7128565760,20519682048
487294400,2766824448,9017684992,1091361536,7442264,8532114944,20721182720
487294400,2766824448,9017684992,1091361536,7442264,8532114944,20721182720
487294400,2766824448,9017684992,1091361536,7442264,8532114944,20721182720
609830336,2829321216,14704171008,1247749888,9481815,23555162112,23698993152
609830336,2829321216,14704171008,1247749888,9481815,23555162112,23698993152
609830336,2829321216,14704171008,1247749888,9481815,23555162112,23698993152
613579520,3373690368,34621726720,1293124096,10883976,28305801216,25540882432
613579520,3373690368,34621726720,1293124096,10883976,28305801216,25540882432
613579520,3373690368,34621726720,1293124096,10883976,28305801216,25540882432
1067426688,3578212864,44409192448,1439597568,13590155,358539,27439855616
1067426688,3578212864,44409192448,1439597568,13590155,358539,27439855616
1067426688,3578212864,44409192448,1439597568,13590155,358539,27439855616
1146307072,3896300032,780407,1535333632,16975420,2608863,30157545472
1146307072,3896300032,780407,1535333632,16975420,2608863,30157545472
1146307072,3896300032,780407,1535333632,16975420,2608863,30157545472
1287972608,4271556096,999624,1572311808,36213460,6888768,33161588736
1287972608,4271556096,999624,1572311808,36213460,6888768,33161588736
1287972608,4271556096,999624,1572311808,36213460,6888768,33161588736
2318126080,4309875712,1314006,1672214016,48331244,7957166,34841755648
2318126080,4309875712,1314006,1672214016,48331244,7957166,34841755648
2318126080,4309875712,1314006,1672214016,48331244,7957166,34841755648
2583011072,6072427520,1664548,1681043840,63425972,10455594,4515
2583011072,6072427520,1664548,1681043840,63425972,10455594,4515
2583011072,6072427520,1664548,1681043840,63425972,10455594,4515
3473671936,8957308928,3192776,1711089152,80413072,12367484,46398
3473671936,8957308928,3192776,1711089152,80413072,12367484,46398
3473671936,8957308928,3192776,1711089152,80413072,12367484,46398
6284856320,9829638144,3654320,1712690176,140555664,23541480,51079
6284856320,9829638144,3654320,1712690176,140555664,23541480,51079
6284856320,9829638144,3654320,1712690176,140555664,23541480,51079
6890159104,11276040192,10127284,1722659328,295986432,73519336,147347
6890159104,11276040192,10127284,1722659328,295986432,73519336,147347
6890159104,11276040192,10127284,1722659328,295986432,73519336,147347
10617739264,11315706880,21228740,1903573120,401697536,90482880,162886
10617739264,11315706880,21228740,1903573120,401697536,90482880,162886
10617739264,11315706880,21228740,1903573120,401697536,90482880,162886
12033037312,12960119808,36852420,2625479424,445802112,112936800,171994
12033037312,12960119808,36852420,2625479424,445802112,112936800,171994
12033037312,12960119808,36852420,2625479424,445802112,112936800,171994
12826617856,13900378112,50432920,2882721536,498368384,151778480,184661
12826617856,13900378112,50432920,2882721536,498368384,151778480,184661
12826617856,13900378112,50432920,2882721536,498368384,151778480,184661
12989108224,15729631232,55129380,24207,955379840,201904768,204545
12989108224,15729631232,55129380,24207,955379840,201904768,204545
12989108224,15729631232,55129380,24207,955379840,201904768,204545
56704,16956021760,108334832,248017,2364923136,215555536,215640
56704,16956021760,108334832,248017,2364923136,215555536,215640
56704,16956021760,108334832,248017,2364923136,215555536,215640
106027,23295209472,159808944,270509,4372286464,215602224,268979
106027,23295209472,159808944,270509,4372286464,215602224,268979
106027,23295209472,159808944,270509,4372286464,215602224,268979
133575,23947075584,441844928,327382,4470228480,294420224,342393
133575,23947075584,441844928,327382,4470228480,294420224,342393
133575,23947075584,441844928,327382,4470228480,294420224,342393
136474,25162391552,952661632,429880,5129020928,341713792,361659
136474,25162391552,952661632,429880,5129020928,341713792,361659
136474,25162391552,952661632,429880,5129020928,341713792,361659
159438,28840980480,1047935808,592472,8208114688,344379968,373218
159438,28840980480,1047935808,592472,8208114688,344379968,373218
159438,28840980480,1047935808,592472,8208114688,344379968,373218
208371,53771329536,1078954880,614030,10334452736,376837056,382343
208371,53771329536,1078954880,614030,10334452736,376837056,382343
208371,53771329536,1078954880,614030,10334452736,376837056,382343
233217,53898608640,1336396672,738081,14055948288,398435776,418465
233217,53898608640,1336396672,738081,14055948288,398435776,418465
233217,53898608640,1336396672,738081,14055948288,398435776,418465
260921,379,1578534784,896446,14381529088,514390432,534666
260921,379,1578534784,896446,14381529088,514390432,534666
260921,379,1578534784,896446,14381529088,514390432,534666
365691,313329,1886595584,1230357,23101575168,899561280,537806
365691,313329,1886595584,1230357,23101575168,899561280,537806
365691,313329,1886595584,1230357,23101575168,899561280,537806
600370,548223,2579273216,1390388,28709363712,1034553216,574795
600370,548223,2579273216,1390388,28709363712,1034553216,574795
600370,548223,2579273216,1390388,28709363712,1034553216,574795
630663,666409,2688117504,3179072,703210,1102747904,823832
630663,666409,2688117504,3179072,703210,1102747904,823832
630663,666409,2688117504,3179072,703210,1102747904,823832
935159,1080501,6458356736,8211674,2068083,1279975680,875196
935159,1080501,6458356736,8211674,2068083,1279975680,875196
935159,1080501,6458356736,8211674,2068083,1279975680,875196
1016264,1805851,7246187008,14420924,2319725,2209133056,943225
1016264,1805851,7246187008,14420924,2319725,2209133056,943225
1016264,1805851,7246187008,14420924,2319725,2209133056,943225
2958222,1877501,14944239616,23100536,3320651,2571977728,976839
2958222,1877501,14944239616,23100536,3320651,2571977728,976839
2958222,1877501,14944239616,23100536,3320651,2571977728,976839
3085527,2182138,35308228608,37285656,3657286,3517411328,1237195
3085527,2182138,35308228608,37285656,3657286,3517411328,1237195
3085527,2182138,35308228608,37285656,3657286,3517411328,1237195
3208210,2569125,46017163264,41665388,4691031,7097683968,1440581
3208210,2569125,46017163264,41665388,4691031,7097683968,1440581
3208210,2569125,46017163264,41665388,4691031,7097683968,1440581
3360585,3451160,109301,50938212,9176422,8760786944,1483297
3360585,3451160,109301,50938212,9176422,8760786944,1483297
3360585,3451160,109301,50938212,9176422,8760786944,1483297
4177541,4955882,160766,54222472,10864315,22873591808,2162143
4177541,4955882,160766,54222472,10864315,22873591808,2162143
4177541,4955882,160766,54222472,10864315,22873591808,2162143
4315046,7091742,517634,68475944,10961695,30906763264,2240329
4315046,7091742,517634,68475944,10961695,30906763264,2240329
4315046,7091742,517634,68475944,10961695,30906763264,2240329
4822473,9582566,1072512,73111280,18545120,641,2867121
4822473,9582566,1072512,73111280,18545120,641,2867121
4822473,9582566,1072512,73111280,18545120,641,2867121
5711816,11911525,3038172,73661136,19728288,181293,3187396
5711816,11911525,3038172,73661136,19728288,181293,3187396
5711816,11911525,3038172,73661136,19728288,181293,3187396
11753595,12763936,4240583,84344992,31279160,807004,3538045
11753595,12763936,4240583,84344992,31279160,807004,3538045
11753595,12763936,4240583,84344992,31279160,807004,3538045
13058970,13744090,4441322,90058560,45568520,1411861,3609836
13058970,13744090,4441322,90058560,45568520,1411861,3609836
13058970,13744090,4441322,90058560,45568520,1411861,3609836
13684192,15650464,9025037,96595256,79384832,1824808,3741032
13684192,15650464,9025037,96595256,79384832,1824808,3741032
13684192,15650464,9025037,96595256,79384832,1824808,3741032
14502140,16164705,27784844,106214416,93742344,2377967,4226815
14502140,16164705,27784844,106214416,93742344,2377967,4226815
14502140,16164705,27784844,106214416,93742344,2377967,4226815
14592818,22433218,38437776,183935552,111114800,4951525,5697890
14592818,22433218,38437776,183935552,111114800,4951525,5697890
14592818,22433218,38437776,183935552,111114800,4951525,5697890
16044761,24078094,56831564,253660704,201452192,6074936,6261195
16044761,24078094,56831564,253660704,201452192,6074936,6261195
16044761,24078094,56831564,253660704,201452192,6074936,6261195
16984354,24661450,125177904,260391680,397193472,49623208,7604232
16984354,24661450,125177904,260391680,397193472,49623208,7604232
16984354,24661450,125177904,260391680,397193472,49623208,7604232
17530848,27720712,283697440,293628896,581413184,62680688,8189865
17530848,27720712,283697440,293628896,581413184,62680688,8189865
17530848,27720712,283697440,293628896,581413184,62680688,8189865
17902454,29309252,741882688,366393792,587634496,85721920,8886573
17902454,29309252,741882688,366393792,587634496,85721920,8886573
17902454,29309252,741882688,366393792,587634496,85721920,8886573
28464516,30536800,862233216,373779904,807835392,121729360,12717085
28464516,30536800,862233216,373779904,807835392,121729360,12717085
28464516,30536800,862233216,373779904,807835392,121729360,12717085
38890728,33760052,899970432,411346432,1121446912,123036448,16445596
38890728,33760052,899970432,411346432,1121446912,123036448,16445596
38890728,33760052,899970432,411346432,1121446912,123036448,16445596
41125240,33974792,1063390016,414622016,1160310656,125597152,16941360
41125240,33974792,1063390016,414622016,1160310656,125597152,16941360
41125240,33974792,1063390016,414622016,1160310656,125597152,16941360
56730020,34862608,1239023232,418096512,1990814080,144829344,27060878
56730020,34862608,1239023232,418096512,1990814080,144829344,27060878
56730020,34862608,1239023232,418096512,1990814080,144829344,27060878
62900620,37600192,1646077184,430271840,3627618816,161071392,74216352
62900620,37600192,1646077184,430271840,3627618816,161071392,74216352
62900620,37600192,1646077184,430271840,3627618816,161071392,74216352
66540100,38475744,1948205824,442275904,3803198976,191493136,102574944
66540100,38475744,1948205824,442275904,3803198976,191493136,102574944
66540100,38475744,1948205824,442275904,3803198976,191493136,102574944
69019072,43816376,2191710720,456385152,3996136960,224019872,106139440
69019072,43816376,2191710720,456385152,3996136960,224019872,106139440
69019072,43816376,2191710720,456385152,3996136960,224019872,106139440
73329736,59491688,4752065024,463176768,7207259136,229643392,111603888
73329736,59491688,4752065024,463176768,7207259136,229643392,111603888
73329736,59491688,4752065024,463176768,7207259136,229643392,111603888
77689264,61240624,7063920640,466310080,9112435712,239409136,251102944
77689264,61240624,7063920640,466310080,9112435712,239409136,251102944
77689264,61240624,7063920640,466310080,9112435712,239409136,251102944
86487712,64290768,9524751360,640645120,12490164224,303021184,274021536
86487712,64290768,9524751360,640645120,12490164224,303021184,274021536
86487712,64290768,9524751360,640645120,12490164224,303021184,274021536
100665600,69410928,29309472768,724925376,13778102272,326927456,298871744
100665600,69410928,29309472768,724925376,13778102272,326927456,298871744
100665600,69410928,29309472768,724925376,13778102272,326927456,298871744
106796736,72513952,39149322240,173,22621704192,357735072,374331136
106796736,72513952,39149322240,173,22621704192,357735072,374331136
106796736,72513952,39149322240,173,22621704192,357735072,374331136
107918504,84926584,133705,62708,26106064896,451588544,409223072
107918504,84926584,133705,62708,26106064896,451588544,409223072
107918504,84926584,133705,62708,26106064896,451588544,409223072
113513872,95912416,320550,105911,170684,598902592,480070656
113513872,95912416,320550,105911,170684,598902592,480070656
113513872,95912416,320550,105911,170684,598902592,480070656
130897280,100510896,968356,173690,595820,641792384,480968896
130897280,100510896,968356,173690,595820,641792384,480968896
130897280,100510896,968356,173690,595820,641792384,480968896
160187792,111246448,1156831,226048,2087842,750094080,586210560
160187792,111246448,1156831,226048,2087842,750094080,586210560
160187792,111246448,1156831,226048,2087842,750094080,586210560
181361616,129997024,1479670,226507,3270730,1172578048,636844160
181361616,129997024,1479670,226507,3270730,1172578048,636844160
181361616,129997024,1479670,226507,3270730,1172578048,636844160
213322832,167782032,2189760,350549,4285207,1570940928,780702656
213322832,167782032,2189760,350549,4285207,1570940928,780702656
213322832,167782032,2189760,350549,4285207,1570940928,780702656
230403584,179555296,3814446,398082,10888699,1591033856,812969344
230403584,179555296,3814446,398082,10888699,1591033856,812969344
230403584,179555296,3814446,398082,10888699,1591033856,812969344
239220496,222269936,31947936,596167,12881369,2162103808,1029601984
239220496,222269936,31947936,596167,12881369,2162103808,1029601984
239220496,222269936,31947936,596167,12881369,2162103808,1029601984
271611744,223286848,32011766,749363,17312552,4482840576,1039724544
271611744,223286848,32011766,749363,17312552,4482840576,1039724544
271611744,223286848,32011766,749363,17312552,4482840576,1039724544
280177952,285984128,39004272,896593,18536636,7742445568,1517566720
280177952,285984128,39004272,896593,18536636,7742445568,1517566720
280177952,285984128,39004272,896593,18536636,7742445568,1517566720
322965312,329598976,127957528,1522523,21431354,17491351552,1596213760
322965312,329598976,127957528,1522523,21431354,17491351552,1596213760
322965312,329598976,127957528,1522523,21431354,17491351552,1596213760
367356896,432107520,357794304,2596407,21546092,24832206848,1928181632
367356896,432107520,357794304,2596407,21546092,24832206848,1928181632
367356896,432107520,357794304,2596407,21546092,24832206848,1928181632
470360576,663861248,820623744,4732956,41783600,2844322,1928341504
470360576,663861248,820623744,4732956,41783600,2844322,1928341504
470360576,663861248,820623744,4732956,41783600,2844322,1928341504
517864608,723233984,840188416,9415077,56517724,3233009,2173105408
517864608,723233984,840188416,9415077,56517724,3233009,2173105408
517864608,723233984,840188416,9415077,56517724,3233009,2173105408
525745376,763543232,929127616,14192502,72553688,3706389,2264772096
525745376,763543232,929127616,14192502,72553688,3706389,2264772096
525745376,763543232,929127616,14192502,72553688,3706389,2264772096
570503552,996076032,1139834624,26455024,82615728,13753009,2343484928
570503552,996076032,1139834624,26455024,82615728,13753009,2343484928
570503552,996076032,1139834624,26455024,82615728,13753009,2343484928
702735488,1037466368,1232248064,35261480,150689120,19951274,3064599040
702735488,1037466368,1232248064,35261480,150689120,19951274,3064599040
702735488,1037466368,1232248064,35261480,150689120,19951274,3064599040
719163264,1056076992,1604749312,43460376,183133792,41552608,3747130368
719163264,1056076992,1604749312,43460376,183133792,41552608,3747130368
719163264,1056076992,1604749312,43460376,183133792,41552608,3747130368
764287488,1058641792,2067945728,50152712,198156800,71828048,3834327040
764287488,1058641792,2067945728,50152712,198156800,71828048,3834327040
764287488,1058641792,2067945728,50152712,198156800,71828048,3834327040
795815680,1138979456,2265991424,67759216,586104960,84074968,3902865920
795815680,1138979456,2265991424,67759216,586104960,84074968,3902865920
795815680,1138979456,2265991424,67759216,586104960,84074968,3902865920
907189184,1173979392,4783404032,75981456,679589632,103827080,5225689600
907189184,1173979392,4783404032,75981456,679589632,103827080,5225689600
