Log2-transformed iBAQ NOR_1,Log2-transformed iBAQ NOR_2,Log2-transformed iBAQ NOR_3,Log2-transformed iBAQ NOR_4,Log2-transformed iBAQ NOR_5,Log2-transformed iBAQ NOR_6,Log2-transformed iBAQ CKD_1_1,Log2-transformed iBAQ CKD_1_2,Log2-transformed iBAQ CKD_1_3,Log2-transformed iBAQ CKD_1_4,Log2-transformed iBAQ CKD_1_5,Log2-transformed iBAQ CKD_1_6,Log2-transformed iBAQ CKD_1_7,Log2-transformed iBAQ CKD_1_8,Log2-transformed iBAQ CKD_1_9,Log2-transformed iBAQ CKD_3_1,Log2-transformed iBAQ CKD_3_2,Log2-transformed iBAQ CKD_3_3,Log2-transformed iBAQ CKD_3_4,Log2-transformed iBAQ CKD_3_5,Log2-transformed iBAQ CKD_3_6,Log2-transformed iBAQ CKD_3_7,Log2-transformed iBAQ CKD_3_8,Log2-transformed iBAQ CKD_3_9,Log2-transformed iBAQ CKD_3_10,Log2-transformed iBAQ CKD_3_11,Log2-transformed iBAQ CKD_5_1,Log2-transformed iBAQ CKD_5_2,Log2-transformed iBAQ CKD_5_3,Log2-transformed iBAQ CKD_5_4,Log2-transformed iBAQ CKD_5_5,Log2-transformed iBAQ CKD_5_6,Log2-transformed iBAQ CKD_5_7,Log2-transformed iBAQ CKD_5_8,Log2-transformed iBAQ CKD_5_9,Log2-transformed iBAQ CKD_5_10
17.85866165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.16648674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,15.65382481,NaN,NaN,NaN,NaN,NaN,NaN,16.41428947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.73194885,16.93893623,16.21615791,17.65235519,NaN,NaN,NaN,NaN,17.88542175,NaN,NaN,17.83133125,NaN,17.07785797,20.8306675,15.9876194,17.17279816
21.73094559,NaN,19.11186981,18.50529289,20.39445877,19.35782242,NaN,NaN,NaN,NaN,18.82913399,NaN,19.94377899,19.62820435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.15543938,21.87582779,23.74960136,21.89943886,23.08568192,23.43974304,24.6768589,24.33244705,25.3329258,24.93934631,24.61335564,24.21600914,24.43733215,25.47657967,24.58485794,24.88376236,25.93694687,24.15027237,24.78111839,25.41770363,26.24160004,26.17045021,23.6799221,25.26835251,24.22096062,24.90237617,26.11187553,25.05444908,25.52007294,25.41837883,25.28386879,24.5148468,23.38271332,25.21822739,23.36519623,24.67782784
21.95489502,23.29431915,22.12732506,22.96809006,23.59889221,19.72883034,23.62042046,23.9656086,23.61829376,24.19745636,22.40163612,23.76435661,23.71900177,24.26549339,23.90481186,23.41144562,24.14258003,23.76567268,24.10381699,24.35279274,21.50426483,22.54037857,23.46413422,23.39741325,23.52611732,23.9221611,23.38942528,23.84191704,24.20209694,23.54368591,23.79560661,23.17819023,21.49964905,23.37026024,24.63920403,23.6118927
NaN,17.01072502,17.26233292,18.12827682,NaN,16.63339233,NaN,17.38068008,NaN,NaN,21.25031853,NaN,20.37113762,17.96640396,NaN,NaN,NaN,NaN,NaN,NaN,17.79829407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.18374252,NaN,NaN,17.65424538,NaN,NaN
24.30319786,24.28806496,23.70345497,23.88455391,24.35930824,21.67585945,23.92061615,23.99325752,24.42962837,24.65135384,23.54898453,22.78775787,24.75821877,25.35608673,22.46948624,23.25666618,23.77705956,20.6996479,21.42644501,24.30528641,22.72048378,21.84831238,22.69144821,21.29137039,22.44174576,22.30991364,NaN,NaN,22.07241249,NaN,18.08985329,19.62642288,21.65983772,18.13791084,NaN,22.36479568
20.18240929,19.8465004,18.76930237,19.3559742,21.29434776,17.88166428,20.73958206,20.07678986,19.93031311,21.12072945,21.08712387,17.80631065,22.43984413,21.48109055,18.15995026,19.70928955,19.67970276,NaN,19.4670639,19.4774971,20.11718178,18.86954498,19.81332779,18.5934639,18.68582344,18.93361664,15.62545204,16.64653015,NaN,16.67411041,17.36136055,18.5533371,17.67803574,NaN,NaN,17.55704498
20.34201813,20.88076782,20.76368904,20.55552864,22.14226913,19.48280334,20.29882813,18.83377266,NaN,19.98759651,21.49497032,NaN,21.36185455,21.03328514,NaN,20.72667122,19.58440781,18.49091339,19.87936211,20.34570503,19.42464256,17.34507561,21.41977501,NaN,17.84860992,NaN,17.40465927,NaN,NaN,NaN,NaN,NaN,NaN,20.48866081,23.07172585,NaN
18.46092033,21.20752907,18.25976181,17.74057198,18.07853699,15.4246254,NaN,NaN,NaN,15.18530178,NaN,NaN,19.83654976,16.77699852,NaN,NaN,NaN,NaN,NaN,16.75290298,16.62270927,16.6094532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.34082413,NaN,15.93274498,18.03198051,NaN,18.49712753
23.22695351,22.58962059,22.68637085,23.46201324,23.79074287,21.88479614,23.36879539,22.21735573,22.85876274,24.14468193,24.23337555,18.47785378,24.49996567,24.71161652,18.41901398,21.67616081,22.07283783,20.23186874,18.16383553,20.71406174,20.26258659,21.23163414,22.15838623,NaN,19.56534386,18.48325729,19.54918671,NaN,18.0942421,NaN,20.24493027,15.95558167,18.67996025,19.65072632,NaN,NaN
18.2810688,19.57559013,20.80939102,23.06450653,20.63271904,NaN,19.73771858,NaN,19.75270653,19.26929092,19.6746273,NaN,19.93373108,19.75376892,NaN,20.91517258,20.18881989,NaN,18.32113457,NaN,NaN,17.74267769,20.81339073,18.74267769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.20332909,18.85330963,NaN,NaN,NaN,NaN,NaN,14.84691048,17.33612251,NaN,NaN,NaN,16.54068756,NaN,NaN,NaN,16.91087723,NaN,NaN,NaN,15.90851021,NaN,NaN,NaN
NaN,19.3922596,18.19988251,NaN,19.96437454,NaN,NaN,NaN,NaN,NaN,21.86291122,NaN,23.67066002,19.11664772,NaN,NaN,NaN,NaN,NaN,18.38902664,20.70539665,18.67817307,20.89777756,NaN,NaN,NaN,18.83845901,18.6026268,NaN,NaN,21.73665428,NaN,20.91757965,23.28489113,NaN,NaN
18.15140343,18.79785156,19.34297371,20.45813751,21.03543472,17.59754372,18.49817848,NaN,NaN,20.40571976,19.80574417,NaN,20.6485157,20.37039375,NaN,NaN,NaN,18.16226387,18.26535797,NaN,17.82139969,NaN,18.11441422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.9810257,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.69438553,NaN,NaN,NaN,NaN,18.89222908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.19614029,19.79414368,NaN
15.62050629,NaN,18.1891098,17.8478775,17.96206093,NaN,18.80432701,17.19767761,18.78123093,16.40309525,18.61039734,17.40415955,20.09558296,19.29450417,18.61191177,NaN,15.99636269,NaN,NaN,16.98459625,NaN,NaN,17.44475555,20.3126297,NaN,20.47822762,NaN,16.47277069,19.26773834,21.72891426,NaN,21.10622978,NaN,15.33866692,25.57530975,19.1106205
23.59662056,24.0322094,22.75244141,22.88779259,24.76845169,20.48315811,22.8185482,21.57957458,21.62564659,22.25182152,NaN,NaN,24.75715065,23.26241302,19.58739662,21.61423111,20.57579422,NaN,NaN,22.80339241,NaN,NaN,NaN,21.25107002,NaN,21.24115181,24.51869392,25.09224701,24.80252457,NaN,26.69418335,21.98541069,20.7333889,24.31416702,23.05419159,19.32040787
18.79579163,17.71538544,19.72267342,NaN,18.11522675,24.28559685,19.29777527,19.89495468,19.96141052,22.27926254,20.75865555,21.31168938,20.33407211,20.34093285,21.54203224,19.80390167,20.86989212,20.71916771,19.91778374,24.55086327,24.64729691,23.33333588,23.37769318,21.90870285,21.04786682,21.96684074,24.95424652,22.3823452,22.39199638,21.72363281,26.40143776,21.17718506,24.38633728,25.856287,22.15530014,22.03039169
19.82877731,18.70721817,20.24237442,17.38110352,19.37680817,21.80652237,NaN,NaN,NaN,22.74712372,22.9389801,NaN,23.59514046,20.59650612,NaN,NaN,NaN,NaN,NaN,NaN,19.7167263,18.13380432,21.399786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.11659431,21.69557571,20.24864197,24.41673851,23.1979351,20.12527657,17.4155941,NaN,NaN,NaN,NaN,NaN,21.66782761,21.01842117,NaN,20.38469124,NaN,19.57080078,NaN,NaN,20.35853195,NaN,18.08405113,18.16702652,NaN,20.27741814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.01127052,NaN,NaN
24.99942207,24.50136375,24.0432682,25.95978355,24.57062721,23.37438011,22.41900253,23.11890793,22.66587639,24.63489151,25.72660828,21.53857994,25.08675194,25.60002899,21.9628582,22.28181076,22.60039139,NaN,18.81968689,22.04626846,22.0887413,22.81759262,22.59839249,NaN,20.18725014,21.20788574,19.78505325,20.32003403,NaN,19.61304474,20.14170837,18.33289337,18.93502617,NaN,NaN,19.70115471
17.34628868,19.94592476,18.82870102,NaN,20.31528664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.12110901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.29063988,17.61676407,17.57938957,19.40397263,19.18621063,16.95480919,NaN,NaN,NaN,18.53214264,19.90807915,NaN,19.35612488,17.88106537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.53821945,NaN,NaN,19.37661743,NaN,NaN,NaN,NaN,NaN,NaN,21.2896843,20.31418037,NaN,NaN,19.20438004,19.1934967,19.37731552,18.13545799,NaN,18.28825378,20.49843216,19.44524193,17.98459625,18.34433937,19.72673798,NaN
NaN,20.36591721,17.61317062,21.44561577,21.04086304,NaN,17.41129494,19.89243698,19.79315948,19.34797668,20.50387573,NaN,21.02593994,21.83638,NaN,21.45833778,18.6723156,NaN,NaN,17.74129486,20.34602928,19.9863472,22.13370323,NaN,18.06039047,NaN,19.71726227,19.0684433,NaN,17.84824371,22.04899788,20.02228737,21.3997345,24.36192131,22.94231224,NaN
17.19065475,NaN,18.45121193,19.50296402,19.71219826,18.20227623,NaN,18.03703117,NaN,NaN,22.69894791,NaN,18.23069572,18.89962196,NaN,17.88524437,18.76273155,NaN,NaN,19.70910454,NaN,17.01399803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.91213417,NaN,NaN,21.52783585,21.25153351,NaN
23.5743866,24.52229118,24.96697235,26.41041183,25.49820137,24.99356079,24.90747452,23.23680878,24.13037682,23.90784073,27.49388695,24.99226379,26.35761452,26.6768055,24.0116291,22.70142555,23.8158741,19.51789665,20.9591465,21.97428322,21.08284378,22.07760429,24.09796333,20.72225761,21.80522346,24.58359528,21.40254784,NaN,19.88214111,NaN,24.28947258,18.81762695,22.12028503,22.45796204,19.65228462,20.4783268
21.97154999,22.6585083,21.39576721,23.15594864,23.46014023,20.03321838,21.43842506,20.94270706,21.80994034,22.0679245,24.48505211,20.41452026,23.95295906,23.86891365,19.917593,20.32695961,21.12445641,18.17284775,15.95943642,19.86551857,19.42191315,NaN,18.70512581,NaN,NaN,18.70799255,20.1021347,18.34399223,19.36666298,16.01765633,22.24176407,20.26086426,19.89696503,21.64970016,20.65097046,NaN
25.31620598,25.36436081,25.48059082,25.946661,26.35583496,24.28411484,23.92079926,23.10509491,22.50457954,24.10237503,26.5932045,22.05626106,26.35986137,25.76615334,20.02215195,23.63544464,21.0230999,21.95638466,NaN,23.65621948,24.02884293,22.88639832,23.36038017,NaN,NaN,18.52775955,19.84108734,21.94781494,NaN,22.67124367,20.73090553,NaN,21.8622303,21.75356483,18.9569664,NaN
17.3114109,15.83967113,NaN,NaN,NaN,NaN,15.93440533,NaN,NaN,NaN,NaN,17.92526436,18.09584045,NaN,17.39305496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.47548103,NaN,NaN,NaN,18.07702446,NaN,NaN,NaN,16.69805336,17.86393166,NaN,NaN,NaN,17.30572319
18.14484787,18.16186905,18.56833458,18.49806213,18.88634491,18.29081917,NaN,NaN,NaN,NaN,NaN,NaN,21.02519608,21.48968887,NaN,NaN,NaN,NaN,NaN,NaN,18.22942924,16.51375771,20.55982971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.77455521,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.48911095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.50397301,21.35067558,22.62225342,21.87990761,22.51166534,22.87835503,19.89004707,20.92810249,20.05284882,22.99936295,23.97000504,NaN,23.57392311,23.16700554,NaN,20.11540413,20.54839706,NaN,NaN,22.85302353,22.71969032,22.76797676,NaN,NaN,NaN,NaN,21.41436577,19.75189018,20.25649452,NaN,22.257761,NaN,22.39879608,22.83031845,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.29114532,21.62987518,18.59510422,21.0886116,21.90510559,22.07136536,20.91575623,21.62880898,21.82803345,22.9299984,21.55842781,16.77674103,20.22764397,20.40426445,19.44163895,20.25787544,22.1905098,NaN,18.72420692,20.35681343,20.97421265,18.92059135,22.94758415,18.85025978,21.92972755,20.85071754,19.75958252,16.86447716,19.77376747,NaN,18.58585739,20.35519981,22.34694862,20.22399712,17.25460434,17.82351685
16.45220947,NaN,NaN,NaN,NaN,NaN,NaN,15.8710146,NaN,NaN,NaN,NaN,NaN,16.50785637,NaN,NaN,NaN,NaN,NaN,17.85841751,NaN,NaN,19.47032547,NaN,NaN,NaN,20.32300568,18.89065552,16.95162582,NaN,22.22031021,NaN,16.03960419,19.89067078,21.22411537,NaN
17.94900513,NaN,NaN,15.24625778,NaN,NaN,NaN,19.05555344,18.41604614,NaN,17.94535255,19.31789398,18.20404625,19.27444267,18.90265846,19.57644081,19.6677494,NaN,18.29401016,20.46253777,19.35104179,17.59492302,19.16041756,17.31070137,19.50053406,18.93784523,22.93854904,20.05099106,20.12918282,18.18335342,24.97906303,19.54198456,22.05062675,25.10617447,21.99265289,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.11870193,NaN,NaN,19.35412407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.30712509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.03445435,NaN,NaN,NaN,18.3083477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.07793617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.72507286,19.46315765,17.5235157,18.55449867,19.78746223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,17.44143677,NaN,NaN,19.66111755,NaN,NaN,NaN,NaN,NaN,22.02330208,NaN,22.03875351,22.84536743,NaN,17.17747879,NaN,NaN,NaN,NaN,NaN,NaN,20.67736435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.7424469,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19.08049011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.32364464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.8941555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.86226845,21.20072174,20.09918404,20.37283897,23.81166649,18.78126335,23.69795227,25.76893234,24.95584297,25.32567024,25.83465576,24.17592239,27.10489655,26.59534073,23.44884491,24.2637043,23.49008179,NaN,20.00840187,24.60495567,24.86301613,24.29340744,26.24203682,21.48542023,22.11136627,22.71508789,21.12060165,18.33978081,22.73289299,19.85925293,NaN,21.02661514,25.21582413,21.20705223,21.77575302,20.99782944
NaN,NaN,19.59656143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.23713112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.55127335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.74779892,22.42095757,21.77635574,23.0977211,23.60433388,20.94377899,21.12231064,17.85166359,20.17255402,21.26968002,26.26135635,19.3094368,24.39348984,23.65447235,NaN,20.12565613,19.20361519,20.63661766,19.434021,21.3649025,19.00464821,NaN,21.45658493,19.17803764,NaN,21.9067955,NaN,NaN,NaN,NaN,21.75262642,NaN,19.71265221,20.91254425,NaN,19.79357147
NaN,NaN,17.91181374,NaN,NaN,NaN,18.7192688,21.66830254,21.93218231,21.00181961,NaN,NaN,21.91619492,20.11400604,NaN,20.25948524,NaN,NaN,NaN,22.07100487,21.96525574,19.35625458,18.79112434,NaN,18.87822533,19.27587509,NaN,NaN,NaN,NaN,NaN,NaN,17.89030075,16.49078751,18.29162979,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.61388969,NaN,NaN
19.8837986,21.5950489,21.94645882,21.39644623,21.93513489,21.78360748,19.10840225,21.70429802,20.55590439,22.3631916,23.44884491,19.44621086,23.26456261,23.79946518,19.80506706,20.92288589,20.57135582,NaN,NaN,21.99586487,22.35455513,22.35914803,23.93795586,NaN,19.29383087,19.44820976,17.61934662,17.49911308,NaN,NaN,20.66925621,NaN,21.06486893,20.7997818,NaN,NaN
NaN,NaN,NaN,NaN,15.87305927,NaN,18.00536156,18.76794434,NaN,NaN,23.16341591,NaN,18.30331612,NaN,NaN,NaN,19.1587677,NaN,NaN,19.46359634,21.73053169,NaN,23.11886215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.10285759,18.98451233,NaN,21.28742981,21.85935211,NaN
NaN,NaN,NaN,17.60711288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.87444687,20.67925644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,16.67727852,NaN,19.42010498,NaN,NaN,NaN,18.64322281,NaN,18.58691978,19.8098774,NaN,NaN,NaN,NaN,NaN,NaN,17.56167603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.60385895,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.03365517,20.8242321,19.78215981,22.22849655,21.93829727,19.05891037,21.6853447,NaN,22.37597084,21.42751884,23.30312729,NaN,23.01996422,22.11410141,NaN,22.58258629,21.72587967,NaN,NaN,NaN,19.97365189,19.90127373,21.77651596,18.55052185,NaN,20.22834969,NaN,17.12151337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.26338768,20.92274094,19.82253647,22.91828918,22.88559723,19.50866127,23.9687748,22.40691376,23.00968361,23.50385284,23.04743385,19.07759857,22.98436737,19.35024452,19.4414978,24.88581085,24.17767334,20.56485939,21.38947868,23.18028641,22.13135147,22.32240105,23.53552055,15.15363121,21.92882538,20.7997818,19.79220581,21.09609795,20.39079094,21.98502731,22.33807755,19.98064232,22.96757889,20.25971603,15.33699417,19.86722374
NaN,16.17517853,NaN,NaN,NaN,15.88135338,NaN,NaN,NaN,NaN,NaN,16.62056351,19.04102325,16.68414497,NaN,NaN,16.36507416,NaN,18.61273956,17.04281425,20.02553368,15.9168129,NaN,16.34857178,15.3303566,15.70479488,18.50846863,19.48599052,16.24099541,17.14101028,21.65486526,15.32702637,20.16766357,23.44252968,19.20628929,NaN
NaN,NaN,18.20929146,18.0297184,18.46267891,NaN,NaN,17.37788773,17.98576355,18.92053223,19.86220741,NaN,20.67150307,20.74886513,NaN,NaN,NaN,18.97213936,NaN,NaN,NaN,NaN,20.97680092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.61750793,24.70059967,NaN
23.53694344,22.25274658,22.89702034,22.09950447,23.16773987,22.57401657,22.65608788,21.42177963,21.82756996,23.25939941,24.2041893,19.86984634,23.96939087,25.21889305,20.30396271,21.445261,21.56848335,NaN,17.65829468,21.08186913,22.97743034,22.34594727,21.50076866,19.55076599,18.13866234,20.15028763,19.43837357,18.41050911,21.75780106,NaN,21.0222187,20.53392982,20.28996468,18.74386215,19.20469093,19.68987083
19.70052719,20.20311356,16.14312363,17.23920631,20.19339943,14.44456196,19.54092598,17.00481224,19.9037323,18.91234016,17.75811958,NaN,22.74597549,22.43570518,NaN,18.26750946,15.27634239,NaN,NaN,18.05748367,17.6615696,NaN,21.18113518,NaN,NaN,18.32834244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.50966644,NaN,NaN
20.38216019,18.70404625,21.88796043,18.99697495,20.25026131,21.11781502,NaN,NaN,NaN,20.06749725,22.5593853,NaN,22.86442375,20.94034195,NaN,NaN,NaN,18.34056282,20.02675056,21.50934792,23.12042809,22.43857574,19.30023575,20.18180275,NaN,NaN,18.34862518,19.94377899,NaN,NaN,21.2482357,20.00990486,18.87237358,21.45793724,NaN,19.59594154
NaN,NaN,NaN,NaN,NaN,NaN,20.55758667,21.5325985,23.54592514,22.15130997,21.67417908,NaN,22.31871033,21.70121384,19.91695213,19.71986961,NaN,20.19820595,NaN,21.43384743,20.49775124,20.22999191,22.06723404,16.63891602,NaN,17.06286812,NaN,NaN,NaN,19.26270103,17.67500687,17.22166252,20.89607811,17.02928734,19.48374939,21.07920074
28.78112984,28.4510479,NaN,25.93865204,NaN,27.92953873,29.33898544,28.19197083,29.19248772,30.61824417,29.127285,NaN,30.74847221,29.72229195,22.06769371,29.81747818,28.80529022,24.92497063,26.65253067,30.40121078,30.62592697,29.891325,29.76420593,27.18867302,26.74663162,26.71594238,27.04353905,27.6639061,27.29281044,27.9281826,28.62947464,27.33619881,28.07515526,26.79377174,24.31160545,26.70701408
NaN,NaN,17.99981308,17.72187424,17.94820786,NaN,NaN,NaN,NaN,NaN,NaN,19.64579201,19.86520195,18.44220734,NaN,NaN,NaN,NaN,20.25614929,20.2406292,19.67221069,17.02225876,20.39110565,NaN,NaN,NaN,19.24820137,18.40648651,NaN,NaN,20.03952408,NaN,23.95828056,19.5020504,17.54260826,NaN
NaN,16.87315559,NaN,18.54811478,NaN,NaN,NaN,NaN,NaN,NaN,22.18851852,NaN,22.3138752,19.40041161,18.79858017,18.89661026,18.41542816,NaN,NaN,20.61297226,17.29553604,NaN,19.12265015,18.59006882,NaN,NaN,21.24991417,22.41397858,NaN,NaN,22.24400139,19.28125,17.51198387,20.99617577,22.33369064,NaN
18.95849609,20.11629295,17.20571709,19.38363647,17.8087635,15.79248524,18.20528793,18.20088959,16.37167549,17.34368896,22.48271561,20.85285187,17.04654884,18.08171272,NaN,15.55395889,21.10303116,18.08051491,NaN,NaN,NaN,23.03261375,NaN,NaN,NaN,NaN,15.8400898,22.30388069,NaN,17.79759789,22.75885963,13.3894968,NaN,20.40270424,NaN,15.25170422
16.24011993,15.89308834,16.91800117,NaN,16.29183578,NaN,NaN,NaN,NaN,NaN,NaN,18.38241386,14.94278908,16.04435158,20.68286133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.04913139,15.85416222,17.90782928,NaN,NaN,NaN,NaN,NaN,18.04489517,NaN,18.73095512,16.52218246,19.66269875
NaN,NaN,NaN,NaN,NaN,NaN,17.56837273,NaN,NaN,NaN,20.09969711,NaN,NaN,19.11123276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.27940369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.28917694,21.01372528,21.25292015,22.57890701,20.91298294,20.65289688,20.56625557,18.29117966,NaN,18.6879425,21.10258293,NaN,21.23905563,20.98960876,18.29871559,18.46023941,16.74845505,NaN,17.34446907,NaN,18.34217072,18.10661316,18.04409599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.14051056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.61744499,NaN,NaN,21.30496597,21.03731346,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.86960602,NaN,16.18837547,20.31694412,20.17316437,NaN
24.68179893,24.79228401,24.98472404,25.48179245,25.79032135,25.06369209,23.17423248,24.61857414,24.2657795,25.73184776,26.79004669,23.01358986,26.75315094,27.27506447,22.47451973,22.39131546,23.15397072,NaN,15.62741947,25.00157166,24.72509956,23.55975914,25.78296852,21.78140831,22.07845116,22.2673378,21.90470314,21.35858536,20.99762344,21.36196136,24.38119507,19.99796867,22.95679283,22.15526962,20.81017685,NaN
17.98203468,19.01742744,17.61683655,19.01704788,20.50300217,16.98392868,19.31107903,18.17684555,19.13693619,18.57089424,19.72542191,NaN,21.25678253,19.67485046,NaN,19.4445343,NaN,NaN,NaN,NaN,18.20423698,20.14220619,21.89585686,NaN,NaN,17.71055031,NaN,NaN,NaN,NaN,18.68845558,NaN,NaN,18.69029808,18.63686562,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21.11940002,21.3126297,21.78304863,22.42636871,NaN,NaN,NaN,NaN,NaN,22.95599556,23.08496857,23.02448654,22.93120766,21.83267593,NaN,NaN,NaN,20.6067524,18.688694,21.51931763,21.62943077,19.71970367,20.8525486,19.83119202,NaN,18.98682022,22.5213089,NaN,19.07579803,18.44261169
19.57684517,20.31716537,19.42930794,21.1021347,21.45261955,18.79010582,21.51301575,NaN,18.63026619,18.13018799,18.2487793,NaN,21.12710571,20.91407776,NaN,18.40847969,17.38355255,NaN,NaN,16.74779892,NaN,18.45181465,21.70442581,NaN,NaN,18.31389236,NaN,NaN,NaN,17.88542175,18.63927078,NaN,17.31123352,19.57424164,21.18313599,NaN
