old_1,old_2,old_3,old_4,young_1,young_2,young_3,young_4
26.84577,26.9015,27.28145,27.2724,27.40519,27.31025,27.13153,27.14754
31.92765,31.42537,31.38381,31.52631,31.85445,31.71861,31.73687,31.64689
30.92437,31.40091,31.00872,30.92352,31.17415,30.91264,31.35011,31.51475
25.03683,24.95198,25.20948,25.01031,25.24431,25.03859,25.58924,25.03074
28.93629,28.49736,28.19864,28.00169,28.68575,28.43972,28.38558,28.81931
29.47729,29.31909,29.4376,29.45906,29.76648,29.37175,29.71103,29.54082
31.99402,32.21793,32.32362,31.90293,32.88838,31.95809,32.16564,32.12648
27.58835,27.25979,27.96279,27.4624,27.49914,27.36503,28.22945,27.88005
30.97842,30.97937,31.04967,30.87291,31.29871,31.15092,31.07947,31.05161
29.33055,29.4481,29.35697,28.96788,29.62003,29.34892,29.43581,29.39968
24.66963,24.59309,24.95722,24.81328,24.86495,25.38762,24.80104,24.6818
27.95477,27.15518,27.16949,27.11783,27.70649,27.4251,27.49701,27.4715
30.08398,29.57198,29.49757,29.55131,29.99442,29.80759,29.96953,29.63701
29.0469,29.25869,29.4381,29.26394,29.60511,29.4124,29.26861,29.42534
32.38288,32.28617,31.99473,32.01621,32.19958,32.86629,32.14622,32.17528
30.04127,29.4633,29.90369,29.83861,30.04609,29.68699,30.1426,30.07903
28.33994,28.21614,28.14312,28.38961,28.68739,28.46762,28.07816,28.56427
26.45131,26.24207,26.64058,26.69843,26.88832,26.52165,26.58348,26.74868
30.48616,30.60399,30.30465,30.14163,30.55362,30.52953,30.62418,30.54185
28.73809,28.90182,28.52999,28.54745,28.68619,28.92683,28.92618,28.89227
30.58073,30.79521,30.49619,31.17682,30.80447,30.66763,30.81734,31.47373
28.6114,28.64051,28.86871,28.1151,28.67199,28.56016,28.80986,28.90951
28.87085,28.97369,28.97506,28.94905,28.92917,28.95889,29.09066,29.50664
27.9015,28.41252,28.89415,28.2818,28.66959,28.16466,28.6046,28.7692
27.76174,28.10245,28.25183,28.64013,28.48451,27.89643,28.55761,28.53575
27.89931,28.03879,28.13888,27.97027,28.20452,28.14807,28.16935,28.24377
29.01177,28.59064,29.01892,28.74967,29.03551,28.98117,29.33072,28.7422
25.42316,26.07235,25.82063,25.81892,26.34829,25.98274,25.40376,26.11912
27.88011,27.4549,27.93101,27.60336,27.90518,27.96697,27.96472,27.75156
26.52013,24.85714,26.2838,25.42554,29.32817,24.55485,NaN,25.97395
30.08967,29.3929,29.20352,29.33228,29.56817,29.99725,29.83875,29.33567
33.15102,33.45586,33.25743,33.14941,33.3452,33.65299,33.48183,33.25519
30.09472,30.15991,30.14637,30.39734,30.43361,31.0181,29.86158,30.20665
32.56792,32.6833,32.47482,32.7606,32.89197,32.54828,32.96857,32.80003
31.5538,30.89012,31.03833,31.17415,31.72814,31.11527,31.39739,31.1387
30.56092,30.82297,31.37337,30.8344,30.93586,31.61711,31.00437,30.75955
33.45341,33.38252,33.55671,33.46782,33.57362,33.40502,33.94846,33.65874
26.24047,26.02035,26.0131,26.18784,26.22637,26.50806,26.2473,26.2073
28.29224,28.54156,28.71927,28.60205,28.51638,29.10387,28.2925,28.96997
29.29413,28.9624,29.34663,29.42414,29.51698,29.50749,29.53712,29.19397
26.48561,26.24989,26.55859,26.88739,26.9651,26.62519,26.6698,26.65103
29.7641,29.23242,29.25649,29.40916,29.58756,29.66513,29.88729,29.25219
29.98278,30.3593,31.08151,30.67556,30.54453,30.6811,30.8993,30.7043
28.53297,28.36582,28.82554,28.76519,29.02873,28.57467,28.86443,28.75194
NaN,NaN,NaN,NaN,24.42515,24.74494,24.87371,24.65971
29.60994,29.18104,29.5849,29.67786,29.78208,29.47586,29.78161,29.74561
32.0775,31.60271,31.85924,31.69399,31.57141,32.13513,32.42282,31.83598
26.83521,27.47414,27.15682,26.94011,27.3468,27.46716,27.1209,27.20434
29.05357,28.61231,28.90369,28.70111,29.10824,29.02009,28.81662,29.05889
31.60999,32.05125,32.33652,31.9249,32.22153,31.85322,32.39818,32.18326
NaN,25.11096,25.00166,24.82503,24.76208,NaN,24.65638,25.17714
25.20311,25.97852,25.91338,25.82253,26.15147,25.66682,26.13696,25.69824
31.51902,31.42382,31.34271,31.32994,31.33319,31.7961,31.5292,31.69441
26.27553,26.08869,26.11032,25.89136,26.80218,26.14692,26.26537,25.88923
26.25674,26.27188,26.28001,26.48981,27.2115,26.12086,26.09476,26.61203
32.2487,32.68106,32.59384,32.70592,32.96503,32.51986,32.75047,32.73548
25.79541,25.1112,26.02278,25.30159,26.21773,25.72583,25.67481,25.35498
32.16684,32.09465,31.76853,31.86633,32.0641,32.1039,32.31937,32.15267
27.27835,27.77046,27.86726,27.48478,27.7198,27.79606,27.97378,27.65547
27.4295,26.64224,26.46776,26.45667,27.12455,26.67734,26.80378,27.13653
27.46918,28.04009,28.29193,27.60936,28.22706,28.01462,27.88571,28.02944
29.70677,29.83568,29.82994,29.59294,29.887,29.92252,30.09409,29.80802
29.65811,30.06252,30.31365,30.12386,30.61719,30.03407,30.20676,30.04687
28.54333,27.52246,27.75066,27.73027,28.03753,28.00341,28.11946,28.13325
25.48751,25.93897,26.3462,25.61459,26.38451,25.89361,25.75664,26.10023
25.45964,25.43736,24.75481,24.89878,26.15497,25.05664,24.76981,25.31766
25.85396,27.31631,27.12278,27.20658,26.7965,27.05175,26.98598,27.41393
29.16591,30.17296,30.06535,29.69907,29.87675,29.70035,30.04518,30.23089
33.79798,33.60819,33.59045,33.68802,33.88849,33.73206,34.09223,33.72192
28.38241,28.4481,28.54204,28.56729,28.80076,28.46673,28.76256,28.6601
27.45073,28.18367,28.20704,27.75901,28.12509,27.78743,28.30622,28.13203
28.42194,28.56395,28.81057,28.74942,29.39795,29.0022,28.42406,28.47216
30.73949,30.75278,30.69445,30.72493,30.88103,31.31003,30.64813,30.82449
28.29452,28.91248,28.7505,29.22555,29.12152,28.67963,29.34589,28.78815
28.08264,27.25476,27.377,27.26749,27.79452,27.34604,28.12588,27.46762
32.29912,32.32039,33.13476,32.88271,32.99878,32.78502,33.21031,32.39762
28.74288,28.13819,28.07434,28.21873,28.4527,28.40158,28.382,28.69435
29.66238,29.90613,29.85054,29.66716,29.55399,30.55755,29.58145,30.1505
27.46964,28.47208,28.04568,28.49381,28.19009,28.24036,28.1915,28.61705
29.24129,29.14974,29.07237,28.9885,29.27658,29.20862,29.62767,29.09718
36.61077,36.57472,36.80027,36.78476,36.78061,36.8064,37.10114,36.84139
30.34858,30.15485,29.50987,30.13785,30.27464,30.00558,30.24366,30.38792
25.70501,26.35565,26.26455,25.799,26.53465,26.32373,26.41917,25.60733
30.0363,29.58276,29.51773,29.78603,30.3198,29.76868,29.77878,29.81719
NaN,25.99843,25.19355,25.10322,25.62767,25.34364,26.06977,24.85899
30.03512,30.22078,30.48212,30.37638,30.99739,30.35216,30.06445,30.46295
27.33875,27.66777,28.31069,27.16749,27.48247,27.97252,28.17441,27.61793
27.77467,27.59918,27.62401,27.74394,28.34104,27.33697,28.12578,27.70141
34.27003,34.92628,35.32663,34.98778,34.97015,34.93153,35.44264,34.93148
28.96022,29.72105,29.18846,29.35464,29.75092,29.43414,29.14521,29.65957
26.0388,25.83478,25.40185,25.91008,25.95697,26.08152,26.04082,25.87171
25.3507,25.3978,25.6803,25.52534,25.69607,25.09225,26.31372,25.61762
34.82126,34.91135,35.14684,35.03723,35.24934,35.06631,35.13618,35.23053
31.73093,31.03604,31.17855,31.3662,32.44438,31.12565,31.30487,31.20326
NaN,NaN,NaN,NaN,NaN,24.01784,24.42733,25.11565
25.09543,25.58729,26.53493,25.39885,25.41067,26.16842,25.86302,25.94324
24.95131,25.7168,25.47862,25.23359,26.03496,25.44294,25.46762,25.20393
26.1223,26.5215,26.603,26.01839,26.56639,26.51437,26.41382,26.54168
28.63006,28.8823,28.78475,28.75999,29.06327,28.9149,28.96213,28.88832
27.59818,27.52073,27.52835,28.02776,28.14141,27.47653,28.11758,27.71162
25.66139,25.59614,26.31453,26.38515,25.56101,26.23316,26.61583,26.31938
30.1409,30.18151,30.51089,30.32924,30.4177,30.29712,30.59174,30.62906
25.44683,24.87385,23.99092,24.4106,24.39976,25.071,25.2009,24.82381
25.63909,25.35854,26.02817,25.70295,26.26494,25.66479,25.84769,25.72518
27.85923,26.26037,24.71816,25.02863,26.23555,26.19374,25.97948,26.23363
31.21135,30.91947,31.104,30.97596,31.04921,31.49324,31.56701,30.87818
30.95636,30.57606,30.84431,30.94433,31.18204,30.84625,31.20192,30.86902
32.18163,31.54913,31.41009,31.79149,31.75951,31.68219,32.36792,31.90096
25.05776,26.09842,26.70253,25.37567,26.29705,25.90541,26.00445,25.80587
25.95987,26.28487,25.8428,26.05215,25.5775,26.35901,26.64595,26.33584
30.75788,31.00765,31.06413,30.98461,31.13901,31.11966,31.25502,31.08093
27.11882,26.42081,26.7145,26.53925,26.69896,27.28648,26.88169,26.70688
27.40576,28.19493,28.24154,28.02749,27.84978,28.18976,28.25616,28.3551
NaN,24.93751,25.44006,25.60995,25.59608,NaN,25.55344,25.16883
28.77859,29.11815,28.49724,28.98289,29.09891,28.54274,29.15018,29.36701
26.89331,26.80391,26.91752,26.88914,27.59313,26.40975,27.33381,26.95038
26.09271,26.01625,26.36351,26.23413,26.60611,26.11833,26.28164,26.48511
26.23535,26.77404,27.3026,26.81909,27.24209,26.95615,26.81897,26.89851
30.63807,30.57281,30.49123,30.53557,31.01976,30.95144,30.56493,30.4874
26.27185,26.50309,25.85904,25.73446,26.47373,26.10563,26.42243,26.15279
28.03018,27.96527,28.18919,27.34756,28.138,27.39034,28.39917,28.391
NaN,24.49723,25.02551,23.8424,NaN,24.67702,NaN,25.26696
30.36724,30.25384,30.4073,30.23284,30.76525,30.37046,30.27853,30.63374
31.06856,30.96361,31.13968,31.15068,31.66522,31.07387,31.0507,31.32012
29.41341,29.49673,29.08076,29.32755,29.78802,28.99623,29.49188,29.83002
26.37979,26.52885,26.7304,26.87736,26.83557,26.96972,26.77329,26.72624
27.358,27.25503,28.01744,26.96543,27.97334,27.67155,27.20434,27.53586
26.31809,26.58276,27.4219,26.52425,26.87221,26.87549,26.92252,26.96785
31.94726,31.72338,31.2436,31.12417,31.85853,31.63162,31.56065,31.78328
27.60293,28.55017,28.60618,28.58348,28.57467,28.48185,28.36774,28.71466
27.30704,27.30008,27.38739,27.49998,27.39084,27.37906,27.60752,27.91359
29.4811,29.92025,29.97869,29.5283,30.2722,29.65971,29.83517,29.93902
24.84742,25.11223,25.14262,25.08391,25.53436,24.71487,24.9276,25.80723
31.87698,30.78527,30.90512,31.11632,31.28168,31.25417,31.9957,30.9506
33.06053,32.71408,32.96932,32.8844,33.06389,33.20955,33.15563,32.99949
26.45279,25.9516,26.27338,25.30894,26.4232,25.94646,25.99012,26.42789
31.12817,30.95844,31.12909,31.18364,31.24411,31.06478,31.48678,31.40558
27.20918,27.4271,27.26033,27.5062,27.60738,27.83117,27.49175,27.27462
28.45599,27.6013,28.2597,28.64299,28.75608,27.85911,28.7367,28.4105
29.89462,29.83167,29.76604,29.40916,30.13357,29.98278,29.82092,29.76664
33.47339,32.68376,32.56095,33.22906,32.86911,33.8562,32.69302,33.33178
28.04656,27.75557,27.63034,27.26069,27.90409,27.60336,28.08972,27.89931
26.33086,26.39997,25.76238,25.99002,26.47735,26.03164,26.65376,26.1238
31.60726,31.65001,32.07556,31.88925,32.0584,31.98043,31.9875,31.99988
30.46966,30.78877,30.4181,30.97131,30.66746,30.65096,31.00845,31.1254
31.56133,31.23586,31.41211,31.44105,31.63045,31.53672,31.54871,31.739
26.79191,26.62478,25.99185,26.00704,26.94011,26.51094,26.32978,26.43941
31.36009,31.39264,31.01857,31.21048,32.04303,31.36254,31.17843,31.20356
25.14725,25.36663,24.55309,24.59622,25.21342,25.19163,24.98763,25.0779
26.96323,26.81287,26.90392,26.85603,27.38253,26.37701,27.43698,27.14841
25.61798,25.14767,26.77316,26.59662,25.64609,25.86686,26.42352,27.00892
26.98674,27.48654,27.65901,27.94196,28.12366,27.63879,27.88664,27.23526
27.87449,28.18064,28.06897,28.36528,28.44387,28.12652,28.76515,27.96428
25.5779,25.97091,26.16396,26.33484,26.08335,26.45424,26.33977,25.98207
NaN,25.41116,25.23392,25.91481,24.97723,25.00877,25.72689,25.1277
NaN,NaN,25.30177,26.30386,25.53594,25.70852,NaN,25.60961
28.72029,29.39075,29.09164,29.06116,29.68734,29.29193,29.03221,29.06574
33.7117,33.85071,33.93711,33.92919,34.19901,33.83517,34.13178,34.07623
29.87608,29.01289,29.40546,29.35765,29.61107,29.51837,29.77224,29.56422
29.98414,29.8003,29.91684,30.18364,30.13822,30.03197,30.27164,30.25822
26.9165,25.84463,26.15503,25.92692,26.2916,26.17583,26.66112,26.53142
29.25865,29.17679,29.30334,29.44332,29.56185,29.1856,29.55457,29.69702
26.53841,27.75691,27.06979,27.61288,27.33977,27.14239,27.91302,27.4004
26.518,26.50559,26.49768,26.33828,26.54525,26.65963,26.67034,26.80255
NaN,25.21423,25.68646,25.40425,25.63381,25.83562,24.97609,NaN
29.15125,29.05623,28.89293,29.15726,29.36242,29.23768,29.30683,29.17412
28.67172,29.12785,29.20765,29.11986,29.58075,29.06969,29.04388,29.25633
24.74888,24.80297,24.94132,23.89569,24.93867,24.49405,NaN,24.71853
26.28428,26.71476,26.79823,26.06456,26.10175,26.68057,26.98739,26.91593
25.96402,26.02308,26.66628,25.81015,26.66099,25.94481,26.2062,26.47562
34.56887,34.29276,34.14611,34.26584,35.1395,34.28788,34.53432,34.13629
31.73497,31.64349,31.20746,31.43206,31.41443,31.99446,31.61759,31.81604
29.65099,29.49133,29.81328,29.65901,30.05569,29.8232,29.81319,29.74858
26.34389,26.54348,26.78082,26.65103,26.56006,26.46384,27.15161,26.97126
27.8925,27.4396,27.61786,27.67405,28.26298,27.78288,28.0159,27.38985
31.56674,30.91663,30.95712,30.92089,31.22285,31.48217,31.07112,31.41337
25.22273,25.27466,25.6953,25.30093,26.00599,25.64738,25.50691,25.1615
28.97536,29.15653,29.43768,29.01329,29.37847,29.16919,29.45278,29.41088
28.51623,28.88221,28.9945,28.85834,29.15369,28.97186,28.96083,28.99459
30.23375,29.28806,29.76364,29.46032,30.86644,29.41993,29.50175,29.78784
32.98305,33.05947,33.28678,33.31891,33.57981,33.32616,33.42054,33.15198
30.43211,30.92153,30.76477,30.54747,31.23752,30.47605,30.80324,30.97937
29.41563,29.35393,29.35033,29.97199,29.42652,30.54481,29.26859,29.68333
26.90219,27.00646,26.69551,27.05196,27.0871,27.03831,27.27826,27.08436
27.20228,27.11357,27.18262,27.38228,27.18679,27.74381,27.37964,27.40308
37.58679,37.74422,37.11089,38.14509,37.32797,38.91065,36.83493,38.34621
29.38185,29.26378,28.75662,28.81809,29.4837,28.80578,29.12475,29.64356
27.07388,26.93438,27.44174,26.64966,27.43325,27.01446,26.98794,27.50158
32.96486,33.0387,33.0618,32.85829,33.25898,33.00531,33.30796,33.19084
31.32351,31.16854,31.36307,31.09276,31.23541,31.7078,31.34852,31.49577
29.77375,30.12226,30.12263,30.06894,30.06599,30.17403,30.32625,30.36119
31.72578,32.53591,32.04749,32.19022,32.48378,31.76371,32.65493,32.43726
28.7161,28.28943,27.96152,28.66926,27.89047,28.88443,29.08469,28.61723
30.77447,30.28604,30.49295,30.73004,30.59566,30.63452,31.04882,30.84528
28.23242,28.25543,28.32221,28.26495,28.48162,28.65837,28.17565,28.60081
30.04986,30.16961,30.04739,30.43926,30.4453,30.27309,30.42982,30.39989
27.40373,27.65034,27.75085,27.38204,27.95566,27.55157,27.80323,27.71941
28.47881,28.65233,28.8532,28.61231,28.85213,28.72972,29.03588,28.82195
31.177,31.19759,30.96079,30.92394,31.26696,31.41951,31.29789,31.11836
31.15599,31.4349,30.93579,31.37197,31.54089,31.27019,31.54803,31.38469
28.34854,28.61761,28.74762,28.64413,29.2313,28.57964,28.68201,28.71021
28.37902,28.14034,28.04573,28.2415,28.59035,28.79359,28.10495,28.16375
25.38248,25.29323,25.64138,25.20568,25.25425,25.98033,26.05457,25.08038
29.42334,29.30934,29.40316,29.61569,29.93129,29.77362,29.66973,29.22382
31.224,30.78074,30.88088,30.62836,30.81398,31.05245,31.40598,31.08929
30.66509,30.75231,30.88154,30.8476,31.12817,30.87621,31.07265,30.91862
31.98617,32.60741,32.32804,32.28626,32.64207,32.57439,32.31918,32.52187
26.13038,25.63428,26.04947,26.04858,26.53797,26.24741,25.95706,25.97055
29.26631,28.62279,28.95751,28.93879,29.15863,29.38997,28.9834,29.10377
28.12288,28.35064,28.75509,28.74801,29.1184,28.5675,28.54584,28.59719
29.16715,29.50224,29.37059,29.46252,29.63201,29.48646,29.72644,29.51007
29.32834,29.34441,29.76386,29.73912,30.04062,29.58581,29.74973,29.65215
26.87678,27.10759,26.30511,27.19985,27.24717,27.27506,26.92332,26.89781
27.62805,27.78075,28.22692,27.84494,28.31315,28.15692,28.17355,27.69631
26.72234,26.76838,26.91821,26.78082,27.13975,26.90058,26.94112,27.06815
26.89666,26.75124,25.99079,26.08574,26.56829,26.61077,27.01712,26.38872
29.91926,29.64628,29.98251,29.91128,30.1919,29.80421,30.11979,30.20502
28.82545,28.95057,29.21194,29.00713,29.15453,28.99048,29.177,29.53555
26.80796,27.33748,26.68806,26.80033,27.20788,27.01329,27.8966,26.3792
26.8147,26.19723,26.2756,25.77072,26.56928,26.33639,26.33228,26.68512
27.05548,28.30704,27.91969,27.72715,27.93467,27.81189,28.15272,27.97569
25.28238,25.68718,26.20944,25.82143,26.42734,25.62536,26.11694,25.69655
34.37897,33.96344,34.13323,34.13032,34.96004,34.08385,34.3615,34.06664
26.21069,25.82517,26.18609,25.86519,26.6675,26.0828,26.09965,26.1034
28.87388,29.07865,28.67189,28.83406,29.08147,29.15163,28.76639,29.32535
28.41704,27.81017,28.23096,28.6245,28.15962,28.60798,28.33998,28.84275
27.3731,27.96813,27.88419,27.80747,28.26096,27.74689,28.09818,27.79984
NaN,25.51926,26.11946,26.03519,25.80408,25.50449,25.89557,25.34164
24.70472,NaN,24.93432,NaN,24.64417,24.93513,24.88702,24.27696
28.01632,26.8629,27.3298,27.32509,27.60837,27.35279,27.67122,27.7785
27.25665,27.42966,27.2369,27.5786,27.87209,27.19225,27.74028,27.57463
28.94648,29.4516,28.99194,29.15812,29.04721,30.13235,29.00606,29.24043
NaN,24.88995,25.04523,24.58302,25.15136,24.34712,25.35683,NaN
30.21315,30.65429,30.80278,30.25586,31.07642,30.37782,30.67901,30.67354
28.2732,28.10144,28.00603,28.40141,28.72172,28.10694,28.85374,27.98136
27.35246,27.74201,27.35161,27.1574,27.61484,27.72267,27.67061,27.479
24.41345,NaN,NaN,NaN,23.83519,24.55625,24.51129,NaN
29.59689,30.20478,29.85708,30.12411,29.9513,30.05763,30.58781,30.0701
26.57319,26.91137,26.84852,26.6443,26.2848,27.00013,27.22647,27.35085
35.73201,35.77215,35.8532,36.15796,35.95485,36.11466,36.36892,35.964
29.43442,29.65084,29.66909,29.18483,29.83622,29.67951,29.81806,29.49379
33.08681,33.46027,33.54858,33.48604,33.7359,33.4253,33.81354,33.49536
28.55549,28.73544,28.72009,28.87103,28.99205,29.07982,28.90965,28.78914
28.02791,27.36068,28.17546,28.17588,28.53442,28.31402,28.11471,27.66675
29.8829,29.91257,30.52906,30.34509,30.48405,30.1569,30.50966,30.41094
33.11026,31.63422,32.12968,32.62161,32.34998,32.74013,32.71753,32.58116
29.58531,29.36626,29.62017,29.58801,30.16567,29.46873,29.4516,29.96692
30.59797,31.69698,29.16466,30.09182,31.38165,31.30193,28.72029,31.04107
30.4828,29.83129,30.1387,30.01132,30.88954,30.03315,30.15231,30.28438
30.06046,29.76074,29.71214,29.38028,29.92804,29.91342,30.20245,29.76571
NaN,25.54651,25.97402,25.58044,25.5471,25.13375,25.14771,25.32213
25.59955,27.14404,26.25685,26.68565,26.52668,26.57145,26.98674,26.4982
29.20193,28.82229,28.5699,28.67023,29.05902,28.92502,29.26015,28.91735
25.82469,26.05648,25.9461,25.5257,25.92674,25.91853,26.14928,26.25778
30.24309,30.69876,30.84946,30.68269,30.97193,30.58826,30.90088,30.91406
26.90415,26.73195,27.12869,26.95449,26.52313,27.15644,27.59313,27.34782
28.61803,29.00908,28.5941,28.68709,29.06214,29.02609,28.71142,29.01007
30.84715,30.72045,30.89887,30.49305,30.9233,30.82896,30.99914,31.11011
29.10759,29.67728,29.66546,29.22368,29.76805,29.55164,29.55001,29.7068
26.42816,26.66655,26.27035,26.14256,26.83376,26.46555,26.83689,26.27419
31.23615,31.38628,31.36984,31.52445,31.29609,32.2247,31.57741,31.32265
31.41991,31.42687,31.57957,31.40492,31.76046,31.72992,31.37379,31.87163
25.08237,27.03517,25.53481,26.40258,26.27393,26.27355,26.10047,26.31183
31.33575,32.04853,32.55106,32.32665,32.15038,32.26947,32.30095,32.44616
29.24726,29.78874,29.58815,29.16813,29.88626,29.95657,29.30798,29.54689
26.02574,25.99671,26.10476,25.81069,26.27922,26.47777,26.11154,25.97642
25.94733,25.26914,25.25904,25.22354,26.32673,25.7656,24.55438,25.95954
26.75277,27.14355,27.62659,26.36324,27.40284,26.76307,26.96235,27.66614
32.33384,32.29143,32.62226,32.53046,32.7809,32.51458,32.73945,32.65158
30.5691,30.79877,30.7816,30.71014,30.97227,31.18216,30.67842,30.93628
24.6904,25.34238,NaN,25.65679,24.95611,25.27448,25.52166,24.84374
30.29527,29.27066,29.7255,29.35475,30.88911,29.53044,29.82516,29.31168
29.41693,29.81048,30.15702,29.92096,30.08106,30.17474,29.78002,30.17997
30.91841,30.97856,30.91449,30.68554,31.27941,31.10231,31.254,30.77203
33.91233,33.82515,33.52542,33.71763,33.49584,34.46915,33.9948,33.93333
30.52729,30.88881,30.91691,30.91385,31.12281,31.00249,31.05685,30.98019
26.68619,26.99593,26.95449,27.33662,27.0749,27.4527,27.02707,27.33467
28.07485,28.24545,27.94994,28.21006,28.23133,28.47239,28.4041,28.2896
28.98544,29.09404,28.98123,28.45901,29.45548,28.66472,29.2856,29.03147
26.27133,25.53359,26.05412,26.27384,26.24065,25.97609,26.35954,26.47508
NaN,24.29586,25.55663,24.41183,25.46824,24.68126,24.74062,24.73304
27.3827,27.65335,27.42494,26.8328,27.31051,27.44656,27.62652,27.82966
28.94718,29.39528,29.11031,29.03549,29.60129,29.15793,29.47929,29.16985
27.52432,27.403,27.8769,27.44356,27.9359,27.79891,27.76945,27.6637
28.34807,27.45881,28.08881,27.90782,28.91128,27.8769,27.68819,28.24857
29.81147,29.6996,29.60281,29.82293,30.1899,29.88741,29.98767,29.79351
28.0358,28.37534,27.58835,27.87666,28.20499,29.00196,27.3292,28.26195
29.4345,29.48677,29.16058,29.29053,29.62869,29.29257,29.93691,29.44063
NaN,NaN,NaN,NaN,25.10817,24.33388,NaN,24.90376
25.0403,25.31941,25.53044,25.57957,25.73299,25.62684,25.72614,25.31185
31.69233,31.90974,31.92405,32.415,32.2903,32.07985,32.40454,32.0972
27.42358,26.91296,26.63976,26.96686,27.26535,27.27347,27.13379,27.20144
27.50325,26.5346,26.68311,26.77329,27.33722,27.308,26.76964,27.01073
29.06168,29.32146,29.55576,29.55607,29.78745,29.67319,29.32245,29.64387
30.13687,30.06304,30.23843,29.93298,30.28571,30.01877,30.51164,30.48827
25.36386,26.06186,26.09947,25.60818,26.00798,25.85496,26.18792,26.01578
32.18243,32.04892,32.00611,32.49729,32.45467,32.43941,32.16642,32.60757
26.12441,NaN,26.39534,26.11412,25.84843,25.98072,26.06271,25.68233
29.76932,29.24325,29.08684,29.53557,29.13528,29.98549,29.6732,29.77585
25.24829,25.10113,26.1827,26.09192,NaN,26.28683,25.79276,26.61386
32.07578,31.66475,31.67985,31.62117,31.35458,32.5506,31.9414,32.13106
29.32352,29.90828,29.81066,29.60865,30.10986,29.78444,29.71042,29.98346
29.73672,30.24955,30.38885,30.13846,30.44194,30.12238,30.54158,30.3452
28.33253,27.70048,27.18764,27.29149,27.90426,27.99787,27.95593,27.5932
29.00491,28.28379,28.40536,28.56848,29.23649,28.65178,28.59829,28.71516
27.33176,26.96047,27.05165,27.24627,27.39869,27.59242,27.138,27.40097
27.18811,27.23224,27.88675,27.39034,27.76629,27.70971,27.30669,27.85573
28.19004,27.87818,27.90759,27.77121,27.90397,28.14754,28.21863,28.41788
28.92702,29.58434,28.99478,28.99278,29.39057,29.27804,29.32167,29.44995
25.29478,26.34694,26.49914,26.22689,26.21706,26.30126,26.71135,26.0806
25.58723,26.61077,26.85007,26.38045,26.60456,26.6465,26.88774,26.23228
23.00034,24.26699,25.05528,24.15027,NaN,NaN,NaN,NaN
25.95205,25.76464,26.12802,26.67559,27.28295,25.68584,26.47567,26.01945
30.14467,29.6561,30.02022,29.99186,30.37046,29.92224,30.32742,30.13773
26.87795,25.78952,26.497,26.60272,27.23133,26.80723,25.82772,26.84685
28.2645,28.3223,28.77008,28.49831,28.62641,28.57015,28.98807,28.61663
25.10197,NaN,NaN,NaN,NaN,24.62388,24.63229,24.18473
26.26591,28.71735,24.95038,26.49474,28.4084,27.25953,23.87296,27.83485
27.9968,28.15943,27.92683,27.9452,28.36616,28.02073,28.41744,28.17274
26.54751,26.13555,26.10173,25.65597,26.2841,26.43014,26.10213,26.57352
29.20969,29.22899,29.43555,29.39762,29.80821,29.2736,29.60689,29.53417
30.77722,30.47721,30.76216,30.39856,30.91883,30.8646,31.01292,30.5701
34.70135,34.69851,34.95203,34.6851,35.15862,35.10759,34.90379,34.81893
29.03086,29.11396,29.32068,28.82784,29.18877,30.16039,29.4264,28.4703
33.4427,33.22877,33.32106,33.29406,33.46149,33.79266,33.60797,33.3771
26.84972,27.32053,27.65588,27.1574,27.49465,26.96047,28.01191,27.46964
34.91861,34.97792,34.62162,34.87701,34.76777,35.60725,34.92402,35.0495
27.54082,27.72598,27.76534,27.66689,28.05046,27.84224,27.70905,28.05072
31.62732,31.55321,31.45885,31.41624,31.74603,31.69183,31.80624,31.76568
26.23756,26.19061,25.74139,26.01882,25.7986,26.92954,26.22113,26.19481
26.48053,26.50255,26.43074,26.59847,26.70359,27.09969,26.39467,26.77065
31.67997,31.97518,32.48241,31.96075,32.07192,32.24161,32.40728,32.33397
26.26515,24.96754,25.65516,24.98776,26.27798,25.4737,25.74227,25.33862
28.46002,28.5238,28.53842,28.30051,28.92213,28.66912,28.6811,28.5082
27.66194,26.72702,26.70332,27.84176,26.81017,27.87619,27.80563,27.40211
31.85523,32.083,32.55837,32.09238,32.35226,32.31719,32.69857,32.18204
32.49264,32.6001,32.32262,32.40748,32.69965,32.6241,32.70847,32.75189
NaN,25.36393,25.15788,NaN,24.7189,24.8667,24.9974,25.42586
27.04437,26.4227,26.89458,26.90162,27.28991,27.08142,26.83966,27.015
24.44538,23.90527,24.10869,24.04827,24.57387,24.3765,24.25249,24.26871
29.98373,30.61474,30.56056,30.45846,30.78254,30.52589,30.63088,30.64427
26.9061,27.76547,27.64258,27.59164,27.83292,27.85103,27.72741,27.46147
31.18044,30.64418,30.14795,30.44075,30.94461,30.80085,30.8685,30.76667
29.75597,29.79019,29.69353,29.74511,29.58221,30.68804,30.10961,29.57228
27.43309,28.19704,28.32573,28.10774,28.24676,28.16844,28.21822,28.39754
31.09698,30.98516,31.074,31.22429,31.2298,31.55632,31.20151,31.36291
29.60136,29.57299,30.34509,29.53445,30.22504,29.90512,29.66743,30.22722
27.37526,27.69112,27.51375,27.88815,27.99248,27.65779,27.77373,28.01632
24.81333,NaN,25.35043,24.03372,25.4809,NaN,24.47141,24.61622
32.8776,32.7415,32.47264,32.59992,32.687,32.97494,32.99059,33.01508
26.71411,26.82857,26.47486,26.85448,27.39165,26.82031,26.76572,26.87244
