Intensity,Intensity L,Intensity H,Intensity A,Intensity L A,Intensity H A,Intensity B,Intensity L B,Intensity H B
3347500000,1958300000,1389200000,2048300000,1004900000,1043400000,1299200000,953320000,345860000
25371000000,14562000000,10809000000,14329000000,8251300000,6077300000,11042000000,6310700000,4731200000
5499900000,3620200000,1879700000,3264000000,2909300000,354630000,2235900000,710840000,1525000000
3546500000,2036300000,1510200000,2308400000,1281700000,1026700000,1238100000,754580000,483540000
15747000000,9002900000,6744500000,7628200000,1794900000,5833300000,8119200000,7208000000,911200000
1.07E+11,65113000000,41822000000,63302000000,36481000000,26820000000,43633000000,28631000000,15001000000
4749600000,2914500000,1835100000,2084100000,1367800000,716270000,2665500000,1546700000,1118800000
80684000000,43528000000,37155000000,48378000000,24030000000,24347000000,32306000000,19498000000,12808000000
12133000000,6878700000,5254300000,6146700000,4871800000,1274900000,5986300000,2006900000,3979400000
52387000,44890000,7497800,52387000,44890000,7497800,NA,NA,NA
18017000000,10335000000,7682400000,9710000000,6043900000,3666000000,8307400000,4291000000,4016400000
1.07E+11,60905000000,45859000000,72299000000,39574000000,32725000000,34465000000,21331000000,13134000000
371760000,220610000,151150000,247640000,137280000,110370000,124120000,83331000,40787000
14382000,14217000,165500,6279900,6114400,165500,8102300,8102300,NA
1.02E+11,66312000000,35997000000,67035000000,51739000000,15295000000,35275000000,14572000000,20702000000
2.32E+11,1.31E+11,1.01E+11,1.24E+11,78013000000,46088000000,1.08E+11,53149000000,54635000000
110680000,84954000,25727000,110680000,84954000,25727000,NA,NA,NA
662000000,440050000,221950000,218950000,144050000,74901000,443050000,296000000,147040000
1955800000,1290500000,665350000,697460000,215590000,481880000,1258400000,1074900000,183470000
7928000000,5055400000,2872600000,3522300000,2382100000,1140200000,4405700000,2673300000,1732400000
15261000000,10938000000,4323100000,11237000000,9458000000,1778900000,4023800000,1479700000,2544200000
12689000000,9657600000,3031400000,6258700000,5122300000,1136300000,6430400000,4535300000,1895100000
1083100000,658690000,424420000,553990000,428000000,126000000,529120000,230700000,298420000
624080000,386030000,238060000,146080000,95983000,50098000,478000000,290040000,187960000
7549700000,4741300000,2808400000,4387700000,2983400000,1404300000,3162000000,1757900000,1404100000
57060000000,31394000000,25665000000,36880000000,23447000000,13433000000,20179000000,7946700000,12233000000
7116500000,4179700000,2936800000,3882200000,2426100000,1456100000,3234300000,1753600000,1480700000
8110000000,5216700000,2893300000,3896200000,2641800000,1254400000,4213800000,2574900000,1638900000
NA,NA,NA,NA,NA,NA,NA,NA,NA
29058000000,15698000000,13360000000,13624000000,11427000000,2197500000,15434000000,4271400000,11163000000
593910000,372800000,221100000,161960000,52848000,109110000,431950000,319960000,111990000
3899800000,2534500000,1365200000,2152900000,1397600000,755300000,1746900000,1136900000,609930000
11240000,11240000,NA,NA,NA,NA,11240000,11240000,NA
590710000,433350000,157360000,365840000,302760000,63083000,224870000,130600000,94272000
38683000000,23180000000,15503000000,20695000000,12572000000,8122700000,17988000000,10608000000,7380600000
1105500000,724320000,381130000,613650000,547580000,66076000,491800000,176750000,315050000
191150000,153480000,37676000,NA,NA,NA,191150000,153480000,37676000
34061000000,17143000000,16918000000,25428000000,12160000000,13268000000,8633500000,4983000000,3650400000
542640000,318710000,223930000,433010000,254590000,178430000,109630000,64126000,45500000
9468500000,5181800000,4286700000,6008500000,2701100000,3307400000,3460000000,2480700000,979340000
1.58E+11,98180000000,60077000000,75590000000,50241000000,25349000000,82667000000,47939000000,34728000000
NA,NA,NA,NA,NA,NA,NA,NA,NA
38164000000,21343000000,16821000000,29867000000,15670000000,14197000000,8297200000,5673200000,2623900000
70151000000,36473000000,33678000000,51616000000,24034000000,27582000000,18535000000,12439000000,6096200000
23773000000,14289000000,9484300000,15362000000,8553300000,6808500000,8411600000,5735700000,2675800000
25923000000,14122000000,11801000000,20004000000,10178000000,9825500000,5918800000,3943200000,1975600000
NA,NA,NA,NA,NA,NA,NA,NA,NA
95558000,65198000,30360000,42459000,34399000,8059400,53100000,30799000,22301000
18468000000,10468000000,8000600000,10044000000,2994700000,7049000000,8424800000,7473200000,951620000
17948000000,11228000000,6720400000,7871300000,5019000000,2852300000,10077000000,6208700000,3868000000
8493200000,5035700000,3457500000,2787700000,1800800000,986950000,5705500000,3234900000,2470600000
309440000,218460000,90980000,160980000,99204000,61779000,148460000,119250000,29201000
8298900000,4979400000,3319600000,4294900000,2698600000,1596300000,4004000000,2280700000,1723200000
42988000000,25822000000,17166000000,26778000000,16501000000,10277000000,16210000000,9321600000,6888400000
600130000,397030000,203100000,354040000,247190000,106850000,246090000,149840000,96254000
1591200000,1034000000,557260000,1028900000,617940000,410940000,562360000,416040000,146310000
53912000,20215000,33697000,53912000,20215000,33697000,NA,NA,NA
4226600000,2482100000,1744600000,3364400000,2109200000,1255200000,862250000,372920000,489340000
94726000000,54274000000,40452000000,50105000000,28432000000,21674000000,44621000000,25843000000,18778000000
1.27E+11,67368000000,59828000000,82629000000,43283000000,39346000000,44567000000,24085000000,20482000000
88494000000,53798000000,34696000000,44741000000,31765000000,12976000000,43753000000,22032000000,21720000000
1.56E+11,89980000000,66384000000,91481000000,55616000000,35864000000,64884000000,34364000000,30520000000
4625600000,2928100000,1697500000,1942400000,1204400000,737960000,2683200000,1723700000,959520000
2275100000,1642700000,632360000,630420000,443300000,187130000,1644700000,1199400000,445240000
74513000000,41718000000,32795000000,39572000000,23553000000,16019000000,34941000000,18165000000,16777000000
530660000,381350000,149310000,205320000,148710000,56608000,325340000,232640000,92699000
84886000,52408000,32478000,55854000,32246000,23607000,29032000,20162000,8870300
82475000,78077000,4398000,NA,NA,NA,82475000,78077000,4398000
26078000000,14942000000,11136000000,17435000000,9604100000,7830700000,8643600000,5338200000,3305300000
17986000000,10457000000,7529700000,10426000000,5577100000,4848700000,7560700000,4879600000,2681000000
33667000000,19369000000,14297000000,17987000000,7117700000,10869000000,15680000000,12252000000,3428000000
2987900000,2304400000,683520000,2361000000,1991900000,369030000,626980000,312490000,314490000
1.01E+11,61031000000,39855000000,54799000000,38153000000,16646000000,46087000000,22877000000,23209000000
1.20E+11,72996000000,46876000000,71242000000,36654000000,34588000000,48631000000,36342000000,12289000000
91540000,63624000,27916000,78259000,55487000,22772000,13281000,8137800,5143400
1.04E+11,60801000000,43269000000,65879000000,35677000000,30202000000,38191000000,25124000000,13067000000
78890000,51998000,26893000,51596000,29970000,21626000,27295000,22028000,5267000
3031700000,2010800000,1020900000,1990900000,1488800000,502080000,1040800000,521970000,518800000
34481000000,18376000000,16105000000,22453000000,10412000000,12041000000,12028000000,7964300000,4063900000
12937000000,5839300000,7098100000,6387400000,1527000000,4860400000,6550000000,4312300000,2237700000
15367000000,9401300000,5965400000,9714800000,5613700000,4101100000,5651900000,3787600000,1864300000
17949000000,10422000000,7526600000,10559000000,5144800000,5413900000,7390400000,5277700000,2112700000
14997000000,8424100000,6573100000,7156900000,4601900000,2555000000,7840200000,3822200000,4018100000
7874500000,5405800000,2468700000,3286300000,2276900000,1009400000,4588200000,3128900000,1459300000
11373000000,7120800000,4252600000,6750900000,4333900000,2417000000,4622600000,2786900000,1835700000
66205000,49149000,17056000,21163000,11253000,9909600,45043000,37896000,7146500
42382000,29833000,12548000,42382000,29833000,12548000,NA,NA,NA
29968000000,19071000000,10898000000,17398000000,14513000000,2884800000,12570000000,4557400000,8012700000
261620000,160360000,101260000,129600000,30680000,98923000,132020000,129680000,2340200
814230000,480190000,334040000,608090000,341340000,266750000,206130000,138850000,67286000
39664000000,24587000000,15076000000,21837000000,16209000000,5628400000,17827000000,8378600000,9448100000
3379200000,1948200000,1430900000,2569700000,1608400000,961290000,809520000,339870000,469650000
3478900000,1483300000,1995600000,2964500000,1161500000,1803000000,514390000,321740000,192650000
3966100000,2890800000,1075300000,1387100000,994350000,392710000,2579000000,1896400000,682600000
12196000000,8998300000,3197400000,4644700000,1942100000,2702600000,7550900000,7056100000,494790000
240780000,237510000,3264300,NA,NA,NA,240780000,237510000,3264300
872280000,440500000,431780000,431590000,243420000,188170000,440700000,197090000,243610000
94574000,71386000,23187000,60407000,40126000,20281000,34167000,31260000,2906400
186390000,118000000,68388000,102030000,97875000,4158400,84354000,20124000,64230000
7819200000,4838500000,2980700000,3925600000,1971500000,1954100000,3893600000,2867000000,1026600000
184620000,121290000,63330000,114070000,81698000,32376000,70549000,39595000,30954000
1272100000,956640000,315480000,901700000,693590000,208110000,370420000,263040000,107370000
25280000000,14836000000,10444000000,13548000000,8677200000,4871000000,11731000000,6158800000,5572600000
1.21E+11,69877000000,51155000000,56613000000,42860000000,13753000000,64418000000,27017000000,37402000000
5786300000,3456000000,2330300000,2523300000,1444300000,1079100000,3262900000,2011700000,1251200000
23054000000,16116000000,6937800000,16294000000,12988000000,3305500000,6760300000,3127900000,3632400000
45072000000,27568000000,17504000000,23599000000,14067000000,9532000000,21472000000,13501000000,7971800000
12446000000,7704700000,4741200000,5817400000,4367500000,1449900000,6628500000,3337200000,3291300000
3943200000,2428600000,1514600000,2848000000,1813500000,1034500000,1095300000,615130000,480140000
89575000000,49605000000,39970000000,55570000000,28589000000,26982000000,34004000000,21016000000,12988000000
40748000000,25008000000,15741000000,22962000000,16287000000,6675000000,17786000000,8720500000,9065700000
13160000000,8484400000,4675500000,8052100000,5594200000,2457900000,5107900000,2890300000,2217600000
29351000000,20286000000,9065300000,18309000000,15683000000,2626800000,11042000000,4603100000,6438500000
649050000,348000000,301050000,527100000,275270000,251830000,121950000,72726000,49219000
109840000,107280000,2562300,NA,NA,NA,109840000,107280000,2562300
973110000,439490000,533620000,564870000,210380000,354490000,408240000,229110000,179120000
12330000000,6967300000,5362400000,6966300000,3846200000,3120100000,5363400000,3121100000,2242300000
NA,NA,NA,NA,NA,NA,NA,NA,NA
3566100000,2360500000,1205700000,1817400000,974940000,842410000,1748800000,1385500000,363240000
1841100000,1099000000,742030000,1233400000,732770000,500580000,607710000,366260000,241450000
12156000000,8412300000,3743500000,6541700000,5213900000,1327800000,5614100000,3198400000,2415700000
601030000,267390000,333630000,444640000,164670000,279960000,156390000,102720000,53673000
12626000000,7523900000,5101800000,7526600000,4559900000,2966700000,5099000000,2964000000,2135100000
8964700000,5418400000,3546300000,5762400000,3666100000,2096300000,3202300000,1752300000,1450000000
1118500000,899370000,219110000,860810000,826300000,34510000,257670000,73067000,184600000
3764100000,2177700000,1586500000,2493800000,1580600000,913270000,1270300000,597080000,673210000
8232400000,5189600000,3042700000,4542900000,3210700000,1332100000,3689500000,1978900000,1710600000
32754000000,21377000000,11377000000,17621000000,11024000000,6597500000,15133000000,10353000000,4779100000
637430000,319520000,317910000,604120000,295400000,308710000,33315000,24117000,9197900
7371800000,4296300000,3075500000,3938800000,2596900000,1341900000,3433000000,1699400000,1733600000
11240000000,7066500000,4173300000,6305300000,3910500000,2394800000,4934500000,3156000000,1778400000
4140000000,2684600000,1455400000,2466900000,2060900000,406010000,1673100000,623710000,1049400000
309680000,243110000,66574000,276420000,229250000,47176000,33261000,13863000,19397000
7411800000,4753200000,2658600000,4798600000,3116400000,1682200000,2613200000,1636800000,976400000
3159400000,2059300000,1100100000,1806900000,1477200000,329670000,1352500000,582110000,770390000
823240000,556040000,267190000,607770000,445580000,162190000,215470000,110460000,105010000
24495000000,12989000000,11506000000,14547000000,7722800000,6823800000,9948300000,5266600000,4681800000
5735200000,3329200000,2406000000,2312100000,1961600000,350440000,3423200000,1367600000,2055600000
1.08E+11,59794000000,47937000000,57203000000,39804000000,17399000000,50528000000,19990000000,30538000000
2601100000,1360700000,1240400000,1648200000,797600000,850600000,952900000,563150000,389750000
74580000000,40815000000,33764000000,40345000000,23095000000,17249000000,34235000000,17720000000,16515000000
93788000000,49794000000,43994000000,59255000000,26717000000,32538000000,34533000000,23077000000,11456000000
84214000000,46935000000,37279000000,45317000000,26600000000,18717000000,38896000000,20335000000,18561000000
2082300000,1363400000,718860000,706550000,334210000,372350000,1375800000,1029200000,346520000
NA,NA,NA,NA,NA,NA,NA,NA,NA
77898000000,52577000000,25321000000,41826000000,37468000000,4358700000,36071000000,15109000000,20962000000
53851000,10466000,43385000,53851000,10466000,43385000,NA,NA,NA
2240300000,1352000000,888320000,1327400000,892220000,435150000,912940000,459770000,453170000
7289900000,4595100000,2694800000,4038800000,3454900000,583950000,3251100000,1140300000,2110800000
278420000,226550000,51862000,NA,NA,NA,278420000,226550000,51862000
315270000,195530000,119740000,209650000,122220000,87429000,105620000,73315000,32308000
80638000,80638000,NA,NA,NA,NA,80638000,80638000,NA
41111000000,20284000000,20827000000,33276000000,15745000000,17531000000,7834300000,4538800000,3295500000
45035000000,26686000000,18349000000,25404000000,16502000000,8902200000,19630000000,10184000000,9446900000
12651000000,9189700000,3461400000,5168900000,3362100000,1806800000,7482100000,5827500000,1654600000
65640000,39208000,26432000,65640000,39208000,26432000,NA,NA,NA
51296000,23442000,27854000,44224000,17983000,26240000,7071700,5458400,1613400
563710000,319270000,244440000,261100000,136260000,124850000,302600000,183010000,119590000
25939000,13907000,12032000,25939000,13907000,12032000,NA,NA,NA
37620000000,23434000000,14186000000,17038000000,10022000000,7016100000,20582000000,13413000000,7169700000
24044000000,14664000000,9380200000,12936000000,7611300000,5324600000,11108000000,7052500000,4055600000
36653000000,23858000000,12795000000,17336000000,10786000000,6550400000,19317000000,13072000000,6244700000
3442600000,2197300000,1245300000,2159600000,1514600000,645020000,1283000000,682700000,600320000
28860000000,16985000000,11875000000,17781000000,8859100000,8922300000,11078000000,8126000000,2952300000
5440700000,3011000000,2429700000,2660700000,1542100000,1118600000,2780000000,1468900000,1311100000
1.27E+11,70962000000,56390000000,77598000000,40255000000,37343000000,49754000000,30707000000,19047000000
1102200000,764320000,337900000,346900000,155140000,191760000,755320000,609190000,146140000
1.02E+11,61909000000,39902000000,49664000000,30672000000,18992000000,52147000000,31237000000,20910000000
1.18E+11,74360000000,43832000000,81107000000,53005000000,28102000000,37086000000,21355000000,15730000000
7281400000,4606700000,2674700000,4313900000,2920400000,1393500000,2967500000,1686300000,1281100000
26501000000,18220000000,8281400000,10627000000,6909500000,3717600000,15874000000,11311000000,4563700000
792780000,510010000,282770000,253900000,127470000,126430000,538880000,382530000,156350000
4266600000,2535800000,1730800000,2414000000,1052100000,1362000000,1852500000,1483700000,368800000
2433200000,1210300000,1222900000,2074200000,916580000,1157600000,358960000,293710000,65251000
2107800000,1212300000,895510000,1469500000,779120000,690370000,638340000,433200000,205140000
45833000000,25846000000,19987000000,23451000000,11458000000,11992000000,22382000000,14388000000,7994100000
2886300000,1834300000,1052100000,1626600000,1080500000,546140000,1259700000,753800000,505940000
6282300000,3615400000,2666900000,2979700000,2209500000,770170000,3302600000,1405800000,1896800000
4122100000,1830000000,2292200000,2889700000,743790000,2145900000,1232400000,1086200000,146250000
13882000000,10552000000,3329700000,11124000000,9944900000,1179300000,2758000000,607630000,2150400000
80786000000,76300000000,4486000000,44835000000,42062000000,2773400000,35951000000,34238000000,1712600000
11249000,8115900,3132700,5208500,2755500,2453000,6040200,5360400,679750
7608200000,4611700000,2996400000,4270300000,1988800000,2281500000,3337900000,2623000000,714900000
1.23E+12,7.06E+11,5.27E+11,6.50E+11,3.72E+11,2.78E+11,5.82E+11,3.34E+11,2.48E+11
,,,,,,,,
38127000000,23396000000,14731000000,14340000000,8345500000,5994700000,23787000000,15051000000,8736100000
49418000000,29859000000,19559000000,27083000000,15025000000,12057000000,22335000000,14833000000,7501900000
1010400000,602850000,407530000,777620000,489980000,287640000,232760000,112870000,119890000
NA,NA,NA,NA,NA,NA,NA,NA,NA
76435000,34057000,42379000,76435000,34057000,42379000,NA,NA,NA
6361800000,3866100000,2495700000,4153600000,2445600000,1708000000,2208200000,1420500000,787720000
9680100000,5665700000,4014400000,6842800000,4066900000,2775900000,2837300000,1598800000,1238500000
70969000,47671000,23298000,70969000,47671000,23298000,NA,NA,NA
755600000,485270000,270330000,676100000,437860000,238240000,79497000,47412000,32085000
1900200000,1131700000,768500000,1144300000,515790000,628550000,755870000,615920000,139950000
1.08E+11,87686000000,19916000000,59735000000,47268000000,12467000000,47868000000,40419000000,7449100000
19764000000,11777000000,7986300000,12290000000,7113600000,5176600000,7473400000,4663600000,2809800000
19713000,5695500,14018000,19713000,5695500,14018000,NA,NA,NA
1478100000,940160000,537910000,911410000,634440000,276970000,566660000,305720000,260940000
7223100000,4522500000,2700600000,3689300000,2218600000,1470700000,3533900000,2303900000,1230000000
1055200000,610470000,444730000,679660000,374020000,305640000,375540000,236450000,139090000
3500300000,2150900000,1349300000,2974700000,1855600000,1119100000,525590000,295360000,230230000
9344100000,6194900000,3149100000,6623800000,4617100000,2006700000,2720300000,1577800000,1142500000
2690800000,1745400000,945420000,2085200000,1370600000,714540000,605610000,374730000,230880000
4356200000,2512900000,1843300000,2779900000,1267000000,1512900000,1576300000,1245900000,330390000
2071500000,1375700000,695840000,1363900000,881430000,482510000,707590000,494260000,213330000
17579000000,12216000000,5363500000,6294300000,2866900000,3427400000,11285000000,9348700000,1936100000
4891700000,2994400000,1897200000,2763700000,1604600000,1159200000,2127900000,1389900000,738040000
28903000000,16698000000,12205000000,9886500000,6746700000,3139800000,19017000000,9951200000,9065500000
164180000,113070000,51110000,92069000,61309000,30760000,72106000,51757000,20350000
13218000000,8473500000,4744800000,7823300000,6012900000,1810400000,5395100000,2460600000,2934400000
248780000,146160000,102620000,69123000,45315000,23808000,179660000,100850000,78809000
12604000000,7686500000,4917000000,6449100000,4086400000,2362700000,6154400000,3600100000,2554300000
4469100000,2443900000,2025300000,2968700000,1635500000,1333200000,1500400000,808320000,692100000
675860000,378250000,297620000,395570000,256310000,139260000,280290000,121930000,158360000
1620200000,1326500000,293670000,1530800000,1276800000,254020000,89329000,49688000,39641000
1.20E+11,72941000000,46887000000,65938000000,38712000000,27226000000,53890000000,34229000000,19661000000
69499000000,49795000000,19705000000,47931000000,43444000000,4486600000,21569000000,6350900000,15218000000
32334000000,21728000000,10606000000,20150000000,14946000000,5204100000,12184000000,6782400000,5401500000
1836600000,955140000,881510000,1073900000,490120000,583740000,762790000,465020000,297770000
67016000,61108000,5907400,64224000,58317000,5907400,2791400,2791400,NA
1.72E+11,93423000000,78488000000,1.11E+11,59615000000,51729000000,60566000000,33807000000,26759000000
9888900000,5753200000,4135700000,7416500000,4144300000,3272200000,2472400000,1608900000,863510000
106030000,78822000,27203000,87769000,69068000,18701000,18256000,9754100,8502300
41952000000,23157000000,18795000000,28114000000,15720000000,12393000000,13839000000,7436400000,6402200000
78901000000,43280000000,35621000000,49042000000,24818000000,24224000000,29859000000,18462000000,11397000000
28841000000,17212000000,11629000000,16494000000,10063000000,6430900000,12347000000,7148400000,5198500000
41623000000,25985000000,15639000000,22058000000,11907000000,10151000000,19566000000,14078000000,5488000000
10724000000,6513000000,4210600000,6295200000,3984200000,2311000000,4428400000,2528700000,1899700000
1852400000,1200600000,651850000,1109800000,804120000,305690000,742600000,396440000,346160000
15354000000,9906300000,5447200000,7577000000,5880200000,1696900000,7776600000,4026200000,3750400000
229610000,214250000,15363000,229610000,214250000,15363000,NA,NA,NA
1461100000,931370000,529760000,660020000,372040000,287980000,801110000,559330000,241780000
96749000000,52698000000,44050000000,59523000000,31781000000,27742000000,37226000000,20917000000,16309000000
1245600000,923270000,322340000,906010000,754250000,151760000,339600000,169020000,170590000
29194000000,15673000000,13521000000,17181000000,8542700000,8637900000,12013000000,7130400000,4882700000
1243300000,759820000,483530000,1106500000,664310000,442150000,136880000,95508000,41376000
8410100000,5489900000,2920200000,4392600000,3045900000,1346700000,4017500000,2444000000,1573500000
944980000,630040000,314940000,272900000,159090000,113810000,672080000,470950000,201130000
2.33E+11,1.25E+11,1.08E+11,1.07E+11,64736000000,42102000000,1.26E+11,60747000000,65679000000
2858000000,1815400000,1042600000,1493400000,737330000,756070000,1364600000,1078100000,286520000
3787400000,2025400000,1762000000,2484400000,1141100000,1343300000,1303000000,884280000,418690000
55261000000,33106000000,22156000000,27595000000,17730000000,9865100000,27666000000,15376000000,12290000000
39198000000,21510000000,17688000000,27596000000,15426000000,12170000000,11602000000,6084200000,5517800000
NA,NA,NA,NA,NA,NA,NA,NA,NA
24860000,11859000,13001000,NA,NA,NA,24860000,11859000,13001000
3066500000,1854100000,1212400000,1025300000,809200000,216070000,2041200000,1044900000,996290000
4893500000,2635300000,2258200000,3294300000,1490500000,1803800000,1599100000,1144700000,454360000
2801700000,1587900000,1213800000,2537400000,1455900000,1081500000,264250000,132020000,132230000
589230000,442990000,146230000,5601900,2921100,2680700,583620000,440070000,143550000
343930000,226690000,117240000,126010000,85829000,40184000,217920000,140860000,77059000
76839000000,45811000000,31027000000,55992000000,38053000000,17939000000,20847000000,7758400000,13088000000
72809000000,42374000000,30435000000,42415000000,25450000000,16965000000,30394000000,16925000000,13470000000
12330000000,6269100000,6060800000,7398400000,3464700000,3933800000,4931400000,2804400000,2127000000
1295800000,773130000,522640000,689260000,410840000,278420000,606510000,362290000,244220000
847540000,570550000,276990000,63476000,29367000,34109000,784070000,541180000,242880000
16863000000,10662000000,6201400000,9557500000,6285900000,3271700000,7305700000,4376000000,2929800000
2925900000,1841100000,1084800000,1266900000,845910000,420990000,1659000000,995150000,663810000
26891000000,19448000000,7442300000,20083000000,15347000000,4735800000,6807900000,4101400000,2706500000
11996000000,6628400000,5367300000,7506100000,3530000000,3976100000,4489600000,3098400000,1391200000
68979000000,49922000000,19057000000,50129000000,46843000000,3286500000,18850000000,3079000000,15771000000
11076000000,6824400000,4251400000,358120000,220820000,137300000,10718000000,6603600000,4114100000
39110000,28006000,11104000,26524000,20057000,6467300,12586000,7949100,4637000
9267900000,5806400000,3461500000,5399500000,3420400000,1979100000,3868400000,2386000000,1482400000
1092600000,649500000,443130000,604540000,314970000,289580000,488090000,334540000,153560000
4339700000,2451200000,1888500000,3143100000,1715000000,1428100000,1196600000,736200000,460360000
768400000,533570000,234830000,617740000,445050000,172690000,150660000,88519000,62140000
27833000000,16504000000,11329000000,16959000000,9828400000,7130300000,10875000000,6675900000,4198900000
140940000,91798000,49145000,50008000,36863000,13145000,90935000,54935000,36000000
56613000,39880000,16733000,56613000,39880000,16733000,NA,NA,NA
1056700000,743270000,313470000,654380000,463660000,190720000,402360000,279610000,122750000
120330000,94784000,25542000,120330000,94784000,25542000,NA,NA,NA
1.72E+11,1.03E+11,68481000000,95853000000,64114000000,31739000000,75717000000,38975000000,36742000000
23808000000,16062000000,7745600000,9246700000,4467200000,4779500000,14561000000,11595000000,2966100000
50596000000,25887000000,24709000000,39862000000,19323000000,20539000000,10734000000,6563900000,4170000000
NA,NA,NA,NA,NA,NA,NA,NA,NA
416080000,243120000,172960000,206460000,89076000,117390000,209620000,154040000,55574000
8160300000,5525300000,2635100000,4099400000,3058400000,1041100000,4060900000,2466900000,1594000000
3044500000,1914500000,1130000000,1369700000,802810000,566870000,1674800000,1111700000,563110000
8110300000,4579900000,3530400000,4841000000,2332100000,2508900000,3269300000,2247900000,1021500000
121260000,62496000,58768000,86038000,27271000,58768000,35225000,35225000,NA
12712000000,8040900000,4671000000,6169700000,3895100000,2274600000,6542300000,4145900000,2396400000
42545000000,26621000000,15924000000,21071000000,13458000000,7613100000,21474000000,13163000000,8310900000
427250000,306930000,120330000,427250000,306930000,120330000,NA,NA,NA
1648100000,1191100000,456960000,1116800000,1097200000,19589000,531290000,93919000,437370000
3483600000,2246900000,1236700000,2048100000,1959900000,88239000,1435500000,287000000,1148500000
155390000,86480000,68905000,100610000,62795000,37814000,54776000,23686000,31091000
1200000000,836940000,363030000,251420000,137220000,114200000,948550000,699720000,248830000
37825000000,23350000000,14475000000,27338000000,17514000000,9824100000,10487000000,5836400000,4650900000
61399000000,34914000000,26485000000,31242000000,27754000000,3488500000,30157000000,7160500000,22996000000
11707000000,7315900000,4391000000,7833800000,5147300000,2686400000,3873200000,2168600000,1704600000
1935500000,1246800000,688740000,889670000,573820000,315850000,1045900000,672970000,372890000
1511200000,936670000,574480000,718290000,493870000,224410000,792860000,442790000,350070000
24309000000,10420000000,13889000000,11735000000,3355400000,8379500000,12574000000,7064400000,5509700000
56889000000,37135000000,19754000000,31237000000,22612000000,8624500000,25652000000,14523000000,11130000000
110370000,86083000,24286000,72614000,54801000,17813000,37755000,31282000,6472600
225950000,150130000,75826000,111350000,87584000,23767000,114600000,62542000,52059000
19518000000,11572000000,7946500000,10412000000,6152500000,4259700000,9105900000,5419100000,3686800000
13780000000,7546000000,6233500000,6587800000,2926000000,3661800000,7191700000,4620000000,2571700000
9788200000,5583800000,4204400000,5408500000,3696400000,1712100000,4379700000,1887400000,2492400000
304180000,146360000,157830000,290210000,133940000,156270000,13977000,12418000,1559500
5799200000,3453400000,2345900000,3962000000,2154200000,1807800000,1837200000,1299200000,538020000
298480000,204580000,93904000,201810000,136340000,65478000,96670000,68244000,28426000
3821600000,2484000000,1337600000,1767500000,1169200000,598260000,2054100000,1314800000,739310000
426140000,248160000,177980000,220230000,129960000,90271000,205910000,118200000,87705000
291270000,199550000,91719000,122610000,76367000,46244000,168660000,123190000,45475000
53882000000,30570000000,23312000000,29887000000,15278000000,14609000000,23995000000,15292000000,8703100000
23374000000,12470000000,10904000000,15549000000,7605800000,7943000000,7824800000,4863800000,2961000000
24035000000,12970000000,11065000000,19326000000,10009000000,9317500000,4708400000,2961100000,1747300000
79814000000,47189000000,32624000000,40944000000,23157000000,17787000000,38870000000,24032000000,14837000000
1.33E+11,73410000000,59343000000,55310000000,29380000000,25929000000,77444000000,44030000000,33414000000
62543000000,36874000000,25669000000,33486000000,18584000000,14902000000,29057000000,18290000000,10767000000
3527500000,1050200000,2477300000,3072100000,749310000,2322800000,455410000,300880000,154530000
6212300000,3672000000,2540300000,4505800000,2657400000,1848400000,1706500000,1014600000,691870000
1729500000,943190000,786310000,1006400000,528620000,477750000,723130000,414570000,308560000
6967100000,4334500000,2632600000,3506300000,2793000000,713320000,3460800000,1541500000,1919300000
1.65E+11,86195000000,78635000000,96318000000,37312000000,59006000000,68512000000,48884000000,19629000000
25073000000,13564000000,11509000000,14041000000,7886400000,6154700000,11032000000,5677800000,5354500000
528130000,340100000,188030000,265100000,202380000,62719000,263030000,137720000,125310000
3092700000,2069500000,1023200000,1207500000,729620000,477850000,1885200000,1339900000,545340000
15690000000,9201700000,6488200000,8163900000,5431800000,2732100000,7526000000,3769900000,3756100000
5426200000,3377300000,2048900000,3580100000,2115700000,1464400000,1846000000,1261500000,584480000
6292400000,3923000000,2369400000,4613200000,3079900000,1533400000,1679100000,843140000,836000000
31149000000,17435000000,13715000000,18187000000,6545100000,11642000000,12962000000,10890000000,2072900000
31931000000,20804000000,11127000000,18216000000,11938000000,6278600000,13715000000,8866400000,4848500000
11821000000,6233700000,5587400000,3736200000,1905100000,1831200000,8084900000,4328700000,3756200000
4204400000,2976900000,1227400000,1478600000,411820000,1066800000,2725800000,2565100000,160650000
27210000,22784000,4426100,27210000,22784000,4426100,NA,NA,NA
8897800000,5343600000,3554200000,5782400000,3612400000,2170000000,3115400000,1731200000,1384200000
NA,NA,NA,NA,NA,NA,NA,NA,NA
29312000000,17498000000,11813000000,12954000000,8385700000,4568100000,16358000000,9112400000,7245400000
949070000,549720000,399350000,458450000,222470000,235980000,490620000,327260000,163360000
22560000000,13771000000,8789000000,11344000000,6286600000,5057200000,11216000000,7484400000,3731800000
43249000000,24530000000,18719000000,22884000000,17876000000,5008500000,20365000000,6654000000,13711000000
75184000,51177000,24007000,75184000,51177000,24007000,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
36563000000,22214000000,14349000000,20225000000,12872000000,7353100000,16338000000,9342600000,6995600000
2024300000,1338100000,686200000,1461500000,994400000,467120000,562770000,343690000,219080000
