Intensity,Intensity L,Intensity H,Intensity A,Intensity L A,Intensity H A,Intensity B,Intensity L B,Intensity H B
129370000,80423000,48948000,129370000,80423000,48948000,NA,NA,NA
2652600000,1905100000,747480000,2333000000,1702200000,630890000,319560000,202970000,116590000
190580000,105210000,85372000,190580000,105210000,85372000,NA,NA,NA
14579000000,9456600000,5122000000,8054200000,4645800000,3408400000,6524300000,4810800000,1713500000
1129000000,755610000,373410000,899730000,659380000,240340000,229300000,96233000,133060000
358340000,234210000,124130000,329840000,213860000,115970000,28498000,20341000,8157200
5558100000,2171600000,3386500000,3029400000,1079400000,1950000000,2528800000,1092200000,1436600000
732840000,468110000,264730000,551580000,370720000,180860000,181260000,97383000,83876000
6827600000,4160700000,2666900000,3150800000,1270100000,1880700000,3676800000,2890600000,786150000
1981200000,1142600000,838600000,1114500000,684060000,430470000,866680000,458550000,408130000
484920000,265000000,219920000,304160000,138370000,165790000,180760000,126620000,54137000
2351400000,964860000,1386600000,1639600000,559570000,1080000000,711860000,405290000,306570000
31921000000,19483000000,12438000000,19820000000,10362000000,9457900000,12100000000,9120500000,2979900000
1544000000,785300000,758740000,1238100000,590670000,647420000,305950000,194630000,111320000
2592900000,1687800000,905080000,1492400000,949180000,543230000,1100500000,738650000,361850000
7346200,5769300,1576900,NA,NA,NA,7346200,5769300,1576900
93707000,60254000,33453000,58543000,34679000,23864000,35164000,25575000,9589200
97473000,79640000,17833000,NA,NA,NA,97473000,79640000,17833000
24320000,20315000,4004100,NA,NA,NA,24320000,20315000,4004100
13963000000,8222500000,5740700000,7988500000,4344400000,3644100000,5974700000,3878100000,2096600000
302200000,171850000,130350000,302200000,171850000,130350000,NA,NA,NA
291020000,202040000,88978000,209180000,149820000,59367000,81837000,52226000,29611000
57793000,37957000,19835000,31902000,23083000,8818500,25891000,14874000,11017000
2864300000,1686700000,1177600000,1810400000,959540000,850820000,1054000000,727160000,326800000
8807500000,4972300000,3835200000,5384000000,2630000000,2754000000,3423500000,2342300000,1081200000
1144300000,403580000,740730000,1111100000,376620000,734530000,33160000,26957000,6203400
20421000000,12982000000,7439800000,11681000000,7737100000,3943700000,8740600000,5244400000,3496100000
1668600000,1066400000,602150000,475460000,363500000,111960000,1193100000,702930000,490180000
26291000,21325000,4965700,NA,NA,NA,26291000,21325000,4965700
137270000,118540000,18728000,NA,NA,NA,137270000,118540000,18728000
13531000000,8424800000,5105700000,8968300000,6019100000,2949200000,4562200000,2405700000,2156500000
12211000,6098600,6112100,NA,NA,NA,12211000,6098600,6112100
367910000,268650000,99263000,86832000,35266000,51566000,281080000,233380000,47697000
NA,NA,NA,NA,NA,NA,NA,NA,NA
73093000,73093000,NA,NA,NA,NA,73093000,73093000,NA
962550000,582710000,379840000,630110000,356280000,273830000,332440000,226430000,106010000
NA,NA,NA,NA,NA,NA,NA,NA,NA
23922000,16170000,7752400,NA,NA,NA,23922000,16170000,7752400
134940000,93772000,41166000,134940000,93772000,41166000,NA,NA,NA
5675600000,3110500000,2565100000,3266300000,1664100000,1602300000,2409300000,1446400000,962900000
26935000,22830000,4104900,26935000,22830000,4104900,NA,NA,NA
5761100000,3173700000,2587400000,2573200000,1638500000,934640000,3187900000,1535200000,1652700000
68034000000,42249000000,25785000000,40002000000,25344000000,14658000000,28032000000,16906000000,11127000000
51549000,49608000,1940800,51549000,49608000,1940800,NA,NA,NA
79394000,53681000,25713000,79394000,53681000,25713000,NA,NA,NA
305850000,164530000,141320000,197370000,104800000,92572000,108480000,59737000,48748000
201990000,109540000,92459000,201990000,109540000,92459000,NA,NA,NA
187550000,128250000,59301000,114570000,74099000,40470000,72984000,54153000,18832000
13771000,7635300,6135900,13771000,7635300,6135900,NA,NA,NA
452700000,319260000,133440000,256730000,161280000,95457000,195960000,157980000,37982000
200190000,133810000,66382000,106850000,84895000,21960000,93333000,48911000,44422000
220750000,41124000,179630000,NA,NA,NA,220750000,41124000,179630000
101590000,86644000,14950000,5156300,5156300,NA,96438000,81488000,14950000
5480000000,4703100000,776890000,630170000,219040000,411130000,4849800000,4484100000,365760000
2247600000,1508400000,739100000,977390000,546690000,430700000,1270200000,961760000,308400000
244710000,179140000,65573000,200270000,147710000,52556000,44444000,31427000,13017000
112320000,107880000,4430500,112320000,107880000,4430500,NA,NA,NA
245540000,178340000,67199000,200220000,151560000,48666000,45319000,26785000,18534000
224960000,143580000,81381000,171110000,108670000,62438000,53845000,34903000,18943000
1294800000,752880000,541930000,860190000,396940000,463250000,434620000,355940000,78684000
175440000,151030000,24407000,175440000,151030000,24407000,NA,NA,NA
168580000,134620000,33964000,NA,NA,NA,168580000,134620000,33964000
9455700000,4943700000,4512000000,4858500000,2756700000,2101900000,4597200000,2187100000,2410100000
22684000000,13798000000,8886400000,11389000000,6818600000,4570700000,11295000000,6979200000,4315800000
516910000,281580000,235320000,494020000,267590000,226430000,22891000,13993000,8898100
2405600000,1652500000,753080000,988510000,328330000,660180000,1417100000,1324200000,92898000
273730000,189450000,84286000,NA,NA,NA,273730000,189450000,84286000
332730000,239150000,93574000,201640000,163290000,38352000,131090000,75863000,55223000
567530000,418510000,149030000,422740000,358680000,64063000,144800000,59831000,84965000
488310000,391670000,96640000,88326000,46984000,41343000,399980000,344690000,55297000
1508600000,835040000,673550000,855280000,497280000,357990000,653320000,337760000,315560000
64077000000,36590000000,27487000000,37281000000,28631000000,8649700000,26796000000,7959000000,18837000000
327180000,165740000,161440000,139900000,92667000,47237000,187270000,73068000,114200000
34904000,27229000,7674900,NA,NA,NA,34904000,27229000,7674900
90843000,54113000,36730000,67559000,39882000,27677000,23284000,14231000,9053200
613640000,472410000,141230000,531220000,397670000,133550000,82418000,74743000,7675100
NA,NA,NA,NA,NA,NA,NA,NA,NA
1481600000,955890000,525720000,1130500000,820370000,310130000,351110000,135520000,215590000
183470000,147910000,35560000,68445000,38257000,30188000,115020000,109650000,5372000
1437900000,536020000,901880000,620400000,290370000,330030000,817510000,245660000,571850000
NA,NA,NA,NA,NA,NA,NA,NA,NA
1156200000,724520000,431720000,476770000,213910000,262850000,679470000,510600000,168870000
216280000,125660000,90623000,216280000,125660000,90623000,NA,NA,NA
76928000,56429000,20500000,NA,NA,NA,76928000,56429000,20500000
2467300000,1293600000,1173700000,2467300000,1293600000,1173700000,NA,NA,NA
4301400000,2874700000,1426700000,2846500000,2032700000,813800000,1454900000,842030000,612900000
1049500000,637400000,412120000,564100000,313780000,250310000,485420000,323620000,161810000
537670000,328040000,209630000,171410000,104130000,67277000,366260000,223910000,142350000
NA,NA,NA,NA,NA,NA,NA,NA,NA
109990000,78177000,31809000,NA,NA,NA,109990000,78177000,31809000
195210000,128710000,66502000,39803000,24433000,15370000,155410000,104280000,51132000
332590000,185980000,146600000,88296000,68237000,20059000,244290000,117750000,126540000
9112900000,5480400000,3632500000,4867200000,2371600000,2495500000,4245700000,3108700000,1137000000
44942000,18781000,26161000,44942000,18781000,26161000,NA,NA,NA
2768100000,1680200000,1087900000,1185100000,630950000,554120000,1583000000,1049200000,533790000
4448500000,3043700000,1404800000,1795400000,1131800000,663660000,2653100000,1911900000,741160000
32673000000,18473000000,14200000000,18985000000,10141000000,8843600000,13688000000,8332100000,5356300000
316400000,47591000,268810000,290840000,26141000,264690000,25566000,21450000,4116100
NA,NA,NA,NA,NA,NA,NA,NA,NA
1457400000,798360000,659030000,950910000,500050000,450860000,506490000,298310000,208180000
19441000000,10911000000,8530300000,16664000000,9688400000,6975700000,2777000000,1222500000,1554500000
NA,NA,NA,NA,NA,NA,NA,NA,NA
51746000,33888000,17857000,51746000,33888000,17857000,NA,NA,NA
15067000000,8027700000,7039300000,10016000000,5260800000,4755400000,5050900000,2766900000,2284000000
8472100000,4873800000,3598400000,3675000000,2286000000,1389100000,4797100000,2587800000,2209300000
NA,NA,NA,NA,NA,NA,NA,NA,NA
6530500000,2946400000,3584000000,4919200000,2013600000,2905600000,1611300000,932820000,678450000
4051400000,3108200000,943280000,3052000000,2705700000,346240000,999500000,402460000,597040000
217500000,128100000,89401000,111090000,77508000,33583000,106410000,50592000,55819000
69789000,51731000,18058000,NA,NA,NA,69789000,51731000,18058000
33181000,29777000,3403400,NA,NA,NA,33181000,29777000,3403400
11361000000,7219800000,4140700000,6815900000,4675400000,2140600000,4544600000,2544500000,2000100000
266250000,161440000,104810000,165660000,113270000,52394000,100590000,48172000,52418000
7513600000,4593900000,2919700000,3566000000,1811300000,1754700000,3947600000,2782600000,1165000000
251750000,170460000,81291000,137460000,85970000,51490000,114290000,84491000,29801000
172670000,137170000,35500000,172670000,137170000,35500000,NA,NA,NA
305080000,179810000,125270000,184240000,115450000,68794000,120840000,64362000,56475000
17385000,10455000,6929700,17385000,10455000,6929700,NA,NA,NA
823080000,475620000,347470000,420430000,282840000,137600000,402650000,192780000,209870000
997940000,657100000,340840000,283630000,210930000,72699000,714310000,446170000,268140000
73803000,49310000,24493000,73803000,49310000,24493000,NA,NA,NA
1249200000,855930000,393300000,657160000,409340000,247820000,592070000,446590000,145480000
1321300000,876830000,444480000,476380000,276260000,200110000,844940000,600570000,244370000
4621900000,3017200000,1604800000,2980500000,2154800000,825760000,1641400000,862400000,779000000
43605000,29688000,13918000,43605000,29688000,13918000,NA,NA,NA
352310000,202300000,150010000,256520000,144070000,112450000,95788000,58224000,37564000
923510000,573000000,350510000,448840000,226920000,221930000,474670000,346090000,128580000
1663400000,1010800000,652610000,1080700000,663990000,416680000,582730000,346800000,235930000
189270000,152310000,36964000,128160000,126720000,1434300,61112000,25583000,35529000
951930000,489260000,462670000,795470000,392160000,403310000,156460000,97100000,59363000
116690000,69502000,47192000,70140000,44218000,25922000,46555000,25284000,21271000
39997000,35704000,4292700,NA,NA,NA,39997000,35704000,4292700
216060000,138340000,77725000,22834000,17329000,5504600,193230000,121010000,72220000
402610000,277930000,124680000,218460000,151200000,67258000,184150000,126730000,57421000
180060000,111770000,68284000,162720000,100470000,62250000,17339000,11304000,6034700
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1800800000,1156700000,644080000,1384000000,948400000,435600000,416830000,208350000,208480000
18224000,11401000,6822800,18224000,11401000,6822800,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
193250000,83962000,109290000,76127000,44138000,31988000,117120000,39824000,77301000
124500000,100870000,23629000,124500000,100870000,23629000,NA,NA,NA
5086800000,3018400000,2068400000,2910900000,1783200000,1127700000,2175900000,1235200000,940740000
64290000,35360000,28930000,64290000,35360000,28930000,NA,NA,NA
3882500000,2351200000,1531300000,2457900000,1440000000,1017900000,1424600000,911150000,513460000
56748000,38370000,18378000,5381900,4353800,1028100,51366000,34016000,17350000
566240000,398150000,168090000,127530000,38106000,89427000,438710000,360040000,78665000
105770000,56789000,48982000,105770000,56789000,48982000,NA,NA,NA
626280000,376240000,250040000,343170000,187460000,155710000,283110000,188780000,94332000
171050000,113720000,57336000,72199000,43834000,28365000,98855000,69884000,28971000
NA,NA,NA,NA,NA,NA,NA,NA,NA
96396000,94027000,2369700,96396000,94027000,2369700,NA,NA,NA
42817000,15632000,27186000,42817000,15632000,27186000,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
13072000,9355300,3716300,9577000,5860700,3716300,3494600,3494600,NA
236020000,110270000,125750000,88798000,33498000,55301000,147220000,76769000,70448000
4894900000,3019100000,1875800000,2129100000,1179500000,949570000,2765800000,1839600000,926210000
NA,NA,NA,NA,NA,NA,NA,NA,NA
84414000,48817000,35597000,84414000,48817000,35597000,NA,NA,NA
499650000,362510000,137130000,175660000,135700000,39959000,323990000,226820000,97172000
13039000,9535200,3504100,13039000,9535200,3504100,NA,NA,NA
151110000,84302000,66812000,37297000,29541000,7756200,113820000,54761000,59056000
6716000000,5337700000,1378300000,5380300000,4871500000,508820000,1335700000,466200000,869510000
1387800000,1026100000,361670000,604630000,522290000,82345000,783120000,503790000,279330000
NA,NA,NA,NA,NA,NA,NA,NA,NA
104270000,56577000,47694000,104270000,56577000,47694000,NA,NA,NA
37297000,25897000,11399000,NA,NA,NA,37297000,25897000,11399000
19160000,15430000,3730700,19160000,15430000,3730700,NA,NA,NA
352470000,217500000,134960000,154960000,125640000,29317000,197510000,91860000,105650000
1383400000,888120000,495270000,979360000,651500000,327860000,404020000,236620000,167410000
1005900000,621640000,384230000,453620000,292550000,161070000,552250000,329080000,223160000
76667000,54087000,22580000,76667000,54087000,22580000,NA,NA,NA
6746800000,4366900000,2379900000,3188800000,1986800000,1202000000,3558100000,2380100000,1177900000
21360000,9701600,11658000,21360000,9701600,11658000,NA,NA,NA
884430000,609320000,275110000,335380000,185330000,150040000,549060000,423990000,125070000
210150000,140070000,70088000,180690000,117920000,62772000,29462000,22147000,7315500
1619600000,1061900000,557640000,1062600000,876340000,186250000,556970000,185580000,371380000
277930000,131630000,146290000,277930000,131630000,146290000,NA,NA,NA
1924800000,1090900000,833990000,870810000,451120000,419690000,1054000000,639740000,414300000
149880000,89645000,60233000,91016000,81845000,9170900,58861000,7799600,51062000
525420000,334080000,191340000,343000000,259600000,83395000,182420000,74472000,107950000
3479300000,2480100000,999210000,2445000000,1968300000,476770000,1034300000,511830000,522440000
1218700000,676360000,542320000,1172900000,640580000,532280000,45816000,35779000,10037000
541800000,336850000,204950000,89779000,31387000,58392000,452020000,305460000,146560000
250530000,140810000,109720000,172510000,115310000,57198000,78020000,25499000,52522000
27331000,16728000,10603000,27331000,16728000,10603000,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
145160000,72140000,73017000,38374000,31495000,6879000,106780000,40644000,66138000
93294000,63376000,29918000,93294000,63376000,29918000,NA,NA,NA
763020000,178220000,584800000,NA,NA,NA,763020000,178220000,584800000
193030000,153430000,39599000,104900000,92979000,11923000,88132000,60456000,27676000
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
2752500000,1688000000,1064500000,1240600000,843270000,397350000,1511900000,844710000,667170000
12120000,9464100,2656300,12120000,9464100,2656300,NA,NA,NA
222220000,109520000,112700000,115290000,68479000,46810000,106930000,41039000,65893000
65321000000,37298000000,28022000000,32572000000,17644000000,14928000000,32749000000,19654000000,13095000000
NA,NA,NA,NA,NA,NA,NA,NA,NA
4099900000,1773600000,2326300000,3433300000,1437300000,1996000000,666660000,336370000,330290000
141750000,113560000,28189000,141750000,113560000,28189000,NA,NA,NA
1680400000,809270000,871160000,1369600000,607090000,762490000,310850000,202190000,108660000
147070000,84733000,62339000,86123000,53716000,32407000,60949000,31016000,29932000
284300000,170160000,114140000,168140000,103440000,64700000,116170000,66725000,49441000
NA,NA,NA,NA,NA,NA,NA,NA,NA
83004000,66567000,16436000,NA,NA,NA,83004000,66567000,16436000
107200000,79136000,28063000,107200000,79136000,28063000,NA,NA,NA
3840700000,1944100000,1896600000,1497200000,1182300000,314880000,2343500000,761750000,1581700000
