WTheart_1,WTheart_2,WTheart_3,WTheart_Flu_1,WTheart_Flu_2,WTheart_Flu_3,WTheart_Flu_4,WTheart_Flu_5,WTheart_Flu_6,WTheart_Flu_7,WTheart_Flu_8,WTheart_Spn_1,WTheart_Spn_2,WTheart_Spn_3,WTheart_Spn_4,WTheart_Spn+Flu_1,WTheart_Spn+Flu_2,WTheart_Spn+Flu_3,WTheart_Spn+Flu_4,WTheart_Spn+Flu_5,WTheart_Spn+Flu_6
27.3072,27.9878,28.1048,28.9328,28.9206,28.8353,28.884,28.8607,29.0469,28.7615,28.837,28.8242,28.6854,28.9965,28.977,28.396,28.2965,28.7977,29.0067,28.6707,28.9348
24.6065,23.8494,23.929,25.8948,25.9814,25.9427,26.085,25.6271,25.319,25.6717,25.6601,24.9137,24.3294,25.7824,25.4654,24.1784,24.4478,24.8608,24.4644,24.7993,25.0607
29.7214,30.3472,30.518,31.0972,31.0871,31.055,31.1029,31.0568,31.1659,31.1293,30.9795,31.0932,31.0639,30.99,31.2134,30.6471,30.6225,30.8664,30.8758,30.8477,30.8903
25.2802,26.1973,26.2972,29.289,29.3045,29.2771,29.5352,29.4994,29.5308,29.4913,29.3874,29.4709,29.2579,29.1068,28.7833,29.1568,29.1346,28.8986,28.6406,29.1523,29.0548
25.5103,25.7794,25.6929,26.0572,26.1441,26.2044,26.1487,25.8752,26.1256,26.2247,26.0814,26.7369,26.5391,26.8044,26.4927,26.8875,26.7069,26.3934,26.5039,27.189,27.2042
24.4435,21.7081,25.1282,27.686,27.7025,27.4839,27.581,27.5748,27.6868,27.7258,27.6689,27.8981,27.4904,27.7752,27.7044,27.8508,27.4375,27.5712,28.1274,27.9136,27.6268
25.6277,25.3695,25.9071,28.2961,28.387,28.5053,28.5473,28.5464,28.4736,28.3684,28.4865,27.8438,27.8292,27.8171,27.8188,27.8452,27.9121,27.7204,27.6387,28.1794,27.8963
26.8081,26.5167,27.4398,29.3611,29.3579,29.3743,29.4256,29.3253,29.2169,29.3346,29.2232,28.9916,28.7591,29.0237,29.0213,28.4198,28.5882,28.3127,27.7157,28.9387,28.7147
27.9675,27.8039,27.8615,26.3951,26.6023,26.5446,26.5686,26.5502,26.6782,26.5497,26.5638,26.1647,26.1609,26.6787,25.2308,25.7547,25.5946,26.3384,26.1206,26.553,26.299
21.6534,21.474,21.1675,23.886,23.8351,23.0727,22.7442,24.1695,24.2046,24.4067,24.1948,23.4855,24.0348,21.0908,24.0217,21.6529,20.293,19.0232,21.932,20.0089,20.77
30.8192,30.9001,30.7585,30.4066,30.384,30.2511,30.3449,30.2929,30.2048,30.2089,30.3474,30.4403,30.676,30.5384,30.3307,29.9525,30.0222,29.7243,30.2343,30.5996,30.3665
29.8921,29.2674,29.9221,30.709,30.7852,30.6591,30.6747,30.7427,30.9121,30.8385,30.5308,30.8379,30.417,30.9051,30.8015,30.6118,30.5008,30.411,30.5313,30.716,30.5947
20.263,21.657,22.1378,26.1958,25.7352,26.2221,26.1331,25.9291,25.6974,25.7363,25.9192,25.6366,25.3825,25.6952,25.5962,24.9554,24.295,25.0775,25.0639,25.5368,25.5446
22.2076,25.4168,25.8863,27.4558,27.2906,27.3226,27.2995,27.6732,27.5484,27.4515,27.4558,27.5928,27.7574,26.9196,26.8054,27.7619,27.9268,26.4259,26.8634,27.0818,26.726
21.8942,21.5432,21.2325,25.6674,25.4433,25.6898,25.6641,25.5673,25.676,25.6192,25.503,25.3868,24.9473,24.46,25.1246,25.1693,24.4178,24.4573,25.5269,25.3402,25.1144
26.8226,27.7153,26.5976,28.5062,28.572,28.733,28.4805,28.58,28.4949,28.4395,28.5993,28.4321,28.1848,28.5633,28.313,28.3901,28.5124,27.9636,28.5291,29.0141,28.5967
22.6401,20.1274,20.8329,22.4653,22.4091,22.8138,21.6752,23.3295,23.0506,23.0317,23.6398,18.4175,20.296,21.0548,20.6556,23.3111,21.0893,24.2689,22.7842,24.6886,25.0279
28.7675,28.8426,28.7323,26.7824,27.5901,27.0059,26.8986,27.5909,27.7387,27.7716,27.6748,27.7073,28.2089,27.8767,27.7374,26.9476,27.1091,27.2297,27.6647,27.7896,28.1282
27.7135,27.4313,27.6834,31.5836,31.5926,31.6352,31.5186,31.5109,31.5015,31.462,31.4277,31.4109,31.1581,31.6722,31.686,30.9527,30.8372,31.4788,31.6946,31.6614,31.6082
22.0663,21.4658,20.6459,28.3171,28.3702,28.5257,28.3242,28.4122,28.3641,28.41,28.3939,28.2432,27.9613,28.0781,28.2819,28.0146,28.0161,28.207,28.2803,28.5197,28.2476
28.3346,27.5793,28.5897,29.1142,29.053,29.2502,29.0202,28.8003,28.8325,28.7318,28.8166,29.1511,29.1402,28.8668,28.7055,28.5524,28.6458,28.5647,28.8425,28.8573,28.7346
20.9631,21.693,21.6986,28.5255,28.7123,28.8233,28.9687,28.8199,28.9071,28.868,28.7183,28.4996,28.5306,28.6054,28.745,29.0152,28.992,28.4799,28.5973,29.0566,28.6204
22.2586,22.6146,24.0926,24.8387,25.1152,25.2314,26.2246,26.0497,25.6237,25.9906,25.8685,24.9413,24.6322,25.2175,24.8979,25.2264,24.6094,25.127,24.893,25.3454,25.5707
23.9412,22.6151,21.4234,27.6613,27.65,27.7459,27.81,27.761,27.7302,27.6728,27.4608,27.6508,27.176,27.4216,26.7021,26.9099,26.8157,27.5556,27.9548,26.8993,27.4092
20.5579,21.8453,21.7999,23.3699,23.9261,23.9057,23.9744,23.5219,24.6122,23.2942,23.5384,23.6767,23.4692,20.6688,23.8413,23.9186,23.5729,22.1699,22.4238,20.684,20.8966
21.2148,23.9181,25.8108,28.3473,28.363,28.4831,28.3919,28.5682,28.6843,28.6003,28.3601,28.22,28.256,28.1811,27.3176,28.7064,28.582,28.152,26.1697,28.7191,28.4481
21.7877,20.7679,20.3769,18.4239,20.1547,19.8677,19.8052,20.9075,20.195,19.4757,18.791,23.4124,22.815,21.5776,20.5591,24.1555,24.0388,21.9367,20.7027,22.0562,22.1571
21.8392,23.0976,24.3933,25.2459,25.2965,25.2951,25.247,25.1495,25.3394,25.4872,25.1495,25.298,25.3759,24.8869,25.4842,25.2132,25.1651,25.6697,25.7159,25.8154,24.4798
30.785,30.5931,30.7309,30.1881,30.2276,30.2657,30.1532,30.1376,30.1539,30.2141,30.1478,29.9568,30.0469,29.955,29.7396,29.6773,29.8811,29.4836,29.9005,29.8627,30.058
24.3641,25.7735,26.5693,27.6315,27.7363,27.6235,27.8229,27.2829,27.3083,27.2539,27.2216,27.6722,27.6446,27.1419,27.9032,27.2581,27.573,28.3953,27.8255,27.3465,27.7641
21.3306,24.1377,21.1788,26.0281,25.4877,25.9931,25.5666,25.9411,25.8047,25.685,25.8419,25.4615,24.7184,24.5971,25.3103,24.7874,24.9767,24.7912,25.0352,24.2433,24.4905
22.2276,21.2304,20.235,25.2574,25.2141,25.415,25.4439,25.543,24.9207,25.4248,25.5712,25.155,24.6535,24.6008,22.8273,25.2441,25.3026,23.2029,21.919,24.1477,24.8453
24.9402,24.1624,26.2308,27.3,27.2678,27.4805,27.2343,27.1286,27.1155,27.226,27.2635,27.2904,27.1375,27.1397,27.3962,26.7203,26.8012,26.8624,26.9537,26.8179,27.057
20.4892,21.4476,22.2939,23.4343,23.3598,23.6208,23.8003,23.6722,23.8158,24.0174,23.8217,23.8283,23.4684,23.488,22.8667,24.2552,23.9226,22.8886,22.0624,23.3291,23.0535
22.0602,21.4838,20.7184,24.6955,24.6819,24.2953,24.9702,24.9619,25.1264,25.0065,25.0327,24.4866,23.9356,25.5139,25.6913,23.8765,22.8594,25.848,26.2191,26.0837,25.9351
21.4039,26.707,27.0305,29.4171,29.3807,29.27,29.2405,29.3285,29.2442,29.2293,29.3023,29.1397,29.0366,29.3369,29.3831,28.6708,28.7057,29.085,29.1947,29.2635,28.9142
22.017,23.7933,21.339,26.5092,26.5027,26.5153,26.536,26.8654,26.745,26.8866,26.6938,26.2106,26.1217,26.4595,26.1811,25.5375,25.795,26.0369,26.4658,25.2528,24.8881
