LL.4,LL.8,LL.12,LL.16,LL.20,LL.24,LL.28,LL.32,LL.36,LL.40,LL.44,LL.48
0.16976053,-0.74758906,-0.19115841,0.07785788,0.25232728,0.30261914,0.07032193,-0.52283745,-0.16573674,0.05568268,0.12672215,0.24582067
-0.43210483,-0.1055196,0.056936,0.01058092,0.27414707,0.19800394,-0.1482863,-0.05049285,-0.0328372,-0.03207203,0.06539086,0.19057209
-0.35597848,-0.03398236,0.2626552,0.00911739,-0.01717403,0.02155143,-0.1060038,-0.07135723,0.14894471,0.08712096,0.06497463,0.0851852
-0.15574982,-0.11985973,0.18825553,0.08810926,-0.08847372,-0.06120111,-0.03419053,-0.04880115,0.1270355,0.08911412,0.02093458,-0.07127967
-0.09897246,0.15908258,-0.32953594,0.0026218,0.05682439,-0.09755956,0.08479621,0.45104502,-0.32673931,0.09437768,0.05159797,-0.13403857
-0.14769269,-0.38408931,0.0235667,0.07585132,0.20711243,0.13206077,-0.08241995,-0.317798,-0.09280189,0.04649711,0.17197098,0.26762653
-0.20692114,-0.14826786,-0.10508797,-0.20353647,0.10233646,0.23792255,-0.10906345,0.09104892,-0.10399684,-0.15324974,0.03767036,0.43177037
0.04638871,-0.04544626,-0.60260765,-0.28331656,0.289673,0.12052576,-0.02860225,-0.17480621,-0.39363454,-0.15055932,0.17705987,0.50674878
-0.21520596,-0.03515161,0.29337445,-0.07747469,-0.10815245,-0.13531851,-0.13805229,-0.01490968,0.3286974,0.013861,-0.16923249,0.0181435
-0.11104154,-0.1958006,0.04328878,0.05994595,0.1645993,0.15040746,-0.10117902,-0.27674112,-0.02950179,0.09964876,0.14366851,0.1110183
-0.06517969,-0.40558635,-0.04408794,0.11764268,0.13908792,0.05646457,-0.06854044,-0.35654409,-0.10782111,0.14405447,0.18144161,0.3239831
0.05167067,-0.27289785,0.04545026,0.25685362,0.08806252,0.17650154,-0.19106107,-0.42219879,0.13252297,0.11226945,0.05385644,0.00828181
0.07517249,-0.55677097,-0.21026951,0.11215957,0.22688158,0.13413393,0.04240614,-0.37710907,-0.2269998,0.12640426,0.19598573,0.23103709
0.19979705,-0.35855159,-0.51783647,-0.07230695,0.34147811,0.31676669,-0.0535156,-0.17484033,-0.47859228,-0.37043153,0.06838115,0.40107376
0.15311032,-0.36746718,-0.15355434,0.06348115,0.08865136,0.12297944,0.04722554,-0.37844497,-0.27077266,0.07922242,0.06408112,0.32561689
-1.99582771,0.794516,1.37265042,-1.10672221,-2.47965639,-2.29187361,-1.73369908,1.04455389,1.3885851,-0.16979381,-2.39015655,-2.19256476
0.01146026,0.10674125,-0.0617335,0.09200716,0.04341737,-0.06087723,0.05336024,0.04821461,-0.19650271,0.10843672,-0.05846458,-0.08981323
-0.30666939,0.65108762,0.04399395,-0.05608345,-0.55642736,-0.5739285,-0.02323947,0.76964707,0.12259428,-0.00592151,-0.58237647,-0.45356038
-0.39450844,0.44261487,0.06174113,-0.13582598,-0.29559842,-0.23346774,-0.03040338,0.64159516,0.03690583,-0.02667674,-0.59518341,-0.20169686
0.26291556,0.22066433,-0.36008994,-1.37E-05,-0.04518432,0.01040484,0.14511021,0.24833413,-0.49569225,-0.1527173,-0.20340949,0.03961009
-0.2604066,-0.17501192,0.34428947,0.02384641,-0.11772422,-0.17420159,-0.24990885,-0.0905829,0.45499761,0.02729682,-0.22289595,0.10109737
-0.36882695,-0.02219508,0.56490843,-0.15536514,-0.25949416,-0.45639894,-0.41166351,0.17873073,0.69335339,0.1650895,-0.44381783,-0.23336528
-0.1800853,-0.33019967,-0.34116629,0.06905031,0.36498437,0.25125421,-0.04414726,-0.16425445,-0.40294789,-0.02917067,0.2454529,0.35539561
0.25107672,-0.34192525,-0.33837833,-0.04530561,0.20977261,0.17651225,0.15131963,-0.20704921,-0.39361037,0.01255893,0.05485849,0.08161778
0.11810278,-0.45704699,-0.05188068,0.06138714,0.02059172,0.08086516,-0.02438527,-0.51976068,-0.05360631,0.12990448,0.14810484,0.25485635
-1.18140187,0.75876948,1.04450537,-0.40624243,-1.39769319,-1.5222313,-0.98418255,0.91214219,0.99569536,0.04554178,-1.85576709,-1.51279107
0.11644492,-0.2700208,-0.12821061,-0.05752635,0.18348595,0.10005485,-0.06580453,-0.24903011,-0.15429664,-0.00950701,0.11842057,0.25076981
0.06499607,-0.19491882,-0.21924585,0.0819391,0.16174093,0.10584078,0.08121102,-0.24789726,-0.27384851,0.06719575,0.20029007,0.14947216
0.09107309,-0.03351435,0.22058139,-0.296069,-0.34827666,-0.32544759,0.02217387,0.3314939,0.44499086,-0.09579924,-0.22034677,-0.35933002
0.27060254,0.35012364,-0.22663425,-0.01360233,-0.19115309,-0.27372825,0.06203439,0.28598674,-0.16997868,-0.0426807,-0.19863098,-0.22594131
0.12677765,0.12599707,-0.30940126,-0.10269077,0.07061608,-0.05371358,0.1369148,0.07412746,-0.18316676,-0.16399553,-0.08698788,0.01484094
-0.31224049,0.05137718,0.25348623,-0.11662315,-0.16105709,-0.24613453,-0.18614681,0.14760611,0.44600581,0.01159704,-0.19269916,0.07907298
-0.04050632,0.15008987,-0.04737279,-0.02071154,-0.12072967,-0.14471406,0.05710703,0.31940718,-0.08326656,0.00191672,-0.09978554,-0.13314117
-1.45240226,1.25169321,0.65112145,-0.42713829,-2.60255858,-2.90478477,-1.00805793,1.41120218,0.74715409,-0.02914846,-2.51729294,-2.63097894
0.15601721,-0.48747874,-0.23005453,0.10944326,0.18920516,0.13067122,0.1017457,-0.65046467,-0.27755507,0.07402193,0.2358131,0.35913266
0.2067187,-0.32379796,-0.08441601,0.21570612,0.25456412,0.07037717,-0.06932651,-0.43517166,-0.26595939,-0.00627771,0.31798919,0.0567199
0.21303715,0.16760521,-0.11022113,-0.03499979,-0.1235992,-0.0934213,0.14831591,0.14309665,-0.08607905,-0.13090175,-0.18523665,-0.08496166
-0.04652315,-0.04691673,-0.23553914,-0.06665848,0.18209777,0.11313954,-0.12410854,-0.015091,-0.06118738,-0.06193556,0.32775881,0.18784178
-0.13458199,0.52555633,0.1774136,-0.07101941,-0.49443264,-0.41649191,0.08804293,0.66030973,-0.17433907,-0.13172153,-0.52495208,-0.4959565
0.17072404,-0.40201994,-0.42835699,-0.12109384,0.33160841,0.16815689,0.0280309,-0.54384418,-0.09483364,0.06852662,0.25630915,0.0472565
-0.07455879,-0.30017529,0.00364402,0.12037829,0.14715457,0.18312946,-0.07060617,-0.26516617,-0.09478125,0.0844056,-0.05207333,0.22750142
-0.0664532,-0.18952786,0.03089816,0.09836889,0.07921821,0.18619783,0.01312351,-0.21321555,-0.09480761,0.01722841,0.02847559,0.11271975
0.20373433,-0.31554735,-0.14187177,-0.05097151,0.07144477,0.05899952,0.06330931,-0.42630565,-0.134068,0.04207231,0.20759687,0.2106097
0.09626639,-0.39949526,-0.33985174,0.02094258,0.15139192,0.20590833,0.06008145,-0.39812405,-0.29717357,0.0137695,0.10157472,0.3377796
0.20472643,-0.27853612,-0.23868757,0.00153256,0.20980272,-0.02739573,-0.01903974,-0.24084274,-0.18382449,-0.01867939,0.38531531,0.01296375
-0.2147913,0.03948554,0.48353919,-0.19343043,-0.31132373,-0.24151018,-0.25618865,0.13392863,0.53975223,0.05027109,-0.24267559,-0.22655027
-0.67119739,0.79134518,0.86371809,-0.55423974,-1.27568572,-1.55074466,-0.95115607,0.75275396,0.94620205,0.23209748,-1.2762582,-1.63689297
0.28554788,0.10275409,-0.20520339,0.02446617,-0.22476452,-0.31894412,0.07628943,0.16842397,-0.28602872,0.12237513,-0.13913603,-0.1324355
0.05696406,-0.49705342,-0.10941888,0.0132148,-0.00500645,0.01418249,-0.0556425,-0.34598882,-0.05300264,0.16878581,0.18799,0.34931026
0.30361898,-0.37168304,-0.32255316,-0.0231103,0.1869717,0.15023814,-0.04903272,-0.73164751,-0.32453547,0.0800453,0.36485459,0.28470571
0.10602316,-0.31751346,-0.17823465,0.12015547,0.12624014,0.18203943,0.06724533,-0.33085219,-0.22566299,-0.04562532,0.18759198,0.11318289
-0.04379387,-0.44572539,-0.27365835,0.15353748,0.06904234,0.2704665,-0.05737654,-0.49423269,-0.03081079,0.0312898,0.25384751,0.33936526
0.08100825,-0.30501445,-0.22423605,0.05891128,0.26061268,0.13835025,0.02982679,-0.39965668,-0.27878785,0.14317333,0.26778173,0.09028971
0.07158639,-0.27858639,-0.03222314,0.01757938,0.15078912,0.16730341,0.03534263,-0.33560177,-0.19513276,0.07806247,0.13692774,0.09604588
0.08854315,-0.28067052,-0.15095714,0.1249236,0.1744544,0.13926874,0.02187731,-0.38387672,-0.25644804,0.07315392,0.23328753,0.13218719
-1.81573018,-0.08522266,1.00160189,-0.38655742,-0.92065892,-1.03651426,-0.53970741,0.68992331,1.2481693,0.10635117,-1.29147032,-0.86008836
-0.29718019,0.05733345,0.3442252,-0.37615353,-0.37049069,-0.29699085,0.04377704,0.17048813,0.57879263,-0.14710313,-0.64694189,0.00113538
-0.05924593,-0.25176061,-0.11950265,-0.04047958,0.19634856,0.15971445,-0.04621215,-0.0813784,-0.1435359,-0.1065189,0.26329554,0.16814652
-0.59818063,0.34845665,0.87065995,-0.20549062,-0.74263461,-0.84545185,-0.58248535,0.55618949,0.88040175,-0.20325846,-0.97348973,-0.733936
-0.16653502,0.00282382,0.26829501,-0.06722347,-0.07568527,-0.19856963,-0.31253389,0.00691224,0.25157305,0.14012925,-0.12897534,-0.16009044
-0.34825435,0.1183074,0.38070088,-0.06726756,-0.2661826,-0.26356556,-0.29365325,0.29748799,0.49931215,0.06774945,-0.24618668,-0.19094664
0.29165723,-0.48018454,-0.27020831,0.1591093,0.06148475,0.16888165,-0.03339602,-0.64456094,-0.25547957,0.22800863,0.09936166,0.33037496
0.00873614,-0.59820278,-0.14439602,0.22413631,0.20429565,0.21895546,-0.02974265,-0.63966749,-0.25147385,0.24927328,0.20448225,0.23219013
0.13008252,0.10005851,-0.31202594,0.06108393,0.01619661,-0.09607714,0.1718571,0.12346878,-0.31099387,0.07783824,-0.00932524,-0.18081975
0.31614084,0.11290538,-0.3034519,-0.07046143,0.11591311,0.06267674,0.09680828,0.14297977,-0.42642924,-0.1366365,-0.13062132,-0.00682662
-0.13255188,0.64517203,-0.04043334,-0.11315347,-0.60791417,-0.40163034,0.0667628,0.71441265,-0.04759851,-0.10380649,-0.55058112,-0.51253869
-0.16577485,0.86834283,-0.08602593,-0.1884007,-0.8211314,-1.00374001,-0.06408357,0.9729721,0.13750179,-0.09214706,-0.83713618,-0.68089852
0.002151,-0.22970034,-0.17172769,-0.00847465,0.04803807,0.10002057,-0.09080959,-0.16371005,-0.01872161,0.06602967,0.1089348,0.22515757
0.05840759,-0.22343492,-0.06817353,-0.10363279,-0.04989943,0.10771978,-0.02114828,-0.25984926,0.04234672,0.00915012,0.08510508,0.24060335
-0.32245126,0.08709784,0.47963748,-0.13019686,-0.21852401,-0.17742087,-0.35356883,0.1496572,0.50874437,0.11819781,-0.51547087,-0.25838723
0.12994954,-0.11233699,-0.05856521,0.07332557,0.07135344,0.02552407,0.03631797,-0.10818835,-0.17521614,0.05280993,-0.01262916,0.01762546
-0.27427932,-0.40692513,-0.26103128,-0.15277501,0.51733538,0.50433369,0.02640717,-0.34345205,-0.43596589,-0.20831701,0.10787185,0.41587894
-0.00658759,0.01834355,-0.08915529,-0.04968998,0.06843207,-0.08149718,-0.04533885,0.18307331,-0.04178871,-0.05199761,0.2229547,-0.25168252
-0.20519609,0.48573064,0.05983738,-0.00090572,-0.33187195,-0.292057,-0.14329582,0.60446588,0.14076273,0.0109793,-0.62359127,-0.39968136
-0.05611893,-0.41891765,-0.24010175,0.0640292,0.27053099,0.31999046,-0.08174982,-0.3814758,-0.31760152,-0.04224396,0.23775546,0.4595539
0.1553503,0.03294586,0.07474251,0.03702868,0.10209303,0.07015137,0.09019846,-0.09471004,-0.19220846,-0.16969163,0.02456454,-0.18068908
0.2177912,-0.36757132,-0.7272114,0.0386331,0.33850722,0.29148257,0.23652744,-0.39227742,-0.72910205,-0.1780081,0.22819338,0.27776511
0.33762372,-0.24285194,-0.50264726,-0.08938769,0.32056048,0.23298198,0.21453024,-0.32455397,-0.52253389,-0.2057297,0.2814183,0.02428679
-0.00288626,-0.16619121,-0.2034365,-0.07361695,0.19624257,0.241093,0.17745117,-0.19895243,-0.31619195,-0.25427056,-0.01180647,0.2557461
-0.20920784,-0.03634137,0.23626993,0.05872137,-0.00116088,-0.05191616,-0.30699609,-0.13838052,0.26918593,0.12025396,-0.27717632,0.09720681
0.06887145,-0.11582608,-0.04346256,0.13650968,-0.13972737,-0.0946035,0.12588824,-0.13800657,-0.0818356,0.17700548,-0.10592594,-0.08098981
0.17389615,-0.03936474,-0.2368798,-0.11372668,0.0645106,0.09649929,0.1460699,-0.06157707,-0.18173927,-0.11098613,0.15953235,-0.00076975
-0.09793623,0.08984297,-0.06735973,0.03217462,-0.09255655,0.04528266,-0.16902712,0.09437575,-0.05085722,0.02575884,-0.05685361,0.11234872
0.06926078,-0.08768818,-0.29714939,-0.09787604,0.24532611,0.27491429,0.03435774,-0.13701428,-0.25238416,-0.2230556,0.03798539,0.14393082
-0.13324441,-0.20832238,0.00798533,0.12121374,0.0689775,0.09158885,-0.03628331,-0.32447449,-0.07072833,0.16593957,0.03016749,0.19691825
-0.22563959,0.0628463,0.12404506,-0.07365014,0.03353702,0.00432214,-0.1412729,0.04398574,0.17444576,-0.03491263,-0.07812007,0.11990035
0.32237399,-0.17712502,-0.16537333,-0.05631568,0.06106439,0.10771169,0.16620261,-0.18505607,-0.18365574,-0.11196545,0.03630947,0.04872156
0.16049127,-0.45292546,-0.24617647,0.069918,0.28896222,0.17831458,0.09188561,-0.56631069,-0.26650072,0.05238065,0.25832058,0.13244077
-0.00797045,-0.30285283,-0.11631277,-0.10538355,0.17542077,0.14561973,0.01093421,-0.17935185,-0.13414053,-0.00039133,0.23289772,0.22123781
0.2044977,-0.11372532,-0.05972394,0.04658967,-0.003079,0.22155098,0.05567572,-0.24505358,-0.20245781,-0.23130461,0.01121699,0.13355911
-0.00723638,0.24689951,-0.1721543,-0.18771697,-0.12066426,-0.14404236,0.1103551,0.40875859,-0.26816814,-0.14893229,-0.23946928,0.02678529
-0.06149084,-0.14487436,-0.1208235,0.01955196,0.09572851,0.08853783,-0.06548425,-0.21820646,-0.06246754,-0.00871048,0.02498736,0.33547055
-0.20098165,0.55317479,0.04182525,0.02496429,-0.33197618,-0.35254161,0.10848978,0.58743598,-0.16595342,-0.04818221,-0.52128359,-0.41577436
-0.05826147,-0.43950885,-0.24644977,-0.02266976,0.19063464,0.26577929,0.05232498,-0.40016713,-0.32288924,0.04222071,0.11684294,0.48577127
0.11806611,-0.45319217,-0.26816169,-0.25362961,0.39353824,0.04579438,0.10267865,-0.29896774,-0.29913152,0.08752822,0.29293907,0.28294751
0.13776983,0.05947585,-0.08946128,0.02174322,0.00774521,0.05380313,0.0422274,-0.0269486,-0.1279711,-0.02995844,0.01203835,-0.05267259
-0.2905415,0.14377008,0.35689568,-0.07902116,-0.15894875,-0.27498624,-0.33502988,0.24996432,0.41515935,0.04723399,-0.09306367,-0.32868281
-0.58285391,0.26112824,0.51337059,-0.13552306,-0.36802779,-0.26280195,-0.14505059,0.45621285,0.46912625,-0.01696113,-0.78527989,-0.34431851
-0.13728337,0.22078655,0.15005737,0.0284354,-0.39591283,-0.3412329,0.06376992,0.45088454,0.08827058,-0.01832097,-0.48243599,-0.27831425
-0.1997887,0.34432055,0.09919014,0.04096982,-0.26369705,-0.25484303,-0.08672749,0.44640248,0.13539964,-0.09475915,-0.27733131,-0.13996575
-0.06851334,-0.13328477,0.04280187,0.14791184,-0.01335633,0.01831645,-0.17866099,-0.30387491,0.15982073,0.16718452,0.08207768,-0.01733656
0.19769772,0.29244077,-0.2755876,-0.11590705,-0.03673879,-0.03303738,0.17567438,0.13014799,-0.17516592,-0.11831459,-0.08435405,-0.09906934
-0.01844766,0.29376792,-0.27715578,-0.1068124,-0.02548594,-0.04882346,0.0721387,0.20482253,-0.23633558,-0.08728855,-0.14559894,0.05721643
0.27526669,-0.24399165,-0.3030448,-0.18104015,0.08808385,0.13897496,0.19280207,-0.17058315,-0.44418442,-0.28627256,0.45646014,0.29791667
0.24104709,-0.51131383,-0.20177104,-0.04749987,0.24291558,0.21687143,0.08369407,-0.53776338,-0.27740473,-0.05679545,0.0361844,0.27592792
0.18625799,0.30413042,-0.22962053,-0.05394761,-0.06062516,-0.11474043,0.03948417,0.35919226,-0.39552968,-0.06855549,-0.25388712,-0.34695052
0.37940253,0.12108159,-0.46383068,-0.1663551,-0.03771286,-0.0725961,0.29643386,0.18699074,-0.40114301,-0.16696938,-0.14450591,-0.00746054
0.09257126,-0.03219156,-0.12879029,0.00230208,0.1078971,0.10571751,0.10271498,0.06159527,-0.52449723,-0.12587098,0.18943078,-0.07772416
0.02544882,-0.18098193,-0.14113221,-0.06707028,0.19908763,0.10706582,-0.08757043,-0.23564732,-0.04304576,-0.01041511,0.17992111,0.1704362
0.2943219,-0.33475951,-0.16781203,0.04671887,0.17790315,0.14388857,-0.02804637,-0.36657087,-0.20811768,0.02995158,0.12938828,0.15355559
-0.0005118,-0.27284191,-0.3282343,0.06787773,0.28975808,0.06381469,-0.11312572,-0.17961843,-0.14539616,0.09869644,0.15308785,0.15782504
-0.16699156,-0.31026974,-0.1165892,0.06994118,0.16864032,0.22547193,-0.04090732,-0.47716194,-0.13434184,-0.06479816,0.18802326,0.4457833
-0.13198464,-0.16707659,-0.16270104,0.0378619,0.18213934,0.01437765,-0.19055065,-0.11640681,-0.07527955,0.06979592,0.27942926,0.2700441
-0.16972348,0.06066697,0.24333425,-0.02493267,-0.18165417,-0.06556519,-0.17130733,0.10886016,0.23112386,0.01145113,-0.09972961,-0.0516462
0.02873134,-0.37715527,-0.23654305,0.05947386,0.06128099,0.13110876,0.00370829,-0.33244863,-0.1439023,0.11905585,0.11202511,0.2982288
-0.92034413,0.61686797,0.82444231,-0.12787,-0.79924807,-0.9842149,-0.59394754,0.7725186,0.7693211,0.08958388,-1.11363389,-0.90139639
-0.3721124,0.37352266,0.24236742,-0.01405341,-0.58233479,-0.57105402,-0.27548482,0.38705762,0.47357371,0.25042119,-0.6216648,-0.21159649
0.03496579,-0.34108873,-0.29418345,-0.10977155,0.2018662,0.17095067,0.07637405,-0.18517899,-0.264802,0.04015879,0.12731172,0.32354033
0.10113599,-0.09096948,-0.08105103,-0.04846381,0.03673219,0.10096467,0.06740982,-0.12757714,-0.07859394,-0.16376372,-0.08247711,0.13931012
0.32966331,-0.13568,-0.2734709,0.05829136,0.15328204,0.1852095,0.19515429,-0.23390375,-0.49141409,-0.18475077,0.06461348,0.12479373
0.03505446,0.52511937,0.39864394,-0.29429536,-0.90893106,-0.85180289,-0.09110298,0.60452364,0.42696367,-0.03122971,-0.90502134,-0.65983458
0.11792288,0.21693421,0.00627409,-0.05820307,-0.24332709,-0.22900602,0.10703736,0.20563415,-0.0902332,0.02786116,-0.13984217,-0.2165555
-0.07680944,0.28235222,0.20838191,-0.13864379,-0.34965377,-0.3035032,0.03545989,0.34858591,0.25109777,-0.04840491,-0.49154138,-0.19182632
-0.10601363,-0.07138353,0.09899265,-0.02123969,0.07263776,0.06702968,0.01668151,0.09714152,-0.05250053,-0.01438985,-0.06389135,-0.06424681
-0.15361778,0.09389095,0.17443493,-0.15354199,-0.4552291,-0.29892086,-0.11488345,0.2340315,0.46408621,0.15831801,-0.45754816,-0.1260707
0.31036015,-0.40223043,-0.5630361,-0.27843688,0.41158942,0.44479566,0.27242114,-0.38982873,-0.63916711,-0.476742,0.14470677,0.37455005
-0.20964132,-0.54404178,-0.45472918,-0.15185508,0.4277317,0.59077944,0.18345183,-0.40354846,-0.55834844,-0.53195365,0.34647814,0.60719954
-0.09227774,-0.62100465,-0.76343324,-0.47953183,0.6946561,0.61469283,0.11568829,-0.71494651,-0.77011833,-0.65316863,0.25564264,0.84263419
-0.32365637,-0.31157442,-0.40784791,-0.1093579,0.03203439,-0.05274609,-0.13807509,-0.01064789,-0.31059134,0.36116761,0.31447016,0.57346268
-0.63417424,0.65282708,0.56548656,-0.17065028,-0.61425238,-0.80432111,-0.52876091,0.62902153,0.55797504,0.12621603,-0.75200903,-0.70001997
-1.24585902,0.6548927,0.92803408,-0.47471114,-1.12742935,-0.91948536,-0.65329924,0.91629262,0.91588718,-0.0364396,-1.50489229,-1.04031211
-1.65737568,1.22482777,1.01168005,-0.83430557,-2.56526838,-2.73393983,-1.31980084,1.34372294,0.976321,-0.2646176,-2.30695587,-2.5170488
0.35327061,-0.61756465,-0.19640359,0.06501523,0.25115016,0.06591152,0.03605826,-0.48031871,-0.38472132,0.06249961,0.03956007,0.29247708
0.02411478,-0.15730224,-0.22793077,-0.10396941,0.06564076,0.09075839,0.10910012,-0.11561757,-0.2331183,-0.00120426,-0.0509261,0.32422493
0.27366668,-0.28998832,-0.2398867,-0.07048981,0.30332805,0.13398702,0.0200962,-0.38145581,-0.48244128,-0.08921995,0.23307243,0.26428733
-0.10938718,-0.10761673,0.23936564,-0.15047279,-0.00472404,-0.00372004,-0.17544603,-0.05808997,0.300549,-0.03510628,-0.00157791,-0.03894019
0.13197157,0.63464363,-0.33127911,-0.22414051,-0.37375169,-0.5194125,0.24994639,0.72301217,-0.19082398,-0.28068296,-0.66077087,-0.45259893
-0.20293471,-0.14068411,-0.08891923,-0.04039736,0.19064515,0.23979191,-0.05758107,-0.13281848,-0.08381316,-0.0769568,0.01440899,0.30129479
-0.10006149,0.01012066,0.18558472,0.00620535,-0.19095309,-0.1250681,0.06958735,0.08498236,0.17709231,-0.01580466,-0.18936832,-0.06197787
-0.11219488,0.01354443,0.26272684,0.03198885,-0.08289937,-0.19337839,-0.14811401,0.03371796,0.37040183,0.05946664,-0.09061625,-0.09898576
-0.16153513,-0.17641008,-0.00929653,-0.03676585,0.05186522,-0.03885512,-0.08658513,-0.2035083,0.2810478,0.12377013,0.24217048,0.03052922
-0.01710921,-0.15572556,-0.03889065,-0.00537494,0.02979582,0.05825444,0.02333503,-0.19380123,0.06439224,-0.00055794,0.16021017,0.11568111
-0.07002053,0.2890024,0.18919865,0.01211016,-0.24598352,-0.30114537,-0.02619683,0.32638983,0.08475329,-0.08232155,-0.26939487,-0.30792521
-0.16590087,0.04701242,0.21254713,-0.422099,-0.39742374,0.22632982,-0.05709779,-0.01764641,0.03698272,-0.28531512,-0.39356022,-0.08297619
0.02203592,-0.26735397,0.13738957,-0.02215185,0.12959243,0.04703957,-0.03628209,-0.26470514,0.04877768,0.00786712,-0.0384916,0.11998188
0.00663716,-0.21537919,0.01999682,-0.05896557,0.05808715,0.05611784,-0.02021523,-0.22659554,-0.11089973,0.00067961,0.23583379,0.2028166
0.08043795,-0.50579299,-0.12961309,0.07932423,0.17195703,0.12570994,-0.01035831,-0.53720816,-0.14254404,0.11165122,0.3174125,0.23422964
0.06482475,-0.34787656,-0.09512075,0.11522858,0.14224029,0.17573965,0.07981978,-0.38586376,-0.13879339,0.02297172,0.25039241,0.12510012
0.20313811,-0.44846208,-0.14754526,0.05830391,0.15368014,0.20821184,0.15393002,-0.47942984,-0.23630495,0.04523588,0.12896972,0.17010125
0.19604733,-0.45561208,-0.07459424,0.10979011,0.11423266,0.19584573,0.08682368,-0.39636033,-0.13547809,-0.05648896,0.10818513,0.16176126
0.16267048,-0.42887431,-0.03403237,0.05858054,0.09117646,0.16000493,0.09863037,-0.37057897,-0.15540051,0.07096954,0.15449284,0.09763316
0.08202159,-0.31035688,-0.03135415,0.11798127,0.13319581,0.12982795,0.04872276,-0.30072348,-0.14701783,0.02950008,0.14712326,0.03474289
0.19641536,-0.24387383,-0.10925176,0.07537983,0.08165941,0.09702578,0.08848974,-0.25159435,-0.14489484,0.0152485,0.18025692,0.03839702
0.15561163,-0.19964468,-0.11657864,0.06965208,0.07001634,0.08444989,0.13256246,-0.28944863,-0.13001693,-0.01017795,0.15450579,0.05074455
0.17533392,-0.52011047,-0.20042873,-0.01723945,0.15355944,0.10387365,0.16366057,-0.35448069,-0.1106247,0.09829352,-0.01473862,0.24346617
-0.65586603,0.81382137,0.5792901,-0.11629681,-0.89373477,-1.10200975,-0.54542785,0.73732837,0.54442476,0.17767499,-0.70795503,-1.26686659
-0.98116671,0.17459012,0.94331461,-0.30178017,-0.58444769,-0.70059146,-0.55449005,0.40047188,0.88394052,0.1846052,-1.03689328,-0.64775706
-0.24017658,-0.24876946,0.13644158,-0.10397572,-0.05108514,-0.16921158,-0.18497185,-0.11578167,0.40742972,0.14456239,0.20420313,0.1485528
-0.18555314,0.2521021,-0.15764457,-0.10075546,-0.23068481,-0.07394846,0.08888472,0.35786414,-0.21941699,-0.04099906,-0.3640959,0.17287072
-0.01272938,0.31178682,-0.14820978,-0.09999646,-0.10400072,-0.16674547,0.08916901,0.43985096,-0.18736003,-0.30653038,-0.34631232,0.06726053
-0.04206657,0.43391991,-0.03158902,-0.19917306,-0.18999811,-0.29883097,0.04840968,0.51116703,-0.08503438,-0.18511511,-0.56623179,-0.18307728
-2.43735873,1.07656872,1.2738465,-0.46976631,-4.05772498,-4.40543971,-2.04256234,1.12195617,1.28395305,0.24661089,-3.31455272,-4.07516589
-0.25585415,0.1758612,0.14461577,-0.17862699,-0.53467648,-0.3179686,-0.22385708,0.43743657,0.13417434,-0.04867255,-0.85265745,0.20062122
-1.03289532,0.34160809,1.1129464,-0.4229389,-1.19336313,-0.9569211,-1.00044151,0.46553428,1.19151966,0.07788274,-1.04926539,-0.78798275
0.36393432,-0.19743089,-0.28265886,0.14102544,0.25709867,0.04794841,0.03648143,-0.245792,-0.40487233,0.0115469,0.04603584,0.0223497
0.11735245,-0.14371927,-0.17922281,0.01343714,-0.01488652,0.08822282,0.05538339,-0.26184788,-0.11985976,-0.00103339,-0.00378016,0.21281673
-0.37810379,0.05811515,0.09162368,0.06487384,0.05916682,0.04802862,-0.1753355,0.12626165,0.0889233,0.06701023,0.01455849,0.00439607
0.03394912,-0.49560832,-0.22072211,0.07967677,0.30237361,0.26221896,0.1291044,-0.52166871,-0.48929454,0.01659915,0.11786532,0.35363102
0.10416324,-0.10541806,-0.13673057,-0.06150852,0.07094875,0.08531558,0.06154405,-0.17965098,-0.03765707,-0.0334858,0.15839636,0.11663414
0.3683438,-0.31181079,-0.42842118,-0.04872556,0.17921862,0.22910009,0.20922023,-0.28725761,-0.35068233,-0.13130948,0.07906132,0.09697775
-0.08208595,0.14454544,0.35568893,-0.09238603,-0.1514686,-0.26115153,-0.28187391,0.00391234,0.3775209,0.04501887,0.01179346,-0.35284895
-0.00070773,-0.27786788,-0.06834364,0.03584658,0.11562186,0.02938289,-0.0918362,-0.3519854,0.01391505,0.06714265,0.21368455,0.17066157
0.26978078,-0.65655456,-0.32552627,0.13162516,0.10785882,0.14545186,0.02994377,-0.59470799,-0.32899574,0.18905559,0.44860665,0.28677994
0.05671139,-0.33790428,-0.16012432,0.11863699,-0.02698604,0.11921118,0.12194152,-0.30740242,-0.18079494,0.06492271,0.13857898,0.18369616
0.25770811,-0.39780531,-0.17827049,0.11548008,0.23267576,0.19661446,0.01963823,-0.56932137,-0.24942006,0.04659508,0.21287814,0.05123074
0.21269913,-0.32357222,-0.18840112,0.14255967,0.13439104,0.12148891,0.00889392,-0.45534834,-0.20728305,0.06771795,0.17471537,0.07627111
-0.13357936,-0.23913198,0.06410763,0.07929714,-0.09456634,0.04015099,-0.0559773,-0.23525388,0.12258887,0.14174562,-0.33588615,0.31382604
-0.64825599,0.4621208,0.67238365,-0.36781456,-0.60836807,-0.86574178,-0.6924383,0.65012429,0.89534332,-0.02826826,-0.62439337,-0.65268642
